SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,TRADE_DATE
ADL,EQ, 24-Jul-2024,85.1,85.51,89.04,85.14,88.4,87.51,87.2,4670,4.07,262, 2467, 52.83,2024-07-24
ADORWELD,EQ, 24-Jul-2024,1379.75,1379.75,1407.7,1379.65,1399.1,1392.4,1397.02,9986,139.51,2338, 5120, 51.27,2024-07-24
ADROITINFO,EQ, 24-Jul-2024,17.66,17.9,18.5,17.1,17.51,17.55,17.53,26963,4.73,185, 14545, 53.94,2024-07-24
ADSL,EQ, 24-Jul-2024,222.87,223.0,227.94,220.35,224.9,224.28,224.61,429781,965.34,6831, 205548, 47.83,2024-07-24
ADVANIHOTR,EQ, 24-Jul-2024,68.84,69.5,70.1,68.0,69.9,69.69,68.87,153157,105.48,3436, 68601, 44.79,2024-07-24
ADVENZYMES,EQ, 24-Jul-2024,372.85,372.55,382.25,371.45,382.25,380.9,378.69,121413,459.78,10319, 52453, 43.20,2024-07-24
AEGISLOG,EQ, 24-Jul-2024,834.2,835.0,880.0,835.0,880.0,874.95,867.17,285510,2475.87,29267, 160752, 56.30,2024-07-24
AEROFLEX,EQ, 24-Jul-2024,153.73,155.0,159.25,153.0,156.35,156.04,156.49,444241,695.18,10382, 202073, 45.49,2024-07-24
AETHER,EQ, 24-Jul-2024,891.15,891.15,930.0,890.0,916.1,919.0,920.45,146339,1346.97,11399, 69994, 47.83,2024-07-24
AFFLE,EQ, 24-Jul-2024,1381.05,1380.0,1419.0,1373.05,1399.5,1402.95,1404.22,262890,3691.54,18965, 116533, 44.33,2024-07-24
AFIL,EQ, 24-Jul-2024,110.86,112.49,125.47,110.86,118.87,119.16,119.89,2574625,3086.64,27384, 841859, 32.70,2024-07-24
AGARIND,EQ, 24-Jul-2024,1161.75,1160.0,1194.9,1160.0,1185.5,1186.4,1185.29,36886,437.2,4497, 16400, 44.46,2024-07-24
AGI,EQ, 24-Jul-2024,770.85,770.85,811.9,767.65,797.0,796.25,788.45,263969,2081.27,16057, 107350, 40.67,2024-07-24
AGIIL,EQ, 24-Jul-2024,878.35,900.0,904.95,885.0,895.0,890.0,895.9,5090,45.6,1178, 4621, 90.79,2024-07-24
AGRITECH,EQ, 24-Jul-2024,234.21,264.9,281.05,261.31,281.05,281.05,275.22,1251233,3443.59,18722, 367844, 29.40,2024-07-24
AGROPHOS,EQ, 24-Jul-2024,47.73,48.3,48.3,46.17,46.65,46.58,46.72,168312,78.64,2645, 67707, 40.23,2024-07-24
AGSTRA,EQ, 24-Jul-2024,87.36,93.0,93.0,88.6,90.9,90.6,91.1,1882858,1715.29,13620, 900545, 47.83,2024-07-24
AHL,EQ, 24-Jul-2024,520.35,520.0,536.5,520.0,531.5,531.2,528.99,56730,300.1,1817, 25748, 45.39,2024-07-24
AHLEAST,EQ, 24-Jul-2024,127.25,127.19,132.0,127.06,130.0,130.62,130.04,16638,21.64,346, 10621, 63.84,2024-07-24
AHLUCONT,EQ, 24-Jul-2024,1365.25,1374.0,1397.85,1371.05,1380.0,1380.75,1382.56,56748,784.58,10006, 27838, 49.06,2024-07-24
AIAENG,EQ, 24-Jul-2024,4305.5,4311.8,4371.95,4291.05,4348.0,4339.85,4340.15,31869,1383.16,13239, 16677, 52.33,2024-07-24
AIIL,EQ, 24-Jul-2024,996.85,1003.55,1048.7,984.85,1025.0,1023.0,1012.28,60212,609.51,9356, 26182, 43.48,2024-07-24
AIRAN,EQ, 24-Jul-2024,29.03,29.0,30.51,28.9,30.36,30.2,29.96,565508,169.41,3783, 242476, 42.88,2024-07-24
AIROLAM,EQ, 24-Jul-2024,139.72,139.35,141.0,136.01,136.01,138.28,139.05,13835,19.24,935, 3851, 27.84,2024-07-24
AJANTPHARM,EQ, 24-Jul-2024,2335.1,2339.0,2389.9,2316.2,2373.55,2384.7,2373.68,79166,1879.15,12999, 48367, 61.10,2024-07-24
AJMERA,EQ, 24-Jul-2024,704.55,704.0,731.0,703.05,727.15,728.6,721.71,52379,378.02,5233, 24101, 46.01,2024-07-24
AJOONI,EQ, 24-Jul-2024,6.13,6.07,6.43,6.07,6.43,6.43,6.4,1010707,64.66,1180, 761787, 75.37,2024-07-24
AKASH,EQ, 24-Jul-2024,33.67,34.4,34.9,33.71,34.73,34.54,34.41,16349,5.63,245, 7115, 43.52,2024-07-24
AKG,EQ, 24-Jul-2024,22.43,22.89,23.39,22.52,22.95,23.05,23.12,177324,40.99,889, 133840, 75.48,2024-07-24
AKI,EQ, 24-Jul-2024,22.91,23.37,23.79,22.63,23.5,23.26,23.32,81373,18.98,543, 65992, 81.10,2024-07-24
AKSHAR,EQ, 24-Jul-2024,2.23,2.34,2.34,2.34,2.34,2.34,2.34,510380,11.94,279, 500400, 98.04,2024-07-24
AKSHARCHEM,EQ, 24-Jul-2024,314.05,314.25,316.2,311.2,311.3,313.65,313.77,6650,20.87,367, 3673, 55.23,2024-07-24
AKSHOPTFBR,EQ, 24-Jul-2024,8.34,8.44,8.68,8.33,8.48,8.44,8.49,372357,31.61,932, 207207, 55.65,2024-07-24
AKZOINDIA,EQ, 24-Jul-2024,2803.6,2804.0,2855.05,2803.55,2840.0,2827.45,2827.99,9150,258.76,2614, 4644, 50.75,2024-07-24
ALANKIT,EQ, 24-Jul-2024,23.78,23.95,24.85,23.67,24.13,23.93,24.21,2055339,497.5,6381, 809243, 39.37,2024-07-24
ALBERTDAVD,EQ, 24-Jul-2024,1200.6,1209.1,1219.85,1182.75,1219.85,1208.15,1199.15,14348,172.05,2313, 9304, 64.85,2024-07-24
ALEMBICLTD,EQ, 24-Jul-2024,141.13,139.8,148.0,139.8,144.7,145.21,145.22,1971159,2862.57,22185, 737545, 37.42,2024-07-24
ALICON,EQ, 24-Jul-2024,1213.65,1213.65,1259.45,1201.45,1236.0,1239.15,1239.26,13643,169.07,3720, 5778, 42.35,2024-07-24
ALKALI,EQ, 24-Jul-2024,131.91,132.6,140.7,132.6,138.45,138.0,137.94,22439,30.95,595, 11358, 50.62,2024-07-24
ALKEM,EQ, 24-Jul-2024,5180.65,5207.9,5271.75,5160.65,5185.75,5193.15,5220.54,112401,5867.94,19990, 56395, 50.17,2024-07-24
ALKYLAMINE,EQ, 24-Jul-2024,2013.85,2013.85,2055.2,2008.0,2020.3,2017.9,2029.71,25333,514.19,4981, 13064, 51.57,2024-07-24
ALLCARGO,EQ, 24-Jul-2024,63.07,63.0,63.63,62.9,63.1,63.2,63.28,1378795,872.51,9743, 490517, 35.58,2024-07-24
ALLSEC,EQ, 24-Jul-2024,1060.1,1065.0,1157.35,1065.0,1080.0,1083.9,1119.79,100488,1125.25,11755, 38419, 38.23,2024-07-24
ALMONDZ,EQ, 24-Jul-2024,27.89,27.75,29.28,26.9,29.25,29.18,28.88,917583,265.01,3047, 627996, 68.44,2024-07-24
ALOKINDS,EQ, 24-Jul-2024,25.37,25.4,27.27,25.35,27.04,27.07,26.81,31327734,8398.31,65124, 8335845, 26.61,2024-07-24
ALPA,EQ, 24-Jul-2024,88.98,89.98,91.75,88.03,91.0,90.79,90.53,31584,28.59,1175, 13826, 43.78,2024-07-24
ALPHA,EQ, 24-Jul-2024,54.91,55.9,55.9,54.59,55.75,55.68,55.49,1002671,556.37,4285, 591192, 58.96,2024-07-24
ALPHAETF,EQ, 24-Jul-2024,27.58,27.31,27.92,27.01,27.74,27.7,27.66,520922,144.1,2317, 337832, 64.85,2024-07-24
ALPL30IETF,EQ, 24-Jul-2024,29.82,29.69,29.95,29.68,29.9,29.81,29.82,853000,254.36,1464, 694017, 81.36,2024-07-24
AMBER,EQ, 24-Jul-2024,4205.5,4205.5,4350.0,4205.45,4320.0,4311.95,4310.82,84321,3634.92,17296, 35278, 41.84,2024-07-24
AMBICAAGAR,EQ, 24-Jul-2024,25.44,25.83,26.03,24.2,25.58,25.48,25.22,31087,7.84,390, 20356, 65.48,2024-07-24
AMBIKCO,EQ, 24-Jul-2024,1665.85,1665.85,1715.0,1625.0,1715.0,1697.5,1692.85,17563,297.31,3479, 10252, 58.37,2024-07-24
AMBUJACEM,EQ, 24-Jul-2024,691.35,691.35,693.0,680.1,684.75,682.4,684.75,1157565,7926.43,36629, 539874, 46.64,2024-07-24
AMDIND,EQ, 24-Jul-2024,69.05,69.9,71.5,69.2,70.0,69.97,70.43,30274,21.32,508, 16912, 55.86,2024-07-24
AMIORG,EQ, 24-Jul-2024,1284.75,1284.75,1317.0,1278.9,1306.25,1305.8,1303.01,95441,1243.61,11011, 50415, 52.82,2024-07-24
AMNPLST,EQ, 24-Jul-2024,258.05,260.5,309.65,260.45,309.65,309.65,300.1,143512,430.68,3377, 66521, 46.35,2024-07-24
AMRUTANJAN,EQ, 24-Jul-2024,746.85,750.0,770.0,750.0,761.0,767.35,762.83,26020,198.49,4280, 15761, 60.57,2024-07-24
ANANDRATHI,EQ, 24-Jul-2024,3776.15,3776.2,3856.3,3760.0,3793.05,3796.4,3803.83,37203,1415.14,5653, 21961, 59.03,2024-07-24
ANANTRAJ,EQ, 24-Jul-2024,515.3,516.8,535.0,510.9,521.0,518.4,524.85,1806932,9483.6,45617, 649892, 35.97,2024-07-24
ANDHRAPAP,EQ, 24-Jul-2024,573.85,573.95,582.0,570.0,579.6,579.95,578.44,81380,470.74,4922, 42062, 51.69,2024-07-24
ANDHRSUGAR,EQ, 24-Jul-2024,116.94,116.7,120.86,115.93,117.97,117.94,118.88,578061,687.21,12883, 225481, 39.01,2024-07-24
ANGELONE,EQ, 24-Jul-2024,2223.05,2251.05,2251.6,2162.7,2180.0,2181.25,2184.3,910700,19892.43,70206, 395219, 43.40,2024-07-24
ANIKINDS,EQ, 24-Jul-2024,66.35,66.35,68.47,66.35,68.15,68.0,67.53,30099,20.33,445, 14778, 49.10,2024-07-24
ANTGRAPHIC,EQ, 24-Jul-2024,1.43,1.44,1.57,1.43,1.57,1.56,1.55,3411359,52.8,3132, 2024095, 59.33,2024-07-24
ANUP,EQ, 24-Jul-2024,1762.05,1780.0,1861.45,1768.8,1820.0,1818.8,1829.2,65271,1193.94,9400, 22728, 34.82,2024-07-24
ANURAS,EQ, 24-Jul-2024,797.05,800.0,805.0,787.15,791.3,793.65,791.84,149597,1184.56,6715, 87161, 58.26,2024-07-24
APARINDS,EQ, 24-Jul-2024,8092.95,8134.55,8200.05,8050.0,8070.15,8086.9,8105.05,113095,9166.41,16136, 79102, 69.94,2024-07-24
APCL,EQ, 24-Jul-2024,192.92,193.9,199.4,193.0,194.42,194.23,195.71,16422,32.14,828, 10422, 63.46,2024-07-24
APCOTEXIND,EQ, 24-Jul-2024,431.45,431.45,448.15,430.0,443.25,440.85,440.05,34456,151.62,4913, 16069, 46.64,2024-07-24
APEX,EQ, 24-Jul-2024,260.06,263.0,312.07,262.99,312.07,311.1,303.27,10263326,31125.32,92546, 1611398, 15.70,2024-07-24
APLAPOLLO,EQ, 24-Jul-2024,1497.55,1497.75,1515.0,1474.0,1490.0,1487.6,1487.0,293899,4370.28,20450, 147245, 50.10,2024-07-24
APLLTD,EQ, 24-Jul-2024,1084.95,1072.9,1192.95,1072.9,1179.0,1175.4,1167.68,1319516,15407.74,78612, 234972, 17.81,2024-07-24
APOLLO,EQ, 24-Jul-2024,111.75,114.89,117.33,113.99,117.33,117.33,116.81,783370,915.04,2715, 636217, 81.22,2024-07-24
APOLLOHOSP,EQ, 24-Jul-2024,6403.6,6400.0,6443.95,6350.05,6420.0,6422.6,6398.99,309594,19810.89,34396, 206868, 66.82,2024-07-24
APOLLOPIPE,EQ, 24-Jul-2024,614.95,610.0,627.65,608.0,626.0,625.5,619.78,55948,346.76,5283, 29815, 53.29,2024-07-24
APOLLOTYRE,EQ, 24-Jul-2024,518.6,518.55,541.0,516.35,539.3,539.25,533.64,2424545,12938.34,52074, 685734, 28.28,2024-07-24
APOLSINHOT,EQ, 24-Jul-2024,1396.2,1400.0,1420.7,1395.75,1396.0,1401.9,1405.72,1869,26.27,361, 1235, 66.08,2024-07-24
APTECHT,EQ, 24-Jul-2024,206.64,205.7,211.7,205.69,206.9,207.39,208.85,301565,629.81,8215, 121671, 40.35,2024-07-24
APTUS,EQ, 24-Jul-2024,320.0,323.0,325.45,317.55,320.1,320.1,320.5,356133,1141.42,17139, 219764, 61.71,2024-07-24
ARCHIES,EQ, 24-Jul-2024,25.34,25.05,25.9,24.8,25.9,25.16,25.2,118657,29.91,963, 69952, 58.95,2024-07-24
ARE&M,EQ, 24-Jul-2024,1545.95,1545.0,1606.0,1531.9,1571.1,1573.7,1574.95,1336287,21045.87,66389, 709977, 53.13,2024-07-24
ARENTERP,EQ, 24-Jul-2024,47.78,47.7,51.0,44.53,48.0,48.31,47.62,4592,2.19,158, 3228, 70.30,2024-07-24
ARIES,EQ, 24-Jul-2024,268.0,273.0,281.8,269.4,281.15,279.6,277.55,132371,367.39,6997, 49343, 37.28,2024-07-24
ARIHANTCAP,EQ, 24-Jul-2024,75.44,75.5,85.9,75.05,82.0,82.38,83.39,8475255,7067.3,47518, 2046546, 24.15,2024-07-24
ARIHANTSUP,EQ, 24-Jul-2024,353.4,353.4,359.85,347.25,354.0,351.8,355.23,18381,65.3,1849, 10275, 55.90,2024-07-24
ARMANFIN,EQ, 24-Jul-2024,1960.1,1974.0,2020.5,1947.2,2008.0,1998.65,1973.15,24867,490.66,4701, 13504, 54.30,2024-07-24
AROGRANITE,EQ, 24-Jul-2024,57.78,56.8,59.8,56.8,59.69,59.17,58.09,81293,47.22,1242, 30605, 37.65,2024-07-24
ARROWGREEN,EQ, 24-Jul-2024,595.55,594.65,698.0,594.65,666.0,665.5,660.96,1203345,7953.59,60785, 234818, 19.51,2024-07-24
ARTEMISMED,EQ, 24-Jul-2024,223.24,225.01,238.03,223.21,234.0,234.03,233.06,292080,680.72,5847, 188597, 64.57,2024-07-24
ARTNIRMAN,EQ, 24-Jul-2024,65.11,66.89,70.99,65.08,67.5,68.61,67.86,40677,27.6,899, 7930, 19.50,2024-07-24
ARVIND,EQ, 24-Jul-2024,370.45,372.4,396.0,372.4,395.5,393.15,389.19,1079291,4200.44,29630, 518942, 48.08,2024-07-24
ARVINDFASN,EQ, 24-Jul-2024,482.25,482.25,490.95,478.65,482.6,484.15,484.27,297445,1440.45,14215, 181830, 61.13,2024-07-24
ARVSMART,EQ, 24-Jul-2024,702.2,700.0,741.6,689.0,724.9,720.75,726.65,124202,902.52,7948, 75545, 60.82,2024-07-24
ASAHIINDIA,EQ, 24-Jul-2024,695.2,690.15,704.95,682.1,690.0,692.3,694.08,347611,2412.71,21465, 52297, 15.04,2024-07-24
ASAHISONG,EQ, 24-Jul-2024,400.85,402.85,423.7,402.85,416.0,416.55,412.46,22921,94.54,2312, 12011, 52.40,2024-07-24
ASAL,EQ, 24-Jul-2024,935.55,941.9,1019.0,937.05,984.05,982.65,981.2,121558,1192.73,15309, 33811, 27.81,2024-07-24
ASALCBR,EQ, 24-Jul-2024,677.85,677.85,770.95,677.85,760.2,762.25,737.91,709960,5238.89,45260, 181691, 25.59,2024-07-24
ASHAPURMIN,EQ, 24-Jul-2024,358.5,364.0,374.7,358.25,374.0,371.05,366.51,164228,601.91,8894, 97175, 59.17,2024-07-24
ASHIANA,EQ, 24-Jul-2024,404.0,410.05,425.0,405.15,413.05,414.55,416.55,114473,476.83,10672, 28784, 25.14,2024-07-24
ASHIMASYN,EQ, 24-Jul-2024,42.83,42.83,44.5,42.52,44.35,44.27,43.86,688842,302.13,3600, 413888, 60.08,2024-07-24
ASHOKA,EQ, 24-Jul-2024,240.59,240.9,263.0,239.14,259.57,259.79,255.28,7639482,19502.27,101108, 2414465, 31.61,2024-07-24
ASHOKAMET,EQ, 24-Jul-2024,19.21,19.21,19.58,19.21,19.4,19.43,19.41,51189,9.94,391, 32878, 64.23,2024-07-24
ASHOKLEY,EQ, 24-Jul-2024,229.63,228.0,233.5,227.15,232.6,232.5,230.06,6724938,15471.38,50479, 2631813, 39.14,2024-07-24
ASIANENE,EQ, 24-Jul-2024,334.6,333.0,348.6,327.0,335.0,330.05,336.6,75667,254.7,4231, 33583, 44.38,2024-07-24
ASIANHOTNR,EQ, 24-Jul-2024,188.38,197.0,197.79,190.0,197.79,197.79,197.3,13375,26.39,236, 9900, 74.02,2024-07-24
ASIANPAINT,EQ, 24-Jul-2024,2897.1,2901.0,2927.0,2886.2,2915.0,2912.8,2907.99,1476148,42926.31,98355, 930183, 63.01,2024-07-24
ASIANTILES,EQ, 24-Jul-2024,75.23,75.0,79.09,74.89,77.5,77.43,77.87,1349626,1050.9,11117, 592018, 43.87,2024-07-24
ASKAUTOLTD,EQ, 24-Jul-2024,368.7,370.7,397.0,370.7,390.95,393.75,389.08,270545,1052.63,10003, 150474, 55.62,2024-07-24
ASMS,EQ, 24-Jul-2024,21.41,21.42,21.79,20.98,20.98,21.07,21.2,5765315,1222.08,2824, 2604146, 45.17,2024-07-24
ASPINWALL,EQ, 24-Jul-2024,281.35,280.1,284.95,275.0,278.0,276.8,278.41,6919,19.26,380, 5053, 73.03,2024-07-24
ASTEC,EQ, 24-Jul-2024,1237.55,1243.75,1278.7,1241.25,1274.95,1270.5,1263.12,20838,263.21,3596, 11440, 54.90,2024-07-24
ASTERDM,EQ, 24-Jul-2024,325.9,321.3,325.55,319.45,323.0,321.85,322.44,1367773,4410.29,36082, 699932, 51.17,2024-07-24
ASTRAL,EQ, 24-Jul-2024,2236.55,2236.0,2236.0,2194.55,2208.7,2199.55,2210.02,234746,5187.92,22413, 102838, 43.81,2024-07-24
ASTRAMICRO,EQ, 24-Jul-2024,901.35,893.45,909.0,892.0,899.0,896.7,900.13,415645,3741.36,23593, 286726, 68.98,2024-07-24
ASTRAZEN,EQ, 24-Jul-2024,7067.6,7099.7,7189.0,6875.1,7050.0,7081.7,7022.01,117813,8272.84,21797, 13009, 11.04,2024-07-24
ATAM,EQ, 24-Jul-2024,174.77,174.99,183.5,173.7,179.98,178.75,177.57,60521,107.47,1465, 43870, 72.49,2024-07-24
ATFL,EQ, 24-Jul-2024,875.7,876.35,940.0,876.35,925.0,924.4,919.97,178598,1643.04,12943, 85813, 48.05,2024-07-24
ATGL,EQ, 24-Jul-2024,879.15,882.0,895.0,880.5,889.85,890.45,891.23,3971257,35392.96,64012, 2957247, 74.47,2024-07-24
ATL,EQ, 24-Jul-2024,50.76,51.45,51.82,50.11,50.8,50.91,51.19,317517,162.53,4210, 168639, 53.11,2024-07-24
ATUL,EQ, 24-Jul-2024,7280.25,7226.0,7349.4,7226.0,7286.3,7310.6,7293.28,44061,3213.49,10886, 14428, 32.75,2024-07-24
AUBANK,EQ, 24-Jul-2024,656.25,656.25,663.3,647.25,660.7,659.55,656.13,5455706,35796.45,125019, 1829145, 33.53,2024-07-24
AURIONPRO,EQ, 24-Jul-2024,1495.8,1534.9,1570.55,1515.0,1570.55,1570.55,1555.73,56890,885.05,3819, 41574, 73.08,2024-07-24
AUROPHARMA,EQ, 24-Jul-2024,1357.75,1357.75,1366.7,1348.2,1355.0,1353.7,1354.32,504760,6836.08,35981, 228819, 45.33,2024-07-24
AURUM,EQ, 24-Jul-2024,150.17,151.24,165.18,151.03,163.1,161.75,163.2,487241,795.16,4617, 334624, 68.68,2024-07-24
AUTOAXLES,EQ, 24-Jul-2024,2002.0,2020.0,2060.0,1995.05,2055.2,2053.85,2044.29,27474,561.65,4542, 16801, 61.15,2024-07-24
AUTOBEES,EQ, 24-Jul-2024,257.46,254.6,258.59,249.75,257.85,257.53,257.25,74110,190.65,1887, 36423, 49.15,2024-07-24
AUTOIETF,EQ, 24-Jul-2024,25.8,25.97,25.97,25.61,25.83,25.75,25.74,293865,75.65,2010, 169270, 57.60,2024-07-24
AUTOIND,EQ, 24-Jul-2024,124.69,124.95,129.07,121.95,124.3,123.67,125.04,207879,259.92,7513, 99761, 47.99,2024-07-24
AVADHSUGAR,EQ, 24-Jul-2024,610.7,604.0,632.85,600.0,626.0,623.85,623.94,130703,815.51,9881, 35627, 27.26,2024-07-24
AVALON,EQ, 24-Jul-2024,523.85,526.0,529.7,520.05,526.5,526.45,525.65,48812,256.58,5381, 23364, 47.87,2024-07-24
AVANTIFEED,EQ, 24-Jul-2024,645.35,652.5,764.4,652.1,736.0,734.75,725.01,30063998,217967.17,518016, 2484747, 8.26,2024-07-24
AVG,EQ, 24-Jul-2024,477.0,478.0,490.0,478.0,489.0,488.5,485.94,17828,86.63,2075, 9663, 54.20,2024-07-24
AVROIND,EQ, 24-Jul-2024,108.86,107.9,114.0,107.9,111.6,111.62,112.02,32044,35.9,605, 22346, 69.74,2024-07-24
AVTNPL,EQ, 24-Jul-2024,86.3,86.35,88.4,86.34,86.61,87.15,87.33,156944,137.06,3158, 77542, 49.41,2024-07-24
