SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TRADE_DATE
360ONE,EQ,1051.15,1075.5,1039.05,1065.5,235557,2024-11-20
3IINFOLTD,EQ,26.69,27.24,26.31,26.65,324613,2024-11-20
3MINDIA,EQ,31900.0,32218.85,31325.0,31901.9,3644,2024-11-20
3PLAND,EQ,45.51,48.0,45.51,46.11,44786,2024-11-20
5PAISA,EQ,476.0,489.1,476.0,479.3,27569,2024-11-20
63MOONS,EQ,586.15,613.9,580.75,587.45,794576,2024-11-20
A2ZINFRA,EQ,18.38,18.38,17.61,17.86,1150654,2024-11-20
AAATECH,EQ,107.0,110.48,106.94,108.64,16601,2024-11-20
AADHARHFC,EQ,426.0,432.8,419.0,424.25,449073,2024-11-20
AAKASH,EQ,10.3,10.81,10.24,10.81,126276,2024-11-20
AARON,EQ,279.2,335.0,279.1,311.7,225104,2024-11-20
AARTECH,EQ,64.41,70.4,64.13,68.94,168409,2024-11-20
AARTIDRUGS,EQ,458.0,464.9,457.1,459.85,230014,2024-11-20
AARTIIND,EQ,433.0,441.95,431.0,434.9,965128,2024-11-20
AARTIPHARM,EQ,649.0,650.8,631.3,635.15,85117,2024-11-20
AARVI,EQ,133.05,136.14,130.0,135.28,16070,2024-11-20
AAVAS,EQ,1640.25,1669.2,1640.0,1640.55,207356,2024-11-20
ABAN,EQ,63.88,64.0,62.31,62.97,72436,2024-11-20
ABB,EQ,6672.25,6788.4,6626.3,6701.6,415057,2024-11-20
ABBOTINDIA,EQ,27337.7,27506.85,27111.0,27224.35,10942,2024-11-20
ABCAPITAL,EQ,186.48,189.1,183.25,184.76,8140821,2024-11-20
ABDL,EQ,315.35,320.85,310.65,311.9,194042,2024-11-20
ABFRL,EQ,292.0,298.0,288.25,289.2,1793244,2024-11-20
ABGSEC,EQ,103.74,103.79,103.16,103.79,426,2024-11-20
ABREL,EQ,2580.4,2630.0,2552.55,2567.3,91580,2024-11-20
ABSLAMC,EQ,808.95,848.0,808.95,819.75,678711,2024-11-20
ABSLBANETF,EQ,52.24,52.24,51.15,51.43,99376,2024-11-20
ABSLLIQUID,EQ,999.99,1000.01,999.99,1000.0,5572,2024-11-20
ABSLNN50ET,EQ,70.57,71.17,69.95,69.96,36676,2024-11-20
ABSLPSE,EQ,9.94,9.98,9.76,9.83,2231805,2024-11-20
ACC,EQ,2193.7,2231.55,2170.05,2185.7,98826,2024-11-20
ACCELYA,EQ,1475.2,1527.4,1475.2,1483.2,12637,2024-11-20
ACCURACY,EQ,9.05,9.43,8.54,8.96,304771,2024-11-20
ACE,EQ,1212.95,1263.9,1206.65,1242.0,205789,2024-11-20
ACEINTEG,EQ,29.84,31.19,29.84,30.81,6027,2024-11-20
ACI,EQ,694.85,703.9,670.2,677.9,321352,2024-11-20
ACL,EQ,76.98,78.26,76.98,77.22,19877,2024-11-20
ACLGATI,EQ,91.8,93.18,90.74,90.99,491656,2024-11-20
ACMESOLAR,EQ,261.05,276.85,256.05,264.15,9862379,2024-11-20
ADANIENSOL,EQ,866.55,887.4,865.25,871.55,1551260,2024-11-20
ADANIENT,EQ,2831.0,2894.8,2809.8,2821.5,536296,2024-11-20
ADANIGREEN,EQ,1448.05,1467.0,1400.1,1412.7,972102,2024-11-20
ADANIPORTS,EQ,1285.0,1321.45,1282.0,1289.65,2631778,2024-11-20
ADANIPOWER,EQ,532.0,537.6,521.6,524.1,4024003,2024-11-20
ADFFOODS,EQ,290.05,296.2,287.5,290.95,137468,2024-11-20
ADORWELD,EQ,1154.8,1180.45,1140.05,1153.85,8871,2024-11-20
ADSL,EQ,261.7,267.05,250.05,251.45,318240,2024-11-20
ADVANIHOTR,EQ,65.0,66.92,64.63,65.1,78170,2024-11-20
ADVENZYMES,EQ,374.0,394.25,374.0,377.8,216038,2024-11-20
AEGISLOG,EQ,842.0,858.0,833.0,839.9,219675,2024-11-20
AEROFLEX,EQ,181.9,191.0,177.36,180.64,1023873,2024-11-20
AETHER,EQ,829.0,836.25,821.25,828.0,14697,2024-11-20
AFCONS,EQ,470.15,503.65,470.15,480.1,8660732,2024-11-20
AFFLE,EQ,1541.9,1598.0,1535.05,1573.45,283837,2024-11-20
AFFORDABLE,EQ,650.0,679.9,637.2,643.5,20204,2024-11-20
AFIL,EQ,85.0,88.0,83.1,84.34,86507,2024-11-20
AGARIND,EQ,971.0,1029.95,971.0,1021.75,26070,2024-11-20
AGI,EQ,927.6,938.8,915.0,918.65,105451,2024-11-20
AGIIL,EQ,1520.0,1625.0,1520.0,1603.1,83068,2024-11-20
AGRITECH,EQ,184.95,187.97,180.39,183.72,6008,2024-11-20
AGROPHOS,EQ,42.6,42.6,41.2,41.54,29214,2024-11-20
AGSTRA,EQ,82.0,83.75,80.15,80.88,277791,2024-11-20
AHL,EQ,374.05,378.0,360.0,363.4,98160,2024-11-20
AHLADA,EQ,88.95,89.85,87.61,88.01,43952,2024-11-20
AHLEAST,EQ,154.19,158.9,150.15,151.12,17253,2024-11-20
