SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TRADE_DATE
20MICRONS,EQ,188.5,189.58,182.02,182.76,136815,2026-05-29
21STCENMGM,EQ,34.88,34.88,34.88,34.88,9424,2026-05-29
360ONE,EQ,1118.0,1127.8,1095.0,1104.5,1006275,2026-05-29
3BBLACKBIO,EQ,1265.0,1273.5,1223.9,1241.2,7362,2026-05-29
3IINFOLTD,EQ,16.91,17.58,16.89,17.24,280076,2026-05-29
3MINDIA,EQ,33245.0,33475.0,32510.0,32810.0,4786,2026-05-29
3PLAND,EQ,31.7,32.0,30.5,31.24,3102,2026-05-29
5PAISA,EQ,335.1,336.0,324.5,327.7,25083,2026-05-29
63MOONS,EQ,634.5,636.7,596.65,610.95,405963,2026-05-29
A2ZINFRA,EQ,14.66,15.0,14.43,14.53,247002,2026-05-29
AAATECH,EQ,95.99,98.8,92.8,94.09,19785,2026-05-29
AADHARHFC,EQ,482.0,482.0,471.1,477.2,363653,2026-05-29
AARNAV,EQ,23.5,24.9,23.34,24.47,374645,2026-05-29
AARON,EQ,125.8,125.8,119.08,121.06,16824,2026-05-29
AARTECH,EQ,44.15,44.15,41.62,42.05,58465,2026-05-29
AARTIDRUGS,EQ,388.75,393.75,377.5,380.4,113580,2026-05-29
AARTIIND,EQ,500.75,501.4,470.6,475.0,807914,2026-05-29
AARTIPHARM,EQ,656.25,663.0,626.0,633.25,504434,2026-05-29
AARTISURF,EQ,390.6,394.95,386.1,389.05,7633,2026-05-29
AARVI,EQ,132.6,135.57,128.6,129.99,31951,2026-05-29
AAVAS,EQ,1369.0,1382.9,1326.4,1343.1,105409,2026-05-29
ABB,EQ,7280.0,7340.0,7121.0,7253.0,1105117,2026-05-29
ABBOTINDIA,EQ,27735.0,27845.0,26630.0,26855.0,10979,2026-05-29
ABCAPITAL,EQ,366.85,369.8,360.8,363.3,5569935,2026-05-29
ABCOTS,EQ,216.1,221.99,214.75,216.25,29078,2026-05-29
ABDL,EQ,539.95,566.8,538.15,558.3,330864,2026-05-29
ABFRL,EQ,64.06,68.19,63.25,64.61,21866359,2026-05-29
ABGSEC,EQ,112.05,112.05,112.05,112.05,2,2026-05-29
ABINFRA,EQ,12.06,12.33,10.77,10.93,1909772,2026-05-29
ABLBL,EQ,102.5,102.9,98.2,100.17,2913328,2026-05-29
ABMINTLLTD,EQ,44.54,47.5,44.54,47.44,1800,2026-05-29
ABMKNO,EQ,224.0,230.0,211.0,212.14,3573,2026-05-29
ABREL,EQ,1248.0,1297.7,1225.0,1243.8,215115,2026-05-29
ABSL10BANK,EQ,162.16,164.9,161.47,161.82,681,2026-05-29
ABSLAMC,EQ,1027.3,1089.5,1025.1,1064.0,432117,2026-05-29
ABSLBANETF,EQ,56.52,57.27,55.4,55.53,57395,2026-05-29
ABSLLIQUID,EQ,1000.0,1000.01,999.99,1000.0,3505,2026-05-29
ABSLMSCIN,EQ,29.67,29.67,28.85,28.99,129,2026-05-29
ABSLNN50ET,EQ,75.8,76.0,74.6,74.82,19015,2026-05-29
ABSLPSE,EQ,10.85,11.25,10.53,10.64,211731,2026-05-29
ACC,EQ,1430.0,1433.5,1388.0,1399.3,195857,2026-05-29
ACCELYA,EQ,1143.0,1160.1,1130.8,1142.3,9650,2026-05-29
ACCURACY,EQ,5.71,5.71,5.35,5.49,186339,2026-05-29
ACE,EQ,911.0,926.25,879.0,884.95,438256,2026-05-29
ACEINTEG,EQ,19.56,20.34,19.22,19.22,5873,2026-05-29
ACI,EQ,536.3,542.85,521.0,525.25,194206,2026-05-29
ACL,EQ,56.17,57.0,55.2,55.37,9873,2026-05-29
ACMESOLAR,EQ,307.8,313.45,301.5,310.1,4064881,2026-05-29
ACSTECH,EQ,34.53,35.04,33.68,33.79,113539,2026-05-29
ACUTAAS,EQ,3009.9,3184.9,2991.0,3132.5,602384,2026-05-29
ADANIENSOL,EQ,1557.1,1578.5,1504.0,1513.3,3353166,2026-05-29
ADANIENT,EQ,2987.8,2995.0,2926.8,2937.4,4040865,2026-05-29
ADANIGREEN,EQ,1500.0,1532.5,1465.1,1475.4,4207457,2026-05-29
ADANIPORTS,EQ,1836.4,1840.7,1796.4,1804.6,3554087,2026-05-29
ADANIPOWER,EQ,250.9,254.2,242.19,243.37,71856898,2026-05-29
ADFFOODS,EQ,270.0,279.3,259.85,264.65,245714,2026-05-29
ADL,EQ,77.8,79.4,73.0,74.28,403,2026-05-29
ADOR,EQ,1168.1,1172.0,1128.7,1139.6,23354,2026-05-29
ADROITINFO,EQ,9.76,9.76,8.81,9.02,34069,2026-05-29
ADSL,EQ,122.0,123.26,119.22,120.33,116878,2026-05-29
ADVAIT,EQ,2082.7,2122.2,2006.0,2036.4,93876,2026-05-29
ADVANCE,EQ,104.0,104.95,101.8,102.23,42325,2026-05-29
ADVANIHOTR,EQ,53.9,53.92,52.52,53.33,28249,2026-05-29
ADVENTHTL,EQ,141.14,142.0,136.0,136.64,211757,2026-05-29
ADVENZYMES,EQ,371.75,371.75,362.5,364.0,133264,2026-05-29
AEGISLOG,EQ,720.0,774.0,720.0,748.45,5777221,2026-05-29
AEGISVOPAK,EQ,207.53,208.92,193.01,196.16,777726,2026-05-29
AEPL,EQ,16.52,16.95,16.0,16.17,37012,2026-05-29
AEQUS,EQ,187.57,194.7,176.53,191.55,6334708,2026-05-29
AEROENTER,EQ,97.88,98.39,95.15,96.25,313085,2026-05-29
AEROFLEX,EQ,410.75,410.9,376.55,401.4,2205272,2026-05-29
AERONEU,EQ,87.6,90.29,87.5,89.99,59546,2026-05-29
AETHER,EQ,1100.0,1114.8,1077.0,1098.0,367593,2026-05-29
AFCONS,EQ,314.85,342.5,313.0,339.05,3017788,2026-05-29
AFFLE,EQ,1477.3,1503.9,1449.5,1463.0,218062,2026-05-29
AFSL,EQ,201.95,203.63,201.0,201.0,14655,2026-05-29
AGARIND,EQ,430.65,431.85,413.0,415.05,64028,2026-05-29
AGARWALEYE,EQ,476.1,488.7,476.1,484.1,62462,2026-05-29
AGI,EQ,592.0,606.0,588.0,589.95,189989,2026-05-29
AGIIL,EQ,366.35,368.5,357.4,361.8,983126,2026-05-29
AGRITECH,EQ,106.0,109.88,106.0,106.88,1836,2026-05-29
AGROPHOS,EQ,33.2,34.79,32.31,33.09,44000,2026-05-29
AHCL,EQ,14.29,15.02,13.52,13.85,10072113,2026-05-29
AHLADA,EQ,39.7,40.84,38.96,39.37,5948,2026-05-29
AHLEAST,EQ,162.11,165.8,157.7,160.59,4957,2026-05-29
AHLUCONT,EQ,828.85,840.0,775.0,792.0,90923,2026-05-29
AIAENG,EQ,4461.0,4551.7,4376.5,4503.6,212656,2026-05-29
AIIL,EQ,492.3,495.8,472.0,478.75,446188,2026-05-29
AIRAN,EQ,17.1,17.69,16.82,17.15,96205,2026-05-29
AIROLAM,EQ,83.2,83.2,81.09,81.24,3895,2026-05-29
AJANTPHARM,EQ,3038.9,3060.4,2850.0,2928.9,227318,2026-05-29
AJAXENGG,EQ,582.6,595.0,582.6,590.0,197776,2026-05-29
AJMERA,EQ,123.0,124.4,117.31,118.99,1170637,2026-05-29
AJOONI,EQ,4.25,4.25,4.12,4.15,404411,2026-05-29
AKASH,EQ,27.25,28.49,27.25,27.28,4723,2026-05-29
AKCAPIT,EQ,1707.7,1720.0,1655.1,1708.6,1672,2026-05-29
AKG,EQ,11.67,11.67,11.17,11.53,7130,2026-05-29
AKI,EQ,4.85,5.36,4.8,4.92,76031,2026-05-29
AKSHAR,EQ,0.47,0.47,0.45,0.46,561125,2026-05-29
AKSHARCHEM,EQ,188.6,197.3,186.2,190.41,7748,2026-05-29
AKUMS,EQ,537.9,543.0,522.0,524.5,84905,2026-05-29
ALANKIT,EQ,8.8,8.9,8.51,8.64,331662,2026-05-29
ALBERTDAVD,EQ,717.1,720.0,705.0,708.45,2077,2026-05-29
ALEMBICLTD,EQ,87.4,88.9,87.26,87.64,276516,2026-05-29
ALGOQUANT,EQ,62.4,62.4,55.71,56.44,1698493,2026-05-29
ALICON,EQ,684.0,692.2,670.9,677.6,16129,2026-05-29
ALIVUS,EQ,1086.4,1099.1,1049.0,1055.5,60799,2026-05-29
ALKALI,EQ,94.0,97.2,85.96,86.81,431746,2026-05-29
ALKEM,EQ,5578.0,5789.0,5472.0,5498.0,1404988,2026-05-29
ALKYLAMINE,EQ,1690.0,1707.9,1641.5,1651.3,60412,2026-05-29
ALLCARGO,EQ,9.25,9.25,9.02,9.1,2988234,2026-05-29
ALLDIGI,EQ,830.8,834.2,815.0,818.6,3060,2026-05-29
ALLTIME,EQ,229.8,230.9,218.5,221.41,56374,2026-05-29
ALMONDZ,EQ,13.98,13.98,12.96,13.63,197557,2026-05-29
ALOKINDS,EQ,12.88,13.64,12.66,12.75,42648128,2026-05-29
ALPA,EQ,70.36,74.8,69.61,71.42,41231,2026-05-29
ALPHA,EQ,51.49,52.59,50.45,50.64,2681753,2026-05-29
ALPHAETF,EQ,26.2,26.51,25.93,25.99,420006,2026-05-29
ALPHAGEO,EQ,227.0,227.9,220.59,221.18,4681,2026-05-29
ALPL30IETF,EQ,27.51,27.51,26.4,26.46,303726,2026-05-29
AMAGI,EQ,402.05,412.2,390.0,398.8,169175,2026-05-29
AMANTA,EQ,131.3,134.0,122.93,125.51,222537,2026-05-29
AMBALALSA,EQ,35.0,36.4,33.31,35.29,235878,2026-05-29
AMBER,EQ,7574.0,7749.0,7410.0,7615.0,486302,2026-05-29
AMBICAAGAR,EQ,24.49,24.84,23.11,24.24,7301,2026-05-29
AMBIKCO,EQ,1705.1,1720.0,1640.0,1657.6,29452,2026-05-29
AMBUJACEM,EQ,460.95,461.95,445.45,447.85,3804649,2026-05-29
AMDIND,EQ,45.79,47.51,45.57,46.11,12133,2026-05-29
AMIRCHAND,EQ,127.0,127.6,124.0,125.96,308739,2026-05-29
