SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TRADE_DATE
20MICRONS,EQ,168.55,173.0,167.0,171.02,134059,2026-02-06
21STCENMGM,EQ,39.41,41.0,39.41,40.31,9941,2026-02-06
360ONE,EQ,1132.0,1135.0,1102.0,1113.9,561036,2026-02-06
3IINFOLTD,EQ,15.3,15.34,15.17,15.21,254307,2026-02-06
3MINDIA,EQ,35375.0,35375.0,34925.0,35190.0,4542,2026-02-06
3PLAND,EQ,35.4,35.96,34.5,34.56,1133,2026-02-06
5PAISA,EQ,333.8,336.0,326.05,329.25,26749,2026-02-06
63MOONS,EQ,642.0,646.5,629.95,634.2,58219,2026-02-06
A2ZINFRA,EQ,14.7,14.7,13.81,14.0,104099,2026-02-06
AADHARHFC,EQ,471.9,475.6,471.9,474.7,325975,2026-02-06
AAKASH,EQ,7.8,7.92,7.4,7.8,54618,2026-02-06
AAREYDRUGS,EQ,66.48,67.7,62.41,67.18,113962,2026-02-06
AARON,EQ,165.0,165.11,162.5,163.22,5166,2026-02-06
AARTECH,EQ,45.7,46.69,45.2,46.08,12364,2026-02-06
AARTIDRUGS,EQ,375.6,377.7,371.3,374.65,103223,2026-02-06
AARTIIND,EQ,451.2,452.85,437.55,440.95,1339511,2026-02-06
AARTIPHARM,EQ,783.35,785.0,763.45,776.8,107929,2026-02-06
AARTISURF,EQ,423.9,428.95,416.45,426.75,9434,2026-02-06
AARVI,EQ,131.63,137.7,126.57,130.97,33586,2026-02-06
AAVAS,EQ,1380.0,1388.2,1277.1,1301.4,1086561,2026-02-06
ABB,EQ,5769.0,5845.0,5726.5,5816.0,304093,2026-02-06
ABBOTINDIA,EQ,27200.0,27415.0,26915.0,27365.0,4095,2026-02-06
ABCAPITAL,EQ,344.0,349.3,335.3,347.75,4235574,2026-02-06
ABCOTS,EQ,424.0,435.0,416.0,427.75,24968,2026-02-06
ABDL,EQ,510.0,518.0,506.0,514.75,160684,2026-02-06
