SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TRADE_DATE
20MICRONS,EQ,177.5,179.39,174.33,176.43,54782,2026-05-13
21STCENMGM,EQ,32.99,33.95,32.99,33.03,2124,2026-05-13
360ONE,EQ,1070.0,1100.0,1070.0,1077.5,568085,2026-05-13
3BBLACKBIO,EQ,1221.3,1316.0,1221.3,1290.8,12071,2026-05-13
3IINFOLTD,EQ,17.5,17.75,17.46,17.61,637516,2026-05-13
3MINDIA,EQ,30790.0,31930.0,30790.0,31070.0,1265,2026-05-13
3PLAND,EQ,34.0,35.2,33.35,33.49,6511,2026-05-13
5PAISA,EQ,309.0,318.5,307.15,310.25,30905,2026-05-13
63MOONS,EQ,662.1,675.55,660.0,664.5,46792,2026-05-13
AAATECH,EQ,99.07,99.78,95.0,96.89,10178,2026-05-13
AADHARHFC,EQ,488.5,490.95,480.75,486.8,200322,2026-05-13
AARNAV,EQ,22.0,22.9,21.55,22.15,23037,2026-05-13
AARON,EQ,134.5,136.0,128.86,131.16,9016,2026-05-13
AARTECH,EQ,40.15,43.75,40.15,43.16,50272,2026-05-13
AARTIDRUGS,EQ,372.0,376.7,360.35,367.85,224169,2026-05-13
AARTIIND,EQ,466.0,476.0,465.6,468.55,558217,2026-05-13
AARTIPHARM,EQ,702.95,717.45,702.9,706.6,169229,2026-05-13
AARTISURF,EQ,395.0,403.45,388.9,394.2,12211,2026-05-13
AARVI,EQ,123.02,124.97,120.92,122.07,14370,2026-05-13
AAVAS,EQ,1379.1,1437.0,1346.5,1405.1,43999,2026-05-13
ABB,EQ,6344.0,6395.0,6212.5,6305.0,367052,2026-05-13
ABBOTINDIA,EQ,27100.0,27595.0,26920.0,27280.0,15814,2026-05-13
ABCAPITAL,EQ,340.0,348.55,339.45,344.3,2904276,2026-05-13
ABCOTS,EQ,225.13,228.59,223.06,225.45,54139,2026-05-13
ABDL,EQ,563.55,575.0,553.0,561.65,195406,2026-05-13
ABFRL,EQ,62.7,64.54,62.7,63.59,2446503,2026-05-13
ABGSEC,EQ,111.0,112.33,110.99,112.32,539,2026-05-13
ABINFRA,EQ,14.13,14.51,13.38,13.72,1316575,2026-05-13
ABLBL,EQ,101.77,103.48,101.0,101.42,695384,2026-05-13
ABMKNO,EQ,220.98,240.0,212.0,230.25,3216,2026-05-13
ABREL,EQ,1318.0,1337.0,1299.0,1303.6,304022,2026-05-13
ABSL10BANK,EQ,159.0,163.39,158.41,159.14,310,2026-05-13
ABSLAMC,EQ,1047.6,1076.2,1018.4,1033.8,574725,2026-05-13
