symbol,quarter_end_date,submission_date,window_label,promoter_pct,fii_pct,dii_pct,public_pct,source
LMW,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
LOTUSEYE,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
LPDC,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
LT,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
LTFOODS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
LUMAXIND,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
LUMAXTECH,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
LUPIN,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
M&M,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
M&MFIN,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MAANALU,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MADHAV,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MADRASFERT,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MAGNUM,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MAHABANK,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MAHAPEXLTD,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MAHLIFE,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MAHSCOOTER,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MAHSEAMLES,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MALUPAPER,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MANAKSIA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MANALIPETC,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MANGALAM,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MANGLMCEM,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MANINDS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MARICO,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MARKSANS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MARUTI,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MASTEK,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MFSL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MHRIL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MIRZAINT,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MMFL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MODIRUBBER,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MOREPENLAB,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MOTHERSON,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MOTILALOFS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MPHASIS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MPSLTD,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MRF,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MRPL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MSPL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MTNL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MUKANDLTD,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MUNJALAU,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MUNJALSHOW,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
MURUDCERA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NAGREEKEXP,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NAHARCAP,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NAHARINDUS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NAHARPOLY,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NATCOPHARM,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NATIONALUM,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NAUKRI,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NAVA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NAVINFLUOR,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NAVNETEDUL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NCC,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NCLIND,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NDLVENTURE,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NDTV,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NELCAST,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NELCO,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NESCO,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NETWORK18,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NEULANDLAB,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NEXTMEDIA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NFL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NHPC,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NIITLTD,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NILKAMAL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NIPPOBATRY,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NITCO,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NITINSPIN,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NKIND,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NLCINDIA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NMDC,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NOCIL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NORBTEAEXP,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NRBBEARING,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NSIL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NTPC,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
NUCLEUS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
OFSS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
OIL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
OLECTRA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
OMAXE,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
ONGC,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
ONMOBILE,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
ONWARDTEC,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
ORIENTALTL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
ORIENTBELL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
ORIENTCER,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
ORIENTHOT,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
ORIENTPPR,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
OSWALGREEN,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PAGEIND,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PANACEABIO,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PARACABLES,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PARASPETRO,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PATELENG,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PCBL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PETRONET,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PFC,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PFIZER,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PGHH,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PGHL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PGIL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PHOENIXLTD,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PIDILITIND,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PIONEEREMB,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PITTIENG,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PLASTIBLEN,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PNB,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PNBGILTS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PNC,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
POLYPLEX,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PONNIERODE,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
POONAWALLA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
POWERGRID,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PPAP,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PRAENG,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PRAJIND,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PRAKASH,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PRECOT,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PRECWIRE,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PRIMESECU,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PRSMJOHNSN,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PTC,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PTL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PUNJABCHEM,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PURVA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PVP,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
PVRINOX,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RADAAN,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RADICO,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RAIN,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RAJSREESUG,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RAJTV,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RALLIS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RAMANEWS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RAMCOCEM,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RAMCOIND,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RAMCOSYS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RANASUG,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RANEHOLDIN,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RATNAMANI,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RAYMOND,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RCF,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RECLTD,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
REDINGTON,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
REGENCERAM,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RELIANCE,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RELIGARE,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
REMSONSIND,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RENUKA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
REPRO,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RGL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RICOAUTO,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RIIL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RKFORGE,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RML,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
ROHLTD,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RPGLIFE,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RPOWER,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RSYSTEMS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RUCHINFRA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
RUCHIRA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
S&SPOWER,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SADBHAV,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SAGCEM,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SAIL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SAKHTISUG,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SAKSOFT,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SAMBHAAV,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SANDESH,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SANGAMIND,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SANGHVIMOV,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SANOFI,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SAREGAMA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SARLAPOLY,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SASKEN,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SBIN,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SCHAEFFLER,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SCI,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SEAMECLTD,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SEPC,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SESHAPAPER,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SGL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SHAHALLOYS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SHALPAINTS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SHANTIGEAR,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SHOPERSTOP,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SHREECEM,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SHREERAMA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SHREYANIND,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SHRIRAMFIN,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SICAGEN,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SIEMENS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SIL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SILINV,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SIMPLEXINF,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SIYSIL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SKFINDIA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SKMEGGPROD,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SMLMAH,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SMSPHARMA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SOBHA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SOLARINDS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SOMANYCERA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SOMATEX,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SONATSOFTW,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SOTL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SOUTHBANK,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SPARC,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SPIC,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SPLIL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SPMLINFRA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SRF,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SRHHYPOLTD,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SSWL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
STAR,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
STARPAPER,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
STCINDIA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
STYRENIX,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SUBROS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SUDARCOLOR,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SUDARSCHEM,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SUNDARMFIN,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SUNDRMFAST,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SUNDROP,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SUNFLAG,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SUNPHARMA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SUNTV,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SUPRAJIT,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SUPREMEIND,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SUPREMEINF,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SURANAT&P,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SURYALAXMI,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SURYAROSNI,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SUVEN,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SUZLON,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SWARAJENG,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
SWELECTES,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TAINWALCHM,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TAJGVK,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TALBROAUTO,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TANLA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TARIL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TARMAT,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TATACHEM,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TATACOMM,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TATACONSUM,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TATAELXSI,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TATAINVEST,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TATAPOWER,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TATASTEEL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TCI,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TCS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TEAMGTY,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TECHM,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TECILCHEM,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TEXINFRA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TFCILTD,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TFL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TGBHOTELS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
THEMISMED,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
THERMAX,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
THOMASCOOK,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TIIL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TIL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TIMETECHNO,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TIMKEN,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TIPSMUSIC,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TIRUMALCHM,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TITAGARH,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TITAN,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TMPV,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TNPETRO,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TNPL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TNTELE,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TORNTPHARM,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TORNTPOWER,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TPHQ,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TRENT,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TRIDENT,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TRIGYN,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TRIVENI,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TTKPRESTIG,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TTL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TTML,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TVSELECT,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TVSMOTOR,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TVSSRICHAK,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
TVTODAY,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
UBL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
UCAL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
UCOBANK,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
UFLEX,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
ULTRACEMCO,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
UMIYA-MRO,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
UNICHEMLAB,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
UNIENTER,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
UNIONBANK,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
UNITDSPR,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
UNITECH,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
UNIVCABLES,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
UNOMINDA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
UPL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
USHAMART,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
UTTAMSUGAR,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
V2RETAIL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
VAIBHAVGBL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
VAKRANGEE,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
VARDMNPOLY,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
VEDL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
VEEDOL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
VENKEYS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
VESUVIUS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
VGL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
VGUARD,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
VHL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
VIMTALABS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
VINATIORGA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
VINDHYATEL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
VINYLINDIA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
VIPIND,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
VISAKAIND,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
VLSFINANCE,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
VOLTAMP,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
VOLTAS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
VSTIND,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
VTL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
WALCHANNAG,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
WANBURY,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
WEBELSOLAR,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
WEIZMANIND,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
WELCORP,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
WELENT,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
WELSPUNLIV,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
WENDT,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
WHEELS,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
WILLAMAGOR,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
WIPRO,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
WOCKPHARMA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
WSI,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
WSTCSTPAPR,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
XCHANGING,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
XPROINDIA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
YESBANK,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
ZEEL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
ZEEMEDIA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
ZENITHEXPO,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
ZENITHSTL,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
ZENSARTECH,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
ZFCVINDIA,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
ZODIACLOTH,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
ZUARIIND,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
ZYDUSLIFE,30-SEP-2009,,Q2FY10,0.0,,,0.0,master_only
20MICRONS,31-DEC-2009,,Q3FY10,0.0,,,0.0,master_only
21STCENMGM,31-DEC-2009,,Q3FY10,0.0,,,0.0,master_only
3MINDIA,31-DEC-2009,,Q3FY10,0.0,,,0.0,master_only
3PLAND,31-DEC-2009,,Q3FY10,0.0,,,0.0,master_only
63MOONS,31-DEC-2009,,Q3FY10,0.0,,,0.0,master_only
