symbol,quarter_end_date,submission_date,window_label,promoter_pct,fii_pct,dii_pct,public_pct,source
SWARAJENG,30-JUN-2019,,Q1FY20,52.2,,,47.8,nse_xbrl
SWELECTES,30-JUN-2019,,Q1FY20,56.19,,,43.81,nse_xbrl
SYMPHONY,30-JUN-2019,,Q1FY20,75.0,,,25.0,nse_xbrl
TAINWALCHM,30-JUN-2019,,Q1FY20,66.99,,,33.01,nse_xbrl
TAJGVK,30-JUN-2019,,Q1FY20,74.99,,,25.01,nse_xbrl
TALBROAUTO,30-JUN-2019,,Q1FY20,56.63,,,43.37,nse_xbrl
TARAPUR,30-JUN-2019,,Q1FY20,44.63,,,55.37,nse_xbrl
TARIL,30-JUN-2019,,Q1FY20,74.91,,,25.09,nse_xbrl
TARMAT,30-JUN-2019,,Q1FY20,53.94,,,46.06,nse_xbrl
TASTYBITE,30-JUN-2019,,Q1FY20,74.23,,,25.77,nse_xbrl
TATACHEM,30-JUN-2019,,Q1FY20,30.63,,,69.37,nse_xbrl
TATACOMM,30-JUN-2019,,Q1FY20,74.99,,,25.01,nse_xbrl
TATACONSUM,30-JUN-2019,,Q1FY20,34.45,,,65.55,nse_xbrl
TATAELXSI,30-JUN-2019,,Q1FY20,44.53,,,55.47,nse_xbrl
TATAINVEST,30-JUN-2019,,Q1FY20,73.38,,,26.62,nse_xbrl
TATAPOWER,30-JUN-2019,,Q1FY20,33.0,,,67.0,nse_xbrl
TATASTEEL,30-JUN-2019,,Q1FY20,33.12,,,66.88,nse_xbrl
TBZ,30-JUN-2019,,Q1FY20,74.12,,,25.88,nse_xbrl
TCI,30-JUN-2019,,Q1FY20,66.92,,,33.08,nse_xbrl
TCIEXP,30-JUN-2019,,Q1FY20,66.97,,,33.05,nse_xbrl
TCPLPACK,30-JUN-2019,,Q1FY20,55.74,,,44.26,nse_xbrl
TCS,30-JUN-2019,,Q1FY20,72.05,,,27.95,nse_xbrl
TDPOWERSYS,30-JUN-2019,,Q1FY20,58.49,,,41.51,nse_xbrl
TEAMGTY,30-JUN-2019,,Q1FY20,74.92,,,25.09,nse_xbrl
TEAMLEASE,30-JUN-2019,,Q1FY20,40.27,,,59.54,nse_xbrl
TECHM,30-JUN-2019,,Q1FY20,35.9,,,64.09,nse_xbrl
TECHNOE,30-JUN-2019,,Q1FY20,60.18,,,39.82,nse_xbrl
TECILCHEM,30-JUN-2019,,Q1FY20,46.48,,,53.5,nse_xbrl
TEJASNET,30-JUN-2019,,Q1FY20,0.0,,,100.0,nse_xbrl
TERASOFT,30-JUN-2019,,Q1FY20,47.97,,,52.03,nse_xbrl
TEXINFRA,30-JUN-2019,,Q1FY20,63.51,,,36.48,nse_xbrl
TEXMOPIPES,30-JUN-2019,,Q1FY20,38.14,,,61.86,nse_xbrl
TFCILTD,30-JUN-2019,,Q1FY20,51.58,,,48.42,nse_xbrl
TFL,30-JUN-2019,,Q1FY20,53.62,,,46.38,nse_xbrl
TGBHOTELS,30-JUN-2019,,Q1FY20,31.89,,,68.11,nse_xbrl
THANGAMAYL,30-JUN-2019,,Q1FY20,66.83,,,33.16,nse_xbrl
THEINVEST,30-JUN-2019,,Q1FY20,73.84,,,26.16,nse_xbrl
THEMISMED,30-JUN-2019,,Q1FY20,67.32,,,32.68,nse_xbrl
THERMAX,30-JUN-2019,,Q1FY20,61.99,,,32.53,nse_xbrl
THOMASCOOK,30-JUN-2019,,Q1FY20,66.91,,,33.09,nse_xbrl
THOMASCOTT,30-JUN-2019,,Q1FY20,68.03,,,31.97,nse_xbrl
THYROCARE,30-JUN-2019,,Q1FY20,65.95,,,34.05,nse_xbrl
TI,30-JUN-2019,,Q1FY20,54.8,,,45.19,nse_xbrl
TIIL,30-JUN-2019,,Q1FY20,73.42,,,26.58,nse_xbrl
TIINDIA,30-JUN-2019,,Q1FY20,47.54,,,52.09,nse_xbrl
TIJARIA,30-JUN-2019,,Q1FY20,62.58,,,37.42,nse_xbrl
TIL,30-JUN-2019,,Q1FY20,56.3,,,43.7,nse_xbrl
TIMETECHNO,30-JUN-2019,,Q1FY20,51.18,,,48.82,nse_xbrl
TIMKEN,30-JUN-2019,,Q1FY20,67.8,,,32.2,nse_xbrl
TIPSMUSIC,30-JUN-2019,,Q1FY20,74.82,,,25.18,nse_xbrl
TIRUMALCHM,30-JUN-2019,,Q1FY20,41.62,,,58.37,nse_xbrl
TITAGARH,30-JUN-2019,,Q1FY20,45.71,,,54.29,nse_xbrl
TITAN,30-JUN-2019,,Q1FY20,52.91,,,47.09,nse_xbrl
TMPV,30-JUN-2019,,Q1FY20,38.37,,,61.63,nse_xbrl
TNPETRO,30-JUN-2019,,Q1FY20,34.54,,,65.46,nse_xbrl
TNPL,30-JUN-2019,,Q1FY20,35.32,,,64.68,nse_xbrl
TNTELE,30-JUN-2019,,Q1FY20,63.63,,,36.38,nse_xbrl
TORNTPHARM,30-JUN-2019,,Q1FY20,71.25,,,28.75,nse_xbrl
TORNTPOWER,30-JUN-2019,,Q1FY20,53.57,,,46.43,nse_xbrl
TPHQ,30-JUN-2019,,Q1FY20,39.42,,,60.58,nse_xbrl
TPLPLASTEH,30-JUN-2019,,Q1FY20,75.0,,,25.0,nse_xbrl
TREEHOUSE,30-JUN-2019,,Q1FY20,20.54,,,79.47,nse_xbrl
TREJHARA,30-JUN-2019,,Q1FY20,31.19,,,68.81,nse_xbrl
TRENT,30-JUN-2019,,Q1FY20,32.61,,,67.39,nse_xbrl
TRF,30-JUN-2019,,Q1FY20,34.12,,,65.87,nse_xbrl
TRIDENT,30-JUN-2019,,Q1FY20,71.06,,,28.94,nse_xbrl
TRIGYN,30-JUN-2019,,Q1FY20,45.99,,,54.01,nse_xbrl
TRITURBINE,30-JUN-2019,,Q1FY20,67.78,,,32.22,nse_xbrl
TRIVENI,30-JUN-2019,,Q1FY20,68.21,,,31.79,nse_xbrl
TSFINV,30-JUN-2019,,Q1FY20,53.28,,,46.07,nse_xbrl
TTKHLTCARE,30-JUN-2019,,Q1FY20,74.56,,,25.44,nse_xbrl
TTL,30-JUN-2019,,Q1FY20,57.55,,,42.45,nse_xbrl
TTML,30-JUN-2019,,Q1FY20,74.36,,,25.65,nse_xbrl
TVSELECT,30-JUN-2019,,Q1FY20,59.96,,,40.04,nse_xbrl
TVSHLTD,30-JUN-2019,,Q1FY20,75.0,,,25.0,nse_xbrl
TVSMOTOR,30-JUN-2019,,Q1FY20,57.4,,,42.6,nse_xbrl
TVSSRICHAK,30-JUN-2019,,Q1FY20,45.37,,,54.63,nse_xbrl
TVTODAY,30-JUN-2019,,Q1FY20,57.96,,,42.04,nse_xbrl
TVVISION,30-JUN-2019,,Q1FY20,29.72,,,70.28,nse_xbrl
UBL,30-JUN-2019,,Q1FY20,57.72,,,42.28,nse_xbrl
UCAL,30-JUN-2019,,Q1FY20,70.33,,,29.67,nse_xbrl
UFLEX,30-JUN-2019,,Q1FY20,44.02,,,55.98,nse_xbrl
UFO,30-JUN-2019,,Q1FY20,30.09,,,69.91,nse_xbrl
UGARSUGAR,30-JUN-2019,,Q1FY20,45.01,,,54.99,nse_xbrl
ULTRACEMCO,30-JUN-2019,,Q1FY20,61.68,,,38.24,nse_xbrl
UMESLTD,30-JUN-2019,,Q1FY20,43.64,,,56.35,nse_xbrl
UMIYA-MRO,30-JUN-2019,,Q1FY20,53.9,,,46.11,nse_xbrl
UNICHEMLAB,30-JUN-2019,,Q1FY20,50.62,,,49.38,nse_xbrl
UNIENTER,30-JUN-2019,,Q1FY20,72.19,,,27.81,nse_xbrl
UNIONBANK,30-JUN-2019,,Q1FY20,74.27,,,25.73,nse_xbrl
UNITDSPR,30-JUN-2019,,Q1FY20,56.76,,,43.24,nse_xbrl
UNITECH,30-JUN-2019,,Q1FY20,6.52,,,93.49,nse_xbrl
UNITEDTEA,30-JUN-2019,,Q1FY20,49.79,,,50.21,nse_xbrl
UNIVCABLES,30-JUN-2019,,Q1FY20,61.89,,,38.11,nse_xbrl
UNOMINDA,30-JUN-2019,,Q1FY20,70.79,,,29.22,nse_xbrl
UPL,30-JUN-2019,19-JUL-2019,Q1FY20,27.89,,,72.11,nse_xbrl
URJA,30-JUN-2019,,Q1FY20,31.91,,,68.09,nse_xbrl
USHAMART,30-JUN-2019,,Q1FY20,49.91,,,50.09,nse_xbrl
UTTAMSUGAR,30-JUN-2019,,Q1FY20,75.0,,,25.0,nse_xbrl
V2RETAIL,30-JUN-2019,,Q1FY20,51.14,,,48.86,nse_xbrl
VADILALIND,30-JUN-2019,,Q1FY20,64.62,,,35.38,nse_xbrl
VAIBHAVGBL,30-JUN-2019,,Q1FY20,57.78,,,42.11,nse_xbrl
VAKRANGEE,30-JUN-2019,,Q1FY20,41.72,,,58.28,nse_xbrl
VARDMNPOLY,30-JUN-2019,,Q1FY20,60.18,,,39.82,nse_xbrl
VARROC,30-JUN-2019,,Q1FY20,85.0,,,15.0,nse_xbrl
VASWANI,30-JUN-2019,,Q1FY20,58.33,,,41.67,nse_xbrl
VBL,30-JUN-2019,,Q1FY20,73.56,,,26.43,nse_xbrl
VEDL,30-JUN-2019,,Q1FY20,50.14,,,49.46,nse_xbrl
VEEDOL,30-JUN-2019,,Q1FY20,57.28,,,40.27,nse_xbrl
VENKEYS,30-JUN-2019,,Q1FY20,56.11,,,43.89,nse_xbrl
VESUVIUS,30-JUN-2019,,Q1FY20,55.57,,,44.43,nse_xbrl
VGL,30-JUN-2019,,Q1FY20,65.8,,,34.2,nse_xbrl
VGUARD,30-JUN-2019,,Q1FY20,64.1,,,35.9,nse_xbrl
VHL,30-JUN-2019,,Q1FY20,74.9,,,25.1,nse_xbrl
VIDHIING,30-JUN-2019,,Q1FY20,64.27,,,35.73,nse_xbrl
VIKASECO,30-JUN-2019,,Q1FY20,32.96,,,67.04,nse_xbrl
VIMTALABS,30-JUN-2019,,Q1FY20,37.41,,,62.59,nse_xbrl
VINATIORGA,30-JUN-2019,,Q1FY20,74.0,,,26.0,nse_xbrl
VINDHYATEL,30-JUN-2019,,Q1FY20,43.54,,,56.46,nse_xbrl
VINYLINDIA,30-JUN-2019,,Q1FY20,50.62,,,49.38,nse_xbrl
VIPIND,30-JUN-2019,,Q1FY20,53.46,,,46.54,nse_xbrl
VIPULLTD,30-JUN-2019,,Q1FY20,63.43,,,36.57,nse_xbrl
VISAKAIND,30-JUN-2019,,Q1FY20,41.7,,,58.3,nse_xbrl
VISHNU,30-JUN-2019,,Q1FY20,75.0,,,25.0,nse_xbrl
VIVIDHA,30-JUN-2019,,Q1FY20,25.12,,,74.88,nse_xbrl
VIYASH,30-JUN-2019,,Q1FY20,56.5,,,41.85,nse_xbrl
VLSFINANCE,30-JUN-2019,,Q1FY20,45.65,,,54.34,nse_xbrl
VMART,30-JUN-2019,,Q1FY20,52.46,,,47.55,nse_xbrl
VOLTAMP,30-JUN-2019,,Q1FY20,49.89,,,50.12,nse_xbrl
VOLTAS,30-JUN-2019,,Q1FY20,30.3,,,69.7,nse_xbrl
VRLLOG,30-JUN-2019,,Q1FY20,68.05,,,31.95,nse_xbrl
VSSL,30-JUN-2019,,Q1FY20,66.48,,,33.52,nse_xbrl
VSTIND,30-JUN-2019,,Q1FY20,32.16,,,67.84,nse_xbrl
VSTTILLERS,30-JUN-2019,,Q1FY20,54.31,,,45.69,nse_xbrl
VTL,30-JUN-2019,,Q1FY20,62.15,,,37.85,nse_xbrl
WAAREEINDO,30-JUN-2019,,Q1FY20,56.9,,,43.09,nse_xbrl
WABAG,30-JUN-2019,,Q1FY20,24.68,,,75.32,nse_xbrl
WALCHANNAG,30-JUN-2019,,Q1FY20,55.0,,,45.0,nse_xbrl
WANBURY,30-JUN-2019,,Q1FY20,54.93,,,45.06,nse_xbrl
WEBELSOLAR,30-JUN-2019,,Q1FY20,25.85,,,74.16,nse_xbrl
WEIZMANIND,30-JUN-2019,,Q1FY20,69.01,,,31.0,nse_xbrl
WELENT,30-JUN-2019,,Q1FY20,47.42,,,52.58,nse_xbrl
WELSPUNLIV,30-JUN-2019,,Q1FY20,68.48,,,31.52,nse_xbrl
WENDT,30-JUN-2019,,Q1FY20,79.74,,,20.26,nse_xbrl
WHEELS,30-JUN-2019,,Q1FY20,75.0,,,25.0,nse_xbrl
WHIRLPOOL,30-JUN-2019,,Q1FY20,75.0,,,25.0,nse_xbrl
WILLAMAGOR,30-JUN-2019,19-JUL-2019,Q1FY20,62.01,,,37.99,nse_xbrl
WINDMACHIN,30-JUN-2019,,Q1FY20,58.52,,,41.47,nse_xbrl
WIPL,30-JUN-2019,,Q1FY20,41.08,,,58.91,nse_xbrl
WIPRO,30-JUN-2019,,Q1FY20,73.83,,,25.74,nse_xbrl
WOCKPHARMA,30-JUN-2019,,Q1FY20,74.06,,,25.94,nse_xbrl
WONDERLA,30-JUN-2019,,Q1FY20,69.35,,,30.65,nse_xbrl
WSI,30-JUN-2019,21-JUL-2019,Q1FY20,37.69,,,62.31,nse_xbrl
WSTCSTPAPR,30-JUN-2019,,Q1FY20,56.72,,,43.28,nse_xbrl
XCHANGING,30-JUN-2019,,Q1FY20,75.0,,,25.0,nse_xbrl
XELPMOC,30-JUN-2019,,Q1FY20,58.17,,,41.83,nse_xbrl
XPROINDIA,30-JUN-2019,,Q1FY20,50.02,,,49.98,nse_xbrl
YESBANK,30-JUN-2019,,Q1FY20,19.78,,,80.22,nse_xbrl
ZEEL,30-JUN-2019,,Q1FY20,35.79,,,64.21,nse_xbrl
ZEEMEDIA,30-JUN-2019,,Q1FY20,55.12,,,44.88,nse_xbrl
ZENITHEXPO,30-JUN-2019,,Q1FY20,51.75,,,48.25,nse_xbrl
ZENITHSTL,30-JUN-2019,,Q1FY20,8.57,,,91.43,nse_xbrl
ZENSARTECH,30-JUN-2019,,Q1FY20,48.89,,,51.11,nse_xbrl
ZENTEC,30-JUN-2019,,Q1FY20,59.49,,,40.51,nse_xbrl
ZFCVINDIA,30-JUN-2019,,Q1FY20,75.0,,,25.0,nse_xbrl
ZODIACLOTH,30-JUN-2019,,Q1FY20,65.1,,,34.91,nse_xbrl
ZUARI,30-JUN-2019,,Q1FY20,65.04,,,34.96,nse_xbrl
ZUARIIND,30-JUN-2019,,Q1FY20,54.83,,,45.17,nse_xbrl
ZYDUSLIFE,30-JUN-2019,,Q1FY20,74.79,,,25.21,nse_xbrl
ZYDUSWELL,30-JUN-2019,,Q1FY20,67.62,,,32.37,nse_xbrl
GODREJPROP,29-JUN-2019,01-JUL-2019,Q1FY20,64.45,,,35.55,nse_xbrl
RELAXO,28-JUN-2019,,Q1FY20,71.02,,,28.98,nse_xbrl
CNL,27-JUN-2019,,Q1FY20,68.95,,,31.05,nse_xbrl
ECLERX,27-JUN-2019,,Q1FY20,50.76,,,46.85,nse_xbrl
PAISALO,27-JUN-2019,,Q1FY20,46.07,,,53.93,nse_xbrl
SATIN,27-JUN-2019,,Q1FY20,29.7,,,69.55,nse_xbrl
EXPLEOSOL,26-JUN-2019,,Q1FY20,56.17,,,43.83,nse_xbrl
MITTAL,24-JUN-2019,,Q1FY20,73.1,,,26.89,nse_xbrl
PITTIENG,24-JUN-2019,,Q1FY20,56.8,,,43.21,nse_xbrl
BIOCON,15-JUN-2019,,Q1FY20,60.67,,,37.98,nse_xbrl
PRAKASH,13-JUN-2019,,Q1FY20,39.29,,,60.7,nse_xbrl
RAMKY,13-JUN-2019,,Q1FY20,69.83,,,30.17,nse_xbrl
SYNGENE,13-JUN-2019,,Q1FY20,71.04,,,27.97,nse_xbrl
LIBAS,12-JUN-2019,,Q1FY20,60.51,,,39.5,nse_xbrl
PENIND,12-JUN-2019,,Q1FY20,35.24,,,64.78,nse_xbrl
BALRAMCHIN,10-JUN-2019,,Q1FY20,41.1,,,58.9,nse_xbrl
TIRUPATIFL,10-JUN-2019,,Q1FY20,67.3,,,32.7,nse_xbrl
ANTELOPUS,07-JUN-2019,,Q1FY20,29.68,,,70.32,nse_xbrl
EMAMIPAP,29-MAY-2019,,Q1FY20,74.98,,,25.03,nse_xbrl
WELCORP,27-MAY-2019,,Q1FY20,48.98,,,51.02,nse_xbrl
BHARTIARTL,24-MAY-2019,,Q1FY20,62.7,,,37.25,nse_xbrl
DLF,24-MAY-2019,,Q1FY20,71.91,,,28.1,nse_xbrl
TTKPRESTIG,17-MAY-2019,,Q1FY20,70.41,,,29.59,nse_xbrl
PAR,15-MAY-2019,,Q1FY20,72.5,,,27.5,nse_xbrl
TEXRAIL,11-MAY-2019,,Q1FY20,51.2,,,48.8,nse_xbrl
BHARATGEAR,10-MAY-2019,,Q1FY20,55.93,,,44.07,nse_xbrl
JINDALSTEL,08-MAY-2019,,Q1FY20,60.14,,,39.86,nse_xbrl
DHANUKA,07-MAY-2019,,Q1FY20,75.0,,,25.0,nse_xbrl
VIKASLIFE,06-MAY-2019,,Q1FY20,62.73,,,37.28,nse_xbrl
IDEA,04-MAY-2019,,Q1FY20,71.57,,,28.43,nse_xbrl
JAIPURKURT,04-MAY-2019,,Q1FY20,58.97,,,41.03,nse_xbrl
NEOGEN,04-MAY-2019,,Q1FY20,70.0,,,30.0,nse_xbrl
BETA,01-MAY-2019,,Q1FY20,64.63,,,35.37,nse_xbrl
MAHABANK,29-APR-2019,,Q1FY20,92.49,,,7.51,nse_xbrl
ONEPOINT,26-APR-2019,,Q1FY20,60.51,,,39.49,nse_xbrl
REPRO,26-APR-2019,,Q1FY20,52.62,,,47.37,nse_xbrl
ARTNIRMAN,25-APR-2019,,Q1FY20,62.0,,,37.99,nse_xbrl
AIRAN,24-APR-2019,,Q1FY20,73.59,,,26.41,nse_xbrl
UCOBANK,23-APR-2019,,Q1FY20,90.18,,,9.82,nse_xbrl
KPITTECH,21-APR-2019,,Q1FY20,41.59,,,56.35,nse_xbrl
BANKINDIA,20-APR-2019,,Q1FY20,89.1,,,10.88,nse_xbrl
MAZDA,16-APR-2019,,Q1FY20,44.12,,,55.88,nse_xbrl
POLYCAB,15-APR-2019,,Q1FY20,68.69,,,31.31,nse_xbrl
RSYSTEMS,15-APR-2019,,Q1FY20,51.3,,,48.7,nse_xbrl
APLAPOLLO,12-APR-2019,,Q1FY20,38.1,,,61.92,nse_xbrl
DGCONTENT,12-APR-2019,,Q1FY20,69.51,,,29.56,nse_xbrl
IEX,11-APR-2019,,Q1FY20,0.0,,,99.54,nse_xbrl
METROPOLIS,11-APR-2019,,Q1FY20,57.41,,,42.59,nse_xbrl
MONTECARLO,11-APR-2019,,Q1FY20,67.91,,,32.1,nse_xbrl
TANLA,10-APR-2019,,Q1FY20,29.45,,,70.55,nse_xbrl
OLECTRA,09-APR-2019,,Q1FY20,61.22,,,38.78,nse_xbrl
SHANTIGEAR,09-APR-2019,,Q1FY20,70.47,,,29.52,nse_xbrl
SOUTHWEST,08-APR-2019,,Q1FY20,70.26,,,29.74,nse_xbrl
INDORAMA,03-APR-2019,,Q1FY20,74.94,,,25.06,nse_xbrl
BANKBARODA,01-APR-2019,,Q1FY20,65.37,,,34.63,nse_xbrl
20MICRONS,30-SEP-2019,,Q2FY20,44.03,,,55.97,nse_xbrl
21STCENMGM,30-SEP-2019,,Q2FY20,55.23,,,44.77,nse_xbrl
3MINDIA,30-SEP-2019,,Q2FY20,75.0,,,25.0,nse_xbrl
3PLAND,30-SEP-2019,,Q2FY20,72.55,,,27.45,nse_xbrl
63MOONS,30-SEP-2019,,Q2FY20,45.63,,,54.37,nse_xbrl
A2ZINFRA,30-SEP-2019,11-OCT-2019,Q2FY20,28.67,,,71.33,nse_xbrl
AAKASH,30-SEP-2019,,Q2FY20,73.33,,,26.67,nse_xbrl
AARTIDRUGS,30-SEP-2019,,Q2FY20,61.64,,,38.36,nse_xbrl
AARVI,30-SEP-2019,,Q2FY20,73.39,,,26.61,nse_xbrl
AAVAS,30-SEP-2019,,Q2FY20,58.25,,,41.75,nse_xbrl
ABB,30-SEP-2019,,Q2FY20,75.0,,,25.0,nse_xbrl
ABCAPITAL,30-SEP-2019,,Q2FY20,72.7,,,27.3,nse_xbrl
ABFRL,30-SEP-2019,,Q2FY20,59.09,,,40.91,nse_xbrl
ABREL,30-SEP-2019,,Q2FY20,50.21,,,49.79,nse_xbrl
ACC,30-SEP-2019,,Q2FY20,54.53,,,45.47,nse_xbrl
ACCELYA,30-SEP-2019,,Q2FY20,74.66,,,25.34,nse_xbrl
ACE,30-SEP-2019,,Q2FY20,70.87,,,29.13,nse_xbrl
ACEINTEG,30-SEP-2019,,Q2FY20,73.52,,,26.47,nse_xbrl
ADANIENSOL,30-SEP-2019,,Q2FY20,74.92,,,25.08,nse_xbrl
ADANIENT,30-SEP-2019,,Q2FY20,74.92,,,25.08,nse_xbrl
ADANIGREEN,30-SEP-2019,,Q2FY20,74.92,,,25.08,nse_xbrl
ADANIPORTS,30-SEP-2019,,Q2FY20,62.46,,,37.54,nse_xbrl
ADANIPOWER,30-SEP-2019,,Q2FY20,74.97,,,25.03,nse_xbrl
ADFFOODS,30-SEP-2019,,Q2FY20,34.34,,,65.66,nse_xbrl
ADOR,30-SEP-2019,,Q2FY20,56.71,,,43.29,nse_xbrl
ADROITINFO,30-SEP-2019,,Q2FY20,53.14,,,46.86,nse_xbrl
ADSL,30-SEP-2019,,Q2FY20,49.04,,,50.95,nse_xbrl
ADVANIHOTR,30-SEP-2019,,Q2FY20,50.17,,,49.84,nse_xbrl
ADVENZYMES,30-SEP-2019,,Q2FY20,57.86,,,42.14,nse_xbrl
AEGISLOG,30-SEP-2019,,Q2FY20,59.57,,,40.43,nse_xbrl
AGARIND,30-SEP-2019,,Q2FY20,59.33,,,38.81,nse_xbrl
AGI,30-SEP-2019,,Q2FY20,49.35,,,50.66,nse_xbrl
AGROPHOS,30-SEP-2019,,Q2FY20,54.27,,,45.73,nse_xbrl
AHLADA,30-SEP-2019,,Q2FY20,50.36,,,49.63,nse_xbrl
AHLEAST,30-SEP-2019,,Q2FY20,65.63,,,34.37,nse_xbrl
AHLUCONT,30-SEP-2019,,Q2FY20,58.0,,,42.0,nse_xbrl
AIAENG,30-SEP-2019,,Q2FY20,58.47,,,41.53,nse_xbrl
AIRAN,30-SEP-2019,,Q2FY20,73.58,,,26.42,nse_xbrl
AIROLAM,30-SEP-2019,,Q2FY20,52.01,,,47.99,nse_xbrl
AJANTPHARM,30-SEP-2019,,Q2FY20,70.51,,,29.49,nse_xbrl
AJMERA,30-SEP-2019,,Q2FY20,74.99,,,25.0,nse_xbrl
AJOONI,30-SEP-2019,,Q2FY20,57.04,,,42.96,nse_xbrl
AKASH,30-SEP-2019,,Q2FY20,74.59,,,25.41,nse_xbrl
AKG,30-SEP-2019,,Q2FY20,69.64,,,30.36,nse_xbrl
ALANKIT,30-SEP-2019,,Q2FY20,69.67,,,30.33,nse_xbrl
ALBERTDAVD,30-SEP-2019,,Q2FY20,60.98,,,39.02,nse_xbrl
ALEMBICLTD,30-SEP-2019,,Q2FY20,66.31,,,33.69,nse_xbrl
ALICON,30-SEP-2019,,Q2FY20,63.17,,,36.83,nse_xbrl
ALKEM,30-SEP-2019,,Q2FY20,66.04,,,33.96,nse_xbrl
ALKYLAMINE,30-SEP-2019,,Q2FY20,74.19,,,25.81,nse_xbrl
ALLCARGO,30-SEP-2019,,Q2FY20,70.01,,,29.99,nse_xbrl
ALLDIGI,30-SEP-2019,,Q2FY20,78.39,,,21.61,nse_xbrl
ALMONDZ,30-SEP-2019,,Q2FY20,57.62,,,42.38,nse_xbrl
ALPA,30-SEP-2019,,Q2FY20,56.66,,,43.34,nse_xbrl
ALPHAGEO,30-SEP-2019,,Q2FY20,44.93,,,55.07,nse_xbrl
AMBER,30-SEP-2019,,Q2FY20,44.02,,,55.98,nse_xbrl
AMBICAAGAR,30-SEP-2019,,Q2FY20,48.35,,,51.65,nse_xbrl
AMBIKCO,30-SEP-2019,,Q2FY20,50.17,,,49.82,nse_xbrl
AMBUJACEM,30-SEP-2019,,Q2FY20,63.42,,,36.58,nse_xbrl
AMDIND,30-SEP-2019,,Q2FY20,66.64,,,33.36,nse_xbrl
AMJLAND,30-SEP-2019,,Q2FY20,61.76,,,38.24,nse_xbrl
AMRUTANJAN,30-SEP-2019,,Q2FY20,50.02,,,49.98,nse_xbrl
ANANTRAJ,30-SEP-2019,,Q2FY20,63.56,,,36.44,nse_xbrl
ANDHRAPAP,30-SEP-2019,,Q2FY20,75.0,,,25.0,nse_xbrl
ANDHRSUGAR,30-SEP-2019,,Q2FY20,47.03,,,52.97,nse_xbrl
ANTGRAPHIC,30-SEP-2019,,Q2FY20,30.78,,,69.21,nse_xbrl
ANUP,30-SEP-2019,,Q2FY20,41.7,,,58.3,nse_xbrl
APARINDS,30-SEP-2019,,Q2FY20,58.68,,,41.32,nse_xbrl
APCL,30-SEP-2019,,Q2FY20,75.0,,,25.0,nse_xbrl
APCOTEXIND,30-SEP-2019,,Q2FY20,57.93,,,42.11,nse_xbrl
APEX,30-SEP-2019,,Q2FY20,72.6,,,27.4,nse_xbrl
APLAPOLLO,30-SEP-2019,,Q2FY20,37.18,,,62.82,nse_xbrl
APLLTD,30-SEP-2019,,Q2FY20,72.97,,,27.03,nse_xbrl
APOLLO,30-SEP-2019,,Q2FY20,63.92,,,36.06,nse_xbrl
APOLLOHOSP,30-SEP-2019,,Q2FY20,30.8,,,69.2,nse_xbrl
APOLLOTYRE,30-SEP-2019,,Q2FY20,40.9,,,59.1,nse_xbrl
APOLSINHOT,30-SEP-2019,,Q2FY20,64.68,,,35.45,nse_xbrl
ARCHIDPLY,30-SEP-2019,,Q2FY20,72.67,,,27.33,nse_xbrl
ARCHIES,30-SEP-2019,,Q2FY20,61.98,,,38.02,nse_xbrl
ARE&M,30-SEP-2019,,Q2FY20,28.06,,,71.95,nse_xbrl
ARENTERP,30-SEP-2019,,Q2FY20,62.26,,,37.74,nse_xbrl
ARIES,30-SEP-2019,,Q2FY20,52.66,,,47.34,nse_xbrl
ARIHANT,30-SEP-2019,,Q2FY20,42.87,,,57.13,nse_xbrl
ARIHANTSUP,30-SEP-2019,,Q2FY20,74.14,,,25.86,nse_xbrl
ARMANFIN,30-SEP-2019,,Q2FY20,39.58,,,60.42,nse_xbrl
AROGRANITE,30-SEP-2019,,Q2FY20,41.06,,,58.95,nse_xbrl
ARTNIRMAN,30-SEP-2019,,Q2FY20,73.65,,,26.35,nse_xbrl
ARVEE,30-SEP-2019,,Q2FY20,73.5,,,26.5,nse_xbrl
ARVIND,30-SEP-2019,,Q2FY20,44.09,,,55.91,nse_xbrl
ARVINDFASN,30-SEP-2019,,Q2FY20,35.58,,,64.42,nse_xbrl
ARVSMART,30-SEP-2019,,Q2FY20,59.06,,,40.93,nse_xbrl
ASAHIINDIA,30-SEP-2019,,Q2FY20,54.28,,,45.72,nse_xbrl
ASAHISONG,30-SEP-2019,,Q2FY20,65.81,,,34.19,nse_xbrl
ASAL,30-SEP-2019,,Q2FY20,75.0,,,25.0,nse_xbrl
ASHAPURMIN,30-SEP-2019,,Q2FY20,39.78,,,60.22,nse_xbrl
ASHIANA,30-SEP-2019,,Q2FY20,61.04,,,38.96,nse_xbrl
ASHIMASYN,30-SEP-2019,,Q2FY20,60.92,,,39.08,nse_xbrl
ASHOKA,30-SEP-2019,,Q2FY20,54.26,,,45.74,nse_xbrl
ASHOKLEY,30-SEP-2019,,Q2FY20,51.12,,,48.88,nse_xbrl
ASIANHOTNR,30-SEP-2019,,Q2FY20,72.36,,,27.64,nse_xbrl
ASIANPAINT,30-SEP-2019,,Q2FY20,52.79,,,47.21,nse_xbrl
ASIANTILES,30-SEP-2019,,Q2FY20,34.1,,,65.9,nse_xbrl
ASPINWALL,30-SEP-2019,,Q2FY20,64.46,,,35.54,nse_xbrl
ASTEC,30-SEP-2019,,Q2FY20,69.14,,,30.86,nse_xbrl
