SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TRADE_DATE
20MICRONS,EQ,200.99,237.4,196.61,217.71,10772476,2025-12-26
21STCENMGM,EQ,52.74,52.74,52.74,52.74,883,2025-12-26
360ONE,EQ,1191.5,1207.1,1172.6,1179.4,223587,2025-12-26
3IINFOLTD,EQ,16.88,16.98,16.69,16.75,262055,2025-12-26
3MINDIA,EQ,34780.0,34910.0,34490.0,34575.0,1658,2025-12-26
3PLAND,EQ,37.03,37.5,37.03,37.32,2604,2025-12-26
5PAISA,EQ,340.85,346.7,334.0,337.9,141480,2025-12-26
63MOONS,EQ,745.2,762.0,728.0,730.8,110105,2025-12-26
A2ZINFRA,EQ,17.25,18.0,17.25,17.63,328416,2025-12-26
AADHARHFC,EQ,483.2,491.05,481.0,484.0,320188,2025-12-26
AAKASH,EQ,8.68,8.84,8.65,8.67,60706,2025-12-26
AAREYDRUGS,EQ,71.99,72.39,70.19,70.77,73609,2025-12-26
AARON,EQ,178.53,182.09,176.0,176.21,12846,2025-12-26
AARTECH,EQ,50.82,51.99,48.1,49.14,61113,2025-12-26
AARTIDRUGS,EQ,420.05,421.75,414.15,417.3,159084,2025-12-26
AARTIIND,EQ,377.85,382.8,375.55,376.4,283089,2025-12-26
AARTIPHARM,EQ,759.0,759.8,740.6,742.5,84197,2025-12-26
AARTISURF,EQ,400.55,400.55,391.6,392.4,7549,2025-12-26
AARVI,EQ,127.07,130.78,127.07,128.4,13149,2025-12-26
AAVAS,EQ,1520.0,1520.0,1475.3,1480.3,99353,2025-12-26
ABB,EQ,5215.0,5244.5,5164.5,5183.0,54254,2025-12-26
ABBOTINDIA,EQ,28515.0,28990.0,28425.0,28905.0,3858,2025-12-26
ABCAPITAL,EQ,348.2,349.95,344.0,348.15,3234018,2025-12-26
ABCOTS,EQ,415.05,416.95,408.8,410.5,10057,2025-12-26
ABDL,EQ,618.0,619.3,610.2,613.55,220353,2025-12-26
ABFRL,EQ,77.92,77.93,76.58,76.78,7370156,2025-12-26
