SYMBOL,COMPANY_NAME,SECTOR,SOURCE,LAST_UPDATED
3IINFOLTD,3i Infotech Limited,IT,AUTO_V2,2026-06-06
63MOONS,63 moons technologies limited,IT,AUTO_V2,2026-06-06
A2ZINFRA,A2Z Infra Engineering Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
AAATECH,AAA Technologies Limited,IT,AUTO_V2,2026-06-06
AADHARHFC,Aadhar Housing Finance Limited,NBFC,AUTO_V2,2026-06-06
AARON,Aaron Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
AARTIIND,Aarti Industries Limited,CHEMICALS,AUTO_V2,2026-06-06
AAVAS,Aavas Financiers Limited,NBFC,AUTO_V2,2026-06-06
ABB,ABB India Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
ABFRL,Aditya Birla Fashion and Retail Limited,RETAIL,AUTO_V2,2026-06-06
ABREL,Aditya Birla Real Estate Limited,REALTY,AUTO_V2,2026-06-06
ABSLAMC,Aditya Birla Sun Life AMC Limited,AMC_WEALTH,AUTO_V2,2026-06-06
ACI,Archean Chemical Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
ACSTECH,ACS Technologies Limited,IT,AUTO_V2,2026-06-06
ACUTAAS,Acutaas Chemicals Limited,CHEMICALS,AUTO_V2,2026-06-06
ADANIENT,Adani Enterprises Limited,INFRASTRUCTURE,AUTO_V2,2026-06-06
ADANIGREEN,Adani Green Energy Limited,RENEWABLE_ENERGY,AUTO_V2,2026-06-06
ADANIPORTS,Adani Ports and Special Economic Zone Limited,AEROSPACE,AUTO_V2,2026-06-06
ADANIPOWER,Adani Power Limited,POWER,AUTO_V2,2026-06-06
ADFFOODS,ADF Foods Limited,FMCG,AUTO_V2,2026-06-06
ADROITINFO,Adroit Infotech Limited,IT,AUTO_V2,2026-06-06
ADSL,Allied Digital Services Limited,DIGITAL_SERVICES,AUTO_V2,2026-06-06
ADVENZYMES,Advanced Enzyme Technologies Limited,IT,AUTO_V2,2026-06-06
AEGISLOG,Aegis Logistics Limited,LOGISTICS,AUTO_V2,2026-06-06
AEROFLEX,Aeroflex Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
AETHER,Aether Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
AFCONS,Afcons Infrastructure Limited,INFRASTRUCTURE,AUTO_V2,2026-06-06
AFSL,Abans Financial Services Limited,FINANCIAL_SERVICES,AUTO_V2,2026-06-06
AGARWALEYE,Dr. Agarwal's Health Care Limited,HEALTHCARE,AUTO_V2,2026-06-06
AGIIL,Agi Infra Limited,INFRASTRUCTURE,AUTO_V2,2026-06-06
AHCL,Anlon Healthcare Limited,HEALTHCARE,AUTO_V2,2026-06-06
AHLADA,Ahlada Engineers Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
AIAENG,AIA Engineering Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
AIIL,Authum Investment & Infrastructure Limited,INFRASTRUCTURE,AUTO_V2,2026-06-06
AJANTPHARM,Ajanta Pharma Limited,PHARMA,AUTO_V2,2026-06-06
AJAXENGG,Ajax Engineering Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
AKUMS,Akums Drugs and Pharmaceuticals Limited,PHARMA,AUTO_V2,2026-06-06
ALKEM,Alkem Laboratories Limited,PHARMA,AUTO_V2,2026-06-06
ALKYLAMINE,Alkyl Amines Chemicals Limited,CHEMICALS,AUTO_V2,2026-06-06
ALLCARGO,Allcargo Logistics Limited,LOGISTICS,AUTO_V2,2026-06-06
ALMONDZ,Almondz Global Securities Limited,FINANCIAL_SERVICES,AUTO_V2,2026-06-06
ALOKINDS,Alok Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
ALPA,Alpa Laboratories Limited,PHARMA,AUTO_V2,2026-06-06
AMANTA,Amanta Healthcare Limited,HEALTHCARE,AUTO_V2,2026-06-06
AMBER,Amber Enterprises India Limited,CONSUMER_DURABLES,AUTO_V2,2026-06-06
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
AMBUJACEM,Ambuja Cements Limited,CEMENT,AUTO_V2,2026-06-06
AMDIND,AMD Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
AMRUTANJAN,Amrutanjan Health Care Limited,HEALTHCARE,AUTO_V2,2026-06-06
ANANDRATHI,Anand Rathi Wealth Limited,FINANCIAL_SERVICES,AUTO_V2,2026-06-06
ANGELONE,Angel One Limited,FINANCIAL_SERVICES,AUTO_V2,2026-06-06
ANTELOPUS,Antelopus Selan Energy Limited,OIL_GAS,AUTO_V2,2026-06-06
ANUHPHR,Anuh Pharma Limited,PHARMA,AUTO_V2,2026-06-06
ANUP,The Anup Engineering Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
APARINDS,Apar Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
APCL,Anjani Portland Cement Limited,CEMENT,AUTO_V2,2026-06-06
APCOTEXIND,Apcotex Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
APEX,Apex Frozen Foods Limited,FMCG,AUTO_V2,2026-06-06
APLAPOLLO,APL Apollo Tubes Limited,METALS,AUTO_V2,2026-06-06
APLLTD,Alembic Pharmaceuticals Limited,PHARMA,AUTO_V2,2026-06-06
APOLLOHOSP,Apollo Hospitals Enterprise Limited,HEALTHCARE,AUTO_V2,2026-06-06
APOLLOTYRE,Apollo Tyres Limited,AUTO_ANCILLARY,AUTO_V2,2026-06-06
APOLSINHOT,Apollo Sindoori Hotels Limited,HOSPITALITY,AUTO_V2,2026-06-06
APTUS,Aptus Value Housing Finance India Limited,NBFC,AUTO_V2,2026-06-06
ARCHIDPLY,Archidply Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
ARE&M,Amara Raja Energy & Mobility Limited,AUTO_ANCILLARY,AUTO_V2,2026-06-06
ARENTERP,Rajdarshan Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
ARMANFIN,Arman Financial Services Limited,FINANCIAL_SERVICES,AUTO_V2,2026-06-06
AROGRANITE,Aro Granite Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
ARSSBL,Anand Rathi Share and Stock Brokers Limited,FINANCIAL_SERVICES,AUTO_V2,2026-06-06
ASHOKA,Ashoka Buildcon Limited,CONSTRUCTION,AUTO_V2,2026-06-06
ASKAUTOLTD,ASK Automotive Limited,AUTO,AUTO_V2,2026-06-06
ASTERDM,Aster DM Healthcare Limited,HEALTHCARE,AUTO_V2,2026-06-06
ASTRAMICRO,Astra Microwave Products Limited,DEFENCE,AUTO_V2,2026-06-06
ATHERENERG,Ather Energy Limited,POWER,AUTO_V2,2026-06-06
ATL,Allcargo Terminals Limited,LOGISTICS,AUTO_V2,2026-06-06
AUBANK,AU Small Finance Bank Limited,BANKING,AUTO_V2,2026-06-06
AUROPHARMA,Aurobindo Pharma Limited,PHARMA,AUTO_V2,2026-06-06
AVALON,Avalon Technologies Limited,IT,AUTO_V2,2026-06-06
AVG,AVG Logistics Limited,LOGISTICS,AUTO_V2,2026-06-06
AXISBANK,Axis Bank Limited,BANKING,AUTO_V2,2026-06-06
AXISCADES,AXISCADES Technologies Limited,IT,AUTO_V2,2026-06-06
AZAD,Azad Engineering Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
BAFNAPH,Bafna Pharmaceuticals Limited,PHARMA,AUTO_V2,2026-06-06
BAJAJ-AUTO,Bajaj Auto Limited,AUTO,AUTO_V2,2026-06-06
BAJAJCON,Bajaj Consumer Care Limited,FMCG,AUTO_V2,2026-06-06
BAJAJELEC,Bajaj Electricals Limited,CONSUMER_DURABLES,AUTO_V2,2026-06-06
BAJAJHCARE,Bajaj Healthcare Limited,HEALTHCARE,AUTO_V2,2026-06-06
BAJAJHFL,Bajaj Housing Finance Limited,NBFC,AUTO_V2,2026-06-06
BAJAJHIND,Bajaj Hindusthan Sugar Limited,SUGAR,AUTO_V2,2026-06-06
BAJAJHLDNG,Bajaj Holdings & Investment Limited,FINANCIAL_SERVICES,AUTO_V2,2026-06-06
BAJAJINDEF,Indef Manufacturing Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
BAJAJST,Bajaj Steel Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
BAJFINANCE,Bajaj Finance Limited,NBFC,AUTO_V2,2026-06-06
BALAMINES,Balaji Amines Limited,SPECIALTY_CHEMICALS,AUTO_V2,2026-06-06
BALKRISIND,Balkrishna Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
BALPHARMA,Bal Pharma Limited,PHARMA,AUTO_V2,2026-06-06
BALRAMCHIN,Balrampur Chini Mills Limited,SUGAR,AUTO_V2,2026-06-06
BALUFORGE,Balu Forge Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
BANDHANBNK,Bandhan Bank Limited,BANKING,AUTO_V2,2026-06-06
BANKBARODA,Bank of Baroda,BANKING,AUTO_V2,2026-06-06
BANKINDIA,Bank of India,BANKING,AUTO_V2,2026-06-06
BANSALWIRE,Bansal Wire Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
BAYERCROP,Bayer Cropscience Limited,SPECIALTY_CHEMICALS,AUTO_V2,2026-06-06
BCLIND,Bcl Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
BCPL,BCPL Railway Infrastructure Limited,RAILWAY,AUTO_V2,2026-06-06
BDL,Bharat Dynamics Limited,DEFENCE,AUTO_V2,2026-06-06
BEDMUTHA,Bedmutha Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
BEEKAY,Beekay Steel Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
BEL,Bharat Electronics Limited,DEFENCE,AUTO_V2,2026-06-06
BELLACASA,Bella Casa Fashion & Retail Limited,RETAIL,AUTO_V2,2026-06-06
BELRISE,Belrise Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
BEML,BEML Limited,DEFENCE,AUTO_V2,2026-06-06
BFINVEST,BF Investment Limited,FINANCIAL_SERVICES,AUTO_V2,2026-06-06
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
BHAGERIA,Bhageria Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
BHARATGEAR,Bharat Gears Limited,INDUSTRIAL_PRODUCTS,AUTO_V2,2026-06-06
BHARTIARTL,Bharti Airtel Limited,TELECOM,AUTO_V2,2026-06-06
BHEL,Bharat Heavy Electricals Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
BIGBLOC,Bigbloc Construction Limited,CONSTRUCTION,AUTO_V2,2026-06-06
BIMETAL,Bimetal Bearings Limited,INDUSTRIAL_PRODUCTS,AUTO_V2,2026-06-06
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,PHARMA,AUTO_V2,2026-06-06
BIRLACORPN,Birla Corporation Limited,CEMENT,AUTO_V2,2026-06-06
BIRLAPREC,Birla Precision Technologies Limited,IT,AUTO_V2,2026-06-06
BLISSGVS,Bliss GVS Pharma Limited,PHARMA,AUTO_V2,2026-06-06
BLUEJET,Blue Jet Healthcare Limited,HEALTHCARE,AUTO_V2,2026-06-06
BONLON,Bonlon Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
BORORENEW,BOROSIL RENEWABLES LIMITED,RENEWABLE_ENERGY,AUTO_V2,2026-06-06
BOSCHLTD,Bosch Limited,AUTO_ANCILLARY,AUTO_V2,2026-06-06
BPCL,Bharat Petroleum Corporation Limited,OIL_GAS,AUTO_V2,2026-06-06
BRIGADE,Brigade Enterprises Limited,REALTY,AUTO_V2,2026-06-06
BRITANNIA,Britannia Industries Limited,FMCG,AUTO_V2,2026-06-06
BSOFT,BIRLASOFT LIMITED,IT,AUTO_V2,2026-06-06
BYKE,The Byke Hospitality Ltd,HOSPITALITY,AUTO_V2,2026-06-06
CANBK,Canara Bank,BANKING,AUTO_V2,2026-06-06
CANHLIFE,Canara HSBC Life Insurance Company Limited,INSURANCE,AUTO_V2,2026-06-06
CAPITALSFB,Capital Small Finance Bank Limited,BANKING,AUTO_V2,2026-06-06
CAPLIPOINT,Caplin Point Laboratories Limited,PHARMA,AUTO_V2,2026-06-06
CENTRALBK,Central Bank of India,BANKING,AUTO_V2,2026-06-06
CHALET,Chalet Hotels Limited,HOSPITALITY,AUTO_V2,2026-06-06
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,CHEMICALS,AUTO_V2,2026-06-06
CHEMCON,Chemcon Speciality Chemicals Limited,SPECIALTY_CHEMICALS,AUTO_V2,2026-06-06
CHENNPETRO,Chennai Petroleum Corporation Limited,OIL_GAS,AUTO_V2,2026-06-06
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,NBFC,AUTO_V2,2026-06-06
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,NBFC,AUTO_V2,2026-06-06
CLEAN,Clean Science and Technology Limited,SPECIALTY_CHEMICALS,AUTO_V2,2026-06-06
COCHINSHIP,Cochin Shipyard Limited,DEFENCE,AUTO_V2,2026-06-06
COFORGE,Coforge Limited,IT,AUTO_V2,2026-06-06
COLPAL,Colgate Palmolive (India) Limited,FMCG,AUTO_V2,2026-06-06
COMPUSOFT,Compucom Software Limited,IT,AUTO_V2,2026-06-06
CONCOR,Container Corporation of India Limited,LOGISTICS,AUTO_V2,2026-06-06
COROMANDEL,Coromandel International Limited,FERTILIZERS,AUTO_V2,2026-06-06
CPPLUS,Aditya Infotech Limited,IT,AUTO_V2,2026-06-06
CRAFTSMAN,Craftsman Automation Limited,AUTO_ANCILLARY,AUTO_V2,2026-06-06
CRAMC,Canara Robeco Asset Management Company Limited,AMC_WEALTH,AUTO_V2,2026-06-06
CROMPTON,Crompton Greaves Consumer Electricals Limited,CONSUMER_DURABLES,AUTO_V2,2026-06-06
CSBBANK,CSB Bank Limited,BANKING,AUTO_V2,2026-06-06
CUB,City Union Bank Limited,BANKING,AUTO_V2,2026-06-06
CUMMINSIND,Cummins India Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
CYBERTECH,Cybertech Systems And Software Limited,IT,AUTO_V2,2026-06-06
CYIENT,Cyient Limited,IT,AUTO_V2,2026-06-06
CYIENTDLM,Cyient DLM Limited,IT,AUTO_V2,2026-06-06
DABUR,Dabur India Limited,FMCG,AUTO_V2,2026-06-06
DALBHARAT,Dalmia Bharat Limited,CEMENT,AUTO_V2,2026-06-06
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,CEMENT,AUTO_V2,2026-06-06
DAMODARIND,Damodar Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
DATAPATTNS,Data Patterns (India) Limited,DEFENCE,AUTO_V2,2026-06-06
DBSTOCKBRO,DB (International) Stock Brokers Limited,FINANCIAL_SERVICES,AUTO_V2,2026-06-06
DCBBANK,DCB Bank Limited,BANKING,AUTO_V2,2026-06-06
DCMSRIND,DCM Shriram Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
DDEVPLSTIK,Ddev Plastiks Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,FERTILIZERS,AUTO_V2,2026-06-06
DEEPAKNTR,Deepak Nitrite Limited,SPECIALTY_CHEMICALS,AUTO_V2,2026-06-06
DEEPINDS,Deep Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
DELTAMAGNT,Delta Manufacturing Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
DEVIT,Dev Information Technology Limited,IT,AUTO_V2,2026-06-06
DEVYANI,Devyani International Limited,RETAIL,AUTO_V2,2026-06-06
DHANBANK,Dhanlaxmi Bank Limited,BANKING,AUTO_V2,2026-06-06
DHANUKA,Dhanuka Agritech Limited,SPECIALTY_CHEMICALS,AUTO_V2,2026-06-06
DIACABS,Diamond Power Infrastructure Limited,INFRASTRUCTURE,AUTO_V2,2026-06-06
DIAMINESQ,Diamines & Chemicals Limited,CHEMICALS,AUTO_V2,2026-06-06
DIFFNKG,Diffusion Engineers Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
DIVISLAB,Divi's Laboratories Limited,PHARMA,AUTO_V2,2026-06-06
DIXON,Dixon Technologies (India) Limited,CONSUMER_DURABLES,AUTO_V2,2026-06-06
DJML,DJ Mediaprint & Logistics Limited,LOGISTICS,AUTO_V2,2026-06-06
DMART,Avenue Supermarts Limited,RETAIL,AUTO_V2,2026-06-06
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,SPECIALTY_CHEMICALS,AUTO_V2,2026-06-06
DOLLAR,Dollar Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
DOMS,DOMS Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
DONEAR,Donear Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
DPWIRES,D P Wires Limited,ELECTRICAL_EQUIPMENT,AUTO_V2,2026-06-06
DREDGECORP,Dredging Corporation of India Limited,SHIPBUILDING,AUTO_V2,2026-06-06
DRREDDY,Dr. Reddy's Laboratories Limited,PHARMA,AUTO_V2,2026-06-06
DSFCL,DCM Shriram Fine Chemicals Limited,SPECIALTY_CHEMICALS,AUTO_V2,2026-06-06
DTIL,Dhunseri Tea & Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
DWARKESH,Dwarikesh Sugar Industries Limited,SUGAR,AUTO_V2,2026-06-06
DYCL,Dynamic Cables Limited,ELECTRICAL_EQUIPMENT,AUTO_V2,2026-06-06
DYNAMATECH,Dynamatic Technologies Limited,IT,AUTO_V2,2026-06-06
EDELWEISS,Edelweiss Financial Services Limited,FINANCIAL_SERVICES,AUTO_V2,2026-06-06
EICHERMOT,Eicher Motors Limited,AUTO,AUTO_V2,2026-06-06
EIEL,Enviro Infra Engineers Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
EIFFL,Euro India Fresh Foods Limited,FMCG,AUTO_V2,2026-06-06
EIHAHOTELS,EIH Associated Hotels Limited,HOSPITALITY,AUTO_V2,2026-06-06
ELDEHSG,Eldeco Housing And Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
EMCURE,Emcure Pharmaceuticals Limited,PHARMA,AUTO_V2,2026-06-06
EMKAY,Emkay Global Financial Services Limited,FINANCIAL_SERVICES,AUTO_V2,2026-06-06
EMMBI,Emmbi Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
EMMVEE,Emmvee Photovoltaic Power Limited,POWER,AUTO_V2,2026-06-06
ENDURANCE,Endurance Technologies Limited,IT,AUTO_V2,2026-06-06
EPACKPEB,EPack Prefab Technologies Limited,IT,AUTO_V2,2026-06-06
EQUITASBNK,Equitas Small Finance Bank Limited,BANKING,AUTO_V2,2026-06-06
ESAFSFB,ESAF Small Finance Bank Limited,BANKING,AUTO_V2,2026-06-06
ESCORTS,Escorts Kubota Limited,AUTO,AUTO_V2,2026-06-06
ESTER,Ester Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
EVERESTIND,Everest Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
EXCELINDUS,Excel Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
EXCELSOFT,Excelsoft Technologies Limited,IT,AUTO_V2,2026-06-06
EXIDEIND,Exide Industries Limited,AUTO_ANCILLARY,AUTO_V2,2026-06-06
FABTECH,Fabtech Technologies Limited,IT,AUTO_V2,2026-06-06
FACT,Fertilizers and Chemicals Travancore Limited,FERTILIZERS,AUTO_V2,2026-06-06
FAIRCHEMOR,Fairchem Organics Limited,CHEMICALS,AUTO_V2,2026-06-06
FEDERALBNK,The Federal Bank  Limited,BANKING,AUTO_V2,2026-06-06
FEDFINA,Fedbank Financial Services Limited,BANKING,AUTO_V2,2026-06-06
FIEMIND,Fiem Industries Limited,AUTO_ANCILLARY,AUTO_V2,2026-06-06
FINCABLES,Finolex Cables Limited,ELECTRICAL_EQUIPMENT,AUTO_V2,2026-06-06
FINEORG,Fine Organic Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
FINKURVE,Finkurve Financial Services Limited,FINANCIAL_SERVICES,AUTO_V2,2026-06-06
FINOPB,Fino Payments Bank Limited,BANKING,AUTO_V2,2026-06-06
FINPIPE,Finolex Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
FLAIR,Flair Writing Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
FLUOROCHEM,Gujarat Fluorochemicals Limited,CHEMICALS,AUTO_V2,2026-06-06
FORCEMOT,FORCE MOTORS LTD,AUTO,AUTO_V2,2026-06-06
FORTIS,Fortis Healthcare Limited,HEALTHCARE,AUTO_V2,2026-06-06
GABRIEL,Gabriel India Limited,INDUSTRIAL_PRODUCTS,AUTO_V2,2026-06-06
GAIL,GAIL (India) Limited,OIL_GAS,AUTO_V2,2026-06-06
GALAPREC,Gala Precision Engineering Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
GANGESSECU,Ganges Securities Limited,FINANCIAL_SERVICES,AUTO_V2,2026-06-06
GARUDA,Garuda Construction and Engineering Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
GATECH,GACM Technologies Limited,IT,AUTO_V2,2026-06-06
GATECHDVR,GACM Technologies Limited,IT,AUTO_V2,2026-06-06
GEEKAYWIRE,Geekay Wires Limited,ELECTRICAL_EQUIPMENT,AUTO_V2,2026-06-06
GEOJITFSL,Geojit Financial Services Limited,FINANCIAL_SERVICES,AUTO_V2,2026-06-06
GICHSGFIN,GIC Housing Finance Limited,NBFC,AUTO_V2,2026-06-06
GICRE,General Insurance Corporation of India,INSURANCE,AUTO_V2,2026-06-06
GILLETTE,Gillette India Limited,FMCG,AUTO_V2,2026-06-06
GKENERGY,GK Energy Limited,POWER,AUTO_V2,2026-06-06
GLAND,Gland Pharma Limited,PHARMA,AUTO_V2,2026-06-06
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,PHARMA,AUTO_V2,2026-06-06
GLENMARK,Glenmark Pharmaceuticals Limited,PHARMA,AUTO_V2,2026-06-06
GMRAIRPORT,GMR AIRPORTS LIMITED,AEROSPACE,AUTO_V2,2026-06-06
GMRP&UI,GMR Power and Urban Infra Limited,INFRASTRUCTURE,AUTO_V2,2026-06-06
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,CHEMICALS,AUTO_V2,2026-06-06
GODIGIT,Go Digit General Insurance Limited,INSURANCE,AUTO_V2,2026-06-06
GODREJCP,Godrej Consumer Products Limited,FMCG,AUTO_V2,2026-06-06
