SYMBOL,COMPANY_NAME,SECTOR,SOURCE,LAST_UPDATED
POWERGRID,Power Grid Corporation of India Limited,POWER,AUTO_V2,2026-06-06
PPAP,PPAP Automotive Limited,AUTO,AUTO_V2,2026-06-06
PPLPHARMA,Piramal Pharma Limited,PHARMA,AUTO_V2,2026-06-06
PRABHA,Prabha Energy Limited,POWER,AUTO_V2,2026-06-06
PRAJIND,Praj Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
PRAKASH,Prakash Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
PREMEXPLN,Premier Explosives Limited,DEFENCE,AUTO_V2,2026-06-06
PREMIERENE,Premier Energies Limited,RENEWABLE_ENERGY,AUTO_V2,2026-06-06
PRESTIGE,Prestige Estates Projects Limited,REALTY,AUTO_V2,2026-06-06
PRIMESECU,Prime Securities Limited,FINANCIAL_SERVICES,AUTO_V2,2026-06-06
PRIMO,Primo Chemicals Limited,CHEMICALS,AUTO_V2,2026-06-06
PRITIKAUTO,Pritika Auto Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
PRIVISCL,Privi Speciality Chemicals Limited,SPECIALTY_CHEMICALS,AUTO_V2,2026-06-06
PROTEAN,Protean eGov Technologies Limited,IT,AUTO_V2,2026-06-06
PROZONER,Prozone Realty Limited,REALTY,AUTO_V2,2026-06-06
PSB,Punjab & Sind Bank,BANKING,AUTO_V2,2026-06-06
PTC,PTC India Limited,POWER,AUTO_V2,2026-06-06
PTCIL,PTC Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
RADICO,Radico Khaitan Limited,FMCG,AUTO_V2,2026-06-06
RAILTEL,Railtel Corporation Of India Limited,TELECOM,AUTO_V2,2026-06-06
RAIN,Rain Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
RAJOOENG,Rajoo Engineers Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
RAJSREESUG,Rajshree Sugars & Chemicals Limited,CHEMICALS,AUTO_V2,2026-06-06
RALLIS,Rallis India Limited,AGRI,AUTO_V2,2026-06-06
RAMCOCEM,The Ramco Cements Limited,CEMENT,AUTO_V2,2026-06-06
RAMCOIND,Ramco Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
RAMKY,Ramky Infrastructure Limited,INFRASTRUCTURE,AUTO_V2,2026-06-06
RAMRAT,Ram Ratna Wires Limited,ELECTRICAL_EQUIPMENT,AUTO_V2,2026-06-06
RATEGAIN,Rategain Travel Technologies Limited,IT,AUTO_V2,2026-06-06
RATNAMANI,Ratnamani Metals & Tubes Limited,METALS,AUTO_V2,2026-06-06
RATNAVEER,Ratnaveer Precision Engineering Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
RAYMONDREL,Raymond Realty Limited,REALTY,AUTO_V2,2026-06-06
RBLBANK,RBL Bank Limited,BANKING,AUTO_V2,2026-06-06
RCF,Rashtriya Chemicals and Fertilizers Limited,FERTILIZERS,AUTO_V2,2026-06-06
REFEX,Refex Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
RELCHEMQ,Reliance Chemotex Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
RELIANCE,Reliance Industries Limited,OIL_GAS,AUTO_V2,2026-06-06
RELTD,Ravindra Energy Limited,POWER,AUTO_V2,2026-06-06
REMSONSIND,Remsons Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
REPCOHOME,Repco Home Finance Limited,NBFC,AUTO_V2,2026-06-06
RESPONIND,Responsive Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
RHL,Robust Hotels Limited,HOSPITALITY,AUTO_V2,2026-06-06
RICOAUTO,Rico Auto Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
RIIL,Reliance Industrial Infrastructure Limited,INFRASTRUCTURE,AUTO_V2,2026-06-06
RITCO,Ritco Logistics Limited,LOGISTICS,AUTO_V2,2026-06-06
ROHLTD,Royal Orchid Hotels Limited,HOSPITALITY,AUTO_V2,2026-06-06
ROSSARI,Rossari Biotech Limited,SPECIALTY_CHEMICALS,AUTO_V2,2026-06-06
ROTO,Roto Pumps Limited,INDUSTRIAL_PRODUCTS,AUTO_V2,2026-06-06
ROUTE,ROUTE MOBILE LIMITED,TELECOM,AUTO_V2,2026-06-06
RPOWER,Reliance Power Limited,POWER,AUTO_V2,2026-06-06
RTNPOWER,RattanIndia Power Limited,POWER,AUTO_V2,2026-06-06
RUCHINFRA,Ruchi Infrastructure Limited,INFRASTRUCTURE,AUTO_V2,2026-06-06
RVNL,Rail Vikas Nigam Limited,RAILWAY,AUTO_V2,2026-06-06
SAATVIKGL,Saatvik Green Energy Limited,RENEWABLE_ENERGY,AUTO_V2,2026-06-06
SADBHAV,Sadbhav Engineering Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
SAHYADRI,Sahyadri Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
SAIL,Steel Authority of India Limited,METALS,AUTO_V2,2026-06-06
SAKAR,Sakar Healthcare Limited,HEALTHCARE,AUTO_V2,2026-06-06
SALASAR,Salasar Techno Engineering Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
SAMHI,Samhi Hotels Limited,HOSPITALITY,AUTO_V2,2026-06-06
SANDHAR,Sandhar Technologies Limited,IT,AUTO_V2,2026-06-06
SANSERA,Sansera Engineering Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
SAPPHIRE,Sapphire Foods India Limited,RETAIL,AUTO_V2,2026-06-06
SASKEN,Sasken Technologies Limited,IT,AUTO_V2,2026-06-06
SATIA,Satia Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
SAURASHCEM,Saurashtra Cement Limited,CEMENT,AUTO_V2,2026-06-06
SAYAJIHOTL,Sayaji Hotels Limited,HOSPITALITY,AUTO_V2,2026-06-06
SBILIFE,SBI Life Insurance Company Limited,INSURANCE,AUTO_V2,2026-06-06
SBIN,State Bank of India,BANKING,AUTO_V2,2026-06-06
SCHAEFFLER,Schaeffler India Limited,INDUSTRIAL_PRODUCTS,AUTO_V2,2026-06-06
SCHNEIDER,Schneider Electric Infrastructure Limited,INFRASTRUCTURE,AUTO_V2,2026-06-06
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,IT,AUTO_V2,2026-06-06
SENORES,Senores Pharmaceuticals Limited,PHARMA,AUTO_V2,2026-06-06
SERVOTECH,Servotech Renewable Power System Limited,RENEWABLE_ENERGY,AUTO_V2,2026-06-06
SGIL,Synergy Green Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
SHADOWFAX,Shadowfax Technologies Limited,IT,AUTO_V2,2026-06-06
SHANTIGEAR,Shanthi Gears Limited,INDUSTRIAL_PRODUCTS,AUTO_V2,2026-06-06
SHARDAMOTR,Sharda Motor Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
SHARDUL,Shardul Securities Limited,FINANCIAL_SERVICES,AUTO_V2,2026-06-06
SHAREINDIA,Share India Securities Limited,FINANCIAL_SERVICES,AUTO_V2,2026-06-06
SHILCTECH,Shilchar Technologies Limited,IT,AUTO_V2,2026-06-06
SHINDL,Sharat Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
SHOPERSTOP,Shoppers Stop Limited,RETAIL,AUTO_V2,2026-06-06
SHRADHA,Shradha Realty Limited,REALTY,AUTO_V2,2026-06-06
SHREECEM,SHREE CEMENT LIMITED,CEMENT,AUTO_V2,2026-06-06
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,FERTILIZERS,AUTO_V2,2026-06-06
SHREYANIND,Shreyans Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
SHRIRAMPPS,Shriram Properties Limited,REALTY,AUTO_V2,2026-06-06
SHYAMMETL,Shyam Metalics and Energy Limited,POWER,AUTO_V2,2026-06-06
SIGIND,Signet Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
SIKKO,Sikko Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
SIL,Standard Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
SILGO,Silgo Retail Limited,RETAIL,AUTO_V2,2026-06-06
SILVERTUC,Silver Touch Technologies Limited,IT,AUTO_V2,2026-06-06
SINCLAIR,Sinclairs Hotels Limited,HOSPITALITY,AUTO_V2,2026-06-06
SKFINDIA,SKF India Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
SKFINDUS,SKF India (Industrial) Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
SMCGLOBAL,SMC Global Securities Limited,FINANCIAL_SERVICES,AUTO_V2,2026-06-06
SMSPHARMA,SMS Pharmaceuticals Limited,PHARMA,AUTO_V2,2026-06-06
SNOWMAN,Snowman Logistics Limited,LOGISTICS,AUTO_V2,2026-06-06
SOLARINDS,Solar Industries India Limited,DEFENCE,AUTO_V2,2026-06-06
SOLEX,Solex Energy Limited,POWER,AUTO_V2,2026-06-06
SOMATEX,Soma Textiles & Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
SONACOMS,Sona BLW Precision Forgings Limited,AUTO_ANCILLARY,AUTO_V2,2026-06-06
SONATSOFTW,Sonata Software Limited,IT,AUTO_V2,2026-06-06
SOTL,Savita Oil Technologies Limited,IT,AUTO_V2,2026-06-06
SOUTHBANK,The South Indian Bank Limited,BANKING,AUTO_V2,2026-06-06
SPARC,Sun Pharma Advanced Research Company Limited,PHARMA,AUTO_V2,2026-06-06
SPECTRUM,Spectrum Electrical Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
SPENCERS,Spencer's Retail Limited,RETAIL,AUTO_V2,2026-06-06
SPLIL,SPL Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
SPMLINFRA,SPML Infra Limited,INFRASTRUCTURE,AUTO_V2,2026-06-06
SRGHFL,SRG Housing Finance Limited,NBFC,AUTO_V2,2026-06-06
SRM,SRM Contractors Limited,AUTO,AUTO_V2,2026-06-06
STALLION,Stallion India Fluorochemicals Limited,CHEMICALS,AUTO_V2,2026-06-06
STAR,Strides Pharma Science Limited,PHARMA,AUTO_V2,2026-06-06
STARCEMENT,Star Cement Limited,CEMENT,AUTO_V2,2026-06-06
STARHEALTH,Star Health and Allied Insurance Company Limited,INSURANCE,AUTO_V2,2026-06-06
STEELCITY,Steel City Securities Limited,FINANCIAL_SERVICES,AUTO_V2,2026-06-06
STYL,Seshaasai Technologies Limited,IT,AUTO_V2,2026-06-06
STYLAMIND,Stylam Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
SUDARSCHEM,Sudarshan Chemical Industries Limited,CHEMICALS,AUTO_V2,2026-06-06
SUDEEPPHRM,Sudeep Pharma Limited,PHARMA,AUTO_V2,2026-06-06
SUKHJITS,Sukhjit Starch & Chemicals Limited,CHEMICALS,AUTO_V2,2026-06-06
SUMEETINDS,Sumeet Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
SUMMITSEC,Summit Securities Limited,FINANCIAL_SERVICES,AUTO_V2,2026-06-06
SUNDRMFAST,Sundram Fasteners Limited,INDUSTRIAL_PRODUCTS,AUTO_V2,2026-06-06
SUNPHARMA,Sun Pharmaceutical Industries Limited,PHARMA,AUTO_V2,2026-06-06
SUNTECK,Sunteck Realty Limited,REALTY,AUTO_V2,2026-06-06
SUPRAJIT,Suprajit Engineering Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
SUPREMEIND,Supreme Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
SURAKSHA,Suraksha Diagnostic Limited,DIAGNOSTICS,AUTO_V2,2026-06-06
SURANASOL,Surana Solar Limited,RENEWABLE_ENERGY,AUTO_V2,2026-06-06
SURANAT&P,Surana Telecom and Power Limited,TELECOM,AUTO_V2,2026-06-06
SURYODAY,Suryoday Small Finance Bank Limited,BANKING,AUTO_V2,2026-06-06
SUTLEJTEX,Sutlej Textiles and Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
SUZLON,Suzlon Energy Limited,POWER,AUTO_V2,2026-06-06
SVLL,Shree Vasu Logistics Limited,LOGISTICS,AUTO_V2,2026-06-06
SWSOLAR,Sterling and Wilson Renewable Energy Limited,RENEWABLE_ENERGY,AUTO_V2,2026-06-06
SYNGENE,Syngene International Limited,PHARMA,AUTO_V2,2026-06-06
TAMBOLIIN,Tamboli Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
TANLA,Tanla Platforms Limited,TELECOM,AUTO_V2,2026-06-06
TATACAP,Tata Capital Limited,NBFC,AUTO_V2,2026-06-06
TATACHEM,Tata Chemicals Limited,CHEMICALS,AUTO_V2,2026-06-06
TATACOMM,Tata Communications Limited,TELECOM,AUTO_V2,2026-06-06
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,FMCG,AUTO_V2,2026-06-06
TATAELXSI,Tata Elxsi Limited,IT,AUTO_V2,2026-06-06
TATAPOWER,Tata Power Company Limited,POWER,AUTO_V2,2026-06-06
TATASTEEL,Tata Steel Limited,METALS,AUTO_V2,2026-06-06
TATATECH,Tata Technologies Limited,IT,AUTO_V2,2026-06-06
TCI,Transport Corporation of India Limited,LOGISTICS,AUTO_V2,2026-06-06
TCIEXP,TCI Express Limited,LOGISTICS,AUTO_V2,2026-06-06
TCS,Tata Consultancy Services Limited,IT,AUTO_V2,2026-06-06
TECHM,Tech Mahindra Limited,IT,AUTO_V2,2026-06-06
TECILCHEM,TECIL Chemicals and Hydro Power Limited,POWER,AUTO_V2,2026-06-06
TEGA,Tega Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
TEMBO,Tembo Global Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
TENNIND,Tenneco Clean Air India Limited,AVIATION,AUTO_V2,2026-06-06
TERASOFT,Tera Software Limited,IT,AUTO_V2,2026-06-06
TEXRAIL,Texmaco Rail & Engineering Limited,RAILWAY,AUTO_V2,2026-06-06
TGBHOTELS,TGB Banquets And Hotels Limited,HOSPITALITY,AUTO_V2,2026-06-06
THEJO,Thejo Engineering Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
THERMAX,Thermax Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
THYROCARE,Thyrocare Technologies Limited,IT,AUTO_V2,2026-06-06
TI,Tilaknagar Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
TICL,Twamev Construction and Infrastructure Limited,INFRASTRUCTURE,AUTO_V2,2026-06-06
TIMKEN,Timken India Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
TINNARUBR,Tinna Rubber and Infrastructure Limited,INFRASTRUCTURE,AUTO_V2,2026-06-06
TIRUMALCHM,Thirumalai Chemicals Limited,CHEMICALS,AUTO_V2,2026-06-06
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,RAILWAY,AUTO_V2,2026-06-06
TITAN,Titan Company Limited,CONSUMER_DURABLES,AUTO_V2,2026-06-06
TMB,Tamilnad Mercantile Bank Limited,BANKING,AUTO_V2,2026-06-06
TMCV,Tata Motors Limited,AUTO,AUTO_V2,2026-06-06
TMPV,Tata Motors Passenger Vehicles Limited,AUTO,AUTO_V2,2026-06-06
TNTELE,Tamilnadu Telecommunication Limited,TELECOM,AUTO_V2,2026-06-06
TOLINS,Tolins Tyres Limited,AUTO_ANCILLARY,AUTO_V2,2026-06-06
TORNTPHARM,Torrent Pharmaceuticals Limited,PHARMA,AUTO_V2,2026-06-06
TORNTPOWER,Torrent Power Limited,POWER,AUTO_V2,2026-06-06
TRACXN,Tracxn Technologies Limited,IT,AUTO_V2,2026-06-06
TREL,Transindia Real Estate Limited,REALTY,AUTO_V2,2026-06-06
TRIGYN,Trigyn Technologies Limited,IT,AUTO_V2,2026-06-06
TRIVENI,Triveni Engineering & Industries Limited,SUGAR,AUTO_V2,2026-06-06
TRUALT,TruAlt Bioenergy Limited,POWER,AUTO_V2,2026-06-06
TTKHLTCARE,TTK Healthcare Limited,HEALTHCARE,AUTO_V2,2026-06-06
TVSMOTOR,TVS Motor Company Limited,AUTO,AUTO_V2,2026-06-06
UCOBANK,UCO Bank,BANKING,AUTO_V2,2026-06-06
UEL,Ujaas Energy Limited,POWER,AUTO_V2,2026-06-06
UJJIVANSFB,Ujjivan Small Finance Bank Limited,BANKING,AUTO_V2,2026-06-06
ULTRACEMCO,UltraTech Cement Limited,CEMENT,AUTO_V2,2026-06-06
UNICHEMLAB,Unichem Laboratories Limited,PHARMA,AUTO_V2,2026-06-06
UNIMECH,Unimech Aerospace and Manufacturing Limited,AEROSPACE,AUTO_V2,2026-06-06
UNIONBANK,Union Bank of India,BANKING,AUTO_V2,2026-06-06
UNITDSPR,United Spirits Limited,FMCG,AUTO_V2,2026-06-06
UNIVCABLES,Universal Cables Limited,ELECTRICAL_EQUIPMENT,AUTO_V2,2026-06-06
URAVIDEF,Uravi Defence and Technology Limited,DEFENCE,AUTO_V2,2026-06-06
USK,Udayshivakumar Infra Limited,INFRASTRUCTURE,AUTO_V2,2026-06-06
UTIAMC,UTI Asset Management Company Limited,AMC_WEALTH,AUTO_V2,2026-06-06
UTKARSHBNK,Utkarsh Small Finance Bank Limited,BANKING,AUTO_V2,2026-06-06
V2RETAIL,V2 Retail Limited,RETAIL,AUTO_V2,2026-06-06
VADILALIND,Vadilal Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
VALIANTORG,Valiant Organics Limited,CHEMICALS,AUTO_V2,2026-06-06
VARROC,Varroc Engineering Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
VASWANI,Vaswani Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
VBL,Varun Beverages Limited,FMCG,AUTO_V2,2026-06-06
VENTIVE,Ventive Hospitality Limited,HOSPITALITY,AUTO_V2,2026-06-06
VETO,Veto Switchgears And Cables Limited,ELECTRICAL_EQUIPMENT,AUTO_V2,2026-06-06
VGUARD,V-Guard Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
VIDYAWIRES,Vidya Wires Limited,ELECTRICAL_EQUIPMENT,AUTO_V2,2026-06-06
VIJAYA,Vijaya Diagnostic Centre Limited,DIAGNOSTICS,AUTO_V2,2026-06-06
VIKRAMSOLR,Vikram Solar Limited,RENEWABLE_ENERGY,AUTO_V2,2026-06-06
VIKRAN,Vikran Engineering Limited,CAPITAL_GOODS,AUTO_V2,2026-06-06
VINATIORGA,Vinati Organics Limited,SPECIALTY_CHEMICALS,AUTO_V2,2026-06-06
VINCOFE,Vintage Coffee And Beverages Limited,FMCG,AUTO_V2,2026-06-06
VIPIND,VIP Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
VISAKAIND,Visaka Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
VISHNU,Vishnu Chemicals Limited,CHEMICALS,AUTO_V2,2026-06-06
VISHWARAJ,Vishwaraj Sugar Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
VMART,V-Mart Retail Limited,RETAIL,AUTO_V2,2026-06-06
VRAJ,Vraj Iron and Steel Limited,METALS,AUTO_V2,2026-06-06
VRLLOG,VRL Logistics Limited,LOGISTICS,AUTO_V2,2026-06-06
VSTIND,VST Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
VSTTILLERS,V.S.T Tillers Tractors Limited,AUTO,AUTO_V2,2026-06-06
WAAREEINDO,Indosolar Limited,RENEWABLE_ENERGY,AUTO_V2,2026-06-06
WAAREERTL,Waaree Renewable Technologies Limited,IT,AUTO_V2,2026-06-06
WALCHANNAG,Walchandnagar Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
WESTLIFE,WESTLIFE FOODWORLD LIMITED,RETAIL,AUTO_V2,2026-06-06
WONDERLA,Wonderla Holidays Limited,HOSPITALITY,AUTO_V2,2026-06-06
XTGLOBAL,Xtglobal Infotech Limited,IT,AUTO_V2,2026-06-06
YASHO,Yasho Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,HEALTHCARE,AUTO_V2,2026-06-06
YESBANK,Yes Bank Limited,BANKING,AUTO_V2,2026-06-06
ZENITHSTL,Zenith Steel Pipes & Industries Limited,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
ZENSARTECH,Zensar Technologies Limited,IT,AUTO_V2,2026-06-06
ZENTEC,Zen Technologies Limited,IT,AUTO_V2,2026-06-06
ZOTA,Zota Health Care LImited,HEALTHCARE,AUTO_V2,2026-06-06
ZUARI,Zuari Agro Chemicals Limited,CHEMICALS,AUTO_V2,2026-06-06
ZUARIIND,ZUARI INDUSTRIES LIMITED,INDUSTRIAL_MANUFACTURING,AUTO_V2,2026-06-06
