SYMBOL,COMPANY_NAME,STATUS
INOXWIND,Inox Wind Limited,PENDING
INTERARCH,Interarch Building Solutions Limited,PENDING
INTLCONV,International Conveyors Limited,PENDING
INVPRECQ,Investment & Precision Castings Limited,PENDING
IONEXCHANG,ION Exchange (India) Limited,PENDING
IRB,IRB Infrastructure Developers Limited,PENDING
IRIS,IRIS RegTech Solutions Limited,PENDING
IRISDOREME,Iris Clothings Limited,PENDING
ITC,ITC Limited,PENDING
ITDC,India Tourism Development Corporation Limited,PENDING
ITI,ITI Limited,PENDING
IVALUE,Ivalue Infosolutions Limited,PENDING
IVC,IL&FS Investment Managers Limited,PENDING
IVP,IVP Limited,PENDING
IWP,The Indian Wood Products Company Limited,PENDING
IXIGO,Le Travenues Technology Limited,PENDING
IZMO,IZMO Limited,PENDING
JAGRAN,Jagran Prakashan Limited,PENDING
JAICORPLTD,Jai Corp Limited,PENDING
JAINREC,Jain Resource Recycling Limited,PENDING
JAIPURKURT,Nandani Creation Limited,PENDING
JARO,Jaro Institute of Technology Management and Research Limited,PENDING
JAYBARMARU,Jay Bharat Maruti Limited,PENDING
JAYKAY,Jaykay Enterprises Limited,PENDING
JBMA,JBM Auto Limited,PENDING
JINDALPHOT,Jindal Photo Limited,PENDING
JINDALPOLY,Jindal Poly Films Limited,PENDING
JINDALSAW,Jindal Saw Limited,PENDING
JINDWORLD,Jindal Worldwide Limited,PENDING
JISLDVREQS,Jain Irrigation Systems Limited,PENDING
JISLJALEQS,Jain Irrigation Systems Limited,PENDING
JKIL,J.Kumar Infraprojects Limited,PENDING
JKPAPER,JK Paper Limited,PENDING
JMA,Jullundur Motor Agency (Delhi) Limited,PENDING
JMFINANCIL,JM Financial Limited,PENDING
JNKINDIA,JNK India Limited,PENDING
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,PENDING
JPPOWER,Jaiprakash Power Ventures Limited,PENDING
JSLL,Jeena Sikho Lifecare Limited,PENDING
JSWDULUX,JSW Dulux Limited,PENDING
JSWHL,JSW Holdings Limited,PENDING
JTEKTINDIA,Jtekt India Limited,PENDING
JUBLCPL,Jubilant Agri and Consumer Products Limited,PENDING
JUBLFOOD,Jubilant Foodworks Limited,PENDING
JUBLINGREA,Jubilant Ingrevia Limited,PENDING
JUBLPHARMA,Jubilant Pharmova Limited,PENDING
JUSTDIAL,Just Dial Limited,PENDING
JWL,Jupiter Wagons Limited,PENDING
JYOTHYLAB,Jyothy Labs Limited,PENDING
JYOTICNC,Jyoti CNC Automation Limited,PENDING
JYOTISTRUC,Jyoti Structures Limited,PENDING
KABRAEXTRU,Kabra Extrusion Technik Limited,PENDING
KAJARIACER,Kajaria Ceramics Limited,PENDING
KALAMANDIR,Sai Silks (Kalamandir) Limited,PENDING
KALPATARU,Kalpataru Limited,PENDING
KALYANIFRG,Kalyani Forge Limited,PENDING
KALYANKJIL,Kalyan Jewellers India Limited,PENDING
KAMAHOLD,Kama Holdings Limited,PENDING
KAMATHOTEL,Kamat Hotels (I) Limited,PENDING
KAMDHENU,Kamdhenu Limited,PENDING
KAMOPAINTS,Kamdhenu Ventures Limited,PENDING
KANPRPLA,Kanpur Plastipack Limited,PENDING
KANSAINER,Kansai Nerolac Paints Limited,PENDING
KAPSTON,Kapston Services Limited,PENDING
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,PENDING
KAYA,Kaya Limited,PENDING
KAYNES,Kaynes Technology India Limited,PENDING
KCP,KCP Limited,PENDING
KCPSUGIND,KCP Sugar and Industries Corporation Limited,PENDING
KDDL,KDDL Limited,PENDING
KEC,KEC International Limited,PENDING
KEEPLEARN,DSJ Keep Learning Limited,PENDING
KENNAMET,Kennametal India Limited,PENDING
KHADIM,Khadim India Limited,PENDING
KICL,Kalyani Investment Company Limited,PENDING
KILITCH,Kilitch Drugs (India) Limited,PENDING
KIMS,Krishna Institute of Medical Sciences Limited,PENDING
KINGFA,Kingfa Science & Technology (India) Limited,PENDING
KIOCL,KIOCL Limited,PENDING
KIRANVYPAR,Kiran Vyapar Limited,PENDING
KIRLOSBROS,Kirloskar Brothers Limited,PENDING
KIRLOSENG,Kirloskar Oil Engines Limited,PENDING
KIRLPNU,Kirloskar Pneumatic Company Limited,PENDING
KISSHT,OnEMI Technology Solutions Limited,PENDING
KITEX,Kitex Garments Limited,PENDING
KKCL,Kewal Kiran Clothing Limited,PENDING
KMEW,Knowledge Marine & Engineering Works Limited,PENDING
KMSUGAR,K.M.Sugar Mills Limited,PENDING
KNAGRI,KN Agri Resources Limited,PENDING
KOKUYOCMLN,Kokuyo Camlin Limited,PENDING
KOLTEPATIL,Kolte - Patil Developers Limited,PENDING
KOTHARIPRO,Kothari Products Limited,PENDING
KOTIC,Kothari Industrial Corporation Limited,PENDING
KOVAI,Kovai Medical Center & Hospital Limited,PENDING
KPIL,Kalpataru Projects International Limited,PENDING
KPRMILL,K.P.R. Mill Limited,PENDING
KRBL,KRBL Limited,PENDING
KRISHANA,Krishana Phoschem Limited,PENDING
KRONOX,Kronox Lab Sciences Limited,PENDING
KROSS,Kross Limited,PENDING
KRYSTAL,Krystal Integrated Services Limited,PENDING
KSB,Ksb Limited,PENDING
KSHINTL,KSH International Limited,PENDING
KSOLVES,Ksolves India Limited,PENDING
KUANTUM,Kuantum Papers Limited,PENDING
KWIL,Kwality Wall's (India) Limited,PENDING
LAGNAM,Lagnam Spintex Limited,PENDING
LAHOTIOV,Lahoti Overseas Limited,PENDING
LAL,Lorenzini Apparels Limited,PENDING
LALPATHLAB,Dr. Lal Path Labs Ltd.,PENDING
LAMBODHARA,Lambodhara Textiles Limited,PENDING
LANCORHOL,Lancor Holdings Limited,PENDING
LANDMARK,Landmark Cars Limited,PENDING
LANDSMILL,Landsmill Green Limited,PENDING
LAOPALA,La Opala RG Limited,PENDING
LASA,Lasa Supergenerics Limited,PENDING
LATENTVIEW,Latent View Analytics Limited,PENDING
LAXMICOT,Laxmi Cotspin Limited,PENDING
LAXMIDENTL,Laxmi Dental Limited,PENDING
LEMERITE,Le Merite Exports Limited,PENDING
LENSKART,Lenskart Solutions Limited,PENDING
LEXUS,Lexus Granito (India) Limited,PENDING
LFIC,Lakshmi Finance & Industrial Corporation Limited,PENDING
LGBBROSLTD,LG Balakrishnan & Bros Limited,PENDING
LGEINDIA,LG Electronics India Limited,PENDING
LGHL,Laxmi Goldorna House Limited,PENDING
LIBAS,Libas Consumer Products Limited,PENDING
LIBERTSHOE,Liberty Shoes Limited,PENDING
LINC,Linc Limited,PENDING
LINDEINDIA,Linde India Limited,PENDING
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,PENDING
LLOYDSENT,Lloyds Enterprises Limited,PENDING
LMW,LMW Limited,PENDING
LORDSCHLO,Lords Chloro Alkali Limited,PENDING
LOTUSEYE,Lotus Eye Hospital and Institute Limited,PENDING
LOVABLE,Lovable Lingerie Limited,PENDING
LPDC,Landmark Property Development Company Limited,PENDING
LTF,L&T Finance Limited,PENDING
LTM,LTM Limited,PENDING
LTTS,L&T Technology Services Limited,PENDING
LUPIN,Lupin Limited,PENDING
LYKALABS,Lyka Labs Limited,PENDING
LYPSAGEMS,Lypsa Gems & Jewellery Limited,PENDING
MACPOWER,Macpower CNC Machines Limited,PENDING
MADHAV,Madhav Marbles and Granites Limited,PENDING
MADHAVIPL,Madhav Infra Projects Limited,PENDING
MADHUCON,Madhucon Projects Limited,PENDING
MAGNUM,Magnum Ventures Limited,PENDING
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,PENDING
MAHEPC,Mahindra EPC Irrigation Limited,PENDING
MAHSCOOTER,Maharashtra Scooters Limited,PENDING
MAHSEAMLES,Maharashtra Seamless Limited,PENDING
MAITHANALL,Maithan Alloys Limited,PENDING
MAJESAUT,Majestic Auto Limited,PENDING
MALLCOM,Mallcom (India) Limited,PENDING
MALUPAPER,Malu Paper Mills Limited,PENDING
MANAKALUCO,Manaksia Aluminium Company Limited,PENDING
MANAKSIA,Manaksia Limited,PENDING
MANBA,Manba Finance Limited,PENDING
MANCREDIT,Mangal Credit and Fincorp Limited,PENDING
MANINDS,Man Industries (India) Limited,PENDING
MANOMAY,Manomay Tex India Limited,PENDING
MANUGRAPH,Manugraph India Limited,PENDING
MAPMYINDIA,C.E. Info Systems Limited,PENDING
MARICO,Marico Limited,PENDING
MARINE,Marine Electricals (India) Limited,PENDING
MARSONS,Marsons Limited,PENDING
MASTERTR,Master Trust Limited,PENDING
MATRIMONY,Matrimony.Com Limited,PENDING
MAXESTATES,Max Estates Limited,PENDING
MAXIND,Max India Limited,PENDING
MAYURUNIQ,Mayur Uniquoters Ltd,PENDING
MAZDA,Mazda Limited,PENDING
MBAPL,Madhya Bharat Agro Products Limited,PENDING
MCCHRLS-B,Mac Charles India Limited,PENDING
MCLOUD,Magellanic Cloud Limited,PENDING
MCX,Multi Commodity Exchange of India Limited,PENDING
MEDIASSIST,Medi Assist Healthcare Services Limited,PENDING
MEDICAMEQ,Medicamen Biotech Limited,PENDING
MEDICO,Medico Remedies Limited,PENDING
MEDPLUS,Medplus Health Services Limited,PENDING
MEESHO,Meesho Limited,PENDING
MENNPIS,Menon Pistons Limited,PENDING
MERCANTILE,Mercantile Ventures Limited,PENDING
METROBRAND,Metro Brands Limited,PENDING
METROGLOBL,Metroglobal Limited,PENDING
MFML,Mahalaxmi Fabric Mills Limited,PENDING
MHLXMIRU,Mahalaxmi Rubtech Limited,PENDING
MICEL,MIC Electronics Limited,PENDING
MIDHANI,Mishra Dhatu Nigam Limited,PENDING
MIDWESTLTD,Midwest Limited,PENDING
MINDTECK,Mindteck (India) Limited,PENDING
MIRZAINT,Mirza International Limited,PENDING
MITTAL,Mittal Life Style Limited,PENDING
MKPL,M K Proteins Limited,PENDING
MMFL,MM Forgings Limited,PENDING
MMTC,MMTC Limited,PENDING
MOBIKWIK,One Mobikwik Systems Limited,PENDING
MODIRUBBER,Modi Rubber Limited,PENDING
MODIS,Modis Navnirman Limited,PENDING
MODTHREAD,Modern Threads (India) Limited,PENDING
MOIL,MOIL Limited,PENDING
MOKSH,Moksh Ornaments Limited,PENDING
MOLDTKPAC,Mold-Tek Packaging Limited,PENDING
MONARCH,Monarch Networth Capital Limited,PENDING
MONEYBOXX,Moneyboxx Finance Limited,PENDING
MONTECARLO,Monte Carlo Fashions Limited,PENDING
MOTISONS,Motisons Jewellers Limited,PENDING
MPSLTD,MPS Limited,PENDING
MRF,MRF Limited,PENDING
MSTCLTD,Mstc Limited,PENDING
MSUMI,Motherson Sumi Wiring India Limited,PENDING
MTNL,Mahanagar Telephone Nigam Limited,PENDING
MUFIN,Mufin Green Finance Limited,PENDING
MUFTI,Credo Brands Marketing Limited,PENDING
MUKANDLTD,Mukand Limited,PENDING
MUKKA,Mukka Proteins Limited,PENDING
MUKTAARTS,Mukta Arts Limited,PENDING
MUNJALSHOW,Munjal Showa Limited,PENDING
MURUDCERA,Murudeshwar Ceramics Limited,PENDING
MUTHOOTCAP,Muthoot Capital Services Limited,PENDING
MUTHOOTMF,Muthoot Microfin Limited,PENDING
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,PENDING
MWL,Mangalam Worldwide Limited,PENDING
NAGREEKEXP,Nagreeka Exports Limited,PENDING
NAHARINDUS,Nahar Industrial Enterprises Limited,PENDING
NAHARPOLY,Nahar Poly Films Limited,PENDING
NARMADA,Narmada Agrobase Limited,PENDING
NATCAPSUQ,Natural Capsules Limited,PENDING
NATHBIOGEN,Nath Bio-Genes (India) Limited,PENDING
NATIONSTD,National Standard (India) Limited,PENDING
NAUKRI,Info Edge (India) Limited,PENDING
NAVA,NAVA LIMITED,PENDING
NAVKARCORP,Navkar Corporation Limited,PENDING
NAVKARURB,Navkar Urbanstructure Limited,PENDING
NAVNETEDUL,Navneet Education Limited,PENDING
NBCC,NBCC (India) Limited,PENDING
NBIFIN,N. B. I. Industrial Finance Company Limited,PENDING
NCC,NCC Limited,PENDING
NDGL,Naga Dhunseri Group Limited,PENDING
NDL,Nandan Denim Limited,PENDING
NDLVENTURE,NDL Ventures Limited,PENDING
NDTV,New Delhi Television Limited,PENDING
NECCLTD,North Eastern Carrying Corporation Limited,PENDING
NELCAST,Nelcast Limited,PENDING
NELCO,NELCO Limited,PENDING
NESCO,Nesco Limited,PENDING
NETWEB,Netweb Technologies India Limited,PENDING
NETWORK18,Network18 Media & Investments Limited,PENDING
NEXTMEDIA,Next Mediaworks Limited,PENDING
NGLFINE,NGL Fine-Chem Limited,PENDING
NHPC,NHPC Limited,PENDING
NIBE,NIBE Limited,PENDING
NIITLTD,NIIT Limited,PENDING
NIITMTS,NIIT Learning Systems Limited,PENDING
NILAINFRA,Nila Infrastructures Limited,PENDING
NILASPACES,Nila Spaces Limited,PENDING
NILE,Nile Limited,PENDING
NILKAMAL,Nilkamal Limited,PENDING
NIPPOBATRY,Indo-National Limited,PENDING
NIRLON,Nirlon Limited,PENDING
NITCO,Nitco Limited,PENDING
NITINSPIN,Nitin Spinners Limited,PENDING
NITTAGELA,Nitta Gelatin India Limited,PENDING
NLCINDIA,NLC India Limited,PENDING
NMDC,NMDC Limited,PENDING
NOCIL,NOCIL Limited,PENDING
NORBTEAEXP,Norben Tea & Exports Limited,PENDING
NORTHARC,Northern Arc Capital Limited,PENDING
NOVAAGRI,Nova Agritech Limited,PENDING
NOVARTIND,Novartis India Limited,PENDING
NRBBEARING,NRB Bearing Limited,PENDING
NRL,Nupur Recyclers Limited,PENDING
NSIL,Nalwa Sons Investments Limited,PENDING
NTPC,NTPC Limited,PENDING
NUCLEUS,Nucleus Software Exports Limited,PENDING
NURECA,Nureca Limited,PENDING
OAL,Oriental Aromatics Limited,PENDING
OBCL,Orissa Bengal Carrier Limited,PENDING
OCCLLTD,OCCL Limited,PENDING
ODIGMA,Odigma Consultancy Solutions Limited,PENDING
OIL,Oil India Limited,PENDING
OLAELEC,Ola Electric Mobility Limited,PENDING
OLECTRA,Olectra Greentech Limited,PENDING
OMAXE,Omaxe Limited,PENDING
OMFREIGHT,Om Freight Forwarders Limited,PENDING
OMPOWER,Om Power Transmission Limited,PENDING
ONEPOINT,One Point One Solutions Limited,PENDING
ONMOBILE,OnMobile Global Limited,PENDING
OPTIEMUS,Optiemus Infracom Limited,PENDING
ORBTEXP,Orbit Exports Limited,PENDING
ORCHASP,Orchasp Limited,PENDING
ORICONENT,Oricon Enterprises Limited,PENDING
ORIENTALTL,Oriental Trimex Limited,PENDING
ORIENTBELL,Orient Bell Limited,PENDING
ORIENTCER,ORIENT CERATECH LIMITED,PENDING
ORIENTLTD,Orient Press Limited,PENDING
ORISSAMINE,The Orissa Minerals Development Company Limited,PENDING
ORKLAINDIA,Orkla India Limited,PENDING
ORTINGLOBE,ORTIN GLOBAL LIMITED,PENDING
OSWALGREEN,Oswal Greentech Limited,PENDING
PACEDIGITK,Pace Digitek Limited,PENDING
PAISALO,Paisalo Digital Limited,PENDING
PAKKA,PAKKA LIMITED,PENDING
PANACEABIO,Panacea Biotec Limited,PENDING
PANACHE,Panache Digilife Limited,PENDING
PANAMAPET,Panama Petrochem Limited,PENDING
PANSARI,Pansari Developers Limited,PENDING
PARACABLES,Paramount Communications Limited,PENDING
PARADEEP,Paradeep Phosphates Limited,PENDING
PARASPETRO,Paras Petrofils Limited,PENDING
PARKHOSPS,Park Medi World Limited,PENDING
PASHUPATI,Pashupati Cotspin Limited,PENDING
PASUPTAC,Pasupati Acrylon Limited,PENDING
PAUSHAKLTD,Paushak Limited,PENDING
PAYTM,One 97 Communications Limited,PENDING
PCBL,PCBL Chemical Limited,PENDING
PCJEWELLER,PC Jeweller Limited,PENDING
PDMJEPAPER,Pudumjee Paper Products Limited,PENDING
PDSL,PDS Limited,PENDING
PFC,Power Finance Corporation Limited,PENDING
PFIZER,Pfizer Limited,PENDING
PGHL,Procter & Gamble Health Limited,PENDING
PHOENIXLTD,The Phoenix Mills Limited,PENDING
PIGL,Power & Instrumentation (Gujarat) Limited,PENDING
PILANIINVS,Pilani Investment and Industries Corporation Limited,PENDING
PINELABS,Pine Labs Limited,PENDING
PIONEEREMB,Pioneer Embroideries Limited,PENDING
PIONRINV,Pioneer Investcorp Limited,PENDING
PIXTRANS,Pix Transmissions Limited,PENDING
PKTEA,The Peria Karamalai Tea & Produce Company Limited,PENDING
PLASTIBLEN,Plastiblends India Limited,PENDING
PML,Paul Merchants Limited,PENDING
PNBGILTS,PNB Gilts Limited,PENDING
PNC,Pritish Nandy Communications Limited,PENDING
PNGJL,P N Gadgil Jewellers Limited,PENDING
PNGSREVA,PNGS Reva Diamond Jewellery Limited,PENDING
PODDARMENT,Poddar Pigments Limited,PENDING
POKARNA,Pokarna Limited,PENDING
POLICYBZR,PB Fintech Limited,PENDING
POLYMED,Poly Medicure Limited,PENDING
POLYPLEX,Polyplex Corporation Limited,PENDING
PONNIERODE,Ponni Sugars (Erode) Limited,PENDING
POONAWALLA,Poonawalla Fincorp Limited,PENDING
POWERICA,Powerica Limited,PENDING
POWERINDIA,Hitachi Energy India Limited,PENDING
POWERMECH,Power Mech Projects Limited,PENDING
PPL,Prakash Pipes Limited,PENDING
PRADPME,Pradeep Metals Limited,PENDING
PRAENG,Prajay Engineers Syndicate Limited,PENDING
PRAKASHSTL,Prakash Steelage Limited,PENDING
PRAVEG,Praveg Limited,PENDING
PRECAM,Precision Camshafts Limited,PENDING
PRECOT,Precot Limited,PENDING
PRECWIRE,Precision Wires India Limited,PENDING
PREMCO,Premco Global Limited,PENDING
PRICOLLTD,Pricol Limited,PENDING
PRINCEPIPE,Prince Pipes And Fittings Limited,PENDING
PRITI,Priti International Limited,PENDING
PROSTARM,Prostarm Info Systems Limited,PENDING
PRSMJOHNSN,Prism Johnson Limited,PENDING
PRUDENT,Prudent Corporate Advisory Services Limited,PENDING
PRUDMOULI,Prudential Sugar Corporation Limited,PENDING
PSPPROJECT,PSP Projects Limited,PENDING
PTL,PTL Enterprises Limited,PENDING
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,PENDING
PURVA,Puravankara Limited,PENDING
PVP,PVP Ventures Limited,PENDING
PVRINOX,PVR INOX Limited,PENDING
PVSL,Popular Vehicles and Services Limited,PENDING
PWL,Physicswallah Limited,PENDING
PYRAMID,Pyramid Technoplast Limited,PENDING
QUADFUTURE,Quadrant Future Tek Limited,PENDING
QUESS,Quess Corp Limited,PENDING
QUINT,Quint Digital Limited,PENDING
RACLGEAR,RACL Geartech Limited,PENDING
RADAAN,Radaan Mediaworks India Limited,PENDING
RADHIKAJWE,Radhika Jeweltech Limited,PENDING
RADIANTCMS,Radiant Cash Management Services Limited,PENDING
RADIOCITY,Music Broadcast Limited,PENDING
RAINBOW,Rainbow Childrens Medicare Limited,PENDING
RAJMET,Rajnandini Metal Limited,PENDING
RAJPALAYAM,Rajapalayam Mills Limited,PENDING
RAJRATAN,Rajratan Global Wire Limited,PENDING
RAJTV,Raj Television Network Limited,PENDING
RAMANEWS,Shree Rama Newsprint Limited,PENDING
RAMAPHO,Rama Phosphates Limited,PENDING
RAMASTEEL,Rama Steel Tubes Limited,PENDING
RAMCOSYS,Ramco Systems Limited,PENDING
RANASUG,Rana Sugars Limited,PENDING
RANEHOLDIN,Rane Holdings Limited,PENDING
RAYMOND,Raymond Limited,PENDING
RAYMONDLSL,Raymond Lifestyle Limited,PENDING
RBA,Restaurant Brands Asia Limited,PENDING
RBZJEWEL,RBZ Jewellers Limited,PENDING
RECLTD,REC Limited,PENDING
REDINGTON,Redington Limited,PENDING
REDTAPE,Redtape Limited,PENDING
REGENCERAM,Regency Ceramics Limited,PENDING
RELAXO,Relaxo Footwears Limited,PENDING
RELIABLE,Reliable Data Services Limited,PENDING
RELIGARE,Religare Enterprises Limited,PENDING
RENUKA,Shree Renuka Sugars Limited,PENDING
REPL,Rudrabhishek Enterprises Limited,PENDING
REPRO,Repro India Limited,PENDING
RETAIL,JHS Svendgaard Retail Ventures Limited,PENDING
RGL,Renaissance Global Limited,PENDING
RHETAN,Rhetan TMT Limited,PENDING
RHIM,RHI MAGNESITA INDIA LIMITED,PENDING
RISHABH,Rishabh Instruments Limited,PENDING
RITES,RITES Limited,PENDING
RKDL,Ravi Kumar Distilleries Limited,PENDING
RKEC,RKEC Projects Limited,PENDING
RKFORGE,Ramkrishna Forgings Limited,PENDING
RKSWAMY,R K Swamy Limited,PENDING
RMDRIP,R M Drip and Sprinklers Systems Limited,PENDING
RML,Rane (Madras) Limited,PENDING
RNBDENIMS,R&B Denims Limited,PENDING
ROLEXRINGS,Rolex Rings Limited,PENDING
ROML,Raj Oil Mills Limited,PENDING
ROSSELLIND,Rossell India Limited,PENDING
ROSSTECH,Rossell Techsys Limited,PENDING
RPEL,Raghav Productivity Enhancers Limited,PENDING
RPGLIFE,RPG Life Sciences Limited,PENDING
RPPINFRA,R.P.P. Infra Projects Limited,PENDING
RPPL,Rajshree Polypack Limited,PENDING
RPSGVENT,RPSG VENTURES LIMITED,PENDING
RPTECH,Rashi Peripherals Limited,PENDING
RRIL,RRIL Limited,PENDING
RRKABEL,R R Kabel Limited,PENDING
RSDFIN,RSD Finance Limited,PENDING
RSL,Rajputana Stainless Limited,PENDING
RSWM,RSWM Limited,PENDING
RSYSTEMS,R Systems International Limited,PENDING
RTNINDIA,RattanIndia Enterprises Limited,PENDING
RUBFILA,Rubfila International Limited,PENDING
RUBICON,Rubicon Research Limited,PENDING
RUCHIRA,Ruchira Papers Limited,PENDING
RUPA,Rupa & Company Limited,PENDING
RUSHIL,Rushil Decor Limited,PENDING
RUSTOMJEE,Keystone Realtors Limited,PENDING
RVHL,Ravinder Heights Limited,PENDING
RVTH,Revathi Equipment India Limited,PENDING
SADBHIN,Sadbhav Infrastructure Project Limited,PENDING
SAFARI,Safari Industries (India) Limited,PENDING
SAGARDEEP,Sagardeep Alloys Limited,PENDING
SAGCEM,Sagar Cements Limited,PENDING
SAGILITY,SAGILITY LIMITED,PENDING
SAHLIBHFI,Shalibhadra Finance Limited,PENDING
SAILIFE,Sai Life Sciences Limited,PENDING
SAIPARENT,Sai Parenterals Limited,PENDING
SAKHTISUG,Sakthi Sugars Limited,PENDING
SAKSOFT,Saksoft Limited,PENDING
SALONA,Salona Cotspin Limited,PENDING
SALZERELEC,Salzer Electronics Limited,PENDING
SAMBHAAV,Sambhaav Media Limited,PENDING
SAMBHV,Sambhv Steel Tubes Limited,PENDING
SAMMAANCAP,Sammaan Capital Limited,PENDING
SAMPANN,Sampann Utpadan India Limited,PENDING
SANATHAN,Sanathan Textiles Limited,PENDING
SANDESH,The Sandesh Limited,PENDING
SANDUMA,Sandur Manganese & Iron Ores Limited,PENDING
SANGAMIND,Sangam (India) Limited,PENDING
SANGHVIMOV,Sanghvi Movers Limited,PENDING
SANOFI,Sanofi India Limited,PENDING
SANOFICONR,Sanofi Consumer Healthcare India Limited,PENDING
SANSTAR,Sanstar Limited,PENDING
SAPPL,Shree Ajit Pulp & Paper Limited,PENDING
SARDAEN,Sarda Energy & Minerals Limited,PENDING
SAREGAMA,Saregama India Limited,PENDING
SARLAPOLY,Sarla Performance Fibers Limited,PENDING
SATIN,Satin Creditcare Network Limited,PENDING
SBC,SBC Exports Limited,PENDING
SBCL,Shivalik Bimetal Controls Limited,PENDING
SBFC,SBFC Finance Limited,PENDING
SBGLP,Suratwwala Business Group Limited,PENDING
SBICARD,SBI Cards and Payment Services Limited,PENDING
SCANSTL,Scan Steels Limited,PENDING
SCHAND,S Chand And Company Limited,PENDING
SCI,Shipping Corporation Of India Limited,PENDING
SCILAL,Shipping Corporation of India Land and Assets Limited,PENDING
SCODATUBES,Scoda Tubes Limited,PENDING
SDBL,Som Distilleries & Breweries Limited,PENDING
SEAMECLTD,Seamec Limited,PENDING
SECMARK,SecMark Consultancy Limited,PENDING
SEDEMAC,SEDEMAC Mechatronics Limited,PENDING
SEIL,Shanti Educational Initiatives Limited,PENDING
SELMC,SEL Manufacturing Company Limited,PENDING
SENCO,Senco Gold Limited,PENDING
SEPC,SEPC Limited,PENDING
SESHAPAPER,Seshasayee Paper and Boards Limited,PENDING
SETL,Standard Engineering Technology Limited,PENDING
SFL,Sheela Foam Limited,PENDING
SGFIN,SG Finserve Limited,PENDING
SGL,STL Global Limited,PENDING
SGMART,SG Mart Limited,PENDING
SHAH,Shah Metacorp Limited,PENDING
SHAHALLOYS,Shah Alloys Limited,PENDING
SHAILY,Shaily Engineering Plastics Limited,PENDING
SHAKTIPUMP,Shakti Pumps (India) Limited,PENDING
SHALBY,Shalby Limited,PENDING
SHALPAINTS,Shalimar Paints Limited,PENDING
SHANTI,Shanti Overseas (India) Limited,PENDING
SHANTIGOLD,Shanti Gold International Limited,PENDING
SHARDACROP,Sharda Cropchem Limited,PENDING
SHBAJRG,Shri Bajrang Alliance Limited,PENDING
SHEMAROO,Shemaroo Entertainment Limited,PENDING
SHILPAMED,Shilpa Medicare Limited,PENDING
SHIVATEX,Shiva Texyarn Limited,PENDING
SHIVAUM,Shiv Aum Steels Limited,PENDING
SHK,S H Kelkar and Company Limited,PENDING
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,PENDING
SHREEJISPG,Shreeji Shipping Global Limited,PENDING
SHREERAMA,Shree Rama Multi-Tech Limited,PENDING
SHRIKRISH,Shri Krishna Devcon Limited,PENDING
SHRINGARMS,Shringar House of Mangalsutra Limited,PENDING
SHRIPISTON,Shriram Pistons & Rings Limited,PENDING
SHRIRAMFIN,Shriram Finance Limited,PENDING
SHYAMCENT,Shyam Century Ferrous Limited,PENDING
SICAGEN,Sicagen India Limited,PENDING
SIEMENS,Siemens Limited,PENDING
SIGMA,Sigma Solve Limited,PENDING
SIGNATURE,Signatureglobal (India) Limited,PENDING
SIGNPOST,Signpost India Limited,PENDING
SIKA,Sika Interplant Systems Limited,PENDING
SILINV,SIL Investments Limited,PENDING
SILLYMONKS,Silly Monks Entertainment Limited,PENDING
SIMPLEXINF,Simplex Infrastructures Limited,PENDING
SINDHUTRAD,Sindhu Trade Links Limited,PENDING
SINGERIND,Singer India Limited,PENDING
SINTERCOM,Sintercom India Limited,PENDING
SIRCA,Sirca Paints India Limited,PENDING
SIS,SIS LIMITED,PENDING
SIYSIL,Siyaram Silk Mills Limited,PENDING
SJS,S.J.S. Enterprises Limited,PENDING
SJVN,SJVN Limited,PENDING
SKIPPER,Skipper Limited,PENDING
SKMEGGPROD,SKM Egg Products Export (India) Limited,PENDING
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,PENDING
SMARTWORKS,Smartworks Coworking Spaces Limited,PENDING
SMLMAH,SML Mahindra Limited,PENDING
SMLT,Sarthak Metals Limited,PENDING
SOBHA,Sobha Limited,PENDING
SOLARA,Solara Active Pharma Sciences Limited,PENDING
SOLARWORLD,Solarworld Energy Solutions Limited,PENDING
SOMANYCERA,Somany Ceramics Limited,PENDING
SOMICONVEY,Somi Conveyor Beltings Limited,PENDING
SONAL,Sonal Mercantile Limited,PENDING
SONAMLTD,SONAM LIMITED,PENDING
SOUTHWEST,South West Pinnacle Exploration Limited,PENDING
SPAL,S. P. Apparels Limited,PENDING
SPANDANA,Spandana Sphoorty Financial Limited,PENDING
SPCENET,Spacenet Enterprises India Limited,PENDING
SPECIALITY,Speciality Restaurants Limited,PENDING
SPIC,Southern Petrochemicals Industries Corporation  Limited,PENDING
SPLPETRO,Supreme Petrochem Limited,PENDING
SPORTKING,Sportking India Limited,PENDING
SRD,Shankar Lal Rampal Dye-Chem Limited,PENDING
SREEL,Sreeleathers Limited,PENDING
SRF,SRF Limited,PENDING
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,PENDING
SRTL,Shree Ram Twistex Limited,PENDING
SSDL,Saraswati Saree Depot Limited,PENDING
