TOTAL_SYMBOLS,CLASSIFIED_SYMBOLS,PENDING_SYMBOLS,COVERAGE_PERCENT,LAYER1_NSE_INDUSTRY,LAYER2_KEYWORDS,RUN_DATE
2123,783,1340,36.9,0,783,2026-06-06
