SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TRADE_DATE
20MICRONS,EQ,29.95,30.0,28.65,29.05,38288,2020-05-01
21STCENMGM,EQ,11.0,11.0,11.0,11.0,10,2020-05-01
3IINFOTECH,EQ,1.7,1.75,1.6,1.6,3782040,2020-05-01
3MINDIA,EQ,19559.15,19957.0,19200.3,19400.2,5403,2020-05-01
5PAISA,EQ,156.0,174.5,155.8,157.8,12063,2020-05-01
A2ZINFRA,EQ,3.7,3.9,3.7,3.8,607400,2020-05-01
AARTIDRUGS,EQ,745.0,745.0,706.1,715.2,41668,2020-05-01
AARTIIND,EQ,1128.0,1137.0,1082.0,1102.4,534833,2020-05-01
AARVEEDEN,EQ,9.35,9.35,9.1,9.2,3205,2020-05-01
AAVAS,EQ,1209.65,1237.0,1175.1,1188.0,29052,2020-05-01
ABB,EQ,900.0,913.15,890.1,900.55,145626,2020-05-01
ABBOTINDIA,EQ,18050.0,18200.0,17520.05,17730.75,44054,2020-05-01
ABCAPITAL,EQ,51.0,51.75,49.8,49.95,2392050,2020-05-01
ABFRL,EQ,112.85,126.0,112.2,115.6,7529919,2020-05-01
ABSLBANETF,EQ,216.3,233.85,216.3,230.0,46,2020-05-01
ABSLNN50ET,EQ,239.0,283.0,233.07,266.35,4796,2020-05-01
ACC,EQ,1139.25,1192.8,1137.0,1179.1,1910083,2020-05-01
ACCELYA,EQ,909.95,918.7,905.0,905.95,12692,2020-05-01
ACE,EQ,47.0,49.5,46.45,46.95,480625,2020-05-01
ADANIENT,EQ,141.45,147.45,140.3,141.4,4900322,2020-05-01
ADANIGAS,EQ,107.1,108.9,104.55,105.35,1989814,2020-05-01
ADANIGREEN,EQ,211.1,212.85,208.0,210.45,488630,2020-05-01
ADANIPORTS,EQ,295.05,296.0,285.1,290.1,4675412,2020-05-01
ADANIPOWER,EQ,31.95,32.75,31.5,31.65,12912035,2020-05-01
ADANITRANS,EQ,208.0,211.0,205.3,206.85,204612,2020-05-01
ADFFOODS,EQ,209.0,215.0,202.9,206.2,13799,2020-05-01
ADHUNIKIND,EQ,22.15,22.15,22.1,22.15,26391,2020-05-01
ADORWELD,EQ,240.5,246.45,235.55,238.25,2800,2020-05-01
ADSL,EQ,12.85,12.95,12.2,12.8,38599,2020-05-01
ADVANIHOTR,EQ,40.15,42.15,39.8,40.1,8635,2020-05-01
ADVENZYMES,EQ,151.0,157.0,145.0,145.9,153827,2020-05-01
AEGISCHEM,EQ,169.0,172.0,167.0,170.8,123772,2020-05-01
AGARIND,EQ,60.55,63.5,55.1,61.1,33222,2020-05-01
AGRITECH,EQ,31.3,31.95,30.3,31.0,14585,2020-05-01
AGROPHOS,EQ,10.75,10.75,10.75,10.75,13782,2020-05-01
AHLEAST,EQ,131.45,139.75,131.4,132.9,5224,2020-05-01
AHLUCONT,EQ,186.2,193.9,183.0,183.3,53381,2020-05-01
AIAENG,EQ,1597.0,1645.95,1556.95,1608.15,57808,2020-05-01
AIRAN,EQ,11.0,11.35,10.5,10.85,17130,2020-05-01
AJANTPHARM,EQ,1534.9,1534.9,1465.6,1487.2,124296,2020-05-01
AJMERA,EQ,88.4,90.0,84.5,85.25,73799,2020-05-01
AKSHARCHEM,EQ,227.6,229.1,215.0,217.6,40769,2020-05-01
AKSHOPTFBR,EQ,5.05,5.3,5.05,5.05,529479,2020-05-01
AKZOINDIA,EQ,2026.55,2100.25,2002.6,2085.85,26742,2020-05-01
ALANKIT,EQ,17.25,17.25,17.25,17.25,43479,2020-05-01
ALBERTDAVD,EQ,473.55,484.0,460.65,464.6,29156,2020-05-01
ALEMBICLTD,EQ,51.5,52.85,50.05,50.4,151496,2020-05-01
ALICON,EQ,248.85,249.3,215.6,229.05,4491,2020-05-01
ALKALI,EQ,49.45,52.5,45.65,46.45,90965,2020-05-01
ALKEM,EQ,2675.1,2745.9,2575.55,2599.4,200131,2020-05-01
ALKYLAMINE,EQ,1919.0,1930.0,1775.9,1790.0,45276,2020-05-01
ALLCARGO,EQ,77.5,77.5,74.3,75.2,161744,2020-05-01
ALLSEC,EQ,179.95,182.85,166.3,179.35,5971,2020-05-01
ALMONDZ,EQ,10.0,11.0,10.0,10.25,3974,2020-05-01
ALOKINDS,EQ,7.25,7.25,6.75,7.25,13663283,2020-05-01
ALPA,EQ,21.2,21.45,20.15,20.55,86690,2020-05-01
ALPHAGEO,EQ,173.0,182.9,171.2,172.0,31447,2020-05-01
AMARAJABAT,EQ,550.0,572.25,544.0,570.85,1318693,2020-05-01
AMBER,EQ,1100.0,1107.0,1070.0,1071.95,130537,2020-05-01
AMBIKCO,EQ,710.0,715.85,683.05,694.0,5309,2020-05-01
AMBUJACEM,EQ,171.2,174.85,170.55,171.65,4691798,2020-05-01
AMDIND,EQ,13.05,13.5,12.75,13.25,7589,2020-05-01
AMJLAND,EQ,15.65,16.0,15.1,15.3,11111,2020-05-01
AMRUTANJAN,EQ,394.55,399.8,390.1,390.65,37993,2020-05-01
ANANTRAJ,EQ,17.0,17.45,16.8,16.85,229320,2020-05-01
ANDHRAPAP,EQ,190.0,193.5,186.0,189.7,15193,2020-05-01
ANDHRSUGAR,EQ,244.8,257.9,244.8,254.35,52721,2020-05-01
ANSALAPI,EQ,6.45,6.45,5.85,5.85,328353,2020-05-01
ANSALHSG,EQ,3.6,3.6,3.3,3.3,77119,2020-05-01
ANUP,EQ,309.95,318.75,301.4,318.15,19651,2020-05-01
APARINDS,EQ,315.0,319.9,308.3,311.75,13648,2020-05-01
APCL,EQ,108.85,114.5,106.9,110.0,10665,2020-05-01
APCOTEXIND,EQ,108.0,108.05,103.0,104.2,30222,2020-05-01
APEX,EQ,227.3,228.9,222.95,223.75,136737,2020-05-01
APLAPOLLO,EQ,1280.0,1510.0,1280.0,1428.75,223935,2020-05-01
APLLTD,EQ,774.0,795.0,733.0,743.5,407025,2020-05-01
APOLLO,EQ,67.55,71.85,66.05,70.85,200179,2020-05-01
APOLLOHOSP,EQ,1441.9,1441.9,1387.25,1394.35,731401,2020-05-01
APOLLOPIPE,EQ,310.05,326.9,305.15,321.45,58582,2020-05-01
APOLLOTYRE,EQ,97.5,103.3,95.75,96.3,17848226,2020-05-01
APOLSINHOT,EQ,519.95,520.0,486.0,495.0,637,2020-05-01
APTECHT,EQ,107.4,108.4,103.0,103.6,180825,2020-05-01
ARCHIDPLY,EQ,23.2,23.2,21.3,22.0,68826,2020-05-01
ARCOTECH,EQ,1.6,1.6,1.55,1.6,49769,2020-05-01
ARENTERP,EQ,9.5,10.4,9.5,9.5,161,2020-05-01
ARIES,EQ,59.4,60.0,56.75,58.05,50271,2020-05-01
ARIHANT,EQ,14.65,14.65,13.4,14.2,868,2020-05-01
ARIHANTSUP,EQ,18.25,18.25,17.3,17.9,13125,2020-05-01
ARMANFIN,EQ,405.0,405.0,390.0,393.7,9696,2020-05-01
AROGRANITE,EQ,24.25,25.1,24.0,24.2,5439,2020-05-01
ARSHIYA,EQ,13.05,13.05,13.05,13.05,7901,2020-05-01
ARTEMISMED,EQ,150.1,164.85,150.05,159.85,2395,2020-05-01
ARVIND,EQ,24.35,25.6,24.05,24.15,3800592,2020-05-01
ARVINDFASN,EQ,138.9,145.0,136.0,138.95,119007,2020-05-01
ARVSMART,EQ,63.25,75.65,63.1,69.5,757544,2020-05-01
ASAHIINDIA,EQ,168.1,172.0,168.1,170.0,14058,2020-05-01
ASAHISONG,EQ,111.0,112.15,107.05,111.55,19489,2020-05-01
ASAL,EQ,16.4,16.4,15.15,16.15,9857,2020-05-01
ASALCBR,EQ,169.15,171.6,165.0,169.6,25550,2020-05-01
ASHAPURMIN,EQ,26.1,27.9,25.8,26.15,40921,2020-05-01
ASHIANA,EQ,44.0,45.35,42.05,42.3,229574,2020-05-01
ASHOKA,EQ,61.1,65.0,60.65,64.0,1210824,2020-05-01
ASHOKLEY,EQ,49.1,53.2,49.1,52.35,56360008,2020-05-01
ASIANHOTNR,EQ,68.5,68.9,66.5,66.9,2472,2020-05-01
ASIANPAINT,EQ,1795.0,1797.0,1741.0,1758.7,2926355,2020-05-01
ASIANTILES,EQ,160.0,172.9,158.0,167.75,167976,2020-05-01
ASPINWALL,EQ,131.0,131.0,106.0,109.5,7571,2020-05-01
ASTEC,EQ,430.2,443.95,417.35,425.2,18896,2020-05-01
ASTERDM,EQ,102.0,102.0,96.0,98.75,718784,2020-05-01
ASTRAL,EQ,964.9,976.0,890.4,940.1,265840,2020-05-01
ASTRAMICRO,EQ,66.8,68.25,64.0,64.65,177492,2020-05-01
ASTRAZEN,EQ,3180.0,3245.05,2945.0,3036.45,136267,2020-05-01
ASTRON,EQ,28.7,29.5,28.0,28.85,20678,2020-05-01
ATFL,EQ,479.95,495.95,472.0,477.45,6386,2020-05-01
ATLANTA,EQ,5.8,5.8,5.8,5.8,13212,2020-05-01
ATUL,EQ,5050.0,5050.0,4825.0,4852.45,47420,2020-05-01
ATULAUTO,EQ,165.95,172.95,162.3,169.25,57243,2020-05-01
AUBANK,EQ,553.9,565.1,528.25,544.25,1903795,2020-05-01
AURIONPRO,EQ,45.55,48.55,45.0,46.0,12851,2020-05-01
AUROPHARMA,EQ,633.05,641.0,609.05,625.85,6391548,2020-05-01
AUSOMENT,EQ,26.55,27.75,26.55,27.75,603,2020-05-01
AUTOAXLES,EQ,543.6,555.5,498.05,506.7,37198,2020-05-01
AUTOIND,EQ,16.55,16.9,16.2,16.2,40903,2020-05-01
AUTOLITIND,EQ,17.2,18.0,16.6,17.25,19486,2020-05-01
AVADHSUGAR,EQ,136.25,144.0,136.25,142.75,32991,2020-05-01
AVANTIFEED,EQ,438.9,444.5,430.0,432.65,578145,2020-05-01
AVTNPL,EQ,32.65,33.95,31.5,31.75,112159,2020-05-01
AXISBANK,EQ,451.0,461.9,440.4,444.9,40383418,2020-05-01
