SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TRADE_DATE
20MICRONS,EQ,69.5,72.4,67.0,71.2,203908,2022-03-01
21STCENMGM,EQ,30.2,30.2,30.2,30.2,803,2022-03-01
3IINFOLTD,EQ,50.8,52.0,49.1,51.45,974322,2022-03-01
3MINDIA,EQ,21500.0,21749.4,20974.25,21208.4,2052,2022-03-01
5PAISA,EQ,320.0,339.0,313.7,329.65,15645,2022-03-01
A2ZINFRA,EQ,8.9,9.35,8.7,9.35,361767,2022-03-01
AAREYDRUGS,EQ,40.7,47.7,38.25,43.95,110473,2022-03-01
AARON,EQ,116.0,116.0,107.25,110.65,6642,2022-03-01
AARTIDRUGS,EQ,463.2,463.2,450.5,455.7,121865,2022-03-01
AARTIIND,EQ,926.0,929.9,911.2,926.15,559306,2022-03-01
AARTISURF,EQ,790.0,795.5,765.05,791.3,6600,2022-03-01
AARVEEDEN,EQ,26.0,26.0,25.15,25.75,9216,2022-03-01
AARVI,EQ,87.1,89.0,85.0,88.75,11000,2022-03-01
AAVAS,EQ,2853.8,3020.5,2750.0,2795.25,334327,2022-03-01
ABAN,EQ,42.55,43.75,41.0,42.95,117512,2022-03-01
ABB,EQ,2096.0,2171.6,2089.2,2159.45,180990,2022-03-01
ABBOTINDIA,EQ,17379.8,17774.95,17180.0,17556.5,24091,2022-03-01
ABCAPITAL,EQ,103.9,106.25,101.2,105.55,3422266,2022-03-01
ABFRL,EQ,263.7,271.95,260.0,268.4,3853921,2022-03-01
ABMINTLLTD,EQ,90.05,92.3,90.05,91.95,1038,2022-03-01
ABSLAMC,EQ,503.0,509.05,496.5,506.45,185694,2022-03-01
ABSLBANETF,EQ,36.9,36.9,35.0,36.19,2154,2022-03-01
ABSLNN50ET,EQ,41.14,42.2,39.64,40.7,3159,2022-03-01
ACC,EQ,2044.0,2095.0,2020.35,2089.15,349612,2022-03-01
ACCELYA,EQ,915.0,943.0,896.15,907.15,72959,2022-03-01
ACCURACY,EQ,221.1,234.75,217.1,231.0,26251,2022-03-01
ACE,EQ,212.05,218.75,207.0,217.55,196900,2022-03-01
ACRYSIL,EQ,673.3,687.95,655.0,675.15,86501,2022-03-01
ADANIENT,EQ,1603.75,1651.1,1592.25,1644.45,1869037,2022-03-01
ADANIGREEN,EQ,1899.9,1924.0,1831.0,1843.4,1899148,2022-03-01
ADANIPORTS,EQ,690.0,709.65,684.5,707.5,4288186,2022-03-01
ADANIPOWER,EQ,122.0,126.75,119.05,123.75,63056418,2022-03-01
ADANITRANS,EQ,2030.0,2134.45,1990.0,2134.4,486895,2022-03-01
ADFFOODS,EQ,727.35,745.0,702.9,734.95,7112,2022-03-01
ADORWELD,EQ,619.0,645.0,606.75,636.9,6239,2022-03-01
ADSL,EQ,100.0,104.6,98.25,103.0,117041,2022-03-01
ADVANIHOTR,EQ,89.0,92.6,88.0,91.25,225047,2022-03-01
ADVENZYMES,EQ,309.05,324.95,301.35,319.85,1675988,2022-03-01
AEGISCHEM,EQ,173.0,174.8,167.25,168.8,1416343,2022-03-01
AFFLE,EQ,1190.0,1227.4,1158.0,1218.25,376936,2022-03-01
AGARIND,EQ,467.0,489.05,456.65,483.55,68578,2022-03-01
AGRITECH,EQ,79.8,79.8,79.8,79.8,9770,2022-03-01
AGROPHOS,EQ,20.9,21.9,19.75,21.2,76596,2022-03-01
AGSTRA,EQ,100.5,104.8,97.4,99.9,950850,2022-03-01
AHLADA,EQ,126.95,129.9,121.0,125.9,21349,2022-03-01
AHLEAST,EQ,199.8,204.4,191.25,197.9,9551,2022-03-01
AHLUCONT,EQ,380.0,387.85,369.05,383.7,8307,2022-03-01
AIAENG,EQ,1622.0,1639.0,1582.9,1624.2,68864,2022-03-01
AIRAN,EQ,20.1,20.5,19.25,19.95,156835,2022-03-01
AIROLAM,EQ,73.5,73.5,67.15,69.65,21961,2022-03-01
AJANTPHARM,EQ,1739.95,1755.0,1694.15,1722.1,199561,2022-03-01
AJMERA,EQ,327.85,335.45,321.7,327.85,50071,2022-03-01
AJOONI,EQ,64.55,65.55,58.8,61.65,66535,2022-03-01
AKG,EQ,39.05,43.2,39.05,42.85,2559,2022-03-01
AKSHARCHEM,EQ,351.75,357.5,339.95,352.05,6729,2022-03-01
