TRADE_DATE,YEAR,FILE_NAME,FILE_PATH,FILE_SIZE_KB,STATUS
2026-06-05,2026,fo_20260605.csv,C:\Users\hp\fii-dii-sector-intelligence\data\NSE\bhavcopy\fno\2026\fo_20260605.csv,6819.53,AVAILABLE
