symbol,opm_pct,roce_pct,book_value_per_share,total_equity_cr,equity_share_capital_cr,capital_employed_cr,ebitda_cr_latest,ebit_cr_latest,sales_growth_cagr_pct,sales_growth_years,as_of_date,data_quarters
MINDAIND,9.71,,,,,,139.88,84.18,39.62,1.5,2022-03-31,7
MINDTECK,10.51,12.4,95.0,303.57,,312.52,10.93,9.69,8.75,4.3,2024-12-31,18
MINDTREE,21.92,,,,,,745.3,680.2,34.6,1.7,2022-09-30,9
MIRCELECTR,0.47,-1.11,6.44,237.78,,285.25,0.79,-0.79,4.02,4.3,2024-12-31,17
MIRZAINT,3.2,-2.68,40.72,562.8,,613.54,3.6642,-4.1065,-18.42,4.3,2024-12-31,19
MITCON,32.21,7.89,,157.9,,247.19,7.1849,4.8751,-8.69,2.8,2024-12-31,12
MITTAL,4.89,3.01,1.45,64.31,,81.27,0.8779,0.6109,24.85,4.3,2024-12-31,20
MKPL,5.17,9.8,2.03,76.3,,78.65,2.0422,1.9279,133.38,1.3,2024-12-31,6
MMFL,20.5,13.31,202.51,977.77,,1624.38,76.6835,54.0346,22.02,4.3,2024-12-31,17
MMP,10.1,13.97,136.41,346.51,,413.63,17.0012,14.4502,32.14,4.3,2024-12-31,20
MMTC,1820.0,0.66,14.14,2120.72,,2149.53,4.55,3.55,-90.59,4.3,2024-12-31,15
MOBIKWIK,-15.84,-33.4,68.45,538.9,,552.27,-42.672,-46.108,,,2024-12-31,2
MODIRUBBER,-263.88,-2.26,269.77,675.52,,713.75,-3.3077,-4.0318,26.03,4.3,2024-12-31,19
MODISNME,9.82,,,,,,8.8023,7.2324,-12.1,1.2,2022-06-30,6
MODISONLTD,9.32,12.98,84.64,274.66,,283.0,11.2937,9.1821,20.16,2.3,2024-12-31,9
MODTHREAD,2.15,1.09,41.81,145.4,,149.04,1.5521,0.4074,6.52,4.8,2024-12-31,21
MOHITIND,0.59,-0.55,65.36,92.54,,99.91,0.1735,-0.1362,-4.49,4.3,2024-12-31,18
MOHOTAIND,258.0,,,,,,0.0129,-0.7351,-99.0,1.3,2023-03-31,10
MOIL,34.86,12.5,132.79,2702.14,,2848.77,127.8577,89.0493,4.26,4.3,2024-12-31,19
MOKSH,3.94,,,,,,4.626,4.5789,17.39,3.5,2024-12-31,15
MOL,8.79,4.52,60.74,1544.78,,1794.12,49.9606,20.2948,1.27,3.3,2024-12-31,15
MOLDTECH,7.3,2.66,44.47,128.1,,130.62,2.4537,0.8682,11.02,4.3,2024-12-31,19
MOLDTKPAC,17.82,10.68,207.64,689.98,,809.02,33.9802,21.6012,11.71,4.3,2024-12-31,19
MONARCH,72.25,20.02,122.55,971.41,,1067.97,55.3788,53.4418,27.9,3.0,2024-12-31,14
MONTECARLO,29.29,49.42,436.94,905.87,,1172.38,160.74,144.85,49.87,4.3,2024-12-31,18
MORARJEE,-91.6,,,,,,-12.11,-17.38,-27.86,3.5,2024-03-31,15
MOREPENLAB,9.16,10.11,22.75,1246.44,,1445.82,41.4769,36.547,7.24,4.3,2024-12-31,18
MOSCHIP,15.85,11.65,21.1,408.59,,483.4,17.3937,14.0749,,,2024-12-31,1
MOTHERSON,14.89,1.76,38.91,40979.64,,61313.44,358.75,269.24,-54.81,2.5,2024-12-31,11
MOTHERSUMI,33.85,,,,,,551.99,499.06,9.71,1.5,2022-03-31,7
MOTILALOFS,53.56,20.04,214.14,12888.11,,20819.8,1070.56,1043.26,23.62,4.3,2024-12-31,20
MOTISONS,15.87,17.77,4.98,499.07,,507.57,23.0563,22.5441,17.89,1.0,2024-12-31,6
MOTOGENFIN,28.21,0.37,57.41,222.33,,226.2,0.4917,0.2099,38.0,4.3,2024-12-31,19
MPHASIS,24.81,18.16,563.04,10743.71,,11772.37,582.983,534.516,12.85,4.3,2024-12-31,20
MPSLTD,33.33,31.94,351.49,596.33,,691.95,62.12,55.25,13.12,4.3,2024-12-31,19
MRF,13.32,9.03,49456.64,20974.56,,22947.24,932.82,517.83,12.49,4.3,2024-12-31,18
MRO-TEK,52.64,,,,,,6.4029,5.6356,17.54,4.3,2024-12-31,18
MRPL,4.16,11.51,81.0,14196.87,,25465.21,1064.46,732.95,25.68,4.3,2024-12-31,20
MSPL,2.74,2.37,18.18,1030.21,,1042.7,19.6736,6.1782,11.82,4.3,2024-12-31,18
MSTCLTD,418.16,144.36,128.4,903.94,,934.72,339.3113,337.3344,-19.99,4.3,2024-12-31,18
MSUMI,10.35,31.99,3.26,2161.71,,2390.98,238.16,191.2,12.54,2.8,2024-12-31,12
MTARTECH,20.87,10.9,267.42,822.59,,1016.59,36.4068,27.7128,27.95,3.8,2024-12-31,16
MTEDUCARE,1.7,-109.97,,,,7.7,0.205,-2.117,-13.65,4.5,2024-12-31,19
MTNL,24.26,,,,,,41.254,-108.616,-15.16,4.3,2024-12-31,18
MUFIN,66.36,6.19,29.0,574.69,,2027.48,32.232,31.4002,94.18,1.3,2024-12-31,7
MUFTI,31.61,18.68,67.09,438.6,,665.77,49.157,31.094,-4.9,1.3,2024-12-31,6
MUKANDENGG,-50.24,,,,,,-2.07,-2.2,-21.59,1.5,2022-03-31,7
MUKANDLTD,5.85,13.14,105.35,1522.33,,1861.27,73.81,61.15,16.25,4.3,2024-12-31,18
MUKKA,15.55,30.31,16.64,499.09,,572.2,47.1513,43.3553,-41.3,1.0,2024-12-31,5
MUKTAARTS,13.16,4.59,,,,121.14,6.3295,1.3908,32.4,4.3,2024-12-31,17
MUNJALAU,5.16,6.33,44.76,447.55,,723.81,26.946,11.4547,-5.19,4.3,2024-12-31,18
MUNJALSHOW,3.46,4.66,169.53,678.03,,690.65,11.0429,8.0517,-0.8,4.3,2024-12-31,18
MURUDCERA,16.15,3.93,62.78,380.09,,480.17,8.0965,4.7187,33.41,4.3,2024-12-31,19
MUTHOOTCAP,63.56,7.89,407.6,670.42,,3993.85,79.8841,78.8022,-3.1,4.3,2024-12-31,17
MUTHOOTFIN,73.54,,974.68,39130.32,,,3816.453,3785.875,15.42,4.3,2024-12-31,18
MUTHOOTMF,37.21,7.66,170.14,2854.31,,12663.43,253.2958,242.3564,17.13,1.0,2024-12-31,5
MVGJL,8.25,17.82,170.61,833.36,,875.09,41.071,38.981,-16.0,1.3,2024-12-31,6
NACLIND,-9.27,-17.83,29.16,682.92,,716.66,-24.82,-31.95,-5.73,4.3,2024-12-31,18
NAGAFERT,-2127.27,,,,,,-19.79,-19.79,-75.98,4.0,2024-12-31,16
NAGREEKCAP,114.6,14.38,22.62,28.54,,137.69,4.9622,4.9512,17.81,4.3,2024-12-31,17
NAGREEKEXP,6.18,9.79,50.96,159.23,,191.49,6.4822,4.6845,5.29,4.3,2024-12-31,19
NAHARCAP,49.4,0.46,960.07,1607.74,,1780.81,2.3165,2.0497,-18.16,4.3,2024-12-31,18
NAHARINDUS,7.27,5.03,241.4,1043.0,,1416.88,31.2397,17.8035,4.17,4.3,2024-12-31,18
NAHARPOLY,11.12,4.71,352.52,866.77,,936.7,19.2254,11.0262,21.1,4.3,2024-12-31,17
NAHARSPING,4.97,3.76,419.28,1512.12,,1735.96,40.3312,16.3027,10.05,4.3,2024-12-31,17
NAM-INDIA,68.23,31.82,73.01,4659.14,,4944.54,401.1,393.36,23.73,4.0,2024-12-31,18
NARMADA,12.0,10.6,15.64,59.34,,60.35,1.6606,1.5996,1.96,2.3,2024-12-31,10
NARMADASUG,-1124.26,,,,,,-0.19,-0.6497,,,2020-12-31,2
NATCOPHARM,45.3,7.16,514.83,9221.1,,9392.8,215.1,168.1,-11.6,4.3,2024-12-31,18
NATHBIOGEN,23.09,4.38,358.06,680.46,,702.73,8.5147,7.6897,11.44,4.3,2024-12-31,18
NATIONALUM,52.05,40.16,108.0,19836.33,,21325.33,2426.63,2140.98,17.19,4.3,2024-12-31,18
NATNLSTEEL,-5.13,,,,,,-8.5,-20.5,-39.78,2.3,2022-12-31,11
NAUKRI,45.95,2.52,585.32,37913.13,,45577.36,308.541,286.847,27.06,4.3,2024-12-31,18
NAVA,27.74,2.02,309.02,8745.3,,13617.44,77.673,68.8573,-22.13,2.5,2024-12-31,11
NAVINFLUOR,26.03,9.66,775.69,3974.58,,5311.07,157.79,128.23,16.31,4.3,2024-12-31,20
NAVKARCORP,5.99,-0.96,130.08,1957.95,,2067.13,7.7601,-4.9617,-2.97,4.3,2024-12-31,18
NAVKARURB,11.34,2.34,1.42,159.8,,167.01,0.9766,0.9766,,,2024-12-31,1
NAVNETEDUL,18.18,6.09,92.31,2042.0,,2257.0,50.94,34.37,13.67,4.3,2024-12-31,18
NAZARA,11.03,3.03,93.76,3473.49,,3765.76,59.0,28.48,47.8,3.8,2024-12-31,17
NBCC,6.99,23.52,11.18,3017.26,,3334.85,197.6487,196.1046,18.44,4.3,2024-12-31,18
NBIFIN,-4.51,-0.0,8928.43,2638.35,,2725.81,-0.0281,-0.0281,2.94,2.5,2024-12-31,11
NBVENTURES,56.23,,,,,,571.5939,495.3088,42.13,1.5,2022-03-31,7
NCC,8.97,17.6,125.33,7868.95,,9673.19,479.24,425.57,30.77,4.3,2024-12-31,18
NCLIND,7.14,3.32,207.86,940.2,,1275.08,24.3713,10.593,-0.46,4.3,2024-12-31,18
NDGL,95.22,0.38,12936.0,1293.6,,1779.08,1.8358,1.6936,3.03,4.3,2024-12-31,18
NDL,3.33,9.04,4.52,651.18,,763.43,30.8668,17.2511,25.61,4.3,2024-12-31,16
NDLVENTURE,,,17.61,59.29,,59.62,,,,,2024-12-31,7
NDRAUTO,11.19,15.04,150.4,357.72,,414.82,19.6097,15.6014,53.29,4.3,2024-12-31,18
NDTV,-30.12,-49.44,11.37,128.26,,388.35,-39.98,-48.0,8.36,4.3,2024-12-31,18
NECCLTD,6.6,7.87,22.7,226.99,,242.97,5.3455,4.7807,7.6,4.3,2024-12-31,20
NECLIFE,9.95,20.06,29.98,582.3,,591.49,45.2829,29.6694,1.45,4.3,2024-12-31,19
NELCAST,7.87,9.77,68.58,596.64,,687.31,22.9233,16.7851,18.93,4.3,2024-12-31,19
NELCO,16.97,24.13,56.46,128.83,,139.91,13.7,8.44,10.29,4.3,2024-12-31,20
NEOGEN,17.72,6.67,309.4,816.25,,1714.2,35.7,28.6,23.55,4.3,2024-12-31,18
NESCO,75.96,16.51,425.27,2996.42,,3489.57,156.8813,144.0583,31.63,4.3,2024-12-31,18
NESTLEIND,22.79,50.98,20.8,4010.21,,7507.97,1089.37,956.86,-4.09,1.3,2024-12-31,7
NETWEB,13.62,23.0,127.03,723.3,,737.19,45.495,42.394,213.39,1.5,2024-12-31,8
NETWORK18,-100.34,-107.8,31.89,4918.12,,5258.58,-1365.19,-1417.13,147.82,4.3,2024-12-31,19
NEULANDLAB,36.75,23.42,1461.01,1874.47,,2219.94,146.2819,129.9816,12.48,4.3,2024-12-31,18
NEWGEN,30.62,22.83,125.91,1777.35,,1892.55,116.6985,108.0354,19.72,4.0,2024-12-31,19
NEXTMEDIA,14.83,-44.94,,,,3.56,1.43,-0.4,-5.1,4.8,2024-12-31,22
NFL,3.03,7.65,57.91,2840.98,,4344.59,177.4,83.13,15.49,4.3,2024-12-31,17
NGIL,5.1,,16.26,28.96,,,0.726,0.403,2.56,3.3,2024-12-31,13
NGLFINE,5.57,1.89,532.91,329.23,,395.48,4.9648,1.8658,13.69,2.5,2024-12-31,11
NH,19.11,4.61,223.4,4537.26,,10647.15,165.316,122.733,21.33,4.3,2024-12-31,18
NHPC,63.18,3.65,41.25,41437.18,,105904.88,1244.91,965.69,-5.43,4.3,2024-12-31,18
NIBE,5.89,3.77,233.18,348.4,,420.14,8.756,3.9624,,,2024-12-31,1
NIBL,-2.63,-26.93,,,,39.77,-0.4427,-2.6776,3.37,4.3,2024-12-31,19
NIITLTD,27.16,1.35,78.47,1070.18,,1112.62,8.619,3.747,-17.2,4.3,2024-12-31,19
NIITMTS,23.32,16.54,112.19,1542.89,,1977.21,97.674,81.735,166.12,1.5,2024-12-31,7
NILAINFRA,17.4,15.69,4.76,187.33,,222.63,9.1058,8.735,20.81,4.3,2024-12-31,18
NILASPACES,33.82,16.25,4.34,170.77,,242.42,11.1679,9.8484,18.43,4.3,2024-12-31,18
NILKAMAL,7.79,7.47,1057.01,1577.38,,1940.04,66.5197,36.2486,11.67,4.3,2024-12-31,18
NINSYS,27.61,37.62,49.33,91.63,,96.63,9.7152,9.0883,100.15,1.8,2024-12-31,8
NIPPOBATRY,2.69,0.44,403.4,302.55,,335.61,3.2739,0.3695,-6.23,4.3,2024-12-31,19
NIRAJ,2.94,4.4,44.55,265.92,,271.55,3.5154,2.9858,8.92,4.3,2024-12-31,19
NIRAJISPAT,60.44,,,,,,0.4762,0.434,-1.44,4.3,2024-12-31,19
NITCO,-564.41,-396.5,15.17,364.82,,653.22,-477.6239,-647.5025,2.2,4.3,2024-12-31,18
NITINFIRE,16399.04,14463.79,1.32,38.49,,26.99,975.9724,975.9439,1.05,5.8,2024-12-31,40
NITINSPIN,14.04,14.88,261.6,1470.73,,2164.36,117.7944,80.5283,17.22,4.3,2024-12-31,19
NITIRAJ,26.17,40.78,80.32,82.34,,86.09,9.7049,8.7768,77.25,3.5,2024-12-31,15
NKIND,4.79,-0.11,,,,1886.32,0.1792,-0.5024,-7.94,4.3,2024-12-31,18
NLCINDIA,34.39,4.58,155.23,21524.76,,54639.7,954.31,624.96,6.86,4.3,2024-12-31,17
NMDC,41.83,29.21,38.74,34062.33,,36214.11,2747.1,2644.42,28.92,4.3,2024-12-31,18
NOCIL,10.41,4.1,106.18,1773.39,,1908.65,33.11,19.54,8.88,4.3,2024-12-31,18
NOIDATOLL,-2307.73,-13826.36,,,,6.86,-228.749,-237.122,46.85,4.3,2024-12-31,18
NORBTEAEXP,12.48,1.68,12.11,18.82,,24.26,0.2516,0.1016,-9.76,4.3,2024-12-31,18
NORTHARC,62.54,8.37,241.12,3895.56,,16496.96,350.2127,345.0401,-0.57,0.5,2024-12-31,3
NOVAAGRI,17.63,25.48,25.84,232.61,,236.6,15.5494,15.0697,12.34,1.0,2024-12-31,5
NRAIL,10.16,6.67,479.11,815.4,,1539.77,42.4528,25.6602,10.65,4.3,2024-12-31,19
NRBBEARING,14.42,10.74,99.32,962.63,,999.92,37.07,26.84,8.4,4.3,2024-12-31,18
NRL,16.65,12.21,,134.12,,173.62,5.7113,5.2996,-18.25,2.0,2024-12-31,10
NSIL,84.08,0.27,29542.54,15173.05,,17178.88,11.3896,11.3839,-20.46,4.3,2024-12-31,17
NSLNISP,-30.09,-22.22,44.95,13173.2,,16042.02,-637.67,-891.15,406.15,1.3,2024-12-31,8
NTL,-13042.98,,,,,,-1.5782,-25.2126,-17.46,3.5,2024-12-31,10
NTPC,31.55,8.96,209.53,203175.67,,441521.02,14212.25,9893.95,12.11,4.3,2024-12-31,20
NTPCGREEN,98.97,2.25,22.51,18965.19,,54174.46,499.9,305.34,,,2024-12-31,1
NUCLEUS,23.71,18.37,344.71,907.45,,983.89,48.77,45.19,10.03,4.3,2024-12-31,18
NURECA,-11.81,-8.13,189.44,180.76,,182.38,-3.214,-3.707,-4.1,3.8,2024-12-31,16
NUVAMA,56.44,6.96,226.37,4120.94,,32089.98,582.41,558.37,31.03,1.3,2024-12-31,7
NUVOCO,10.73,1.09,286.4,10228.77,,14989.29,258.41,41.03,2.59,3.5,2024-12-31,16
NXTDIGITAL,22.53,,,,,,55.2566,-12.2754,3.27,2.0,2023-03-31,11
NYKAA,30.93,7.33,5.02,1437.98,,1853.13,36.85,33.98,-46.02,3.3,2024-12-31,14
OAL,10.17,8.64,197.46,664.53,,751.43,22.6369,16.237,3.94,4.0,2024-12-31,18
OBCL,4.53,8.7,39.81,83.93,,110.89,4.1854,2.412,2.83,2.8,2024-12-31,11
OBEROIRLTY,64.16,16.8,492.89,17921.62,,21005.86,905.33,882.08,44.86,4.0,2024-12-31,18
OCCL,15.13,,,,,,4.4847,3.4278,-23.08,4.3,2024-12-31,18
OCCLLTD,16.68,7.58,86.34,431.27,,477.41,16.0492,9.0502,,,2024-12-31,2
ODIGMA,7.03,1.38,17.09,53.42,,53.89,0.715,0.1859,,,2024-12-31,1
OFSS,45.69,36.01,899.24,7826.5,,8516.4,783.6,766.7,8.82,4.3,2024-12-31,19
OIL,32.79,8.85,356.56,57998.36,,106496.79,2980.22,2356.33,39.97,4.3,2024-12-31,18
OILCOUNTUB,42.58,4.71,37.97,197.42,,295.01,17.546,3.4709,158.93,4.3,2024-12-31,18
OISL,-737.16,,,,,,-3.3386,-25.5859,-95.53,1.5,2022-03-31,15
OLAELEC,5800.0,4.62,7.98,3351.0,,4939.0,58.0,57.0,-99.0,0.5,2024-12-31,3
OLECTRA,15.53,19.53,149.56,1227.58,,1466.28,78.7332,71.5939,72.9,4.3,2024-12-31,19
OMAXAUTO,14.18,8.46,162.13,346.77,,403.2,13.0832,8.5312,15.34,4.3,2024-12-31,19
OMAXE,-39.9,-58.72,,,,856.41,-115.3,-125.73,15.77,4.3,2024-12-31,18
OMINFRAL,10.82,4.23,79.16,762.36,,885.48,10.7059,9.3591,29.87,4.0,2024-12-31,18
OMKARCHEM,-22.1,-11.5,,18.72,,42.15,-0.8257,-1.2114,-57.8,1.7,2022-06-30,7
OMMETALS,28.25,,,,,,11.4311,9.3527,,,2020-09-30,1
ONELIFECAP,-130.3,-8.45,19.51,72.9,,94.34,-1.7333,-1.993,1.26,4.3,2024-12-31,17
ONEPOINT,31.23,7.26,,446.6,,744.27,20.5121,13.5099,26.64,4.3,2024-12-31,20
ONESOURCE,1.45,-1.72,508.75,5831.29,,6768.05,4.87,-29.106,,,2024-12-31,2
ONGC,55.92,7.75,295.52,371767.8,,623016.6,18853.97,12075.21,17.52,4.3,2024-12-31,17
ONMOBILE,4.05,-0.98,58.74,624.54,,645.08,6.649,-1.582,3.8,4.3,2024-12-31,19
ONWARDTEC,10.0,12.1,112.95,253.51,,298.77,12.3354,9.0368,41.51,4.3,2024-12-31,20
OPTIEMUS,7.13,10.18,87.57,776.64,,1095.66,33.6366,27.8776,71.78,4.3,2024-12-31,19
OPTOCIRCUI,-626739.52,,,,,,-155.4314,-155.4314,-98.75,1.5,2022-03-31,5
ORBTEXP,23.64,10.93,115.97,307.46,,335.97,12.7593,9.1824,28.46,4.3,2024-12-31,18
ORCHASP,8.49,1.65,3.52,121.81,,121.81,0.5104,0.5035,,,2024-12-31,1
ORCHPHARMA,16.04,6.43,253.91,1287.79,,1631.94,34.8525,26.2475,17.74,4.3,2024-12-31,18
ORICONENT,13.06,1.46,73.34,1151.79,,1183.78,6.7031,4.3299,-21.73,4.3,2024-12-31,18
ORIENTABRA,12.16,,,,,,10.6023,7.647,10.85,2.5,2023-03-31,11
ORIENTALTL,285.75,20.99,13.57,99.78,,99.88,5.3586,5.2406,-29.86,4.3,2024-12-31,20
ORIENTBELL,4.9,2.5,223.54,328.82,,378.17,7.9925,2.3629,5.4,4.3,2024-12-31,19
ORIENTCEM,9.42,3.6,104.44,2145.87,,2490.28,60.6092,22.4157,7.26,4.3,2024-12-31,18
ORIENTCER,10.29,4.77,25.25,302.06,,336.39,7.626,4.0153,1.23,1.5,2024-12-31,7
ORIENTELEC,7.7,20.3,35.62,760.1,,841.23,62.86,42.7,16.05,4.3,2024-12-31,18
ORIENTHOT,28.92,12.56,42.67,762.06,,841.58,35.25,26.43,61.69,4.3,2024-12-31,20
ORIENTLTD,5.68,4.36,64.52,64.52,,72.27,1.9376,0.7878,-3.84,4.3,2024-12-31,17
ORIENTPPR,1.42,-2.1,69.19,1468.2,,1804.66,3.26,-9.4864,24.77,4.3,2024-12-31,18
ORIENTREF,17.2,,,,,,70.0585,62.2269,,,2021-03-31,3
ORIENTTECH,9.16,20.21,73.44,336.39,,349.43,18.9526,17.6522,92.19,0.5,2024-12-31,3
ORISSAMINE,-7.17,-8.74,,,,93.77,-1.4775,-2.049,60.87,3.5,2024-12-31,16
ORTEL,-29.8,,,,,,-0.0312,-0.0931,-99.0,0.7,2021-06-30,5
ORTINGLOBE,-340.0,-20.71,1.53,1.24,,2.24,-0.1139,-0.116,,,2024-12-31,2
ORTINLAB,-46.21,,,,,,-0.0964,-0.1012,-48.1,3.2,2024-06-30,14
ORTINLABSS,4.4,,,,,,2.2789,1.7465,,,2020-12-31,2
OSIAHYPER,6.05,13.49,,431.67,,648.53,24.6332,21.8772,40.3,2.0,2024-12-31,9
OSWALAGRO,93.3,25.94,66.82,897.01,,897.2,58.2806,58.1733,64.02,4.3,2024-12-31,19
OSWALGREEN,5.35,-0.0,9285.54,238461.13,,238912.14,0.819,-0.1492,86.71,1.8,2024-12-31,9
OSWALSEEDS,10.84,60.17,5.58,51.03,,53.54,8.1757,8.0536,82.37,1.8,2024-12-31,8
PAEL,-1700.0,,,,,,-0.17,-0.19,,,2021-12-31,5
PAGEIND,24.11,65.63,1347.14,1502.6,,1748.56,316.5613,286.9052,14.43,4.3,2024-12-31,18
PAISALO,81.28,10.52,19.71,1792.98,,6252.81,165.6172,164.3839,24.65,4.3,2024-12-31,18
PAKKA,18.66,9.3,100.2,450.39,,675.57,19.7768,15.7068,0.16,1.5,2024-12-31,7
PALASHSECU,-22.2,-2.3,483.61,483.76,,524.08,-2.8625,-3.0092,-7.09,4.3,2024-12-31,18
PALREDTEC,-2.77,-8.79,35.22,43.09,,40.48,-0.5632,-0.8897,-14.37,4.3,2024-12-31,18
PANACEABIO,8.78,2.35,136.3,834.84,,913.49,14.35,5.37,-2.49,4.3,2024-12-31,19
PANACHE,16.2,11.15,,105.58,,110.8,3.3601,3.0874,7.4,4.3,2024-12-31,18
PANAMAPET,9.18,16.69,242.78,1468.68,,1514.72,66.83,63.2,20.86,4.3,2024-12-31,19
PANSARI,49.98,3.03,76.94,134.24,,147.23,2.0984,1.1146,-28.11,3.3,2024-12-31,14
PAPERPROD,11.71,,,,,,80.31,55.77,,,2020-09-30,1
PAR,7.96,2.72,91.0,111.98,,115.47,1.7009,0.7865,2.72,3.3,2024-12-31,13
PARABDRUGS,,,,,,,,,,,2020-12-31,3
PARACABLES,9.53,17.21,25.49,778.07,,792.88,37.3288,34.1109,32.75,4.3,2024-12-31,18
PARADEEP,9.05,15.27,65.33,6782.66,,8030.35,371.46,306.64,32.3,2.8,2024-12-31,12
PARAGMILK,8.99,16.87,100.68,1258.56,,1503.69,79.5,63.42,14.46,4.3,2024-12-31,19
PARAS,27.6,10.59,90.02,725.44,,750.82,23.67,19.88,17.7,3.3,2024-12-31,13
PARASPETRO,,,0.5,16.62,,19.99,,,,,2024-12-31,14
PARKHOTELS,36.3,11.11,62.91,1342.32,,1796.42,64.43,49.88,11.69,1.0,2024-12-31,5
PARSVNATH,121.09,24.18,,,,944.8,70.5188,57.1015,14.31,4.3,2024-12-31,19
PASUPTAC,9.08,10.38,48.85,435.42,,551.24,15.79,14.3,-0.38,3.3,2024-12-31,14
PATANJALI,6.38,15.55,120.36,13096.12,,13152.91,581.1875,511.4816,9.75,2.5,2024-12-31,12
PATELENG,16.08,11.75,46.49,4439.97,,5774.64,193.855,169.643,26.67,4.3,2024-12-31,18
PATINTLOG,3.39,7.41,17.75,123.5,,129.94,3.0431,2.4061,13.98,4.3,2024-12-31,18
PATSPINLTD,17.5,,,,,,7.45,4.9,-3.6,1.0,2021-09-30,6
PAVNAIND,9.23,6.7,14.64,204.29,,232.46,7.3314,3.8963,0.02,1.5,2024-12-31,7
PAYTM,-2.67,-4.94,250.39,16026.0,,16319.0,-39.8,-201.5,18.53,3.3,2024-12-31,15
PBAINFRA,17.56,,,,,,0.3942,-0.6912,-22.01,1.7,2022-06-30,8
PCBL,16.31,12.52,101.82,4006.3,,7707.49,327.91,241.25,20.24,3.0,2024-12-31,12
PCJEWELLER,24.15,7.24,9.45,8174.25,,8255.69,154.25,149.41,9.79,4.3,2024-12-31,18
PDMJEPAPER,15.99,14.21,70.51,669.48,,781.04,30.97,27.75,16.77,4.3,2024-12-31,18
PDPL,2614.91,,,,,,46.365,19.2117,-47.41,1.5,2022-03-31,8
PDSL,8.07,1.69,124.88,1763.6,,2117.16,10.3371,8.9275,4.4,2.8,2024-12-31,12
PDSMFL,13.23,,,,,,4.6323,3.7965,-95.81,1.3,2021-12-31,5
PEARLPOLY,-37.66,-29.27,17.15,28.87,,29.96,-2.0677,-2.1923,-32.11,4.3,2024-12-31,19
PEL,61.44,,,,,,1504.33,1450.21,22.69,4.3,2024-12-31,16
PENIND,10.52,18.13,86.19,1163.15,,1567.2,88.3,71.04,19.73,4.3,2024-12-31,18
PENINLAND,5.48,4.92,2.15,71.27,,345.63,5.3,4.25,21.9,4.3,2024-12-31,18
PERSISTENT,17.6,22.54,501.68,7837.85,,8452.29,528.337,476.187,29.27,4.3,2024-12-31,19
PETRONET,11.8,19.57,148.57,22284.82,,25219.54,1443.24,1233.64,17.16,4.3,2024-12-31,18
PFC,98.48,,402.6,132860.94,,,26391.035,26376.462,9.59,4.3,2024-12-31,18
PFIZER,35.08,16.2,918.71,4202.9,,4294.4,188.75,173.95,-2.36,4.3,2024-12-31,20
PFOCUS,20.26,6.63,26.91,2088.53,,3407.79,184.2391,56.5202,8.12,4.3,2024-12-31,19
PFS,101.47,12.82,47.95,3079.72,,4954.92,160.4008,158.783,-12.47,4.0,2024-12-31,18
PGEL,9.54,9.07,106.85,3048.59,,3352.2,92.3656,75.9782,54.35,4.3,2024-12-31,19
PGHH,30.51,170.79,232.12,753.47,,868.31,380.64,370.75,5.11,4.3,2024-12-31,18
PGHL,41.12,83.11,316.01,524.55,,586.42,127.39,121.84,3.83,4.3,2024-12-31,18
PGIL,8.33,2.75,316.35,1459.81,,1845.83,19.6239,12.6771,-14.16,4.3,2024-12-31,18
PHILIPCARB,17.81,,,,,,190.11,159.71,55.0,0.7,2021-09-30,5
PHOENIXLTD,61.45,10.14,307.26,10988.54,,20423.95,599.2065,517.9377,42.72,4.3,2024-12-31,18
PIDILITIND,25.35,25.82,106.43,10832.17,,11847.52,854.16,764.66,18.62,4.3,2024-12-31,18
PIGL,13.39,9.73,72.11,152.64,,181.29,4.4683,4.4101,-15.31,1.8,2024-12-31,8
PIIND,34.69,18.87,740.3,11230.5,,11667.0,617.4,550.3,10.64,4.3,2024-12-31,19
PILANIINVS,93.77,1.29,14334.81,15871.5,,17687.65,57.1401,57.0924,-0.39,4.3,2024-12-31,18
PILITA,8.21,9.39,3.57,83.92,,88.26,2.4826,2.0711,20.87,4.3,2024-12-31,19
PIONDIST,-4.74,,,,,,-2.67,-11.27,5.08,2.0,2022-09-30,10
PIONEEREMB,8.58,8.08,49.48,152.46,,213.72,8.2481,4.3156,15.16,4.3,2024-12-31,18
PITTIENG,17.58,13.9,267.35,986.9,,1492.36,72.9716,51.8722,30.24,4.3,2024-12-31,18
PIXTRANS,27.48,17.21,511.32,696.68,,749.35,38.3413,32.2465,4.14,2.8,2024-12-31,12
PKTEA,-19.71,-2.43,1451.94,449.52,,544.16,-2.4532,-3.306,-15.88,4.3,2024-12-31,19
PLASTIBLEN,7.28,8.05,172.78,449.05,,474.18,13.4172,9.5373,3.6,4.0,2024-12-31,18
PLATIND,19.0,,,,,,17.762,16.359,52.53,1.0,2024-12-31,5
PLAZACABLE,3.33,3.6,29.61,129.57,,132.75,1.652,1.196,1.95,1.5,2024-12-31,7
PNBGILTS,84.04,78.33,85.84,1545.2,,1550.68,304.5188,303.6618,12.64,4.3,2024-12-31,18
PNBHOUSING,92.35,,737.64,19219.13,,,1775.68,1761.34,0.72,4.0,2024-12-31,17
PNC,-12.59,-2.75,42.09,60.89,,67.63,-0.3813,-0.4646,26.5,4.3,2024-12-31,18
PNCINFRA,28.63,11.42,265.59,6813.3,,12168.41,420.8014,347.2633,3.92,4.3,2024-12-31,18
