symbol,index_names,index_slugs,sector_hints,index_count,dominant_sector_hint,last_updated
SBICARD,NIFTY 200|NIFTY 500|NIFTY FINANCIAL SERVICES 25/50|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_financial_services_25_50|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400,FINANCIAL_SERVICES,8,FINANCIAL_SERVICES,2026-06-30
SBILIFE,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY FINANCIAL SERVICES 25/50|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_financial_services_25_50|nifty_largemidcap_250,FINANCIAL_SERVICES,6,FINANCIAL_SERVICES,2026-06-30
SBIN,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY BANK|NIFTY FINANCIAL SERVICES 25/50|NIFTY LARGEMIDCAP 250|NIFTY PSU BANK,nifty_100|nifty_200|nifty_50|nifty_500|nifty_bank|nifty_financial_services_25_50|nifty_largemidcap_250|nifty_psu_bank,BANKING|FINANCIAL_SERVICES,8,BANKING,2026-06-30
SCHAEFFLER,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400|NIFTY MNC,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400|nifty_mnc,,5,,2026-06-30
SCHNEIDER,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
SCI,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
SHREECEM,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY COMMODITIES|NIFTY LARGEMIDCAP 250|NIFTY NEXT 50,nifty_100|nifty_200|nifty_500|nifty_commodities|nifty_largemidcap_250|nifty_next_50,,6,,2026-06-30
SHRIRAMFIN,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY FINANCIAL SERVICES 25/50|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_financial_services_25_50|nifty_largemidcap_250,FINANCIAL_SERVICES,6,FINANCIAL_SERVICES,2026-06-30
SHYAMMETL,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
SIEMENS,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY ENERGY|NIFTY LARGEMIDCAP 250|NIFTY MNC|NIFTY NEXT 50,nifty_100|nifty_200|nifty_500|nifty_energy|nifty_largemidcap_250|nifty_mnc|nifty_next_50,ENERGY,7,ENERGY,2026-06-30
SIGNATURE,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
SJVN,NIFTY 500|NIFTY CPSE|NIFTY ENERGY|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_cpse|nifty_energy|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400,ENERGY,6,ENERGY,2026-06-30
SOBHA,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY REALTY|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_realty|nifty_smallcap_250,REALTY,4,REALTY,2026-06-30
SOLARINDS,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY NEXT 50,nifty_100|nifty_200|nifty_500|nifty_largemidcap_250|nifty_next_50,,5,,2026-06-30
SONACOMS,NIFTY 500|NIFTY AUTO|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_auto|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,AUTO,5,AUTO,2026-06-30
SONATSOFTW,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
SPLPETRO,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
SRF,NIFTY 200|NIFTY 500|NIFTY COMMODITIES|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_commodities|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400,,8,,2026-06-30
STARHEALTH,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
SUMICHEM,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
SUNDARMFIN,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400,,4,,2026-06-30
SUNPHARMA,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY HEALTHCARE INDEX|NIFTY LARGEMIDCAP 250|NIFTY PHARMA,nifty_100|nifty_200|nifty_50|nifty_500|nifty_healthcare_index|nifty_largemidcap_250|nifty_pharma,HEALTHCARE|PHARMA,7,HEALTHCARE,2026-06-30
SUNTV,NIFTY 500|NIFTY MEDIA|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_media|nifty_midsmallcap_400|nifty_smallcap_250,MEDIA,4,MEDIA,2026-06-30
SUPREMEIND,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400,,7,,2026-06-30
SUZLON,NIFTY 200|NIFTY 500|NIFTY ENERGY|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_energy|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400,ENERGY,8,ENERGY,2026-06-30
SWANCORP,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
SWIGGY,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400,,7,,2026-06-30
SYNGENE,NIFTY 500|NIFTY HEALTHCARE INDEX|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_healthcare_index|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,HEALTHCARE,5,HEALTHCARE,2026-06-30
SYRMA,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
TARIL,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
TATACAP,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY NEXT 50,nifty_100|nifty_200|nifty_500|nifty_largemidcap_250|nifty_next_50,,5,,2026-06-30
TATACHEM,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
TATACOMM,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400,,6,,2026-06-30
TATACONSUM,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY FMCG|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_fmcg|nifty_largemidcap_250,FMCG,6,FMCG,2026-06-30
TATAELXSI,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400,,6,,2026-06-30
TATAINVEST,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400,,6,,2026-06-30
TATAPOWER,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY COMMODITIES|NIFTY ENERGY|NIFTY LARGEMIDCAP 250|NIFTY NEXT 50,nifty_100|nifty_200|nifty_500|nifty_commodities|nifty_energy|nifty_largemidcap_250|nifty_next_50,ENERGY,7,ENERGY,2026-06-30
TATASTEEL,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY COMMODITIES|NIFTY LARGEMIDCAP 250|NIFTY METAL,nifty_100|nifty_200|nifty_50|nifty_500|nifty_commodities|nifty_largemidcap_250|nifty_metal,METAL,7,METAL,2026-06-30
TATATECH,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
TBOTEK,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
TCS,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY IT|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_it|nifty_largemidcap_250,IT,6,IT,2026-06-30
TECHM,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY IT|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_it|nifty_largemidcap_250,IT,6,IT,2026-06-30
TECHNOE,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
TEGA,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
TEJASNET,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
TENNIND,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
THELEELA,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
THERMAX,NIFTY 500|NIFTY ENERGY|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_energy|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400,ENERGY,5,ENERGY,2026-06-30
TIINDIA,NIFTY 200|NIFTY 500|NIFTY AUTO|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_auto|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400,AUTO,8,AUTO,2026-06-30
TIMKEN,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY MNC|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_mnc|nifty_smallcap_250,,4,,2026-06-30
TIPSMUSIC,NIFTY MEDIA,nifty_media,MEDIA,1,MEDIA,2026-06-30
TITAGARH,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
TITAN,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY CONSUMER DURABLES|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_consumer_durables|nifty_largemidcap_250,FMCG,6,FMCG,2026-06-30
TMCV,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY NEXT 50,nifty_100|nifty_200|nifty_500|nifty_largemidcap_250|nifty_next_50,,5,,2026-06-30
TMPV,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY AUTO|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_auto|nifty_largemidcap_250,AUTO,6,AUTO,2026-06-30
TORNTPHARM,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY HEALTHCARE INDEX|NIFTY LARGEMIDCAP 250|NIFTY NEXT 50|NIFTY PHARMA,nifty_100|nifty_200|nifty_500|nifty_healthcare_index|nifty_largemidcap_250|nifty_next_50|nifty_pharma,HEALTHCARE|PHARMA,7,HEALTHCARE,2026-06-30
TORNTPOWER,NIFTY 500|NIFTY COMMODITIES|NIFTY ENERGY|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_commodities|nifty_energy|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400,ENERGY,6,ENERGY,2026-06-30
TRAVELFOOD,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
TRENT,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_largemidcap_250,,5,,2026-06-30
TRIDENT,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
TRITURBINE,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
TTML,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
TVSMOTOR,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY AUTO|NIFTY LARGEMIDCAP 250|NIFTY NEXT 50,nifty_100|nifty_200|nifty_500|nifty_auto|nifty_largemidcap_250|nifty_next_50,AUTO,6,AUTO,2026-06-30
UBL,NIFTY 500|NIFTY FMCG|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400|NIFTY MNC,nifty_500|nifty_fmcg|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400|nifty_mnc,FMCG,6,FMCG,2026-06-30
UCOBANK,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY PSU BANK|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_psu_bank|nifty_smallcap_250,BANKING,4,BANKING,2026-06-30
ULTRACEMCO,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY COMMODITIES|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_commodities|nifty_largemidcap_250,,6,,2026-06-30
UNIONBANK,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY BANK|NIFTY LARGEMIDCAP 250|NIFTY NEXT 50|NIFTY PSU BANK,nifty_100|nifty_200|nifty_500|nifty_bank|nifty_largemidcap_250|nifty_next_50|nifty_psu_bank,BANKING,7,BANKING,2026-06-30
UNITDSPR,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY FMCG|NIFTY LARGEMIDCAP 250|NIFTY MNC|NIFTY NEXT 50,nifty_100|nifty_200|nifty_500|nifty_fmcg|nifty_largemidcap_250|nifty_mnc|nifty_next_50,FMCG,7,FMCG,2026-06-30
UNOMINDA,NIFTY 500|NIFTY AUTO|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_auto|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400,AUTO,5,AUTO,2026-06-30
UPL,NIFTY 200|NIFTY 500|NIFTY COMMODITIES|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_commodities|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400,,8,,2026-06-30
URBANCO,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
USHAMART,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
UTIAMC,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
VBL,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY FMCG|NIFTY LARGEMIDCAP 250|NIFTY NEXT 50,nifty_100|nifty_200|nifty_500|nifty_fmcg|nifty_largemidcap_250|nifty_next_50,FMCG,6,FMCG,2026-06-30
VEDL,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY COMMODITIES|NIFTY LARGEMIDCAP 250|NIFTY METAL|NIFTY MNC|NIFTY NEXT 50,nifty_100|nifty_200|nifty_500|nifty_commodities|nifty_largemidcap_250|nifty_metal|nifty_mnc|nifty_next_50,METAL,8,METAL,2026-06-30
VIJAYA,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
VMM,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400,,6,,2026-06-30
VOLTAS,NIFTY 200|NIFTY 500|NIFTY CONSUMER DURABLES|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_consumer_durables|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400,FMCG,7,FMCG,2026-06-30
VTL,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
WAAREEENER,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400,,7,,2026-06-30
WELCORP,NIFTY 500|NIFTY METAL|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_metal|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,METAL,5,METAL,2026-06-30
WELSPUNLIV,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
WHIRLPOOL,NIFTY 500|NIFTY CONSUMER DURABLES|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_consumer_durables|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,FMCG,5,FMCG,2026-06-30
WIPRO,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY IT|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_it|nifty_largemidcap_250,IT,6,IT,2026-06-30
WOCKPHARMA,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY PHARMA|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_pharma|nifty_smallcap_100|nifty_smallcap_250,PHARMA,5,PHARMA,2026-06-30
YESBANK,NIFTY 200|NIFTY 500|NIFTY BANK|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_bank|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400,BANKING,8,BANKING,2026-06-30
ZEEL,NIFTY 500|NIFTY MEDIA|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_media|nifty_midsmallcap_400|nifty_smallcap_250,MEDIA,4,MEDIA,2026-06-30
ZENSARTECH,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
ZENTEC,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
ZFCVINDIA,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
ZYDUSLIFE,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY HEALTHCARE INDEX|NIFTY LARGEMIDCAP 250|NIFTY NEXT 50|NIFTY PHARMA,nifty_100|nifty_200|nifty_500|nifty_healthcare_index|nifty_largemidcap_250|nifty_next_50|nifty_pharma,HEALTHCARE|PHARMA,7,HEALTHCARE,2026-06-30
ZYDUSWELL,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
