symbol,company_name,industry_nse,index_name,index_slug,sector_hint,downloaded_date
ADANIENT,Adani Enterprises Ltd.,Metals & Mining,NIFTY 50,nifty_50,,2026-06-30
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services,NIFTY 50,nifty_50,,2026-06-30
APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Healthcare,NIFTY 50,nifty_50,,2026-06-30
ASIANPAINT,Asian Paints Ltd.,Consumer Durables,NIFTY 50,nifty_50,,2026-06-30
AXISBANK,Axis Bank Ltd.,Financial Services,NIFTY 50,nifty_50,,2026-06-30
BAJAJ-AUTO,Bajaj Auto Ltd.,Automobile and Auto Components,NIFTY 50,nifty_50,,2026-06-30
BAJFINANCE,Bajaj Finance Ltd.,Financial Services,NIFTY 50,nifty_50,,2026-06-30
BAJAJFINSV,Bajaj Finserv Ltd.,Financial Services,NIFTY 50,nifty_50,,2026-06-30
BEL,Bharat Electronics Ltd.,Capital Goods,NIFTY 50,nifty_50,,2026-06-30
BHARTIARTL,Bharti Airtel Ltd.,Telecommunication,NIFTY 50,nifty_50,,2026-06-30
CIPLA,Cipla Ltd.,Healthcare,NIFTY 50,nifty_50,,2026-06-30
COALINDIA,Coal India Ltd.,Oil Gas & Consumable Fuels,NIFTY 50,nifty_50,,2026-06-30
DRREDDY,Dr. Reddy's Laboratories Ltd.,Healthcare,NIFTY 50,nifty_50,,2026-06-30
EICHERMOT,Eicher Motors Ltd.,Automobile and Auto Components,NIFTY 50,nifty_50,,2026-06-30
ETERNAL,Eternal Ltd.,Consumer Services,NIFTY 50,nifty_50,,2026-06-30
GRASIM,Grasim Industries Ltd.,Construction Materials,NIFTY 50,nifty_50,,2026-06-30
HCLTECH,HCL Technologies Ltd.,Information Technology,NIFTY 50,nifty_50,,2026-06-30
HDFCBANK,HDFC Bank Ltd.,Financial Services,NIFTY 50,nifty_50,,2026-06-30
HDFCLIFE,HDFC Life Insurance Company Ltd.,Financial Services,NIFTY 50,nifty_50,,2026-06-30
HINDALCO,Hindalco Industries Ltd.,Metals & Mining,NIFTY 50,nifty_50,,2026-06-30
HINDUNILVR,Hindustan Unilever Ltd.,Fast Moving Consumer Goods,NIFTY 50,nifty_50,,2026-06-30
ICICIBANK,ICICI Bank Ltd.,Financial Services,NIFTY 50,nifty_50,,2026-06-30
ITC,ITC Ltd.,Fast Moving Consumer Goods,NIFTY 50,nifty_50,,2026-06-30
INFY,Infosys Ltd.,Information Technology,NIFTY 50,nifty_50,,2026-06-30
INDIGO,InterGlobe Aviation Ltd.,Services,NIFTY 50,nifty_50,,2026-06-30
JSWSTEEL,JSW Steel Ltd.,Metals & Mining,NIFTY 50,nifty_50,,2026-06-30
JIOFIN,Jio Financial Services Ltd.,Financial Services,NIFTY 50,nifty_50,,2026-06-30
KOTAKBANK,Kotak Mahindra Bank Ltd.,Financial Services,NIFTY 50,nifty_50,,2026-06-30
LT,Larsen & Toubro Ltd.,Construction,NIFTY 50,nifty_50,,2026-06-30
M&M,Mahindra & Mahindra Ltd.,Automobile and Auto Components,NIFTY 50,nifty_50,,2026-06-30
MARUTI,Maruti Suzuki India Ltd.,Automobile and Auto Components,NIFTY 50,nifty_50,,2026-06-30
MAXHEALTH,Max Healthcare Institute Ltd.,Healthcare,NIFTY 50,nifty_50,,2026-06-30
NTPC,NTPC Ltd.,Power,NIFTY 50,nifty_50,,2026-06-30
NESTLEIND,Nestle India Ltd.,Fast Moving Consumer Goods,NIFTY 50,nifty_50,,2026-06-30
ONGC,Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,NIFTY 50,nifty_50,,2026-06-30
POWERGRID,Power Grid Corporation of India Ltd.,Power,NIFTY 50,nifty_50,,2026-06-30
RELIANCE,Reliance Industries Ltd.,Oil Gas & Consumable Fuels,NIFTY 50,nifty_50,,2026-06-30
SBILIFE,SBI Life Insurance Company Ltd.,Financial Services,NIFTY 50,nifty_50,,2026-06-30
SHRIRAMFIN,Shriram Finance Ltd.,Financial Services,NIFTY 50,nifty_50,,2026-06-30
SBIN,State Bank of India,Financial Services,NIFTY 50,nifty_50,,2026-06-30
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,Healthcare,NIFTY 50,nifty_50,,2026-06-30
TCS,Tata Consultancy Services Ltd.,Information Technology,NIFTY 50,nifty_50,,2026-06-30
TATACONSUM,Tata Consumer Products Ltd.,Fast Moving Consumer Goods,NIFTY 50,nifty_50,,2026-06-30
TMPV,Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,NIFTY 50,nifty_50,,2026-06-30
TATASTEEL,Tata Steel Ltd.,Metals & Mining,NIFTY 50,nifty_50,,2026-06-30
TECHM,Tech Mahindra Ltd.,Information Technology,NIFTY 50,nifty_50,,2026-06-30
TITAN,Titan Company Ltd.,Consumer Durables,NIFTY 50,nifty_50,,2026-06-30
TRENT,Trent Ltd.,Consumer Services,NIFTY 50,nifty_50,,2026-06-30
ULTRACEMCO,UltraTech Cement Ltd.,Construction Materials,NIFTY 50,nifty_50,,2026-06-30
WIPRO,Wipro Ltd.,Information Technology,NIFTY 50,nifty_50,,2026-06-30
