symbol,company_name,industry_nse,index_name,index_slug,sector_hint,downloaded_date
AARTIIND,Aarti Industries Ltd.,Chemicals,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
ABREL,Aditya Birla Real Estate Ltd.,Realty,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
AEGISLOG,Aegis Logistics Ltd.,Oil Gas & Consumable Fuels,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
AFCONS,Afcons Infrastructure Ltd.,Construction,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
AFFLE,Affle 3i Ltd.,Information Technology,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
ARE&M,Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
AMBER,Amber Enterprises India Ltd.,Consumer Durables,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
ANANDRATHI,Anand Rathi Wealth Ltd.,Financial Services,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
ANANTRAJ,Anant Raj Ltd.,Realty,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
ANGELONE,Angel One Ltd.,Financial Services,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
APTUS,Aptus Value Housing Finance India Ltd.,Financial Services,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
ASTERDM,Aster DM Healthcare Ltd.,Healthcare,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
ATHERENERG,Ather Energy Ltd.,Automobile and Auto Components,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
BEML,BEML Ltd.,Capital Goods,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
BLS,BLS International Services Ltd.,Consumer Services,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
BANDHANBNK,Bandhan Bank Ltd.,Financial Services,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
FIRSTCRY,Brainbees Solutions Ltd.,Consumer Services,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
BRIGADE,Brigade Enterprises Ltd.,Realty,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
CESC,CESC Ltd.,Power,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
CGCL,Capri Global Capital Ltd.,Financial Services,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
CASTROLIND,Castrol India Ltd.,Oil Gas & Consumable Fuels,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
CDSL,Central Depository Services (India) Ltd.,Financial Services,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
CHAMBLFERT,Chambal Fertilizers & Chemicals Ltd.,Chemicals,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
CHOLAHLDNG,Cholamandalam Financial Holdings Ltd.,Financial Services,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
CUB,City Union Bank Ltd.,Financial Services,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
COHANCE,Cohance Lifesciences Ltd.,Healthcare,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
CAMS,Computer Age Management Services Ltd.,Financial Services,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
CREDITACC,CreditAccess Grameen Ltd.,Financial Services,NIFTY SMALLCAP 100,nifty_smallcap_100,,2026-06-30
