symbol,company_name,industry_nse,index_name,index_slug,sector_hint,downloaded_date
ABB,ABB India Ltd.,Capital Goods,NIFTY 100,nifty_100,,2026-06-30
ADANIENSOL,Adani Energy Solutions Ltd.,Power,NIFTY 100,nifty_100,,2026-06-30
ADANIENT,Adani Enterprises Ltd.,Metals & Mining,NIFTY 100,nifty_100,,2026-06-30
ADANIGREEN,Adani Green Energy Ltd.,Power,NIFTY 100,nifty_100,,2026-06-30
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services,NIFTY 100,nifty_100,,2026-06-30
ADANIPOWER,Adani Power Ltd.,Power,NIFTY 100,nifty_100,,2026-06-30
AMBUJACEM,Ambuja Cements Ltd.,Construction Materials,NIFTY 100,nifty_100,,2026-06-30
APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Healthcare,NIFTY 100,nifty_100,,2026-06-30
ASIANPAINT,Asian Paints Ltd.,Consumer Durables,NIFTY 100,nifty_100,,2026-06-30
DMART,Avenue Supermarts Ltd.,Consumer Services,NIFTY 100,nifty_100,,2026-06-30
AXISBANK,Axis Bank Ltd.,Financial Services,NIFTY 100,nifty_100,,2026-06-30
BAJAJ-AUTO,Bajaj Auto Ltd.,Automobile and Auto Components,NIFTY 100,nifty_100,,2026-06-30
BAJFINANCE,Bajaj Finance Ltd.,Financial Services,NIFTY 100,nifty_100,,2026-06-30
BAJAJFINSV,Bajaj Finserv Ltd.,Financial Services,NIFTY 100,nifty_100,,2026-06-30
BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,Financial Services,NIFTY 100,nifty_100,,2026-06-30
BANKBARODA,Bank of Baroda,Financial Services,NIFTY 100,nifty_100,,2026-06-30
BEL,Bharat Electronics Ltd.,Capital Goods,NIFTY 100,nifty_100,,2026-06-30
BPCL,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,NIFTY 100,nifty_100,,2026-06-30
BHARTIARTL,Bharti Airtel Ltd.,Telecommunication,NIFTY 100,nifty_100,,2026-06-30
BOSCHLTD,Bosch Ltd.,Automobile and Auto Components,NIFTY 100,nifty_100,,2026-06-30
BRITANNIA,Britannia Industries Ltd.,Fast Moving Consumer Goods,NIFTY 100,nifty_100,,2026-06-30
CGPOWER,CG Power and Industrial Solutions Ltd.,Capital Goods,NIFTY 100,nifty_100,,2026-06-30
CANBK,Canara Bank,Financial Services,NIFTY 100,nifty_100,,2026-06-30
CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,Financial Services,NIFTY 100,nifty_100,,2026-06-30
CIPLA,Cipla Ltd.,Healthcare,NIFTY 100,nifty_100,,2026-06-30
COALINDIA,Coal India Ltd.,Oil Gas & Consumable Fuels,NIFTY 100,nifty_100,,2026-06-30
CUMMINSIND,Cummins India Ltd.,Capital Goods,NIFTY 100,nifty_100,,2026-06-30
DLF,DLF Ltd.,Realty,NIFTY 100,nifty_100,,2026-06-30
DIVISLAB,Divi's Laboratories Ltd.,Healthcare,NIFTY 100,nifty_100,,2026-06-30
DRREDDY,Dr. Reddy's Laboratories Ltd.,Healthcare,NIFTY 100,nifty_100,,2026-06-30
EICHERMOT,Eicher Motors Ltd.,Automobile and Auto Components,NIFTY 100,nifty_100,,2026-06-30
ETERNAL,Eternal Ltd.,Consumer Services,NIFTY 100,nifty_100,,2026-06-30
GAIL,GAIL (India) Ltd.,Oil Gas & Consumable Fuels,NIFTY 100,nifty_100,,2026-06-30
GODREJCP,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,NIFTY 100,nifty_100,,2026-06-30
GRASIM,Grasim Industries Ltd.,Construction Materials,NIFTY 100,nifty_100,,2026-06-30
HCLTECH,HCL Technologies Ltd.,Information Technology,NIFTY 100,nifty_100,,2026-06-30
