symbol,company_name,industry_nse,index_name,index_slug,sector_hint,downloaded_date
360ONE,360 ONE WAM Ltd.,Financial Services,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
APLAPOLLO,APL Apollo Tubes Ltd.,Capital Goods,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
AUBANK,AU Small Finance Bank Ltd.,Financial Services,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
ATGL,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
ABCAPITAL,Aditya Birla Capital Ltd.,Financial Services,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
ALKEM,Alkem Laboratories Ltd.,Healthcare,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
ASHOKLEY,Ashok Leyland Ltd.,Capital Goods,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
ASTRAL,Astral Ltd.,Capital Goods,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
AUROPHARMA,Aurobindo Pharma Ltd.,Healthcare,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
BSE,BSE Ltd.,Financial Services,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
BANKINDIA,Bank of India,Financial Services,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
BDL,Bharat Dynamics Ltd.,Capital Goods,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
BHARATFORG,Bharat Forge Ltd.,Automobile and Auto Components,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
BHEL,Bharat Heavy Electricals Ltd.,Capital Goods,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
GROWW,Billionbrains Garage Ventures Ltd.,Financial Services,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
BIOCON,Biocon Ltd.,Healthcare,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
BLUESTARCO,Blue Star Ltd.,Consumer Durables,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
COCHINSHIP,Cochin Shipyard Ltd.,Capital Goods,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
COFORGE,Coforge Ltd.,Information Technology,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
COLPAL,Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
CONCOR,Container Corporation of India Ltd.,Services,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
COROMANDEL,Coromandel International Ltd.,Chemicals,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
DABUR,Dabur India Ltd.,Fast Moving Consumer Goods,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
DIXON,Dixon Technologies (India) Ltd.,Consumer Durables,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
EXIDEIND,Exide Industries Ltd.,Automobile and Auto Components,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
NYKAA,FSN E-Commerce Ventures Ltd.,Consumer Services,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
FEDERALBNK,Federal Bank Ltd.,Financial Services,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
FORTIS,Fortis Healthcare Ltd.,Healthcare,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
GVT&D,GE Vernova T&D India Ltd.,Capital Goods,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
GMRAIRPORT,GMR Airports Ltd.,Services,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
GLENMARK,Glenmark Pharmaceuticals Ltd.,Healthcare,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
GODFRYPHLP,Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
GODREJPROP,Godrej Properties Ltd.,Realty,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
HAVELLS,Havells India Ltd.,Consumer Durables,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
HEROMOTOCO,Hero MotoCorp Ltd.,Automobile and Auto Components,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
HINDPETRO,Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
POWERINDIA,Hitachi Energy India Ltd.,Capital Goods,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
HUDCO,Housing & Urban Development Corporation Ltd.,Financial Services,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
ICICIGI,ICICI Lombard General Insurance Company Ltd.,Financial Services,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
ICICIAMC,ICICI Prudential Asset Management Company Ltd.,Financial Services,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
IDFCFIRSTB,IDFC First Bank Ltd.,Financial Services,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
INDIANB,Indian Bank,Financial Services,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
IRCTC,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
IREDA,Indian Renewable Energy Development Agency Ltd.,Financial Services,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
INDUSTOWER,Indus Towers Ltd.,Telecommunication,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
INDUSINDBK,IndusInd Bank Ltd.,Financial Services,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
NAUKRI,Info Edge (India) Ltd.,Consumer Services,NIFTY MIDCAP 100,nifty_midcap_100,,2026-06-30
