symbol,company_name,industry_nse,index_name,index_slug,sector_hint,downloaded_date
360ONE,360 ONE WAM Ltd.,Financial Services,NIFTY 500,nifty_500,,2026-06-30
3MINDIA,3M India Ltd.,Diversified,NIFTY 500,nifty_500,,2026-06-30
ABB,ABB India Ltd.,Capital Goods,NIFTY 500,nifty_500,,2026-06-30
ACC,ACC Ltd.,Construction Materials,NIFTY 500,nifty_500,,2026-06-30
ACMESOLAR,ACME Solar Holdings Ltd.,Power,NIFTY 500,nifty_500,,2026-06-30
AIAENG,AIA Engineering Ltd.,Capital Goods,NIFTY 500,nifty_500,,2026-06-30
APLAPOLLO,APL Apollo Tubes Ltd.,Capital Goods,NIFTY 500,nifty_500,,2026-06-30
AUBANK,AU Small Finance Bank Ltd.,Financial Services,NIFTY 500,nifty_500,,2026-06-30
AWL,AWL Agri Business Ltd.,Fast Moving Consumer Goods,NIFTY 500,nifty_500,,2026-06-30
AADHARHFC,Aadhar Housing Finance Ltd.,Financial Services,NIFTY 500,nifty_500,,2026-06-30
AARTIIND,Aarti Industries Ltd.,Chemicals,NIFTY 500,nifty_500,,2026-06-30
AAVAS,Aavas Financiers Ltd.,Financial Services,NIFTY 500,nifty_500,,2026-06-30
ABBOTINDIA,Abbott India Ltd.,Healthcare,NIFTY 500,nifty_500,,2026-06-30
ACE,Action Construction Equipment Ltd.,Capital Goods,NIFTY 500,nifty_500,,2026-06-30
ACUTAAS,Acutaas Chemicals Ltd.,Healthcare,NIFTY 500,nifty_500,,2026-06-30
ADANIENSOL,Adani Energy Solutions Ltd.,Power,NIFTY 500,nifty_500,,2026-06-30
ADANIENT,Adani Enterprises Ltd.,Metals & Mining,NIFTY 500,nifty_500,,2026-06-30
ADANIGREEN,Adani Green Energy Ltd.,Power,NIFTY 500,nifty_500,,2026-06-30
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services,NIFTY 500,nifty_500,,2026-06-30
ADANIPOWER,Adani Power Ltd.,Power,NIFTY 500,nifty_500,,2026-06-30
ATGL,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,NIFTY 500,nifty_500,,2026-06-30
ABCAPITAL,Aditya Birla Capital Ltd.,Financial Services,NIFTY 500,nifty_500,,2026-06-30
ABFRL,Aditya Birla Fashion and Retail Ltd.,Consumer Services,NIFTY 500,nifty_500,,2026-06-30
ABLBL,Aditya Birla Lifestyle Brands Ltd.,Consumer Services,NIFTY 500,nifty_500,,2026-06-30
ABREL,Aditya Birla Real Estate Ltd.,Realty,NIFTY 500,nifty_500,,2026-06-30
ABSLAMC,Aditya Birla Sun Life AMC Ltd.,Financial Services,NIFTY 500,nifty_500,,2026-06-30
CPPLUS,Aditya Infotech Ltd.,Capital Goods,NIFTY 500,nifty_500,,2026-06-30
AEGISLOG,Aegis Logistics Ltd.,Oil Gas & Consumable Fuels,NIFTY 500,nifty_500,,2026-06-30
AEGISVOPAK,Aegis Vopak Terminals Ltd.,Oil Gas & Consumable Fuels,NIFTY 500,nifty_500,,2026-06-30
AFCONS,Afcons Infrastructure Ltd.,Construction,NIFTY 500,nifty_500,,2026-06-30
AFFLE,Affle 3i Ltd.,Information Technology,NIFTY 500,nifty_500,,2026-06-30
AJANTPHARM,Ajanta Pharmaceuticals Ltd.,Healthcare,NIFTY 500,nifty_500,,2026-06-30
ALKEM,Alkem Laboratories Ltd.,Healthcare,NIFTY 500,nifty_500,,2026-06-30
ABDL,Allied Blenders and Distillers Ltd.,Fast Moving Consumer Goods,NIFTY 500,nifty_500,,2026-06-30
ARE&M,Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,NIFTY 500,nifty_500,,2026-06-30
AMBER,Amber Enterprises India Ltd.,Consumer Durables,NIFTY 500,nifty_500,,2026-06-30
AMBUJACEM,Ambuja Cements Ltd.,Construction Materials,NIFTY 500,nifty_500,,2026-06-30
ANANDRATHI,Anand Rathi Wealth Ltd.,Financial Services,NIFTY 500,nifty_500,,2026-06-30
ANANTRAJ,Anant Raj Ltd.,Realty,NIFTY 500,nifty_500,,2026-06-30
