symbol,company_name,industry_nse,index_name,index_slug,sector_hint,downloaded_date
AXISBANK,Axis Bank Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
BSE,BSE Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
BAJAJ-AUTO,Bajaj Auto Ltd.,Automobile and Auto Components,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
BAJFINANCE,Bajaj Finance Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
BAJAJFINSV,Bajaj Finserv Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
BAJAJHFL,Bajaj Housing Finance Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
BALKRISIND,Balkrishna Industries Ltd.,Automobile and Auto Components,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
BANKBARODA,Bank of Baroda,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
BANKINDIA,Bank of India,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
MAHABANK,Bank of Maharashtra,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
BERGEPAINT,Berger Paints India Ltd.,Consumer Durables,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
BDL,Bharat Dynamics Ltd.,Capital Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
BEL,Bharat Electronics Ltd.,Capital Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
BHARATFORG,Bharat Forge Ltd.,Automobile and Auto Components,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
BHEL,Bharat Heavy Electricals Ltd.,Capital Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
BPCL,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
BHARTIARTL,Bharti Airtel Ltd.,Telecommunication,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
BHARTIHEXA,Bharti Hexacom Ltd.,Telecommunication,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
GROWW,Billionbrains Garage Ventures Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
BIOCON,Biocon Ltd.,Healthcare,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
BLUESTARCO,Blue Star Ltd.,Consumer Durables,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
BOSCHLTD,Bosch Ltd.,Automobile and Auto Components,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
BRITANNIA,Britannia Industries Ltd.,Fast Moving Consumer Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
CGPOWER,CG Power and Industrial Solutions Ltd.,Capital Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
CRISIL,CRISIL Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
CANBK,Canara Bank,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
CIPLA,Cipla Ltd.,Healthcare,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
COALINDIA,Coal India Ltd.,Oil Gas & Consumable Fuels,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
COCHINSHIP,Cochin Shipyard Ltd.,Capital Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
COFORGE,Coforge Ltd.,Information Technology,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
COLPAL,Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
CONCOR,Container Corporation of India Ltd.,Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
COROMANDEL,Coromandel International Ltd.,Chemicals,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
CUMMINSIND,Cummins India Ltd.,Capital Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
DLF,DLF Ltd.,Realty,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
DABUR,Dabur India Ltd.,Fast Moving Consumer Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
DALBHARAT,Dalmia Bharat Ltd.,Construction Materials,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
DIVISLAB,Divi's Laboratories Ltd.,Healthcare,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
DIXON,Dixon Technologies (India) Ltd.,Consumer Durables,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
DRREDDY,Dr. Reddy's Laboratories Ltd.,Healthcare,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
EICHERMOT,Eicher Motors Ltd.,Automobile and Auto Components,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
ENDURANCE,Endurance Technologies Ltd.,Automobile and Auto Components,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
ESCORTS,Escorts Kubota Ltd.,Capital Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
ETERNAL,Eternal Ltd.,Consumer Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
EXIDEIND,Exide Industries Ltd.,Automobile and Auto Components,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
NYKAA,FSN E-Commerce Ventures Ltd.,Consumer Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
FEDERALBNK,Federal Bank Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
FORTIS,Fortis Healthcare Ltd.,Healthcare,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
GAIL,GAIL (India) Ltd.,Oil Gas & Consumable Fuels,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
GVT&D,GE Vernova T&D India Ltd.,Capital Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
GMRAIRPORT,GMR Airports Ltd.,Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
GICRE,General Insurance Corporation of India,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,Healthcare,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
GLENMARK,Glenmark Pharmaceuticals Ltd.,Healthcare,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
MEDANTA,Global Health Ltd.,Healthcare,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
GODFRYPHLP,Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
GODREJCP,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
GODREJIND,Godrej Industries Ltd.,Diversified,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
GODREJPROP,Godrej Properties Ltd.,Realty,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
GRASIM,Grasim Industries Ltd.,Construction Materials,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
FLUOROCHEM,Gujarat Fluorochemicals Ltd.,Chemicals,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
HCLTECH,HCL Technologies Ltd.,Information Technology,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
HDBFS,HDB Financial Services Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
HDFCAMC,HDFC Asset Management Company Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
HDFCBANK,HDFC Bank Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
HDFCLIFE,HDFC Life Insurance Company Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
HAVELLS,Havells India Ltd.,Consumer Durables,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
HEROMOTOCO,Hero MotoCorp Ltd.,Automobile and Auto Components,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
HEXT,Hexaware Technologies Ltd.,Information Technology,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
HINDALCO,Hindalco Industries Ltd.,Metals & Mining,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
HAL,Hindustan Aeronautics Ltd.,Capital Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
HINDPETRO,Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
HINDUNILVR,Hindustan Unilever Ltd.,Fast Moving Consumer Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
HINDZINC,Hindustan Zinc Ltd.,Metals & Mining,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
POWERINDIA,Hitachi Energy India Ltd.,Capital Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
HONAUT,Honeywell Automation India Ltd.,Capital Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
HUDCO,Housing & Urban Development Corporation Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
HYUNDAI,Hyundai Motor India Ltd.,Automobile and Auto Components,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
ICICIBANK,ICICI Bank Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
ICICIGI,ICICI Lombard General Insurance Company Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
ICICIAMC,ICICI Prudential Asset Management Company Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
IDFCFIRSTB,IDFC First Bank Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
ITCHOTELS,ITC Hotels Ltd.,Consumer Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
ITC,ITC Ltd.,Fast Moving Consumer Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
INDIANB,Indian Bank,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
INDHOTEL,Indian Hotels Co. Ltd.,Consumer Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
IOC,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
IRCTC,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
IRFC,Indian Railway Finance Corporation Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
IREDA,Indian Renewable Energy Development Agency Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
INDUSTOWER,Indus Towers Ltd.,Telecommunication,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
INDUSINDBK,IndusInd Bank Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
NAUKRI,Info Edge (India) Ltd.,Consumer Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
INFY,Infosys Ltd.,Information Technology,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
INDIGO,InterGlobe Aviation Ltd.,Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
IPCALAB,Ipca Laboratories Ltd.,Healthcare,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
JKCEMENT,J.K. Cement Ltd.,Construction Materials,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
JSWENERGY,JSW Energy Ltd.,Power,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
JSWINFRA,JSW Infrastructure Ltd.,Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
JSWSTEEL,JSW Steel Ltd.,Metals & Mining,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
JSL,Jindal Stainless Ltd.,Metals & Mining,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
JINDALSTEL,Jindal Steel Ltd.,Metals & Mining,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
JIOFIN,Jio Financial Services Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
JUBLFOOD,Jubilant Foodworks Ltd.,Consumer Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
KPRMILL,K.P.R. Mill Ltd.,Textiles,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
KEI,KEI Industries Ltd.,Capital Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
KPITTECH,KPIT Technologies Ltd.,Information Technology,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
KALYANKJIL,Kalyan Jewellers India Ltd.,Consumer Durables,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
KOTAKBANK,Kotak Mahindra Bank Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
LTF,L&T Finance Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
LTTS,L&T Technology Services Ltd.,Information Technology,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
LGEINDIA,LG Electronics India Ltd.,Consumer Durables,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
LICHSGFIN,LIC Housing Finance Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
LTM,LTM Ltd.,Information Technology,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
LT,Larsen & Toubro Ltd.,Construction,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
LAURUSLABS,Laurus Labs Ltd.,Healthcare,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
LENSKART,Lenskart Solutions Ltd.,Consumer Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
LICI,Life Insurance Corporation of India,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
LINDEINDIA,Linde India Ltd.,Chemicals,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
LLOYDSME,Lloyds Metals And Energy Ltd.,Metals & Mining,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
LODHA,Lodha Developers Ltd.,Realty,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
LUPIN,Lupin Ltd.,Healthcare,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
MRF,MRF Ltd.,Automobile and Auto Components,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
M&MFIN,Mahindra & Mahindra Financial Services Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
M&M,Mahindra & Mahindra Ltd.,Automobile and Auto Components,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
MANKIND,Mankind Pharma Ltd.,Healthcare,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
MARICO,Marico Ltd.,Fast Moving Consumer Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
MARUTI,Maruti Suzuki India Ltd.,Automobile and Auto Components,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
MFSL,Max Financial Services Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
MAXHEALTH,Max Healthcare Institute Ltd.,Healthcare,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
MAZDOCK,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
MOTILALOFS,Motilal Oswal Financial Services Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
MPHASIS,MphasiS Ltd.,Information Technology,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
MCX,Multi Commodity Exchange of India Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
MUTHOOTFIN,Muthoot Finance Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
NHPC,NHPC Ltd.,Power,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
NLCINDIA,NLC India Ltd.,Power,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
NMDC,NMDC Ltd.,Metals & Mining,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
NTPCGREEN,NTPC Green Energy Ltd.,Power,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
NTPC,NTPC Ltd.,Power,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
NATIONALUM,National Aluminium Co. Ltd.,Metals & Mining,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
NESTLEIND,Nestle India Ltd.,Fast Moving Consumer Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
NAM-INDIA,Nippon Life India Asset Management Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
OBEROIRLTY,Oberoi Realty Ltd.,Realty,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
ONGC,Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
OIL,Oil India Ltd.,Oil Gas & Consumable Fuels,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
PAYTM,One 97 Communications Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
OFSS,Oracle Financial Services Software Ltd.,Information Technology,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
POLICYBZR,PB Fintech Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
PIIND,PI Industries Ltd.,Chemicals,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
PAGEIND,Page Industries Ltd.,Textiles,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
PATANJALI,Patanjali Foods Ltd.,Fast Moving Consumer Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
PERSISTENT,Persistent Systems Ltd.,Information Technology,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
PETRONET,Petronet LNG Ltd.,Oil Gas & Consumable Fuels,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
PHOENIXLTD,Phoenix Mills Ltd.,Realty,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
PIDILITIND,Pidilite Industries Ltd.,Chemicals,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
POLYCAB,Polycab India Ltd.,Capital Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
PFC,Power Finance Corporation Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
POWERGRID,Power Grid Corporation of India Ltd.,Power,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
PREMIERENE,Premier Energies Ltd.,Capital Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
PRESTIGE,Prestige Estates Projects Ltd.,Realty,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
PNB,Punjab National Bank,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
RECLTD,REC Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
RADICO,Radico Khaitan Ltd,Fast Moving Consumer Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
RVNL,Rail Vikas Nigam Ltd.,Construction,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
RELIANCE,Reliance Industries Ltd.,Oil Gas & Consumable Fuels,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
SBICARD,SBI Cards and Payment Services Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
SBILIFE,SBI Life Insurance Company Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
SJVN,SJVN Ltd.,Power,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
SRF,SRF Ltd.,Chemicals,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
MOTHERSON,Samvardhana Motherson International Ltd.,Automobile and Auto Components,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
SCHAEFFLER,Schaeffler India Ltd.,Automobile and Auto Components,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
SHREECEM,Shree Cement Ltd.,Construction Materials,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
SHRIRAMFIN,Shriram Finance Ltd.,Financial Services,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
ENRIN,Siemens Energy India Ltd.,Capital Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
SIEMENS,Siemens Ltd.,Capital Goods,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
SOLARINDS,Solar Industries India Ltd.,Chemicals,NIFTY LARGEMIDCAP 250,nifty_largemidcap_250,,2026-06-30
