SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TRADE_DATE
20MICRONS,EQ,167.33,170.17,165.0,166.61,82201,2026-03-11
21STCENMGM,EQ,35.2,35.2,33.91,33.94,1664,2026-03-11
360ONE,EQ,1055.0,1065.0,1040.0,1048.1,745098,2026-03-11
3IINFOLTD,EQ,13.4,13.65,13.13,13.24,497434,2026-03-11
3MINDIA,EQ,34075.0,34625.0,33625.0,33720.0,1880,2026-03-11
3PLAND,EQ,31.25,31.4,30.5,31.36,9478,2026-03-11
5PAISA,EQ,310.5,317.8,300.5,304.0,56788,2026-03-11
63MOONS,EQ,619.0,623.5,592.0,595.75,131782,2026-03-11
AAATECH,EQ,95.4,97.59,93.32,94.76,20694,2026-03-11
AADHARHFC,EQ,476.3,486.0,473.4,482.35,210199,2026-03-11
AAREYDRUGS,EQ,69.01,71.42,65.25,67.65,26636,2026-03-11
AARNAV,EQ,24.4,28.3,24.01,26.29,30255,2026-03-11
AARON,EQ,151.54,152.9,145.01,145.9,14284,2026-03-11
AARTECH,EQ,41.39,42.11,40.05,40.34,11167,2026-03-11
AARTIDRUGS,EQ,353.45,362.45,349.75,352.75,155003,2026-03-11
AARTIIND,EQ,426.05,431.4,422.15,430.15,847379,2026-03-11
AARTIPHARM,EQ,686.0,699.8,678.0,681.05,113933,2026-03-11
AARTISURF,EQ,361.35,371.0,361.35,367.15,17632,2026-03-11
AARVI,EQ,136.4,136.8,128.53,129.82,13232,2026-03-11
AAVAS,EQ,1231.0,1231.0,1200.0,1211.8,97504,2026-03-11
ABB,EQ,6230.0,6325.0,6181.0,6280.0,599883,2026-03-11
ABBOTINDIA,EQ,27000.0,27325.0,26650.0,27200.0,9145,2026-03-11
ABCAPITAL,EQ,334.8,338.2,322.2,323.8,3068108,2026-03-11
ABCOTS,EQ,396.0,409.65,393.05,401.95,24244,2026-03-11
ABDL,EQ,480.5,487.5,470.0,473.45,168049,2026-03-11
ABFRL,EQ,61.7,63.49,61.34,61.74,7209647,2026-03-11
ABGSEC,EQ,112.93,112.93,112.26,112.26,456,2026-03-11
ABINFRA,EQ,17.75,18.4,17.1,17.61,1455577,2026-03-11
ABLBL,EQ,103.5,105.54,101.75,102.75,7178994,2026-03-11
ABREL,EQ,1176.2,1209.4,1174.2,1183.0,146047,2026-03-11
ABSL10BANK,EQ,170.1,170.11,167.5,167.59,1936,2026-03-11
ABSLAMC,EQ,989.95,1022.95,988.0,1010.0,2308297,2026-03-11
ABSLBANETF,EQ,58.75,58.77,56.91,57.0,36239,2026-03-11
ABSLLIQUID,EQ,1000.0,1000.01,999.99,999.99,1044,2026-03-11
ABSLMSCIN,EQ,28.94,28.95,28.5,28.54,2450,2026-03-11
ABSLNN50ET,EQ,70.27,72.0,69.32,70.17,103490,2026-03-11
ABSLPSE,EQ,10.8,10.8,10.41,10.48,206043,2026-03-11
ACC,EQ,1481.0,1497.4,1452.7,1456.4,205801,2026-03-11
ACCELYA,EQ,1198.8,1232.1,1198.8,1226.7,22263,2026-03-11
ACCURACY,EQ,4.09,4.15,3.96,4.0,315417,2026-03-11
ACE,EQ,862.95,879.6,850.0,853.4,145468,2026-03-11
ACEINTEG,EQ,17.04,17.41,15.81,16.63,1929,2026-03-11
ACI,EQ,548.7,553.5,535.2,537.2,93423,2026-03-11
ACL,EQ,53.88,55.79,51.1,52.57,26111,2026-03-11
ACMESOLAR,EQ,224.5,232.87,222.79,230.24,475727,2026-03-11
ACUTAAS,EQ,2229.9,2259.6,2171.0,2193.0,303331,2026-03-11
ADANIENSOL,EQ,1010.0,1031.6,987.4,992.0,858594,2026-03-11
ADANIENT,EQ,2006.6,2027.4,1970.0,1974.7,1088294,2026-03-11
ADANIGREEN,EQ,866.6,877.9,846.9,849.65,3005645,2026-03-11
ADANIPORTS,EQ,1425.0,1454.9,1405.7,1410.8,2212011,2026-03-11
ADANIPOWER,EQ,139.2,142.09,138.68,138.85,15328343,2026-03-11
ADFFOODS,EQ,187.0,193.44,186.54,187.44,173581,2026-03-11
ADL,EQ,69.0,74.8,65.41,72.99,675,2026-03-11
ADOR,EQ,1002.6,1019.9,989.7,999.8,7731,2026-03-11
ADROITINFO,EQ,9.58,10.05,9.58,9.67,253844,2026-03-11
ADSL,EQ,107.5,109.69,104.46,105.09,104115,2026-03-11
ADVAIT,EQ,1652.9,1670.0,1604.0,1614.0,20566,2026-03-11
ADVANCE,EQ,109.0,110.17,103.2,105.02,216371,2026-03-11
ADVANIHOTR,EQ,53.0,53.25,52.01,52.31,20193,2026-03-11
ADVENTHTL,EQ,179.44,183.78,176.1,178.16,179261,2026-03-11
ADVENZYMES,EQ,293.2,303.9,293.0,294.9,190738,2026-03-11
AEGISLOG,EQ,650.0,650.2,614.0,616.55,718459,2026-03-11
AEGISVOPAK,EQ,194.69,199.09,191.29,193.27,529991,2026-03-11
AEQUS,EQ,128.22,128.22,125.35,126.08,900548,2026-03-11
AEROENTER,EQ,73.01,75.19,72.0,72.68,362493,2026-03-11
AEROFLEX,EQ,221.97,238.0,221.89,234.17,3480121,2026-03-11
AERONEU,EQ,68.81,68.81,67.0,67.09,22337,2026-03-11
AETHER,EQ,1015.0,1044.0,998.5,1015.5,457374,2026-03-11
AFCONS,EQ,277.0,300.95,276.5,280.3,1707768,2026-03-11
AFFLE,EQ,1396.1,1427.9,1391.2,1411.4,346843,2026-03-11
AFFORDABLE,EQ,175.0,178.08,167.6,168.49,35621,2026-03-11
AFSL,EQ,204.26,210.0,201.5,204.72,19410,2026-03-11
AGARIND,EQ,451.0,456.95,437.05,441.5,44942,2026-03-11
AGARWALEYE,EQ,445.95,451.45,442.1,444.8,51349,2026-03-11
AGI,EQ,516.7,540.0,510.05,533.05,266960,2026-03-11
AGIIL,EQ,307.0,321.0,305.85,311.05,2146015,2026-03-11
AGROPHOS,EQ,32.0,34.88,32.0,33.99,29260,2026-03-11
AHCL,EQ,126.33,129.17,125.0,126.99,345988,2026-03-11
AHLADA,EQ,41.44,44.47,41.03,42.13,14752,2026-03-11
AHLEAST,EQ,160.06,160.9,160.0,160.31,1505,2026-03-11
AHLUCONT,EQ,763.2,776.95,757.15,771.8,82969,2026-03-11
AIAENG,EQ,3780.0,3785.5,3662.0,3743.1,44327,2026-03-11
AIIL,EQ,485.95,485.95,446.5,453.15,2562765,2026-03-11
AIRAN,EQ,16.24,16.24,15.81,15.92,60001,2026-03-11
AIROLAM,EQ,91.94,91.94,85.71,86.18,23309,2026-03-11
AJANTPHARM,EQ,3022.0,3081.6,3010.4,3048.2,106740,2026-03-11
AJAXENGG,EQ,496.6,496.6,480.0,480.45,68256,2026-03-11
AJMERA,EQ,123.26,129.0,123.26,125.49,389688,2026-03-11
AJOONI,EQ,4.51,4.59,4.44,4.45,262652,2026-03-11
AKASH,EQ,24.75,24.75,24.13,24.56,3947,2026-03-11
AKG,EQ,11.12,11.12,10.85,10.96,11012,2026-03-11
AKI,EQ,5.04,5.14,4.8,5.05,29242,2026-03-11
AKSHAR,EQ,0.41,0.41,0.4,0.4,1342417,2026-03-11
AKSHARCHEM,EQ,179.82,182.0,167.7,171.07,12191,2026-03-11
AKSHOPTFBR,EQ,4.45,4.47,4.3,4.37,127522,2026-03-11
AKUMS,EQ,503.9,515.0,494.0,507.25,333102,2026-03-11
AKZOINDIA,EQ,2895.3,2920.0,2840.9,2880.8,31791,2026-03-11
ALANKIT,EQ,7.84,7.99,7.77,7.85,260216,2026-03-11
ALBERTDAVD,EQ,679.45,698.95,672.45,690.8,4247,2026-03-11
ALEMBICLTD,EQ,85.06,86.33,84.51,84.79,177931,2026-03-11
ALGOQUANT,EQ,59.75,59.75,55.45,56.36,1116351,2026-03-11
ALICON,EQ,712.3,727.3,695.0,699.45,3778,2026-03-11
ALIVUS,EQ,940.65,957.15,928.7,949.75,93209,2026-03-11
ALKALI,EQ,61.4,62.5,58.22,59.42,7756,2026-03-11
ALKEM,EQ,5662.0,5665.0,5514.5,5544.5,147779,2026-03-11
ALKYLAMINE,EQ,1331.0,1367.9,1299.6,1321.4,84956,2026-03-11
ALLCARGO,EQ,8.03,8.03,7.81,7.85,4047766,2026-03-11
ALLDIGI,EQ,766.6,810.0,765.9,797.65,9913,2026-03-11
ALLTIME,EQ,213.0,217.0,212.0,213.42,34162,2026-03-11
ALMONDZ,EQ,14.8,14.8,14.1,14.22,160761,2026-03-11
ALOKINDS,EQ,13.3,13.63,13.2,13.26,3731324,2026-03-11
ALPA,EQ,62.51,64.6,60.15,61.7,26910,2026-03-11
ALPHA,EQ,47.37,47.45,46.15,46.23,2193470,2026-03-11
ALPHAETF,EQ,24.7,24.7,23.96,24.02,558143,2026-03-11
ALPHAGEO,EQ,204.98,207.0,196.47,199.31,5976,2026-03-11
ALPL30IETF,EQ,27.02,27.07,26.57,26.59,1654703,2026-03-11
AMAGI,EQ,384.0,394.8,380.0,384.2,223383,2026-03-11
AMANTA,EQ,97.55,102.5,93.7,99.65,310806,2026-03-11
AMBER,EQ,7510.0,7544.5,7275.0,7308.0,245346,2026-03-11
AMBICAAGAR,EQ,25.5,25.5,23.36,23.84,5005,2026-03-11
AMBIKCO,EQ,1360.1,1378.5,1360.1,1370.9,4649,2026-03-11
AMBUJACEM,EQ,462.5,471.35,456.0,457.8,1879908,2026-03-11
AMDIND,EQ,38.71,40.9,38.3,38.6,6937,2026-03-11
AMJLAND,EQ,40.0,40.0,38.33,39.01,11620,2026-03-11
