SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TRADE_DATE
20MICRONS,EQ,152.0,153.99,148.65,151.02,110174,2026-03-20
21STCENMGM,EQ,33.15,33.15,31.9,31.9,4264,2026-03-20
360ONE,EQ,1034.6,1055.0,1034.6,1040.6,413078,2026-03-20
3IINFOLTD,EQ,13.5,13.9,13.46,13.82,586093,2026-03-20
3MINDIA,EQ,33000.0,33435.0,32125.0,32270.0,4927,2026-03-20
3PLAND,EQ,30.0,32.59,30.0,32.36,665,2026-03-20
5PAISA,EQ,288.0,298.0,287.85,291.6,63078,2026-03-20
63MOONS,EQ,536.15,561.8,524.35,531.45,321539,2026-03-20
AAATECH,EQ,92.53,95.95,92.02,93.0,15859,2026-03-20
AADHARHFC,EQ,465.05,469.85,447.25,449.85,337678,2026-03-20
AAREYDRUGS,EQ,68.4,70.5,67.72,69.28,38633,2026-03-20
AARNAV,EQ,26.7,30.45,25.25,25.77,190160,2026-03-20
AARON,EQ,136.3,141.85,136.3,137.74,5900,2026-03-20
AARTECH,EQ,45.45,47.73,45.0,46.63,63037,2026-03-20
AARTIDRUGS,EQ,340.0,348.0,338.3,343.15,100847,2026-03-20
AARTIIND,EQ,415.2,430.0,413.0,427.35,1189269,2026-03-20
AARTIPHARM,EQ,649.85,659.9,637.0,644.6,164744,2026-03-20
AARTISURF,EQ,351.1,360.0,348.15,352.85,15368,2026-03-20
AARVI,EQ,129.35,132.01,128.64,130.15,22067,2026-03-20
AAVAS,EQ,1115.0,1125.0,1087.2,1098.1,181266,2026-03-20
ABB,EQ,6250.0,6380.0,6250.0,6297.0,274862,2026-03-20
ABBOTINDIA,EQ,26515.0,26790.0,26400.0,26715.0,5188,2026-03-20
ABCAPITAL,EQ,317.0,317.9,309.6,311.25,3909838,2026-03-20
ABCOTS,EQ,397.0,407.95,397.0,403.35,41839,2026-03-20
ABDL,EQ,414.5,418.55,405.0,408.45,359806,2026-03-20
ABFRL,EQ,57.6,63.62,57.11,59.98,32781127,2026-03-20
ABGSEC,EQ,111.76,112.64,111.76,112.64,1146,2026-03-20
ABINFRA,EQ,17.13,17.26,16.9,16.97,3771482,2026-03-20
ABLBL,EQ,93.74,96.49,92.34,93.23,3126943,2026-03-20
ABREL,EQ,1180.0,1196.0,1155.1,1165.4,212529,2026-03-20
ABSL10BANK,EQ,164.71,164.71,159.6,161.31,828,2026-03-20
ABSLAMC,EQ,947.4,960.8,938.1,944.65,157330,2026-03-20
ABSLBANETF,EQ,55.11,55.52,54.4,54.52,138073,2026-03-20
ABSLLIQUID,EQ,1000.0,1000.01,999.99,999.99,8310,2026-03-20
ABSLMSCIN,EQ,28.23,28.23,27.52,27.52,377,2026-03-20
ABSLNN50ET,EQ,66.1,68.52,66.1,66.96,5308,2026-03-20
ABSLPSE,EQ,10.15,10.7,10.15,10.26,100794,2026-03-20
ACC,EQ,1362.0,1390.0,1358.6,1381.4,380815,2026-03-20
ACCELYA,EQ,1185.0,1200.0,1175.3,1181.8,7432,2026-03-20
ACCURACY,EQ,3.97,4.2,3.91,3.99,187202,2026-03-20
ACE,EQ,847.0,853.0,824.0,829.15,194400,2026-03-20
ACEINTEG,EQ,16.82,17.49,15.62,16.94,13035,2026-03-20
ACI,EQ,580.0,604.7,571.3,601.25,237171,2026-03-20
ACL,EQ,54.5,54.5,52.57,52.79,18893,2026-03-20
ACMESOLAR,EQ,266.0,266.8,244.22,246.37,2197261,2026-03-20
ACUTAAS,EQ,2254.9,2460.8,2243.1,2399.8,658530,2026-03-20
ADANIENSOL,EQ,1022.9,1043.0,1005.6,1009.9,1871563,2026-03-20
ADANIENT,EQ,1951.0,1974.4,1919.9,1927.1,1175662,2026-03-20
ADANIGREEN,EQ,865.45,887.0,860.0,863.1,1990204,2026-03-20
ADANIPORTS,EQ,1364.9,1393.5,1358.0,1365.4,4213342,2026-03-20
ADANIPOWER,EQ,152.0,157.2,150.52,151.54,44265976,2026-03-20
ADFFOODS,EQ,179.99,183.23,173.5,174.43,132734,2026-03-20
ADL,EQ,67.0,69.99,65.5,66.58,1067,2026-03-20
ADOR,EQ,942.2,951.6,912.0,917.1,15877,2026-03-20
ADROITINFO,EQ,8.87,9.34,8.6,8.83,30579,2026-03-20
ADSL,EQ,100.97,104.8,100.97,101.55,157894,2026-03-20
ADVAIT,EQ,1598.4,1707.8,1594.5,1644.6,35405,2026-03-20
ADVANCE,EQ,98.01,99.6,97.03,97.32,119169,2026-03-20
ADVANIHOTR,EQ,51.09,53.12,51.09,51.73,18271,2026-03-20
ADVENTHTL,EQ,152.25,154.66,150.15,151.07,107122,2026-03-20
ADVENZYMES,EQ,274.2,278.2,272.0,272.6,121612,2026-03-20
AEGISLOG,EQ,605.9,614.55,598.05,611.7,446433,2026-03-20
AEGISVOPAK,EQ,179.0,181.58,175.52,178.54,352156,2026-03-20
AEPL,EQ,17.23,17.99,16.6,16.85,80388,2026-03-20
AEQUS,EQ,124.5,126.0,122.0,123.06,506681,2026-03-20
AEROENTER,EQ,74.0,76.8,71.11,72.53,310467,2026-03-20
AEROFLEX,EQ,234.54,238.45,232.05,233.75,879693,2026-03-20
AERONEU,EQ,68.4,68.4,65.1,66.75,32271,2026-03-20
AETHER,EQ,1080.0,1180.0,1076.45,1155.55,1469947,2026-03-20
AFCONS,EQ,280.0,282.4,276.9,278.75,437746,2026-03-20
AFFLE,EQ,1300.6,1316.2,1276.1,1285.7,642032,2026-03-20
AFFORDABLE,EQ,149.7,153.92,141.0,142.09,45016,2026-03-20
AFSL,EQ,201.09,203.1,201.0,201.0,33480,2026-03-20
AGARIND,EQ,415.0,423.0,410.05,412.45,72337,2026-03-20
AGARWALEYE,EQ,425.0,435.15,420.6,424.35,87632,2026-03-20
AGI,EQ,509.4,513.2,497.0,499.1,104175,2026-03-20
AGIIL,EQ,310.0,322.4,300.0,311.7,6070850,2026-03-20
AGROPHOS,EQ,31.1,32.49,31.0,31.59,10748,2026-03-20
AHCL,EQ,114.46,122.47,113.37,121.11,381251,2026-03-20
AHLADA,EQ,38.7,39.99,38.7,39.38,6080,2026-03-20
AHLEAST,EQ,154.5,154.94,151.0,151.39,4739,2026-03-20
AHLUCONT,EQ,745.0,745.0,720.0,724.95,86808,2026-03-20
AIAENG,EQ,3608.7,3668.9,3372.3,3409.6,163807,2026-03-20
AIIL,EQ,483.45,499.9,474.65,492.2,538874,2026-03-20
AIRAN,EQ,15.87,15.87,15.07,15.22,46708,2026-03-20
AIROLAM,EQ,86.21,88.99,85.0,87.41,95,2026-03-20
AJANTPHARM,EQ,2973.2,3020.0,2872.5,2904.7,111373,2026-03-20
AJAXENGG,EQ,485.55,501.95,470.0,471.0,58122,2026-03-20
AJMERA,EQ,109.5,111.78,107.51,108.52,1190435,2026-03-20
AJOONI,EQ,4.33,4.56,4.22,4.26,764183,2026-03-20
AKASH,EQ,23.55,25.75,23.55,25.61,38095,2026-03-20
AKG,EQ,10.74,10.99,10.74,10.82,16995,2026-03-20
AKI,EQ,4.6,4.7,4.55,4.59,192039,2026-03-20
AKSHAR,EQ,0.41,0.41,0.39,0.4,1265198,2026-03-20
AKSHARCHEM,EQ,181.97,187.73,180.22,184.03,4133,2026-03-20
AKSHOPTFBR,EQ,4.67,4.88,4.55,4.6,223563,2026-03-20
AKUMS,EQ,468.2,487.65,468.2,483.4,124290,2026-03-20
AKZOINDIA,EQ,2807.8,2909.2,2773.1,2885.1,140991,2026-03-20
ALANKIT,EQ,7.8,7.89,7.38,7.54,455454,2026-03-20
ALBERTDAVD,EQ,671.0,678.0,651.05,658.5,3602,2026-03-20
ALEMBICLTD,EQ,78.85,80.45,78.75,79.9,130101,2026-03-20
ALGOQUANT,EQ,55.0,55.9,54.05,54.65,1036392,2026-03-20
ALICON,EQ,655.0,667.55,642.9,647.35,8712,2026-03-20
ALIVUS,EQ,929.95,954.5,929.7,949.8,53941,2026-03-20
ALKALI,EQ,58.01,58.01,54.6,55.14,8634,2026-03-20
ALKEM,EQ,5245.0,5298.5,5211.0,5257.5,325586,2026-03-20
