TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-06-05,2026-06-05,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,7160.90,7213.65,7114.00,7163.65,7163.65,7160.20,,7167.50,,,8853,63446815.00,2584,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,753.20,778.60,752.50,771.00,771.00,756.30,,770.45,,,57613,44351606.00,1793,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,861.05,870.00,848.50,850.25,852.95,859.70,,850.25,,,65700,56370197.00,4056,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500009,INE432A01017,AMBALALSA,B,,,,,AMBALAL SARABHAI ENTERPRISES L,34.82,35.63,34.00,34.47,34.47,34.81,,34.27,,,11977,416400.00,167,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,41.99,46.30,41.26,45.36,45.36,41.22,,45.36,,,573794,25852172.00,2095,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,3.88,3.97,3.80,3.84,3.80,3.85,,3.84,,,15889,61648.00,81,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,8.14,8.14,7.95,7.95,7.95,7.61,,7.95,,,2620,20991.00,20,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,122.65,124.15,121.75,122.80,123.40,121.60,,122.94,,,41369,5075104.00,607,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,B,,,,,ASIAN HOTELS (NORTH) LIMITED,292.00,320.00,292.00,299.35,299.35,302.00,,303.95,,,501,154415.00,19,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,6705.75,6789.45,6652.40,6672.25,6662.00,6739.45,,6678.50,,,887,5946193.00,207,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,29.49,30.75,29.20,29.35,29.32,29.16,,29.35,,,5708,169559.00,76,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,306.90,316.60,306.85,311.55,311.20,304.25,,311.50,,,31680,9894697.00,1761,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,19.54,20.15,19.28,19.77,19.77,19.31,,19.75,,,898512,17744391.00,1725,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,18698.75,18867.25,18201.00,18243.15,18243.15,18571.45,,18243.00,,,7030,129952960.00,2156,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500034,INE296A01032,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,871.40,913.00,871.40,889.15,889.15,873.90,,889.40,,,487329,437674854.00,11344,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD.,537.95,541.40,529.25,532.45,532.05,531.35,,531.85,,,35044,18718254.00,2844,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,A,,,,,BANCO PRODUCTS (INDIA) LTD.,665.60,666.00,653.55,656.35,653.85,658.85,,655.50,,,6522,4299714.00,295,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500040,INE055A01016,ABREL,A,,,,,ADITYA BIRLA REAL ESTATE LIMIT,1248.00,1278.00,1235.00,1237.80,1237.80,1249.40,,1237.80,,,3269,4091809.00,287,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500041,INE459A01010,BANARISUG,B,,,,,BANNARI AMMAN SUGARS LTD.,3637.00,3641.00,3601.00,3641.00,3641.00,3616.05,,3600.20,,,18,65434.00,7,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500042,INE373A01013,BASF,A,,,,,BASF INDIA LTD.,3473.35,3473.35,3388.00,3415.65,3418.00,3440.35,,3417.50,,,914,3126714.00,229,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500043,INE176A01028,BATAINDIA,A,,,,,BATA INDIA LTD.,658.00,670.30,658.00,664.95,664.00,657.85,,664.65,,,7311,4870310.00,694,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500048,INE258A01024,BEML,A,,,,,BEML LTD.,1756.80,1762.15,1721.85,1742.40,1743.00,1736.10,,1742.80,,,8009,13976931.00,525,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500049,INE263A01024,BEL,A,,,,,BHARAT ELECTRONICS LTD.,409.95,412.05,405.30,408.05,408.05,409.90,,408.20,,,587757,239896812.00,11187,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500051,INE099C01010,BHAGGAS,XT,,,,,BHAGAWATI GAS LIMITED,6.46,6.46,6.46,6.46,6.46,6.34,,6.46,,,5774,37300.00,10,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500052,INE922A01025,BEPL,B,,,,,BHANSALI ENGINEERING POLYMERS,95.14,98.50,94.60,96.71,98.00,95.34,,96.85,,,52394,5036655.00,906,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500058,INE819C01011,BIHSPONG,X,,,,,BIHAR SPONGE IRON LTD.,14.05,14.05,12.90,13.00,13.25,13.63,,13.00,,,102994,1368605.00,198,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500059,INE071A01013,BILVYAPAR,T,,,,,BIL VYAPAR LIMITED,4.46,4.46,4.28,4.30,4.28,4.50,,4.29,,,4518,19568.00,24,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500060,INE800A01015,BIRLACABLE,T,,,,,Birla Cable Limited,237.55,244.90,224.60,224.60,224.60,236.40,,223.96,,,44320,10236420.00,663,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500067,INE472A01039,BLUESTARCO,A,,,,,BLUE STAR LTD.,1620.50,1626.75,1572.50,1582.80,1582.80,1605.95,,1581.80,,,30582,48693627.00,3440,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500068,INE131C01011,DISAQ,B,,,,,DISA INDIA LTD.,11300.80,11300.85,11103.00,11199.95,11200.00,11221.10,,11250.00,,,50,560157.00,42,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500069,INE418C01012,QUESTCAP,X,,,,,QUEST CAPITAL MARKETS LIMITED,256.00,263.00,256.00,262.10,262.10,260.10,,262.10,,,312,81618.00,17,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500074,INE110A01019,BPL,B,,,,,BPL LTD.,54.70,54.70,51.43,52.31,52.13,51.97,,52.35,,,6481,336625.00,111,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500078,INE959C01023,OAL,B,,,,,ORIENTAL AROMATICS LIMITED,310.55,316.05,309.00,315.60,315.50,310.15,,318.50,,,136,42486.00,17,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500083,INE281A01026,CENTEXT,B,,,,,CENTURY EXTRUSIONS LTD.,19.98,20.02,19.25,19.31,19.31,19.50,,19.28,,,5022,98756.00,78,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500084,INE486A01021,CESC,A,,,,,CESC LTD.,178.05,181.95,177.60,178.75,178.75,177.80,,178.61,,,84469,15104863.00,1395,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500085,INE085A01013,CHAMBLFERT,A,,,,,CHAMBAL FERTILISERS & CHEMICAL,465.05,470.00,462.85,467.65,467.65,463.35,,467.70,,,43993,20556262.00,1992,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500086,INE302A01020,EXIDEIND,A,,,,,EXIDE INDUSTRIES LTD.,405.00,408.00,397.05,399.55,399.45,403.20,,399.55,,,286898,115066891.00,2752,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500087,INE059A01026,CIPLA,A,,,,,CIPLA LTD.,1396.00,1406.00,1382.75,1400.70,1400.70,1397.75,,1401.30,,,74419,103852422.00,6839,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500089,INE303A01010,DICIND,B,,,,,DIC INDIA LTD.,492.00,492.00,488.35,490.80,490.80,491.00,,489.05,,,18,8834.00,6,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500092,INE007A01025,CRISIL,A,,,,,CRISIL LTD.,3915.00,3933.95,3872.20,3882.15,3872.20,3901.10,,3879.00,,,2096,8188839.00,542,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500093,INE067A01029,CGPOWER,A,,,,,CG Power and Industrial Soluti,951.70,952.15,929.00,937.90,937.90,937.60,,937.85,,,277167,260450295.00,9648,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500096,INE016A01026,DABUR,A,,,,,DABUR INDIA LTD.,425.65,426.85,420.60,424.10,424.10,424.95,,424.15,,,51170,21702541.00,2045,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500097,INE495A01022,DALMIASUG,B,,,,,DALMIA BHARAT SUGAR AND INDUST,336.10,344.50,330.30,342.15,341.40,331.50,,342.30,,,6676,2264985.00,276,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500101,INE034A01011,ARVIND,A,,,,,ARVIND LTD.,501.80,510.60,492.90,493.80,494.40,502.55,,493.70,,,33213,16669689.00,1063,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500103,INE257A01026,BHEL,A,,,,,BHARAT HEAVY ELECTRICALS LTD.,389.85,400.15,382.75,387.00,387.00,389.85,,386.95,,,1436052,561035952.00,19196,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500104,INE094A01015,HINDPETRO,A,,,,,HINDUSTAN PETROLEUM CORPORATIO,386.55,389.80,383.75,385.15,385.45,387.00,,385.05,,,240765,92932429.00,8022,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500106,INE039A01010,IFCI,A,,,,,IFCI LTD.,81.52,82.67,78.51,79.62,79.62,82.01,,79.60,,,5268596,425121296.00,15058,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500108,INE153A01019,MTNL,B,,,,,MAHANAGAR TELEPHONE NIGAM LTD.,30.88,32.15,30.83,31.03,31.03,30.82,,31.00,,,210358,6612948.00,1154,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500109,INE103A01014,MRPL,A,,,,,MANGALORE REFINERY & PETROCHEM,157.05,158.30,154.10,154.80,154.70,156.40,,154.89,,,205600,32047734.00,2332,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500110,INE178A01016,CHENNPETRO,A,,,,,CHENNAI PETROLEUM CORPORATION,1190.75,1202.90,1147.65,1180.95,1180.90,1190.05,,1181.40,,,31619,37163863.00,1737,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500112,INE062A01020,SBIN,A,,,,,STATE BANK OF INDIA,979.65,992.40,970.80,977.75,977.75,979.65,,977.70,,,2929881,2871136065.00,26818,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500113,INE114A01011,SAIL,A,,,,,STEEL AUTHORITY OF INDIA LTD.,197.75,198.35,188.25,190.45,190.45,197.00,,190.56,,,721224,138716228.00,7786,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500114,INE280A01028,TITAN,A,,,,,TITAN COMPANY LIMITED,4295.15,4295.15,4225.00,4260.00,4260.00,4226.95,,4260.20,,,92832,395324743.00,4703,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500116,INE008A01015,IDBI,A,,,,,IDBI BANK LTD.,73.48,75.12,72.75,73.14,73.14,72.91,,73.08,,,661757,48823787.00,2771,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500117,INE500A01029,DCW,B,,,,,DCW LTD.,48.74,49.06,47.25,47.38,47.64,48.74,,47.45,,,139215,6686599.00,444,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500119,INE041A01016,DHAMPURSUG,B,,,,,DHAMPUR SUGAR MILLS LTD.,141.15,145.65,139.80,142.90,143.40,139.30,,142.56,,,17104,2436369.00,286,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500120,INE591D01014,DIAMINESQ,B,,,,,DIAMINES & CHEMICALS LTD.,248.45,248.45,239.05,245.60,245.60,249.80,,247.94,,,381,92783.00,41,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500123,INE280B01018,ELANTAS,B,,,,,ELANTAS BECK INDIA LTD.,10044.00,10176.00,9821.00,9949.85,10039.45,10006.60,,9965.50,,,275,2744422.00,108,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500124,INE089A01031,DRREDDY,A,,,,,DR.REDDYS LABORATORIES LTD.,1279.95,1288.80,1269.25,1277.80,1277.80,1267.05,,1278.20,,,17122,21920310.00,1379,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500125,INE126A01031,EIDPARRY,A,,,,,E.I.D.-PARRY (INDIA) LTD.,752.35,757.55,733.10,735.00,735.00,751.75,,735.20,,,29129,21573934.00,3264,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500126,INE199A01012,PGHL,A,,,,,PROCTER & GAMBLE HEALTH LIMITE,6267.20,6267.20,6150.00,6172.30,6150.00,6200.10,,6200.00,,,209,1297204.00,62,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500128,INE086A01029,ELECTCAST,A,,,,,ELECTROSTEEL CASTINGS LTD.,75.91,75.91,73.75,74.09,74.09,74.91,,74.00,,,110118,8236869.00,2048,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500133,INE284A01012,ESABINDIA,A,,,,,ESAB INDIA LTD.,5994.15,5994.15,5885.80,5912.85,5885.80,5926.50,,5924.00,,,202,1196502.00,145,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500135,INE255A01020,EPL,A,,,,,EPL LIMITED,217.55,218.10,211.00,217.45,216.10,215.50,,217.34,,,17269,3706181.00,1102,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500136,INE778B01029,ESTER,B,,,,,ESTER INDUSTRIES LTD.,93.90,93.90,91.25,91.93,91.93,91.43,,91.88,,,775,71404.00,80,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500142,INE512A01016,FGP,X,,,,,FGP LTD.,12.34,12.53,11.64,11.85,11.66,12.10,,11.85,,,12395,150105.00,59,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500143,INE160F01013,PHCAP,XT,,,,,PH CAPITAL LTD.,854.00,900.00,854.00,877.80,877.80,862.65,,877.80,,,2850,2505536.00,89,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500144,INE235A01022,FINCABLES,A,,,,,FINOLEX CABLES LTD.,1019.45,1065.70,1014.90,1057.45,1055.00,1016.25,,1057.50,,,40177,41982554.00,2334,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500147,INE515A01019,COCKERILL,B,,,,,JOHN COCKERILL INDIA LIMITED,9150.50,9511.75,9006.90,9162.60,9162.60,9309.90,,9164.00,,,6406,59287569.00,1689,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500148,INE516A01017,UFLEX,B,,,,,UFLEX LTD.,432.70,432.70,425.00,426.35,427.05,432.45,,426.40,,,4883,2092270.00,119,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500150,INE519A01011,FOSECOIND,B,,,,,FOSECO INDIA LTD.,4980.00,4980.00,4821.50,4833.95,4835.00,4873.00,,4826.60,,,100,486279.00,59,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500151,INE973A01010,GOLDENTOBC,Z,,,,,GOLDEN TOBACCO LTD.,25.53,26.05,25.51,26.04,26.05,26.05,,25.20,,,291,7437.00,10,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500153,INE388A01029,GANESHBE,B,,,,,GANESH BENZOPLAST LTD.,102.49,118.02,101.05,111.55,111.55,101.30,,111.93,,,158245,17572512.00,1577,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500159,INE085D01033,METROGLOBL,B,,,,,METROGLOBAL LIMITED,125.00,129.85,125.00,129.80,129.85,130.00,,129.48,,,317,39675.00,53,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500160,INE043A01012,GTL,B,,,,,GTL LTD.,7.52,8.27,7.52,8.15,8.13,7.52,,8.14,,,381825,3094389.00,716,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500163,INE260B01028,GODFRYPHLP,A,,,,,GODFREY PHILLIPS INDIA LTD.,2239.40,2248.00,2205.35,2219.70,2221.00,2233.90,,2220.10,,,12904,28647043.00,1085,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500164,INE233A01035,GODREJIND,A,,,,,GODREJ INDUSTRIES LTD.,1042.85,1056.50,1037.65,1042.50,1040.70,1047.40,,1042.60,,,3657,3836396.00,287,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500165,INE531A01024,KANSAINER,A,,,,,KANSAI NEROLAC PAINTS LTD.,213.70,216.65,210.00,211.10,211.00,213.65,,210.90,,,12181,2579756.00,742,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500166,INE300A01016,GOODRICKE,X,,,,,GOODRICKE GROUP LTD.,180.00,180.05,178.00,178.15,178.15,180.55,,178.15,,,1772,318589.00,17,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500168,INE533A01012,GOODYEAR,B,,,,,GOODYEAR INDIA LTD.,737.00,739.05,728.00,732.25,735.00,730.00,,732.90,,,1297,949636.00,155,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500170,INE537A01013,GTNINDS,X,,,,,GTN INDUSTRIES LTD.,24.60,24.60,23.90,24.08,24.50,24.60,,24.08,,,1506,36369.00,8,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500171,INE539A01019,GHCL,A,,,,,GHCL LTD.,446.00,449.15,439.80,441.10,441.20,442.70,,440.75,,,10709,4740643.00,1746,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500173,INE538A01037,GFLLIMITED,B,,,,,GFL LIMITED,45.45,48.00,45.45,47.34,47.69,45.83,,46.98,,,1119,52115.00,90,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500179,INE236A01020,HCL-INSYS,B,,,,,HCL INFOSYSTEMS LTD.,13.24,13.24,12.63,12.76,12.82,13.10,,12.74,,,51304,660786.00,323,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500180,INE040A01034,HDFCBANK,A,,,,,HDFC BANK LTD.,751.20,758.55,744.60,747.35,747.35,754.55,,747.05,,,938329,705234857.00,23665,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500182,INE158A01026,HEROMOTOCO,A,,,,,HERO MOTOCORP LTD.,4922.95,4922.95,4792.20,4837.05,4837.05,4883.65,,4835.00,,,23984,116022699.00,5605,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500183,INE548A01028,HFCL,A,,,,,HFCL LIMITED,197.05,197.05,187.20,187.20,187.20,197.05,,187.23,,,2465799,466390209.00,11152,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500184,INE019C01026,HSCL,A,,,,,Himadri Speciality Chemical Lt,647.15,697.95,624.90,686.30,686.30,641.85,,685.10,,,945462,626578253.00,31665,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500185,INE549A01026,HCC,A,,,,,HINDUSTAN CONSTRUCTION CO.LTD.,24.13,24.46,23.70,24.02,24.02,23.98,,24.02,,,1766822,42594704.00,2689,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500186,INE345A01011,HINDOILEXP,B,,,,,HINDUSTAN OIL EXPLORATION CO.L,167.15,177.90,165.75,174.45,174.45,167.25,,174.65,,,75287,12877831.00,583,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500187,INE415A01038,AGI,A,,,,,AGI GREENPAC LIMITED,597.60,612.70,596.00,599.95,599.95,601.55,,599.05,,,6325,3820058.00,316,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500188,INE267A01025,HINDZINC,A,,,,,HINDUSTAN ZINC LTD.,606.50,606.50,564.05,567.00,567.00,603.75,,566.80,,,399170,230040027.00,10683,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500189,INE353A01023,NDLVENTURE,B,,,,,NDL Ventures Limited,130.25,131.85,127.60,129.90,129.85,130.70,,129.75,,,2703,350598.00,62,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500191,INE262A01018,HMT,Z,,,,,HMT LTD.,55.80,55.97,54.51,54.60,54.60,55.14,,55.82,,,1834,101492.00,12,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500192,INE962B01011,PRAGBOS,X,,,,,PRAG BOSIMI SYNTHETICS LTD.,1.69,1.86,1.68,1.85,1.85,1.69,,1.85,,,9697,17088.00,32,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500193,INE102A01024,HLVLTD,B,,,,,HLV LIMITED,7.89,8.05,7.86,7.88,7.97,8.02,,7.89,,,10414,82400.00,84,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500199,INE204A01010,IGPL,B,,,,,I G PETROCHEMICALS LTD.,432.75,442.00,429.00,441.35,440.50,435.00,,441.85,,,689,300865.00,170,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500201,INE560A01023,INDIAGLYCO,B,,,,,INDIA GLYCOLS LTD.,987.10,991.60,976.80,978.50,980.80,981.25,,978.40,,,3157,3111607.00,306,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500202,INE333C01013,INDLEASE,X,,,,,INDIA LEASE DEVELOPMENT LTD.,8.10,8.10,8.01,8.01,8.01,8.01,,8.01,,,36,289.00,3,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500206,INE680B01019,MARGOFIN,X,,,,,MARGO FINANCE LIMITED,61.74,65.00,60.05,63.41,64.98,63.00,,63.41,,,1353,85432.00,39,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500207,INE156A01020,INDORAMA,B,,,,,INDO RAMA SYNTHETICS (INDIA) L,44.58,46.21,44.58,45.74,45.74,44.62,,45.78,,,37803,1726720.00,348,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500209,INE009A01021,INFY,A,,,,,INFOSYS LTD.,1220.70,1223.55,1194.30,1197.00,1197.00,1200.65,,1197.50,,,399820,480942082.00,10887,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500210,INE177A01018,INGERRAND,A,,,,,INGERSOLL-RAND (INDIA) LTD.,3869.95,3978.95,3869.95,3962.50,3962.50,3862.35,,3960.70,,,3694,14550957.00,953,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500213,INE262B01016,ITHL,X,,,,,INTERNATIONAL TRAVEL HOUSE LTD,299.15,305.00,295.00,300.40,299.25,299.75,,300.40,,,790,236871.00,67,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500214,INE570A01022,IONEXCHANG,A,,,,,ION EXCHANGE (INDIA) LTD.,348.00,358.60,346.80,351.40,351.40,349.35,,350.65,,,11073,3880057.00,625,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500215,INE209A01019,SUNDROP,B,,,,,SUNDROP BRANDS LIMITED,647.05,647.35,635.95,639.90,639.85,643.85,,644.60,,,437,278723.00,107,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500219,INE175A01038,JISLJALEQS,A,,,,,JAIN IRRIGATION SYSTEMS LTD.,31.35,32.95,31.35,31.86,32.04,31.35,,31.89,,,269352,8676612.00,1071,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500220,INE711C01028,JASCH,X,,,,,JASCH INDUSTRIES LTD.,234.50,245.00,229.95,242.85,242.00,234.50,,242.85,,,19932,4757260.00,367,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500227,INE197D01010,JINDALPOLY,B,,,,,JINDAL POLY FILMS LTD.,669.25,671.00,650.80,651.00,651.60,657.60,,650.90,,,1413,927699.00,149,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500228,INE019A01038,JSWSTEEL,A,,,,,JSW STEEL LTD.,1300.00,1309.40,1266.85,1284.20,1282.80,1300.55,,1284.00,,,44106,56768728.00,4305,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500233,INE217B01036,KAJARIACER,A,,,,,KAJARIA CERAMICS LTD.,1099.00,1104.00,1079.30,1086.95,1091.05,1094.85,,1084.00,,,3179,3470967.00,375,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500234,INE437B01014,KAKATCEM,T,,,,,KAKATIYA CEMENT SUGAR & INDUST,127.90,127.90,127.90,127.90,127.90,122.15,,124.16,,,10,1279.00,1,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500235,INE907A01026,KSL,B,,,,,KALYANI STEELS LTD.,835.05,837.45,801.40,808.30,811.50,839.85,,809.45,,,2455,2005770.00,673,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500236,INE252C01023,KANELIND,XT,,,,,KANEL INDUSTRIES LIMITED,40.87,40.87,40.87,40.87,40.87,38.93,,40.87,,,635,25952.00,5,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500238,INE716A01013,WHIRLPOOL,A,,,,,WHIRLPOOL OF INDIA LTD.,809.10,816.00,797.25,799.80,799.80,809.10,,800.10,,,12939,10442535.00,1377,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500239,INE104A01012,KGDENIM,X,,,,,KG DENIM LTD.,17.01,18.38,15.65,15.89,15.89,17.00,,15.89,,,25550,418825.00,157,F1,1,,,,,
2026-06-05,2026-06-05,CM,BSE,STK,500240,INE266B01017,KINETICENG,X,,,,,KINETIC ENGINEERING LTD.,234.80,242.85,232.20,234.75,234.75,235.35,,234.75,,,10078,2408209.00,121,F1,1,,,,,
