symbol,series,ind,faceVal,subject,exDate,recDate,bcStartDate,bcEndDate,ndStartDate,comp,isin,ndEndDate,caBroadcastDate
NIIT,EQ,-,10,Agm/Dividend-40%         Purpose Revised,23-Jan-2003,-,28-Jan-2003,31-Jan-2003,-,NIIT Limited,INE161A01012,-,
JKCORP,EQ,-,10,Agm,06-Feb-2003,-,11-Feb-2003,17-Feb-2003,-,JK Corporation Limited,INE786A01016,-,
STDIND,EQ,-,10,Agm,12-Feb-2003,-,18-Feb-2003,25-Feb-2003,-,Standard Industries Limited,INE173A01017,-,
ITIL,EQ,-,5,Agm,26-Feb-2003,-,01-Mar-2003,15-Mar-2003,-,Information Technologies India Limited,INE569A01024,-,
SEARCHEMIN,EQ,-,10,Agm,17-Mar-2003,-,21-Mar-2003,22-Mar-2003,-,Search Chem Industries Limited,INE628A01010,-,
KEEPLEARN,EQ,-,1,Annual General Meeting,21-Mar-2003,-,26-Mar-2003,30-Mar-2003,-,DSJ Keep Learning Limited,INE055C01020,-,
UTIUS64I10,EQ,-,10,Conv Into Bonds-Physical,03-Apr-2003,-,05-Apr-2003,17-Apr-2003,-,Unit Trust of India,INF189A01103,-,
UTIUS64I12,EQ,-,10,Conv Into Bonds-Physical,03-Apr-2003,-,05-Apr-2003,17-Apr-2003,-,Unit Trust of India,INF189A01095,-,
UTIUS64INV,EQ,-,10,Conv Into Bonds-Physical,03-Apr-2003,-,05-Apr-2003,17-Apr-2003,-,Unit Trust of India,INF189A01111,-,
RECKCOLMAN,EQ,-,10,Agm,08-Apr-2003,-,10-Apr-2003,25-Apr-2003,-,Reckitt Benckiser (India) Limited,INE274A01013,-,
BOOTSPHARM,EQ,-,10,Agm/Dividend - 120%,09-Apr-2003,-,16-Apr-2003,29-Apr-2003,-,Abbott India Limited,INE358A01014,-,
KRONECOMM,EQ,-,10,Dividend,09-Apr-2003,-,16-Apr-2003,28-Apr-2003,-,Krone Communications Limited,INE833A01016,-,
BURRWELCOM,EQ,-,10,Dividend -110%,10-Apr-2003,-,17-Apr-2003,28-Apr-2003,-,Burroughs Wellcome (India) Limited,INE157A01010,-,
INDIAPHOTO,EQ,-,10,Agm/Dividend-Rs 6 Per Sh,17-Apr-2003,-,22-Apr-2003,28-Apr-2003,-,Kodak India Limited,INE377A01014,-,
MADURACOAT,EQ,-,10,Agm/Dividend-Re 0.50/Shar,17-Apr-2003,-,22-Apr-2003,30-Apr-2003,-,Madura Coats Limited,INE122A01014,-,
KELVINATOR,EQ,-,10,Agm,21-Apr-2003,-,23-Apr-2003,29-Apr-2003,-,Whirlpool of India Limited,INE716A01013,-,
NESTLE,EQ,-,10,Agm,22-Apr-2003,-,24-Apr-2003,30-Apr-2003,-,Nestle India Limited,INE239A01016,-,
PHARMACIA,EQ,-,5,Agm,02-May-2003,-,06-May-2003,14-May-2003,-,Pharmacia Healthcare Limited,INE252B01025,-,
BAYER,EQ,-,100,Agm/Dividend -22%,30-May-2003,-,03-Jun-2003,12-Jun-2003,-,Bayer India Limited,INE462A01014,-,
AGREVOIND,EQ,-,10,Agm/Dividend - 20%,30-May-2003,-,03-Jun-2003,25-Jun-2003,-,Bayer Cropscience India Limited,INE556A01013,-,
