symbol,series,ind,faceVal,subject,exDate,recDate,bcStartDate,bcEndDate,ndStartDate,comp,isin,ndEndDate,caBroadcastDate
SIEMENS,EQ,-,2,Agm/Div-Fin-45% + Spl-55%,06-Jan-2006,-,10-Jan-2006,27-Jan-2006,-,Siemens Limited,INE003A01024,-,
WALCHANNAG,EQ,-,2,Agm/Dividend-30%,06-Jan-2006,-,10-Jan-2006,16-Jan-2006,-,Walchandnagar Industries Limited,INE711A01022,-,
DWARKESH,EQ,-,1,Agm,06-Jan-2006,-,10-Jan-2006,16-Jan-2006,-,Dwarikesh Sugar Industries Limited,INE366A01033,-,
KINETICMOT,EQ,-,10,Agm,12-Jan-2006,-,16-Jan-2006,21-Jan-2006,-,Kinetic Motor Company Limited,INE267B01015,-,
MIRCELECTR,EQ,-,1,Agm/Final Dividend-60%,16-Jan-2006,-,18-Jan-2006,25-Jan-2006,-,MIRC Electronics Limited,INE831A01010,-,
UNIWESTBNK,EQ,-,10,Bonus - 1:5/Rights - 1:2,17-Jan-2006,-,24-Jan-2006,25-Jan-2006,17-Jan-2006,United Western Bank Limited,INE165A01013,23-Jan-2006,
VATSMUSC,EQ,-,1,Agm,19-Jan-2006,-,23-Jan-2006,30-Jan-2006,-,Vatsa Music Limited,INE816A01029,-,
SIL,EQ,-,5,Dividend-12.5%,03-Feb-2006,-,07-Feb-2006,21-Feb-2006,-,Standard Industries Limited,INE173A01025,-,
NUCHEM,EQ,-,10,Agm,08-Feb-2006,-,11-Feb-2006,18-Feb-2006,-,Nuchem Limited,INE946A01016,-,
DHAMPURSUG,EQ,-,10,Agm/Final Dividend-10%,27-Feb-2006,-,01-Mar-2006,06-Mar-2006,-,Dhampur Sugar Mills Limited,INE041A01016,-,
JKINDUSTRY,EQ,-,10,Agm/Dividend-20%,02-Mar-2006,-,06-Mar-2006,11-Mar-2006,-,J.K.Industries Limited,INE573A01026,-,
MRF,EQ,-,10,Agm/Dividend-140%,10-Mar-2006,-,14-Mar-2006,23-Mar-2006,-,MRF Limited,INE883A01011,-,
PVP,EQ,-,10,Agm,13-Mar-2006,-,16-Mar-2006,23-Mar-2006,-,PVP Ventures Limited,INE362A01016,-,
GUJRATGAS,EQ,-,2,Dividend-Rs.10/- Per Sh,13-Mar-2006,-,16-Mar-2006,20-Mar-2006,-,Gujarat Gas Company Limited,INE374A01029,-,
GODREJCP,EQ,-,1,Annual Book Closure,14-Mar-2006,-,17-Mar-2006,17-Mar-2006,-,Godrej Consumer Products Limited,INE102D01028,-,
VALUEIND,EQ,-,10,Agm/Dividend-5%          Bc End Date Revised,16-Mar-2006,-,18-Mar-2006,31-Mar-2006,-,Value Industries Limited,INE352A01017,-,
VIDEOIND,EQ,-,10,Agm/Div-Rs.2.50 Per Sh,16-Mar-2006,-,18-Mar-2006,31-Mar-2006,-,Videocon Industries Limited,INE703A01011,-,
BAJAJHIND,EQ,-,1,Agm/Dividend-50%,16-Mar-2006,-,18-Mar-2006,28-Mar-2006,-,Bajaj Hindusthan Sugar Limited,INE306A01021,-,
CRISIL,EQ,-,1,Agm/Fin Div-Rs.10 Per Sh,17-Mar-2006,-,21-Mar-2006,23-Mar-2006,-,CRISIL Limited,INE007A01017,-,
VXL,EQ,-,10,Agm,17-Mar-2006,-,21-Mar-2006,28-Mar-2006,-,Birla VXL Limited,INE471A01015,-,
