symbol,series,ind,faceVal,subject,exDate,recDate,bcStartDate,bcEndDate,ndStartDate,comp,isin,ndEndDate,caBroadcastDate
APRAYON,EQ,-,10,Agm / Div - 15%,13-Jan-1999,-,10-Feb-1999,25-Feb-1999,13-Jan-1999,APR Limited,INE442101015,09-Feb-1999,
PANCHMACEM,EQ,-,10,Agm,27-Jan-1999,-,19-Feb-1999,05-Mar-1999,27-Jan-1999,Panchmahal Cement Company Limited,INE231201018,16-Feb-1999,
FASTCAP,EQ,-,10,Agm / Dividend - Nil,03-Feb-1999,-,09-Feb-1999,06-Mar-1999,03-Feb-1999,Fast Capital Growth Limited,INE547101019,09-Feb-1999,
TUTICORALK,EQ,-,10,Agm/Dividend - 15%       Purpose Revised,03-Feb-1999,-,26-Feb-1999,22-Mar-1999,03-Feb-1999,Tuticorin Alkali Chemicals & Fertilizers Limited,INE400A01014,23-Feb-1999,
UNIWORTINT,EQ,-,10,Agm/Dividend - Nil       Bc Start Date/Purpose Revised,03-Feb-1999,-,26-Feb-1999,17-Mar-1999,03-Feb-1999,Uniworth International Limited,INE321101011,23-Feb-1999,
DECANGRAN,EQ,-,10,Agm,03-Feb-1999,-,25-Feb-1999,25-Feb-1999,03-Feb-1999,Deccan Granites Limited,INE061701012,23-Feb-1999,
MODIXEROX,EQ,-,10,Agm / Dividend,17-Feb-1999,-,16-Mar-1999,16-Mar-1999,17-Feb-1999,Modi Xerox Limited,INE199301016,16-Mar-1999,
SAYAJHOTEL,EQ,-,10,Agm,17-Feb-1999,-,16-Mar-1999,27-Mar-1999,17-Feb-1999,Sayaji Hotels Limited,INE286301010,16-Mar-1999,
SHAANINTER,EQ,-,10,Agm,24-Feb-1999,-,10-Mar-1999,16-Mar-1999,24-Feb-1999,Shaan Interwel (I) Limited,INE465401011,09-Mar-1999,
AKAIMPEX,EQ,-,10,Agm,24-Feb-1999,-,23-Mar-1999,26-Mar-1999,24-Feb-1999,Akai Impex Limited,INE443401018,23-Mar-1999,
HINDINDCHM,EQ,-,10,Agm/ Dividend,24-Feb-1999,-,24-Mar-1999,27-Mar-1999,24-Feb-1999,Hindustan Industrial Chemicals Limited,INE169201014,23-Mar-1999,
ATLANTSPG,EQ,-,10,Agm / Dividend,03-Mar-1999,-,25-Mar-1999,26-Mar-1999,03-Mar-1999,Atlantic Spinning & Weaving Mills Limited,INE014401017,23-Mar-1999,
HINDALLOYS,EQ,-,10,Agm,03-Mar-1999,-,31-Mar-1999,31-Mar-1999,03-Mar-1999,Hamco Mining & Smelting Limited,INE495501012,30-Mar-1999,
CLIFCO,EQ,-,10,Agm                      (Rd Changed To Bc),03-Mar-1999,-,30-Mar-1999,30-Mar-1999,03-Mar-1999,Coimbatore Lakshmi Investment & Finance Company Limited,INE051901010,30-Mar-1999,
UNIPLAS,EQ,-,10,Agm,03-Mar-1999,-,30-Mar-1999,31-Mar-1999,03-Mar-1999,Uniplas India Limited,INE324701015,30-Mar-1999,
NATHPULP,EQ,-,10,Nil,03-Mar-1999,-,25-Mar-1999,31-Mar-1999,03-Mar-1999,Nath  Pulp and Paper MIlls Limited,INE210101015,23-Mar-1999,
PACIFICIND,EQ,-,10,Agm,03-Mar-1999,-,25-Mar-1999,31-Mar-1999,03-Mar-1999,Pacific Industries Limited,INE229701011,23-Mar-1999,
BESTAVISON,EQ,-,10,Agm,10-Mar-1999,-,30-Mar-1999,31-Mar-1999,10-Mar-1999,Besta Vision Electronics Limited,INE025201018,30-Mar-1999,
SHAWALLACE,EQ,-,10,Agm / Dividend - Nil,10-Mar-1999,-,23-Mar-1999,30-Mar-1999,10-Mar-1999,Shaw Wallace & Company Limited,INE291901010,23-Mar-1999,
OPTELCOMM,EQ,-,10,Agm,24-Mar-1999,-,15-Apr-1999,19-Apr-1999,24-Mar-1999,Optel Telecommunications Limited,INE567701011,13-Apr-1999,
MIDEASTSTL,EQ,-,10,Agm,31-Mar-1999,-,26-Apr-1999,28-Apr-1999,31-Mar-1999,Mideast Integrated Steel Limited,INE194501016,27-Apr-1999,
PORRITSPEN,EQ,-,10,Agm / Dividend  - 22%    Purpose / Bc End Date Revised,28-Apr-1999,-,25-May-1999,18-Jun-1999,28-Apr-1999,Porritts & Spencer (Asia) Limited,INE244401019,25-May-1999,
HSCL,EQ,-,1,Agm,28-Apr-1999,-,22-May-1999,28-May-1999,28-Apr-1999,Himadri Speciality Chemical Limited,INE019C01026,25-May-1999,
MASTGROW93,EQ,-,10,Accts / Updatn / Inc Dist,05-May-1999,-,01-Jun-1999,30-Jun-1999,05-May-1999,UTI - Master Growth 93,INE460201010,01-Jun-1999,
MASTPLUS91,EQ,-,10,Income Distri - 12%      Purpose Revised,05-May-1999,-,01-Jun-1999,30-Jun-1999,05-May-1999,UTI - Master Plus '91,INE459901018,01-Jun-1999,
UGS2000,EQ,-,10,Agm / Updtn / Inc Dist,05-May-1999,-,01-Jun-1999,30-Jun-1999,05-May-1999,UTI - UGS 2000,INE329501014,01-Jun-1999,
GUJAPARPOL,EQ,-,10,Div 12.5% / Exc Of Sh Cerbc Dates/Purpose Revised,05-May-1999,-,01-Jun-1999,04-Jun-1999,05-May-1999,Gujarat  Apar Polymers Limited,INE185401010,01-Jun-1999,
UGS5000,EQ,-,10,Accts / Updtn / Inc Dist,05-May-1999,-,01-Jun-1999,30-Jun-1999,05-May-1999,UTI - UGS 5000,INE467601014,01-Jun-1999,
SECALS,EQ,-,10,Agm/Div - Nil,19-May-1999,-,14-Jun-1999,25-Jun-1999,19-May-1999,Secals Limited,INE287901016,15-Jun-1999,
BHUPENIND,EQ,-,10,Agm,26-May-1999,-,23-Jun-1999,24-Jun-1999,26-May-1999,BIL Industries Limited,INE447401014,22-Jun-1999,
EIHAHOTELS,EQ,-,10,Agm / Dividend - 20%     Purpose Revised,26-May-1999,-,17-Jun-1999,24-Jun-1999,26-May-1999,EIH Associated Hotels Limited,INE276C01014,15-Jun-1999,
MIDEASTI,EQ,-,10,Agm,26-May-1999,-,23-Jun-1999,24-Jun-1999,26-May-1999,Mideast (India) Limited,INE194401019,22-Jun-1999,
