symbol,series,ind,faceVal,subject,exDate,recDate,bcStartDate,bcEndDate,ndStartDate,comp,isin,ndEndDate,caBroadcastDate
CABOTINDIA,EQ,-,10,Agm/Dividend-20%,01-Jan-2002,-,11-Jan-2002,18-Jan-2002,01-Jan-2002,Cabot India Limited,INE144B01016,10-Jan-2002,
RAVALSUGAR,EQ,-,50,Agm/Dividend-100%        Purpose Revised,14-Jan-2002,-,24-Jan-2002,31-Jan-2002,14-Jan-2002,Ravalgaon Sugar Farm Limited,INE615A01017,23-Jan-2002,
PHOENXINTL,EQ,-,10,Agm,22-Jan-2002,-,01-Feb-2002,08-Feb-2002,22-Jan-2002,Phoenix International Limited,INE245B01011,30-Jan-2002,
EUPHARMLAB,EQ,-,10,Agm,23-Jan-2002,-,04-Feb-2002,11-Feb-2002,23-Jan-2002,Eupharma Labs Limited,INE909A01014,01-Feb-2002,
IGPL,EQ,-,10,Agm,29-Jan-2002,-,08-Feb-2002,16-Feb-2002,29-Jan-2002,IG Petrochemicals Limited,INE204A01010,07-Feb-2002,
JKCORP,EQ,-,10,Agm,04-Feb-2002,-,14-Feb-2002,21-Feb-2002,04-Feb-2002,JK Corporation Limited,INE786A01016,13-Feb-2002,
USHAINDIA,EQ,-,10,Agm,06-Feb-2002,-,16-Feb-2002,20-Feb-2002,06-Feb-2002,Usha (India) Limited,INE068A01019,15-Feb-2002,
PUNANDLAMP,EQ,-,10,Agm/Dividend-12.50%,06-Mar-2002,-,19-Mar-2002,27-Mar-2002,06-Mar-2002,Punjab Anand Lamp Industries Limited,INE276B01016,18-Mar-2002,
KEEPLEARN,EQ,-,1,Agm,11-Mar-2002,-,22-Mar-2002,28-Mar-2002,11-Mar-2002,DSJ Keep Learning Limited,INE055C01020,21-Mar-2002,
GRINWELNOR,EQ,-,10,Agm/Dividend-30%         Book Closure Dates Revised,13-Mar-2002,-,23-Mar-2002,19-Apr-2002,13-Mar-2002,Grindwell Norton Limited,INE536A01015,22-Mar-2002,
GOODRICKE,EQ,-,10,Agm/Dividend-5%,13-Mar-2002,-,26-Mar-2002,02-Apr-2002,13-Mar-2002,Goodricke Group Limited,INE300A01016,22-Mar-2002,
PHILIPS,EQ,-,10,Agm,19-Mar-2002,-,01-Apr-2002,10-Apr-2002,19-Mar-2002,Philips India Limited,INE319A01016,28-Mar-2002,
RECKCOLMAN,EQ,-,10,Dividend-25%             Purpose Revised,21-Mar-2002,-,05-Apr-2002,19-Apr-2002,21-Mar-2002,Reckitt Benckiser (India) Limited,INE274A01013,04-Apr-2002,
KRONECOMM,EQ,-,10,Agm/Dividend-15%,04-Apr-2002,-,12-Apr-2002,24-Apr-2002,04-Apr-2002,Krone Communications Limited,INE833A01016,11-Apr-2002,
SANDVIKAS,EQ,-,100,Agm/Dividend-10%,04-Apr-2002,-,12-Apr-2002,22-Apr-2002,04-Apr-2002,Sandvik Asia Limited,INE624A01019,11-Apr-2002,
BOOTSPHARM,EQ,-,10,Agm/Dividend-100%,08-Apr-2002,-,16-Apr-2002,30-Apr-2002,08-Apr-2002,Abbott India Limited,INE358A01014,15-Apr-2002,
KELVINATOR,EQ,-,10,Agm,09-Apr-2002,-,17-Apr-2002,29-Apr-2002,09-Apr-2002,Whirlpool of India Limited,INE716A01013,16-Apr-2002,
MADURACOAT,EQ,-,10,Agm/Dividend-5%,11-Apr-2002,-,19-Apr-2002,29-Apr-2002,11-Apr-2002,Madura Coats Limited,INE122A01014,18-Apr-2002,
GOODYEAR,EQ,-,10,Agm                      Purpose Revised,11-Apr-2002,-,19-Apr-2002,02-May-2002,11-Apr-2002,Goodyear India Limited,INE533A01012,18-Apr-2002,
CADBURY,EQ,-,10,Agm/Dividend-60%,15-Apr-2002,-,23-Apr-2002,03-May-2002,15-Apr-2002,Cadbury India Limited,INE184A01014,22-Apr-2002,
OTIS,EQ,-,10,Dividend-100%,15-Apr-2002,-,23-Apr-2002,02-May-2002,15-Apr-2002,Otis Elevator Company (India) Limited,INE099A01014,22-Apr-2002,
PARKEDAVIS,EQ,-,10,Agm/Dividend-40%,15-Apr-2002,-,23-Apr-2002,02-May-2002,15-Apr-2002,Parke- Davis India Limited,INE254A01015,22-Apr-2002,
NESTLE,EQ,-,10,Agm                      Purpose Revised,17-Apr-2002,-,26-Apr-2002,30-Apr-2002,17-Apr-2002,Nestle India Limited,INE239A01016,25-Apr-2002,
INDIAPHOTO,EQ,-,10,Agm/Dividend-60%         Purpose Revised,18-Apr-2002,-,29-Apr-2002,06-May-2002,18-Apr-2002,Kodak India Limited,INE377A01014,26-Apr-2002,
ATLASCOPCO,EQ,-,10,Agm/Dividend-40%,09-May-2002,-,14-May-2002,30-May-2002,-,Atlas Copco (India) Limited,INE445A01019,-,
BAYER,EQ,-,100,Dividend-20%,15-May-2002,-,20-May-2002,14-Jun-2002,-,Bayer India Limited,INE462A01014,-,
RASLAMIPAK,EQ,-,10,Agm,17-May-2002,-,22-May-2002,29-May-2002,-,Ras Propack Lamipack Limited,INE279B01010,-,
INDAL,EQ,-,10,Agm/Dividend-40%         Purpose Revised,23-May-2002,-,28-May-2002,26-Jun-2002,-,Indian Aluminium Company Limited,INE249A01015,-,
TVSELEC,EQ,-,10,Agm/Dividend-7.5%,24-May-2002,-,29-May-2002,05-Jun-2002,-,TVS Electronics Limited,INE380A01018,-,
AGREVOIND,EQ,-,10,Agm/Dividend-40%,27-May-2002,-,30-May-2002,19-Jun-2002,-,Bayer Cropscience India Limited,INE556A01013,-,
BURRWELCOM,EQ,-,10,Dividend-75%,28-May-2002,-,31-May-2002,07-Jun-2002,-,Burroughs Wellcome (India) Limited,INE157A01010,-,
FULFORD,EQ,-,10,Agm/Dividend-15%,12-Jun-2002,-,15-Jun-2002,21-Jun-2002,-,Fulford (I) Limited,INE521A01017,-,
