symbol,series,ind,faceVal,subject,exDate,recDate,bcStartDate,bcEndDate,ndStartDate,comp,isin,ndEndDate,caBroadcastDate
ITCHOTEL,EQ,-,10,Dividend-20%,28-Jun-2004,-,01-Jul-2004,14-Jul-2004,-,ITC Hotels Limited,INE379A01010,-,
COCHINREFN,EQ,-,10,Agm/Dividend-120%,28-Jun-2004,-,01-Jul-2004,14-Jul-2004,-,Kochi Refineries Limited,INE123A01012,-,
CLARIANT,EQ,-,10,Agm / Dividend-60%       Purpose Revised,05-Jul-2004,-,07-Jul-2004,28-Jul-2004,-,Clariant (India) Limited,INE221A01014,-,
E-SERVEINT,EQ,-,10,Agm/Dividend-50%,08-Jul-2004,-,10-Jul-2004,17-Jul-2004,-,e-Serve International Limited,INE784A01011,-,
CIPL,EQ,-,10,Agm,08-Jul-2004,-,12-Jul-2004,16-Jul-2004,-,Central India Polysters Limited,INE496A01020,-,
GEORGWILIM,EQ,-,10,Agm / Dividend-40%,19-Jul-2004,-,21-Jul-2004,30-Jul-2004,-,Williamson Tea Assam Limited,INE222A01012,-,
TORRENTAEC,EQ,-,10,Dividend-21%,20-Jul-2004,-,22-Jul-2004,30-Jul-2004,-,Torrent Power AEC Limited,INE424A01014,-,
SURYCOTMIL,EQ,-,10,Dividend-25%/Agm,21-Jul-2004,-,23-Jul-2004,30-Jul-2004,-,Suryalakshmi Cotton Mills Limited,INE713B01018,-,
TATAINFOTE,EQ,-,10,Agm/Dividend-100%,21-Jul-2004,-,23-Jul-2004,29-Jul-2004,-,Tata Infotech Limited,INE194A01013,-,
SOMANICEM,EQ,-,10,Agm,26-Jul-2004,-,31-Jul-2004,03-Aug-2004,26-Jul-2004,Somani Cement Company Limited,INE372501010,30-Jul-2004,
IGFLFERT,EQ,-,10,Dividend-28%,28-Jul-2004,-,30-Jul-2004,10-Aug-2004,-,Indo Gulf Fertilisers Limited,INE911F01019,-,
MARDIACHEM,EQ,-,10,Agm,29-Jul-2004,-,02-Aug-2004,05-Aug-2004,-,Mardia Chemicals Limited,INE273B01013,-,
UNIWESTBNK,EQ,-,10,Agm / Dividend-5%        Purpose Revised,29-Jul-2004,-,02-Aug-2004,09-Aug-2004,-,United Western Bank Limited,INE165A01013,-,
ESSARGUJ,EQ,-,10,Agm,04-Aug-2004,-,06-Aug-2004,07-Aug-2004,-,Essar Steel Limited,INE127A01013,-,
VARDHMNSPG,EQ,-,10,Agm/Dividend-42%,11-Aug-2004,-,13-Aug-2004,28-Aug-2004,-,Vardhman Spinning & General Mills Limited,INE701A01015,-,
MUNJALAUTO,EQ,-,10,Agm/Dividend-30%,12-Aug-2004,-,16-Aug-2004,20-Aug-2004,-,Munjal Auto Industries Limited,INE672B01016,-,
UNIONCARBI,EQ,-,10,Agm,12-Aug-2004,-,16-Aug-2004,26-Aug-2004,-,Eveready Industries Limited,INE128A01011,-,
CHAMPDANY,EQ,-,10,Agm/Dividend-25%,13-Aug-2004,-,17-Aug-2004,30-Aug-2004,-,The Champdany Industries Limited,INE487A01011,-,
TATAVASHIS,EQ,-,10,Agm,18-Aug-2004,-,21-Aug-2004,28-Aug-2004,-,Vashisti Detergents Limited,INE330A01013,-,
WIMCO,EQ,-,10,Agm,24-Aug-2004,-,26-Aug-2004,02-Sep-2004,-,Wimco Limited,INE333A01017,-,
SUNDRMBRAK,EQ,-,10,Agm,25-Aug-2004,-,27-Aug-2004,01-Sep-2004,-,Sundaram Brake Linings Limited,INE073D01013,-,
TATAFIN,EQ,-,10,Agm,26-Aug-2004,-,30-Aug-2004,03-Sep-2004,-,Tata Finance Limited,INE265A01011,-,
IDBIBANK,EQ,-,10,Agm/Dividend-12.5%,26-Aug-2004,-,30-Aug-2004,02-Sep-2004,-,IDBI Bank Limited,INE307A01011,-,
NIPPONDENR,EQ,-,10,Agm,30-Aug-2004,-,01-Sep-2004,13-Sep-2004,-,Ispat Industries Limited,INE136A01014,-,
BPLSANTECH,EQ,-,10,Agm,30-Aug-2004,-,01-Sep-2004,14-Sep-2004,-,BST Limited,INE389A01019,-,
KOTHARISUG,EQ,-,10,Agm,30-Aug-2004,-,01-Sep-2004,07-Sep-2004,-,Kothari Sugars & Chemicals Limited,INE419A01014,-,
SHRIRAMINV,EQ,-,10,Agm/Dividend-12%,30-Aug-2004,-,01-Sep-2004,08-Sep-2004,-,Shriram Investments Limited,INE401A01012,-,
TORRENTSEC,EQ,-,10,Dividend-33%,08-Sep-2004,-,10-Sep-2004,24-Sep-2004,-,Torrent Power SEC Limited,INE054B01017,-,
FSS,EQ,-,5,Agm /  Dividend -50%,08-Sep-2004,-,10-Sep-2004,21-Sep-2004,-,Flextronics Software Systems Limited,INE801A01021,-,
BANKPUNJAB,EQ,-,10,Dividend -5%,13-Sep-2004,-,15-Sep-2004,20-Sep-2004,-,Bank of Punjab Limited,INE458A01012,-,
JINDALFOTO,EQ,-,10,Agm/Dividend-10%         Purpose Revised,14-Sep-2004,-,16-Sep-2004,21-Sep-2004,-,Jindal Photo Limited,INE025A01019,-,
MANALIPET,EQ,-,10,Agm,14-Sep-2004,-,16-Sep-2004,25-Sep-2004,-,Manali Petrochemicals Limited,INE201A01016,-,
WELSPUNGUJ,EQ,-,10,Agm,16-Sep-2004,-,20-Sep-2004,30-Sep-2004,-,Welspun Gujarat Stahl Rohren Limited,INE191B01017,-,
NARMADASUG,EQ,-,10,Agm,16-Sep-2004,-,23-Sep-2004,29-Sep-2004,16-Sep-2004,Girdharilal Sugar and Allied Industries Limited,INE209601017,22-Sep-2004,
AUTORIDFIN,EQ,-,10,Agm,17-Sep-2004,-,21-Sep-2004,30-Sep-2004,-,Autoriders Finance Limited,INE450A01019,-,
DATTMEDI,EQ,-,10,Agm,17-Sep-2004,-,24-Sep-2004,29-Sep-2004,17-Sep-2004,Datt Mediproducts Limited,INE480E01018,23-Sep-2004,
SHYAMTELE,EQ,-,10,Agm,17-Sep-2004,-,21-Sep-2004,27-Sep-2004,-,Shyam Telecom Limited,INE635A01015,-,
SIVIND,EQ,-,10,Agm,20-Sep-2004,-,22-Sep-2004,29-Sep-2004,-,SIV Industries Limited,INE639A01017,-,
ABGHEAVY,EQ,-,10,Agm/Dividend-10%,21-Sep-2004,-,23-Sep-2004,30-Sep-2004,-,ABG Heavy Industries Limited,INE580C01019,-,
KREBSBIO,EQ,-,10,Dividend-80%,21-Sep-2004,-,23-Sep-2004,30-Sep-2004,-,Krebs Biochemicals and Industries Limited,INE268B01013,-,
GUJCYPROM,EQ,-,10,Agm,21-Sep-2004,-,28-Sep-2004,30-Sep-2004,21-Sep-2004,Gujarat Cypromet Limited,INE673B01014,27-Sep-2004,
PENTSFWARE,EQ,-,10,Agm,21-Sep-2004,-,23-Sep-2004,29-Sep-2004,-,Pentamedia Graphics Limited,INE202A01014,-,
ATNINT,EQ,-,10,Agm,22-Sep-2004,-,24-Sep-2004,28-Sep-2004,-,ATN International Limited,INE803A01019,-,
RINKIPETRO,EQ,-,10,Agm,22-Sep-2004,-,29-Sep-2004,30-Sep-2004,22-Sep-2004,Motorol Enterprises Limited,INE726B01010,28-Sep-2004,
ADITYAINTL,EQ,-,10,Agm,23-Sep-2004,-,25-Sep-2004,28-Sep-2004,-,Aditya International Limited,INE908B01014,-,
NAHARINTL,EQ,-,10,Agm,23-Sep-2004,-,25-Sep-2004,30-Sep-2004,-,Nahar International Limited,INE360A01010,-,
PRIMESEC,EQ,-,10,Agm,18-Oct-2004,-,20-Oct-2004,25-Oct-2004,-,Prime Securities Limited,INE032B01013,-,
JINDALIRON,EQ,-,10,Agm,09-Nov-2004,-,11-Nov-2004,12-Nov-2004,-,Jindal Iron & Steel Company Limited,INE020A01010,-,
PASUPATFAB,EQ,-,10,Agm,23-Nov-2004,-,25-Nov-2004,29-Nov-2004,-,Pasupati Fabrics Limited,INE095D01016,-,
JINDVIJSTL,EQ,-,10,Agm                      Bc Dates Revised,23-Nov-2004,-,25-Nov-2004,26-Nov-2004,-,Jindal Vijayanagar Steel Limited,INE019A01012,-,
LANESEDA,EQ,-,10,Agm,29-Nov-2004,-,01-Dec-2004,06-Dec-2004,-,Lan Eseda Industries Limited,INE520B01017,-,
VXL,EQ,-,10,Agm,02-Dec-2004,-,06-Dec-2004,16-Dec-2004,-,Birla VXL Limited,INE471A01015,-,
CDRMEDICAL,EQ,-,10,Agm,13-Dec-2004,-,18-Dec-2004,22-Dec-2004,13-Dec-2004,CDR Medical Industries Limited,INE042201017,17-Dec-2004,
CAUVERSOFT,EQ,-,10,Agm,14-Dec-2004,-,16-Dec-2004,21-Dec-2004,-,Cauvery Software Engineering Systems Limited,INE466B01013,-,
VISIONLTD,EQ,-,10,Agm,16-Dec-2004,-,20-Dec-2004,27-Dec-2004,-,Vision Organics Limited,INE514B01010,-,
BANARBEADS,EQ,-,10,Agm,16-Dec-2004,-,23-Dec-2004,30-Dec-2004,16-Dec-2004,Banaras Beads Limited,INE655B01011,22-Dec-2004,
RAMANEWSPR,EQ,-,10,Agm,20-Dec-2004,-,22-Dec-2004,28-Dec-2004,-,Rama Newsprint and Papers Limited,INE278B01012,-,
BHORIND,EQ,-,10,Agm,22-Dec-2004,-,24-Dec-2004,30-Dec-2004,-,Bhor Industries Limited,INE160C01010,-,
SRERAYHIST,EQ,-,10,Agm,24-Dec-2004,-,28-Dec-2004,29-Dec-2004,-,Sree Rayalaseema Hi-Strength Hypo Limited,INE724B01015,-,
NETVISTAIT,EQ,-,10,Agm,24-Dec-2004,-,28-Dec-2004,29-Dec-2004,-,Netvista Information Technology Limited,INE738A01017,-,
GUJNRECOKE,EQ,-,10,Agm / Dividend-10%,30-Dec-2004,-,01-Jan-2005,08-Jan-2005,-,Gujarat NRE Coke Limited,INE110D01013,-,
