symbol,series,ind,faceVal,subject,exDate,recDate,bcStartDate,bcEndDate,ndStartDate,comp,isin,ndEndDate,caBroadcastDate
EUPHARMLAB,EQ,-,10,Agm,03-Jan-2001,-,16-Jan-2001,18-Jan-2001,03-Jan-2001,Eupharma Labs Limited,INE909A01014,09-Jan-2001,
CABOTINDIA,EQ,-,10,Agm/Dividend-30%,03-Jan-2001,-,16-Jan-2001,30-Jan-2001,03-Jan-2001,Cabot India Limited,INE144B01016,09-Jan-2001,
SKUPOWER,EQ,-,10,Agm/Dividend-1%,31-Jan-2001,-,16-Feb-2001,17-Feb-2001,31-Jan-2001,Induj Enertech Limited,INE826A01010,06-Feb-2001,
GRINWELNOR,EQ,-,10,Agm/Dividend-30%         Purpose Revised,07-Feb-2001,-,21-Feb-2001,06-Mar-2001,07-Feb-2001,Grindwell Norton Limited,INE536A01015,13-Feb-2001,
JKUDYOG,EQ,-,10,Agm,07-Feb-2001,-,27-Feb-2001,08-Mar-2001,07-Feb-2001,JK Udaipur Udyog Limited,INE225C01011,27-Feb-2001,
JKPHARMA,EQ,-,10,Annual Book Closure,07-Feb-2001,-,01-Mar-2001,23-Mar-2001,07-Feb-2001,JK Pharmachem Limited,INE335C01018,27-Feb-2001,
JBMTOOLS,EQ,-,10,Annual Book Closure,14-Feb-2001,-,14-Mar-2001,15-Mar-2001,14-Feb-2001,JBM Tools Limited,INE900C01019,13-Mar-2001,
ALBRMORARJ,EQ,-,10,Agm/Dividend-10%         Purpose Revised,21-Feb-2001,-,06-Mar-2001,04-Apr-2001,21-Feb-2001,Albright & Wilson Chemicals Limited,INE255B01010,27-Feb-2001,
MILTONPLAS,EQ,-,10,Agm,21-Feb-2001,-,06-Mar-2001,12-Mar-2001,21-Feb-2001,Milton Plastics Limited,INE343A01016,27-Feb-2001,
SIEL,EQ,-,10,Agm,21-Feb-2001,-,19-Mar-2001,20-Mar-2001,21-Feb-2001,SIEL Limited,INE636A01013,20-Mar-2001,
SMITHKLPHA,EQ,-,10,Agm/Dividend-40%,28-Feb-2001,-,16-Mar-2001,30-Mar-2001,28-Feb-2001,Smithkline Beecham Pharmaceuticals Limited,INE266A01019,06-Mar-2001,
BARODARAYN,EQ,-,10,Agm,28-Feb-2001,-,28-Mar-2001,29-Mar-2001,28-Feb-2001,Baroda Rayon Corpn Limited,INE022701010,27-Mar-2001,
SANDVIKAS,EQ,-,100,Agm/Dividend-Nil         Purpose Revised,28-Feb-2001,-,13-Mar-2001,22-Mar-2001,28-Feb-2001,Sandvik Asia Limited,INE624A01019,06-Mar-2001,
AKARLAMIN,EQ,-,10,Agm,28-Feb-2001,-,26-Mar-2001,30-Mar-2001,28-Feb-2001,Akar Laminators Limited,INE984C01013,27-Mar-2001,
JFLABS,EQ,-,10,Annual Book Closure      Purpose Revised,28-Feb-2001,-,28-Mar-2001,30-Mar-2001,28-Feb-2001,JF Laboratories Limited,INE226C01019,27-Mar-2001,
RASLAMIPAK,EQ,-,10,Agm,07-Mar-2001,-,22-Mar-2001,29-Mar-2001,07-Mar-2001,Ras Propack Lamipack Limited,INE279B01010,13-Mar-2001,
PHILIPS,EQ,-,10,Agm,07-Mar-2001,-,22-Mar-2001,12-Apr-2001,07-Mar-2001,Philips India Limited,INE319A01016,13-Mar-2001,
GOODRICKE,EQ,-,10,Agm/Dividend-5%,14-Mar-2001,-,27-Mar-2001,31-Mar-2001,14-Mar-2001,Goodricke Group Limited,INE300A01016,20-Mar-2001,
PEARLENGIN,EQ,-,10,Agm,14-Mar-2001,-,26-Mar-2001,29-Mar-2001,14-Mar-2001,Pearl Engineering Polymers Limited,INE843A01015,20-Mar-2001,
IGPL,EQ,-,10,Agm,14-Mar-2001,-,28-Mar-2001,31-Mar-2001,14-Mar-2001,IG Petrochemicals Limited,INE204A01010,20-Mar-2001,
GESTETNER,EQ,-,10,Agm/Dividend-10%         Purpose Revised,21-Mar-2001,-,02-Apr-2001,12-Apr-2001,21-Mar-2001,Gestetner (India) Limited,INE223C01016,27-Mar-2001,
RAYMONDSYN,EQ,-,10,Agm,28-Mar-2001,-,16-Apr-2001,25-Apr-2001,28-Mar-2001,Recron Synthetics Limited,INE616A01015,03-Apr-2001,
RADICOKHAI,EQ,-,10,Agm/Dividend-14%,18-Apr-2001,-,16-May-2001,04-Jun-2001,18-Apr-2001,Radico Khaitan Limited,INE381B01014,15-May-2001,
RELPETRO,EQ,-,10,Agm/Dividend-5%          Purpose Revised,25-Apr-2001,-,12-May-2001,19-May-2001,25-Apr-2001,Reliance Petroleum Limited,INE014A01013,01-May-2001,
CAPRIHANS,EQ,-,10,Agm,25-Apr-2001,-,10-May-2001,31-May-2001,25-Apr-2001,Caprihans India Limited,INE479A01018,01-May-2001,
GOODYEAR,EQ,-,10,Agm                      Purpose Revised,25-Apr-2001,-,09-May-2001,18-May-2001,25-Apr-2001,Goodyear India Limited,INE533A01012,01-May-2001,
ATLASCOPCO,EQ,-,10,Agm/Dividend-37.5%       Purpose Revised/Bc Dates Revised,09-May-2001,-,22-May-2001,01-Jun-2001,09-May-2001,Atlas Copco (India) Limited,INE445A01019,15-May-2001,
CASTROL,EQ,-,10,Agm/Dividend-50%,09-May-2001,-,22-May-2001,08-Jun-2001,09-May-2001,Castrol India Limited,INE172A01019,15-May-2001,
CADBURY,EQ,-,10,Agm/Dividend-50%,16-May-2001,-,29-May-2001,14-Jun-2001,16-May-2001,Cadbury India Limited,INE184A01014,22-May-2001,
APTECH,EQ,-,10,Agm/Dividend-30%         Purpose Revised,16-May-2001,-,31-May-2001,14-Jun-2001,16-May-2001,Aptech Limited,INE093A01017,22-May-2001,
INVELTRANS,EQ,-,10,Agm/Dividend- 10%,16-May-2001,-,01-Jun-2001,12-Jun-2001,16-May-2001,GKN Driveshafts (India) Limited,INE527A01014,22-May-2001,
USHAINDIA,EQ,-,10,Agm                      Purpose Revised,16-May-2001,-,30-May-2001,02-Jun-2001,16-May-2001,Usha (India) Limited,INE068A01019,22-May-2001,
