Date,Institutional_Score,Trend_Daily,Trend_Weekly,Trend_BiWeekly,Trend_Monthly,Trend_Quarterly,Trend_HalfYearly,Trend_Yearly,Trend_State,Trend_Strength,Trend_Acceleration
2016-03-04,-37452.4,3292.5499999999956,13358.730000000003,31553.264999999992,47402.06666666667,0.0,0.0,0.0,STRONG_ACCUMULATION,18916.570916666667,-845.6696785714303
2016-03-08,-27140.15,10312.25,14390.370000000003,35449.35499999999,54258.950000000004,0.0,0.0,0.0,STRONG_ACCUMULATION,22071.92125,3155.350333333332
2016-03-09,-42341.55,-15201.400000000001,-4628.260000000002,16332.959999999992,36191.65714285713,0.0,0.0,0.0,NEUTRAL,9283.479285714282,-12788.441964285717
2016-03-10,-44539.7,-2198.149999999994,-6095.949999999997,10083.885000000002,31425.99285714286,0.0,0.0,0.0,NEUTRAL,8234.873464285716,-1048.6058214285658
2016-03-11,-37293.7,7246.0,459.8000000000029,11238.940000000002,35118.176190476195,0.0,0.0,0.0,STRONG_ACCUMULATION,11258.955047619049,3024.0815833333327
2016-03-14,-32790.9,4502.799999999996,4030.2999999999956,11025.265,35291.88809523808,0.0,0.0,0.0,STRONG_ACCUMULATION,11531.586773809518,272.63172619046964
2016-03-15,-36174.9,-3384.0,2453.25,3904.4349999999977,28262.549999999996,0.0,0.0,0.0,EARLY_DISTRIBUTION,7680.890249999999,-3850.69652380952
2016-03-16,-47357.85,-11182.949999999997,-7726.440000000002,-8685.5,15025.44761904762,0.0,0.0,0.0,DISTRIBUTION,176.2759047619047,-7504.614345238094
2016-03-17,-31822.3,15535.55,5265.630000000001,5943.5400000000045,27922.69523809523,0.0,0.0,0.0,STRONG_ACCUMULATION,10215.60430952381,10039.328404761905
2016-03-18,-31747.15,75.14999999999782,4231.470000000001,5118.9100000000035,25150.107142857138,0.0,0.0,0.0,STRONG_ACCUMULATION,7697.5987857142845,-2518.0055238095247
2016-03-21,-30682.7,1064.4500000000007,4874.2800000000025,5506.389999999996,23793.609523809526,0.0,0.0,0.0,STRONG_ACCUMULATION,7611.947880952381,-85.6509047619038
2016-03-22,-40333.5,-9650.8,-3944.800000000003,-2825.074999999997,11679.883333333339,0.0,0.0,0.0,DISTRIBUTION,939.4095833333349,-6672.538297619046
2016-03-23,-43715.35,-3381.8499999999985,-8055.1500000000015,-6069.544999999998,6032.0142857142855,0.0,0.0,0.0,DISTRIBUTION,-948.8856785714288,-1888.2952619047637
2016-03-28,-62477.55,-18762.200000000004,-20686.300000000003,-23037.96,-13635.611904761907,0.0,0.0,0.0,STRONG_DISTRIBUTION,-11843.761976190477,-10894.876297619048
2016-03-29,-61804.5,673.0500000000029,-14001.779999999999,-19913.83,-14069.440476190473,0.0,0.0,0.0,EARLY_ACCUMULATION,-8537.396619047619,3306.3653571428586
2016-03-30,-58140.2,3664.300000000003,-4845.980000000003,-13714.599999999999,-12312.900000000001,0.0,0.0,0.0,EARLY_ACCUMULATION,-5495.882,3041.514619047619
2016-03-31,-56653.5,1486.699999999997,-95.28000000000611,-10180.039999999994,-11935.826190476197,0.0,0.0,0.0,EARLY_ACCUMULATION,-4376.58454761905,1119.2974523809498
2016-04-01,-71333.85,-14680.350000000006,-9251.93,-22462.790000000008,-26721.38333333334,0.0,0.0,0.0,STRONG_DISTRIBUTION,-12905.588833333337,-8529.004285714287
2016-04-04,-74184.5,-2850.649999999994,-9761.190000000002,-21077.219999999994,-28964.566666666666,0.0,0.0,0.0,STRONG_DISTRIBUTION,-12151.968166666666,753.6206666666712
2016-04-05,-82496.35,-8311.850000000006,-13934.669999999998,-24314.15000000001,-35295.0380952381,8076.136507936506,0.0,0.0,STRONG_DISTRIBUTION,-14180.84704761905,-2028.8788809523849
2016-04-06,-81170.05,1326.300000000003,-8002.400000000009,-17939.11499999999,-32043.733333333337,8700.119841269843,0.0,0.0,EARLY_ACCUMULATION,-10464.512607142857,3716.334440476194
2016-04-07,-90860.1,-9690.050000000003,-10851.130000000005,-22576.505000000005,-39190.55952380953,-1625.6420634920796,0.0,0.0,STRONG_DISTRIBUTION,-16024.636440476195,-5560.123833333339
2016-04-08,-97742.8,-6882.699999999997,-12452.039999999994,-24056.460000000006,-42711.228571428575,-9045.615079365089,0.0,0.0,STRONG_DISTRIBUTION,-18199.194404761907,-2174.557964285712
2016-04-11,-99916.5,-2173.699999999997,-9479.339999999997,-22486.265,-42143.26428571428,-11788.242857142875,0.0,0.0,STRONG_DISTRIBUTION,-17316.26325,882.9311547619072
2016-04-12,-99106.75,809.75,-5347.509999999995,-17946.290000000008,-38735.083333333336,-11763.934920634929,0.0,0.0,EARLY_ACCUMULATION,-14861.456071428573,2454.8071785714274
2016-04-13,-83826.95,15279.800000000003,10463.669999999998,-97.81499999998778,-21239.41428571428,2420.3214285714203,0.0,0.0,NEUTRAL,-1863.9471071428552,12997.508964285717
2016-04-18,-75074.65,8752.300000000003,16058.880000000005,10496.600000000006,-10473.602380952376,9849.385714285716,0.0,0.0,ACCUMULATION,3717.5592619047657,5581.506369047621
2016-04-20,-75623.35,-548.7000000000116,11086.289999999979,10376.849999999991,-9143.804761904772,7922.694444444438,0.0,0.0,NEUTRAL,2067.0539761904665,-1650.5052857142991
2016-04-21,-63889.45,11733.900000000009,15614.779999999999,21081.244999999995,3377.3142857142957,18253.947619047613,0.0,0.0,STRONG_ACCUMULATION,10260.214464285717,8193.160488095251
2016-04-22,-64251.95,-362.5,8281.319999999992,18894.305000000008,4559.0833333333285,16512.776190476186,0.0,0.0,EARLY_DISTRIBUTION,7656.78101190476,-2603.4334523809566
2016-04-25,-66435.4,-2183.449999999997,2619.560000000012,15237.39,4027.4547619047808,13114.969047619059,0.0,0.0,EARLY_DISTRIBUTION,5434.306547619056,-2222.474464285704
2016-04-26,-67615.65,-1180.25,-52.48999999999069,11732.695000000007,4605.9166666666715,10768.867460317459,0.0,0.0,NEUTRAL,4400.815035714289,-1033.4915119047673
2016-04-27,-60928.1,6687.549999999996,3696.0099999999875,14738.775000000001,12274.16190476191,16301.780952380948,0.0,0.0,STRONG_ACCUMULATION,8947.780369047618,4546.965333333329
2016-04-28,-67480.05,-6551.950000000004,-2137.8199999999997,4943.180000000008,6853.864285714284,8731.196031746033,0.0,0.0,NEUTRAL,2788.7544761904765,-6159.025892857141
2016-04-29,-74127.85,-6647.800000000003,-6810.440000000002,-4202.510000000009,760.8404761904676,1226.060317460302,0.0,0.0,DISTRIBUTION,-1942.6033333333394,-4731.357809523815
2016-05-02,-85250.25,-11122.399999999994,-14169.869999999995,-15182.580000000002,-9245.095238095237,-10373.88968253968,0.0,0.0,STRONG_DISTRIBUTION,-9382.46476190476,-7439.861428571419
2016-05-03,-91825.55,-6575.300000000003,-15903.190000000002,-20082.789999999994,-14216.330952380944,-17386.83253968254,0.0,0.0,STRONG_DISTRIBUTION,-12217.534619047616,-2835.0698571428566
2016-05-04,-105137.5,-13311.949999999997,-20373.259999999995,-30443.324999999997,-25219.519047619047,-30860.152380952393,0.0,0.0,STRONG_DISTRIBUTION,-19887.58536904762,-7670.050750000006
2016-05-05,-105026.0,111.5,-12752.569999999992,-26218.17,-23503.630952380947,-30950.920634920636,0.0,0.0,EARLY_ACCUMULATION,-16353.006833333331,3534.5785357142904
2016-05-06,-110677.85,-5651.850000000006,-11094.419999999998,-27227.429999999993,-27417.702380952396,-36404.573809523805,0.0,0.0,STRONG_DISTRIBUTION,-18628.57416666667,-2275.567333333338
2016-05-09,-110531.95,145.90000000000873,-5892.180000000008,-22671.875,-25936.773809523802,-36106.883333333346,0.0,0.0,EARLY_ACCUMULATION,-16170.244202380953,2458.3299642857164
2016-05-10,-120451.2,-9919.25,-10086.300000000003,-27307.569999999992,-33985.492857142846,-45799.107936507935,0.0,0.0,STRONG_DISTRIBUTION,-21967.2449047619,-5797.0007023809485
2016-05-11,-114094.65,6356.550000000003,-1938.3199999999924,-15634.36499999999,-26522.53571428571,-39395.94285714286,0.0,0.0,EARLY_ACCUMULATION,-14540.273107142853,7426.971797619048
2016-05-12,-108151.8,5942.849999999991,4629.689999999988,-5624.340000000011,-20084.019047619062,-33318.98253968255,0.0,0.0,NEUTRAL,-9573.764642857152,4966.508464285702
2016-05-13,-116402.55,-8250.75,-2476.1199999999953,-9647.619999999995,-27549.71904761906,-41349.45873015873,0.0,0.0,STRONG_DISTRIBUTION,-15733.484571428573,-6159.719928571421
2016-05-16,-122325.95,-5923.399999999994,-6040.719999999987,-11863.449999999997,-32367.442857142858,-46893.99444444444,0.0,0.0,STRONG_DISTRIBUTION,-18403.925380952376,-2670.440809523803
2016-05-17,-113628.25,8697.699999999997,1292.3899999999849,-985.4800000000105,-22250.63333333333,-38169.240476190476,0.0,0.0,NEUTRAL,-10372.237904761907,8031.687476190469
2016-05-18,-121286.8,-7658.550000000003,-4927.7300000000105,-7029.100000000006,-27708.60476190476,-45866.12301587303,0.0,0.0,STRONG_DISTRIBUTION,-16366.449142857147,-5994.21123809524
2016-05-19,-118398.85,2887.949999999997,9.630000000004657,-2803.86500000002,-22783.726190476198,-42888.14365079366,0.0,0.0,NEUTRAL,-12259.493345238101,4106.955797619046
2016-05-20,-119958.4,-1559.5499999999884,-838.75,-3435.3600000000006,-21673.32619047619,-43980.02142857143,0.0,0.0,STRONG_DISTRIBUTION,-12812.406261904762,-552.9129166666607
2016-05-23,-114052.35,5906.049999999988,3412.5800000000017,2822.729999999996,-13395.828571428574,-37648.16666666666,0.0,0.0,ACCUMULATION,-7470.280642857144,5342.125619047618
