Date,FII_OI_Score,DII_OI_Score,PRO_OI_Score,CLIENT_OI_Score,FII_Volume_Score,DII_Volume_Score,PRO_Volume_Score,CLIENT_Volume_Score,FII_Derivatives_Score,Institutional_Score,Regime
2026-05-31,444903.0,-4047468.0,494300.0,3108265.0,-30553.0,-151941.0,61303.0,121191.0,-30553.0,-590275.05,DISTRIBUTION
