symbol,sector,bull_run_score,label,accumulation_score,ml_bull_run_score
GICHSGFIN,FINANCIAL_SERVICES,39.43,NEUTRAL,0.012416258,20.83
GAYAHWS,INFRASTRUCTURE,39.39,NEUTRAL,0.11699933,21.41
NATHBIOGEN,AGRICULTURE,39.38,NEUTRAL,0.03666063,22.33
IRCTC,CAPITAL_GOODS,39.38,NEUTRAL,0.08481405,20.15
LICMFGOLD,OTHER,39.34,NEUTRAL,0.035908323,29.81
DCMSHRIRAM,DIVERSIFIED,39.33,NEUTRAL,0.058617316,20.09
DICIND,CHEMICALS,39.31,NEUTRAL,0.017258374,22.44
ATLANTAELE,OTHER,39.28,NEUTRAL,0.17788877,56.21
SUNTV,MEDIA,39.25,NEUTRAL,0.053119317,21.5
GROWWGOLD,OTHER,39.24,NEUTRAL,0.046428367,24.63
ICICIGI,FINANCIAL_SERVICES,39.24,NEUTRAL,0.029144617,20.32
SPARC,CHEMICALS,39.23,NEUTRAL,0.111551255,58.71
TVSELECT,RETAIL,39.21,NEUTRAL,0.0329325,46.09
MOLDTKPAC,CHEMICALS,39.21,NEUTRAL,0.08809415,56.88
WONDERLA,HOSPITALITY,39.2,NEUTRAL,0.03132134,24.09
AHLUCONT,INFRASTRUCTURE,39.2,NEUTRAL,0.024788052,27.58
AVANTEL,DEFENCE,39.19,NEUTRAL,0.054022864,55.62
IVZINGOLD,OTHER,39.17,NEUTRAL,0.04211714,22.92
TIMKEN,CAPITAL_GOODS,39.17,NEUTRAL,0.0395618,22.17
CHAMBLFERT,CHEMICALS,39.15,NEUTRAL,0.027156625,27.66
MANAKSIA,METAL,39.15,NEUTRAL,0.019627001,20.21
CCHHL,HOSPITALITY,39.11,NEUTRAL,0.030030612,20.66
MOSILVER,OTHER,39.1,NEUTRAL,0.054439303,21.26
THOMASCOTT,TEXTILES,39.1,NEUTRAL,0.03592034,33.54
BAJAJHFL,FINANCIAL_SERVICES,39.1,NEUTRAL,0.027008386,46.19
KUANTUM,CHEMICALS,39.06,NEUTRAL,0.040938478,20.66
REDTAPE,FMCG,39.06,NEUTRAL,0.029475557,54.75
BORORENEW,CAPITAL_GOODS,39.06,NEUTRAL,0.0713695,44.27
SUNTECK,REALTY,39.05,NEUTRAL,0.12026826,20.16
ADANIPOWER,POWER,39.02,NEUTRAL,0.1464476,25.08
WINDMACHIN,CAPITAL_GOODS,38.99,NEUTRAL,0.022896556,20.65
SATIA,CHEMICALS,38.99,NEUTRAL,0.028265644,49.26
ORIENTELEC,FMCG,38.98,NEUTRAL,0.016906122,25.94
ANGELONE,FINANCIAL_SERVICES,38.96,NEUTRAL,0.10062222,28.34
BLKASHYAP,INFRASTRUCTURE,38.94,NEUTRAL,0.027355159,32.7
POWERICA,CAPITAL_GOODS,38.93,NEUTRAL,0.11627637,54.69
PRAXIS,OTHER,38.89,NEUTRAL,0.12485429,37.16
GLOBALVECT,AVIATION,38.89,NEUTRAL,0.03693341,20.26
PIGL,CAPITAL_GOODS,38.89,NEUTRAL,0.04670744,24.44
NATCOPHARM,PHARMA,38.88,NEUTRAL,0.04175346,47.67
UFO,MEDIA,38.86,NEUTRAL,0.025387352,24.28
SPLPETRO,CHEMICALS,38.86,NEUTRAL,0.02636108,57.1
LUXIND,TEXTILES,38.85,NEUTRAL,0.048262473,38.62
VIPIND,REALTY,38.85,NEUTRAL,0.046925154,20.35
AONESILVER,OTHER,38.84,NEUTRAL,0.059249192,20.92
REPCOHOME,FINANCIAL_SERVICES,38.84,NEUTRAL,0.058140386,23.59
PRAENG,REALTY,38.81,NEUTRAL,0.054102857,23.23
JNKINDIA,CAPITAL_GOODS,38.79,NEUTRAL,0.073576,59.13
TENNIND,AUTO,38.79,NEUTRAL,0.23708257,21.26
GODREJAGRO,AGRICULTURE,38.78,NEUTRAL,0.03417856,21.4
EMSLIMITED,INFRASTRUCTURE,38.76,NEUTRAL,0.04603794,44.86
GILLETTE,FMCG,38.75,NEUTRAL,0.036282293,21.45
GARUDA,INFRASTRUCTURE,38.74,NEUTRAL,0.019434543,27.83
UCAL,AUTO,38.74,NEUTRAL,0.0634023,23.28
CURAA,OTHER,38.71,NEUTRAL,0.07396597,21.91
NORBTEAEXP,TEXTILES,38.7,NEUTRAL,0.11108641,21.93
HATHWAY,MEDIA,38.69,NEUTRAL,0.027750582,21.08
LATENTVIEW,REALTY,38.67,NEUTRAL,0.10965561,32.11
GFLLIMITED,FINANCIAL_SERVICES,38.66,NEUTRAL,0.059007008,40.53
UNITEDTEA,FMCG,38.66,NEUTRAL,0.017021434,21.19
VINATIORGA,CHEMICALS,38.65,NEUTRAL,0.019961072,20.83
MGL,ENERGY,38.63,NEUTRAL,0.024724208,23.62
DCMFINSERV,OTHER,38.62,NEUTRAL,2.4322093,59.18
UMESLTD,OTHER,38.6,NEUTRAL,0.04379915,23.34
ABREL,REALTY,38.56,NEUTRAL,0.03572949,30.4
MOTILALOFS,FINANCIAL_SERVICES,38.56,NEUTRAL,0.06434137,54.92
TRUALT,AGRICULTURE,38.55,NEUTRAL,0.0364875,20.28
SICAGEN,CHEMICALS,38.52,NEUTRAL,0.060118634,20.62
GRSE,DEFENCE,38.52,NEUTRAL,0.07334558,23.72
NAVKARCORP,POWER,38.5,NEUTRAL,0.03372671,30.02
AXITA,TEXTILES,38.5,NEUTRAL,0.122773714,20.24
RUDRA,OTHER,38.49,NEUTRAL,0.23714606,59.02
SINDHUTRAD,LOGISTICS,38.49,NEUTRAL,0.044113684,55.55
CREATIVEYE,MEDIA,38.48,NEUTRAL,0.035924174,20.3
JUBLPHARMA,PHARMA,38.48,NEUTRAL,0.031705625,22.44
KANSAINER,CHEMICALS,38.47,NEUTRAL,0.03780918,25.91
SAKHTISUG,FMCG,38.47,NEUTRAL,0.016645823,20.6
MSPL,METAL,38.44,NEUTRAL,0.03554403,21.91
UCOBANK,BANKING,38.43,NEUTRAL,0.03700123,25.92
GEMAROMA,OTHER,38.4,NEUTRAL,5.1542306,42.85
BIOFILCHEM,PHARMA,38.38,NEUTRAL,0.04598305,22.71
SILVERAG,OTHER,38.38,NEUTRAL,0.0423908,20.78
LOVABLE,TEXTILES,38.38,NEUTRAL,0.029399555,22.07
PARADEEP,CHEMICALS,38.38,NEUTRAL,1.3085206,49.11
THERMAX,CAPITAL_GOODS,38.38,NEUTRAL,0.5528043,53.23
LCCINFOTEC,OTHER,38.37,NEUTRAL,0.13807063,20.33
SANDESH,MEDIA,38.33,NEUTRAL,0.024142906,20.85
GVT&D,CAPITAL_GOODS,38.32,NEUTRAL,0.07964119,58.97
PINELABS,FINANCIAL_SERVICES,38.32,NEUTRAL,0.40863034,21.03
JKTYRE,AUTO,38.32,NEUTRAL,0.042036075,33.75
HAVISHA,FINANCIAL_SERVICES,38.3,NEUTRAL,0.62207764,37.79
NBCC,INFRASTRUCTURE,38.27,NEUTRAL,0.0241832,22.05
CYIENT,IT,38.26,NEUTRAL,0.052607175,20.14
MOTISONS,FMCG,38.25,NEUTRAL,0.017616585,26.7
SAMBHAAV,MEDIA,38.24,NEUTRAL,0.8751748,53.97
HAPPSTMNDS,IT,38.24,NEUTRAL,0.07001891,30.85
ASTAR,FMCG,38.23,NEUTRAL,0.040955186,36.31
TCI,LOGISTICS,38.21,NEUTRAL,0.027363244,20.42
ARVINDFASN,RETAIL,38.21,NEUTRAL,0.023517283,23.24
TRENT,RETAIL,38.18,NEUTRAL,0.33110088,53.22
SILVERBETA,OTHER,38.17,NEUTRAL,0.040119335,21.1
BAIDFIN,FINANCIAL_SERVICES,38.16,NEUTRAL,0.018767964,20.61
CMSINFO,FINANCIAL_SERVICES,38.13,NEUTRAL,0.075127095,20.21
TRIDENT,TEXTILES,38.12,NEUTRAL,0.029967291,22.03
FDC,PHARMA,38.12,NEUTRAL,0.049767625,28.6
KSB,CAPITAL_GOODS,38.12,NEUTRAL,0.056625117,33.44
CANTABIL,TEXTILES,38.12,NEUTRAL,0.03185339,31.71
PASHUPATI,TEXTILES,38.07,NEUTRAL,0.0631078,21.53
RUCHINFRA,INFRASTRUCTURE,38.07,NEUTRAL,0.033729315,21.02
MAZDOCK,DEFENCE,38.05,NEUTRAL,0.085594706,27.85
ITI,TELECOM,38.05,NEUTRAL,0.019138934,20.42
VISL,OTHER,38.05,NEUTRAL,0.07873572,28.03
MBAPL,CHEMICALS,38.04,NEUTRAL,0.13934042,54.99
BAJAJST,CAPITAL_GOODS,38.02,NEUTRAL,0.0900448,26.31
SILVERBND,OTHER,38.02,NEUTRAL,0.049543113,20.94
CPEDU,HEALTHCARE,38.02,NEUTRAL,0.09306171,54.98
ATGL,ENERGY,38.01,NEUTRAL,0.18717091,56.13
HEIDELBERG,CEMENT,38.0,NEUTRAL,0.021223212,20.72
GMRP&UI,INFRASTRUCTURE,38.0,NEUTRAL,0.028485695,20.24
ADFFOODS,FMCG,37.98,NEUTRAL,0.073054306,53.17
JSLL,PHARMA,37.95,NEUTRAL,0.033276826,21.14
CENTRALBK,BANKING,37.94,NEUTRAL,0.041024722,32.32
ICDSLTD,FINANCIAL_SERVICES,37.93,NEUTRAL,0.2942088,40.61
TURTLEMINT,OTHER,37.9,NEUTRAL,0.06813974,30.21
PNBGILTS,FINANCIAL_SERVICES,37.9,NEUTRAL,0.029253883,22.18
GPIL,METAL,37.89,NEUTRAL,0.033323873,20.41
ALBERTDAVD,PHARMA,37.88,NEUTRAL,0.028923448,22.09
SMSPHARMA,PHARMA,37.87,NEUTRAL,0.08158086,26.79
RCF,CHEMICALS,37.87,NEUTRAL,0.015587917,22.03
KIRIINDUS,CHEMICALS,37.85,NEUTRAL,0.10857307,57.16
PVP,REALTY,37.84,NEUTRAL,0.09536631,20.27
FINOPB,BANKING,37.82,NEUTRAL,0.27412665,21.26
KRITINUT,OTHER,37.81,NEUTRAL,0.15077566,25.26
INDBANK,FINANCIAL_SERVICES,37.81,NEUTRAL,0.031018615,23.58
SOBHA,REALTY,37.8,NEUTRAL,0.026564332,20.81
ROML,FMCG,37.79,NEUTRAL,0.022758827,24.74
EIDPARRY,FMCG,37.78,NEUTRAL,0.046042394,20.19
MADHAVIPL,INFRASTRUCTURE,37.77,NEUTRAL,0.053459425,21.14
CROMPTON,FMCG,37.76,NEUTRAL,0.026989132,38.77
DSSL,IT,37.75,NEUTRAL,0.07310654,32.68
BBTC,FMCG,37.72,NEUTRAL,0.041324455,23.09
ASPINWALL,LOGISTICS,37.71,NEUTRAL,0.013815617,25.19
FACT,CHEMICALS,37.71,NEUTRAL,0.016736077,20.79
OLECTRA,AUTO,37.69,NEUTRAL,0.054612786,30.16
DONEAR,TEXTILES,37.69,NEUTRAL,0.03573782,20.47
AERONEU,CHEMICALS,37.68,NEUTRAL,0.11282778,25.72
INCREDIBLE,METAL,37.66,NEUTRAL,0.066511795,20.32
LOYALTEX,OTHER,37.65,NEUTRAL,0.073493175,24.9
ADVANIHOTR,HOSPITALITY,37.64,NEUTRAL,0.036886875,20.94
STUDDS,AUTO,37.62,NEUTRAL,0.032154106,20.33
ERIS,PHARMA,37.61,NEUTRAL,0.028994929,23.76
BEML,AUTO,37.58,NEUTRAL,0.05591518,20.62
DVL,DIVERSIFIED,37.58,NEUTRAL,0.03566257,21.82
STARTECK,FINANCIAL_SERVICES,37.58,NEUTRAL,0.030933503,21.62
CENTEXT,METAL,37.58,NEUTRAL,0.42938414,54.5
BLAL,FINANCIAL_SERVICES,37.55,NEUTRAL,0.01736547,20.58
SUBROS,CAPITAL_GOODS,37.52,NEUTRAL,0.04869377,59.08
NATCAPSUQ,PHARMA,37.51,NEUTRAL,0.15778843,55.01
OMINFRAL,INFRASTRUCTURE,37.51,NEUTRAL,0.03920511,34.97
SURYODAY,BANKING,37.5,NEUTRAL,0.1392083,56.25
ACI,CHEMICALS,37.48,NEUTRAL,0.01837569,22.88
BALKRISHNA,CHEMICALS,37.44,NEUTRAL,0.018849384,22.95
S&SPOWER,OTHER,37.44,NEUTRAL,0.10914662,23.22
PIONEEREMB,TEXTILES,37.41,NEUTRAL,0.05171679,22.9
DLINKINDIA,IT,37.41,NEUTRAL,0.023084741,22.11
ZFSTEERING,AUTO,37.41,NEUTRAL,0.039933983,21.76
QUADFUTURE,CAPITAL_GOODS,37.41,NEUTRAL,0.041917387,37.35
AWL,FMCG,37.39,NEUTRAL,0.035174362,22.79
RKSWAMY,MEDIA,37.39,NEUTRAL,0.059821676,23.0
SASKEN,IT,37.38,NEUTRAL,0.083027445,59.4
BCPL,REALTY,37.37,NEUTRAL,0.04895313,21.21
RAMAPHO,CHEMICALS,37.34,NEUTRAL,0.24176247,21.09
KRISHANA,CHEMICALS,37.33,NEUTRAL,0.08409234,21.69
TIINDIA,AUTO,37.31,NEUTRAL,0.026520502,23.12
EVEREADY,FMCG,37.31,NEUTRAL,0.03812963,34.16
NIBE,DEFENCE,37.27,NEUTRAL,0.054996938,58.34
LGBBROSLTD,AUTO,37.25,NEUTRAL,0.11517995,20.8
PRINCEPIPE,CAPITAL_GOODS,37.23,NEUTRAL,0.029579462,28.99
NAVNETEDUL,MEDIA,37.21,NEUTRAL,0.059752837,20.34
MUTHOOTFIN,FINANCIAL_SERVICES,37.2,NEUTRAL,0.084579006,47.26
ADVENTHTL,HOSPITALITY,37.2,NEUTRAL,0.4520125,31.34
ZODIAC,OTHER,37.19,NEUTRAL,0.16601013,51.19
ONESOURCE,PHARMA,37.18,NEUTRAL,0.020847918,20.14
CHOLAHLDNG,FINANCIAL_SERVICES,37.17,NEUTRAL,0.042876743,22.58
LAMBODHARA,TEXTILES,37.16,NEUTRAL,0.026999015,51.08
HCL-INSYS,IT,37.15,NEUTRAL,0.016594967,20.1
VOGL,OTHER,37.13,NEUTRAL,0.06828236,34.45
ROSSARI,CHEMICALS,37.12,NEUTRAL,0.008853284,21.49
THOMASCOOK,HOSPITALITY,37.12,NEUTRAL,0.10467173,20.53
HINDUNILVR,FMCG,37.12,NEUTRAL,0.0306138,20.86
DEVYANI,HOSPITALITY,37.12,NEUTRAL,0.028606314,21.01
EMUDHRA,IT,37.11,NEUTRAL,0.029078228,22.08
GPTINFRA,INFRASTRUCTURE,37.07,NEUTRAL,0.05354604,38.0
APCL,CEMENT,37.06,NEUTRAL,0.037357334,20.06
NIRAJISPAT,FMCG,37.06,NEUTRAL,0.20958757,57.53
SHREDIGCEM,CEMENT,37.03,NEUTRAL,0.023940116,23.44
BEARDSELL,CAPITAL_GOODS,37.02,NEUTRAL,0.011804824,23.66
SHRIKRISH,REALTY,36.99,NEUTRAL,0.05735669,48.43
ARIES,CHEMICALS,36.98,NEUTRAL,0.012872683,21.54
SUKHJITS,AGRICULTURE,36.95,NEUTRAL,0.02185861,26.35
TEGA,FINANCIAL_SERVICES,36.94,NEUTRAL,0.02133598,20.44
BALMLAWRIE,DIVERSIFIED,36.91,NEUTRAL,0.026594184,29.97
ALMONDZ,FINANCIAL_SERVICES,36.9,NEUTRAL,0.02495885,20.07
BFUTILITIE,INFRASTRUCTURE,36.9,NEUTRAL,0.03625743,36.38
STEELCITY,FINANCIAL_SERVICES,36.89,NEUTRAL,0.036316242,20.1
KEEPLEARN,HEALTHCARE,36.89,NEUTRAL,0.033604044,20.09
GSFC,CHEMICALS,36.88,NEUTRAL,0.015916895,20.86
HITECH,METAL,36.88,NEUTRAL,0.010939512,23.0
JKIL,INFRASTRUCTURE,36.87,NEUTRAL,0.015274081,20.06
FRONTSP,AUTO,36.86,NEUTRAL,0.080663376,21.27
RSYSTEMS,IT,36.86,NEUTRAL,0.045799408,22.09
ICRA,FINANCIAL_SERVICES,36.85,NEUTRAL,0.029240279,21.52
PILANIINVS,FINANCIAL_SERVICES,36.84,NEUTRAL,0.018216014,20.7
SCILAL,FINANCIAL_SERVICES,36.84,NEUTRAL,0.015170432,20.36
NILAINFRA,REALTY,36.83,NEUTRAL,0.019847259,20.08
BANKBARODA,BANKING,36.8,NEUTRAL,0.037043903,20.76
LIBERTSHOE,FMCG,36.8,NEUTRAL,0.031624872,46.48
GANGESSECU,FMCG,36.79,NEUTRAL,0.031412005,21.38
CORALFINAC,REALTY,36.77,NEUTRAL,0.034285143,22.64
BONLON,CHEMICALS,36.76,NEUTRAL,0.021750605,20.55
NAVA,POWER,36.76,NEUTRAL,0.03355903,20.85
WALCHANNAG,FINANCIAL_SERVICES,36.76,NEUTRAL,0.061904553,29.05
SINCLAIR,HOSPITALITY,36.73,NEUTRAL,0.024325002,20.49
IFGLEXPOR,CAPITAL_GOODS,36.73,NEUTRAL,0.082559496,59.83
IRCON,INFRASTRUCTURE,36.71,NEUTRAL,0.04611394,20.05
HINDCON,OTHER,36.65,NEUTRAL,0.056577154,24.44
GODFRYPHLP,FMCG,36.65,NEUTRAL,0.1197056,36.69
NEWGEN,IT,36.65,NEUTRAL,0.13079204,22.39
THEINVEST,FINANCIAL_SERVICES,36.65,NEUTRAL,0.039148033,20.57
SURAKSHA,HEALTHCARE,36.64,NEUTRAL,0.01640471,20.1
BOHRAIND,OTHER,36.63,NEUTRAL,1.0790012,25.54
EIHAHOTELS,HOSPITALITY,36.6,NEUTRAL,0.026518578,22.14
PENIND,MEDIA,36.58,NEUTRAL,0.027162788,23.59
BAJEL,CAPITAL_GOODS,36.56,NEUTRAL,0.020078946,21.11
GENUSPAPER,CHEMICALS,36.56,NEUTRAL,0.04542202,20.78
LANDSMILL,OTHER,36.55,NEUTRAL,0.036348335,20.69
ZENSARTECH,FMCG,36.5,NEUTRAL,0.15973882,20.51
INNOVISION,INFRASTRUCTURE,36.49,NEUTRAL,0.08783445,26.59
COCHINSHIP,DEFENCE,36.48,NEUTRAL,0.07370555,21.21
BHARATCOAL,ENERGY,36.47,NEUTRAL,0.04207007,21.46
ORICONENT,TEXTILES,36.47,NEUTRAL,0.03858112,20.19
SILVER1,OTHER,36.45,NEUTRAL,0.0477932,20.23
GTL,TELECOM,36.43,NEUTRAL,0.023330998,20.99
IGL,ENERGY,36.42,NEUTRAL,0.01921227,20.13
LPDC,REALTY,36.38,NEUTRAL,0.027412202,20.28
RATNAMANI,METAL,36.35,NEUTRAL,0.026412122,23.14
DRREDDY,PHARMA,36.35,NEUTRAL,0.06407394,28.06
VINYLINDIA,CHEMICALS,36.35,NEUTRAL,0.017983362,21.39
CIEINDIA,AUTO,36.34,NEUTRAL,0.036364414,20.14
MHLXMIRU,TEXTILES,36.32,NEUTRAL,0.058064796,20.09
KALPATARU,REALTY,36.28,NEUTRAL,0.025929738,20.45
NTPCGREEN,POWER,36.26,NEUTRAL,0.02504359,20.2
DEN,MEDIA,36.25,NEUTRAL,0.030843511,20.12
IRIS,IT,36.23,NEUTRAL,0.038210336,22.37
JPOLYINVST,FINANCIAL_SERVICES,36.23,NEUTRAL,0.040007338,24.29
NILASPACES,REALTY,36.22,NEUTRAL,0.056193065,31.27
VEEDOL,ENERGY,36.21,NEUTRAL,0.026828453,21.57
BBOX,IT,36.17,NEUTRAL,0.11016106,58.62
WAKEFIT,REALTY,36.11,NEUTRAL,0.13590002,31.69
LAL,TEXTILES,36.1,NEUTRAL,0.060925905,46.38
AMJLAND,CHEMICALS,36.09,NEUTRAL,0.024391284,20.13
GROWWSLVR,OTHER,36.07,NEUTRAL,0.037648838,20.18
SHANTI,FMCG,36.06,NEUTRAL,0.1701831,21.27
SINGERIND,FMCG,36.05,NEUTRAL,0.030412292,20.13
KANANIIND,CAPITAL_GOODS,36.04,NEUTRAL,0.022122584,20.12
JUNIPER,HOSPITALITY,36.04,NEUTRAL,0.036318976,20.09
KLBRENG-B,CAPITAL_GOODS,36.03,NEUTRAL,0.118115194,22.98
KREBSBIO,PHARMA,36.02,NEUTRAL,0.04197171,20.13
THANGAMAYL,FMCG,36.01,NEUTRAL,0.23671012,56.31
KOTIC,CHEMICALS,35.99,NEUTRAL,0.0502932,32.2
INA,POWER,35.99,NEUTRAL,0.035702135,24.11
JAYKAY,FMCG,35.97,NEUTRAL,0.024396447,20.27
CROWN,CAPITAL_GOODS,35.96,NEUTRAL,0.03344941,20.28
VEDPOWER,OTHER,35.96,NEUTRAL,0.06584734,29.58
HISARMETAL,METAL,35.93,NEUTRAL,0.02137485,20.13
GNRL,ENERGY,35.93,NEUTRAL,0.045493934,46.64
BLBLIMITED,FINANCIAL_SERVICES,35.93,NEUTRAL,0.13853511,20.16
AXISCADES,DEFENCE,35.93,NEUTRAL,0.07069463,20.53
BAJAJHIND,FMCG,35.91,NEUTRAL,0.022078311,20.1
HATSUN,FMCG,35.91,NEUTRAL,0.027832668,20.47
ORKLAINDIA,FMCG,35.88,NEUTRAL,0.09736115,20.23
BIRLAPREC,CAPITAL_GOODS,35.86,NEUTRAL,0.05142527,23.47
INFOMEDIA,MEDIA,35.86,NEUTRAL,0.0455429,29.64
DCAL,PHARMA,35.8,NEUTRAL,0.02873361,23.52
WEALTH,FINANCIAL_SERVICES,35.79,NEUTRAL,0.020815402,20.4
KHANDSE,FINANCIAL_SERVICES,35.75,NEUTRAL,0.01661362,20.36
VIKRAN,CAPITAL_GOODS,35.73,NEUTRAL,0.030619143,20.99
ZENITHEXPO,TEXTILES,35.71,NEUTRAL,0.021609176,44.52
TEXMOPIPES,CAPITAL_GOODS,35.7,NEUTRAL,0.015858313,20.07
EXCELSOFT,IT,35.68,NEUTRAL,0.094582945,23.53
AEPL,CAPITAL_GOODS,35.68,NEUTRAL,0.07738987,23.59
BDL,DEFENCE,35.67,NEUTRAL,0.04186378,20.47
GRINFRA,INFRASTRUCTURE,35.63,NEUTRAL,0.023923185,20.68
SUMMITSEC,FINANCIAL_SERVICES,35.6,NEUTRAL,0.031752758,20.12
SILGO,FMCG,35.6,NEUTRAL,0.056731567,20.17
DABUR,FMCG,35.59,NEUTRAL,0.0453598,20.17
MASTERTR,FINANCIAL_SERVICES,35.58,NEUTRAL,0.10065712,20.36
PSB,BANKING,35.57,NEUTRAL,0.019484269,21.36
JAYSREETEA,FMCG,35.57,NEUTRAL,0.015379876,20.09
VESUVIUS,CAPITAL_GOODS,35.56,NEUTRAL,0.019055318,20.21
NAGREEKCAP,OTHER,35.52,NEUTRAL,0.31263447,58.64
SURANASOL,CAPITAL_GOODS,35.52,NEUTRAL,0.020931311,22.33
FCSSOFT,OTHER,35.5,NEUTRAL,0.124524415,27.61
SWARAJENG,CAPITAL_GOODS,35.48,NEUTRAL,0.02567833,20.54
THEMISMED,PHARMA,35.47,NEUTRAL,0.030933298,24.61
RIIL,LOGISTICS,35.47,NEUTRAL,0.016328417,20.28
SPMLINFRA,INFRASTRUCTURE,35.46,NEUTRAL,0.035638798,23.01
BAJAJHCARE,PHARMA,35.42,NEUTRAL,0.034445364,21.09
TVTODAY,MEDIA,35.42,NEUTRAL,0.03980512,20.71
APTUS,FINANCIAL_SERVICES,35.41,NEUTRAL,0.034682993,26.79
SOLARA,PHARMA,35.39,NEUTRAL,0.027631724,20.41
VASWANI,CHEMICALS,35.38,NEUTRAL,0.01960155,20.05
KAYNES,CAPITAL_GOODS,35.36,NEUTRAL,0.28900674,29.52
ANDHRAPAP,CHEMICALS,35.36,NEUTRAL,0.017740378,21.1
LINCOLN,PHARMA,35.35,NEUTRAL,0.021705711,20.41
PURVA,REALTY,35.35,NEUTRAL,0.0178246,20.3
VAISHALI,OTHER,35.31,NEUTRAL,0.06501562,22.18
GRANDOAK,FINANCIAL_SERVICES,35.31,NEUTRAL,0.05680502,58.16
ENIL,MEDIA,35.3,NEUTRAL,0.028196253,20.56
VSTTILLERS,AUTO,35.27,NEUTRAL,0.025282184,20.27
APEX,FMCG,35.27,NEUTRAL,0.029904898,22.14
MADRASFERT,CHEMICALS,35.26,NEUTRAL,0.012789338,20.19
SYNCOMF,PHARMA,35.25,NEUTRAL,0.016246308,20.26
IREDA,ENERGY,35.25,NEUTRAL,0.024230585,20.61
PANACEABIO,PHARMA,35.21,NEUTRAL,0.06664397,56.29
HINDCOMPOS,AUTO,35.2,NEUTRAL,0.032751963,20.31
BRNL,INFRASTRUCTURE,35.14,NEUTRAL,0.026997082,20.22
AASTHA,OTHER,35.14,NEUTRAL,0.41109365,59.71
SNOWMAN,LOGISTICS,35.14,NEUTRAL,0.01353911,20.44
INTERARCH,INFRASTRUCTURE,35.12,NEUTRAL,0.07878248,20.41
VBL,FMCG,35.11,NEUTRAL,0.03823103,20.52
UTIAMC,AMC,35.08,NEUTRAL,0.032643452,20.29
LINC,FMCG,35.08,NEUTRAL,0.020352632,20.39
ABMKNO,IT,35.06,NEUTRAL,0.03262267,20.29
VINNY,TEXTILES,35.06,NEUTRAL,0.017538197,20.05
SPLIL,TEXTILES,35.06,NEUTRAL,0.035119176,20.64
CENTRUM,FINANCIAL_SERVICES,35.06,NEUTRAL,0.030011695,21.52
JHS,HEALTHCARE,35.06,NEUTRAL,0.041555397,20.07
USK,INFRASTRUCTURE,35.03,NEUTRAL,0.025249133,20.02
FORCEMOT,AUTO,35.02,NEUTRAL,0.03369753,21.09
GODAVARIB,FMCG,35.02,NEUTRAL,0.01968514,20.12
BBL,CAPITAL_GOODS,35.0,NEUTRAL,0.029051047,20.33
JYOTISTRUC,CAPITAL_GOODS,34.99,NEUTRAL,0.03810826,20.93
MODIRUBBER,AUTO,34.99,NEUTRAL,0.02056312,20.22
AIROLAM,REALTY,34.98,NEUTRAL,0.016399879,20.21
AARTIPHARM,PHARMA,34.96,NEUTRAL,0.022582551,20.29
PLATIND,FMCG,34.95,NEUTRAL,0.015339322,22.85
KRITIKA,METAL,34.95,NEUTRAL,0.028342742,20.28
EXPLEOSOL,IT,34.95,NEUTRAL,0.010569945,20.13
FINPIPE,CHEMICALS,34.93,NEUTRAL,0.017281642,20.25
RELCHEMQ,TEXTILES,34.92,NEUTRAL,0.018907182,20.18
TARACHAND,LOGISTICS,34.91,NEUTRAL,0.054883875,21.22
MONEYBOXX,FINANCIAL_SERVICES,34.89,NEUTRAL,0.06765214,20.28
GUJTHEM,PHARMA,34.88,NEUTRAL,0.027097063,21.82
LAXMICOT,TEXTILES,34.88,NEUTRAL,0.064063534,20.83
BRIGHOTEL,HOSPITALITY,34.85,NEUTRAL,0.029562011,20.33
IRFC,FINANCIAL_SERVICES,34.84,NEUTRAL,0.028027698,20.16
LEMONTREE,HOSPITALITY,34.83,NEUTRAL,0.04257076,23.72
DIGITIDE,IT,34.82,NEUTRAL,0.1408073,20.94
TEAMGTY,FINANCIAL_SERVICES,34.79,NEUTRAL,0.035424884,20.95
COMPUSOFT,HEALTHCARE,34.78,NEUTRAL,0.023753198,20.14
AARON,CAPITAL_GOODS,34.74,NEUTRAL,0.07400181,20.79
GMDCLTD,REALTY,34.71,NEUTRAL,0.020455431,20.15
ZODIACLOTH,TEXTILES,34.71,NEUTRAL,0.03310715,20.6
JINDALPOLY,CHEMICALS,34.7,NEUTRAL,0.022744657,42.84
KEYFINSERV,FINANCIAL_SERVICES,34.7,NEUTRAL,0.034864467,20.18
EKC,CAPITAL_GOODS,34.7,NEUTRAL,0.01299225,20.07
ALPA,PHARMA,34.69,NEUTRAL,0.017654907,20.23
INDIASHLTR,FINANCIAL_SERVICES,34.68,NEUTRAL,0.020422203,20.08
SWSOLAR,INFRASTRUCTURE,34.68,NEUTRAL,0.04565489,20.89
NDRAUTO,AUTO,34.66,NEUTRAL,0.013222934,27.66
SIMPLEXINF,INFRASTRUCTURE,34.65,NEUTRAL,0.025199348,20.24
SCHAND,HOSPITALITY,34.64,NEUTRAL,0.020196917,20.02
SURYAROSNI,METAL,34.63,NEUTRAL,0.023866206,20.13
TNTELE,RETAIL,34.63,NEUTRAL,0.033541854,24.63
SAURASHCEM,CEMENT,34.59,NEUTRAL,0.07282503,20.16
TATAELXSI,IT,34.56,NEUTRAL,0.022068987,20.19
RESPONIND,REALTY,34.52,NEUTRAL,0.029816136,21.86
