date,FII_OI_Net,DII_OI_Net,PRO_OI_Net,CLIENT_OI_Net,FII_OI_Delta,DII_OI_Delta,PRO_OI_Delta,CLIENT_OI_Delta,FII_OI_Delta_5D,FII_OI_Delta_20D,FII_OI_Delta_60D,DII_OI_Delta_5D,DII_OI_Delta_20D,DII_OI_Delta_60D,PRO_OI_Delta_5D,PRO_OI_Delta_20D,PRO_OI_Delta_60D,CLIENT_OI_Delta_5D,CLIENT_OI_Delta_20D,CLIENT_OI_Delta_60D,FII_Volume_Net,DII_Volume_Net,PRO_Volume_Net,CLIENT_Volume_Net,FII_Volume_5D,FII_Volume_20D,FII_Volume_60D,DII_Volume_5D,DII_Volume_20D,DII_Volume_60D,PRO_Volume_5D,PRO_Volume_20D,PRO_Volume_60D,CLIENT_Volume_5D,CLIENT_Volume_20D,CLIENT_Volume_60D,FII_Derivatives_Net,FPI_net_cr,FPI_flow_5D,FPI_flow_20D,FPI_flow_60D,MF_net_cr,MF_flow_5D,MF_flow_20D,MF_flow_60D,INSURANCE_net_cr,INSURANCE_flow_5D,INSURANCE_flow_20D,INSURANCE_flow_60D,RETAIL_net_cr,RETAIL_flow_5D,RETAIL_flow_20D,RETAIL_flow_60D,FII_flow_score,DII_flow_score,PRO_flow_score,CLIENT_flow_score,FPI_flow_score,MF_flow_score,INSURANCE_flow_score,RETAIL_flow_score
2018-11-30,352695.0,-941155.0,42715.0,545745.0,1498.0,-11544.0,119.0,9927.0,71269.0,51877.0,34662.0,5094.0,20359.0,13096.0,-3138.0,-25624.0,15905.0,-73225.0,-46612.0,-63663.0,1498.0,-11544.0,119.0,9927.0,41483.0,22091.0,-30283.0,-46347.0,-31082.0,-90785.0,32546.0,10060.0,85836.0,-27682.0,-1069.0,35232.0,105.0,,,,,,,,,,,,,,,,,9.01,20.65,-32.77,-15.08,,,,
2018-12-03,366110.0,-946563.0,36431.0,544022.0,13415.0,-5408.0,-6284.0,-1723.0,84028.0,51662.0,74666.0,-548.0,14497.0,10518.0,-10102.0,-23773.0,2988.0,-73378.0,-42386.0,-88172.0,13415.0,-5408.0,-6284.0,-1723.0,54242.0,21876.0,9721.0,-51989.0,-36944.0,-93363.0,25582.0,11911.0,72919.0,-27835.0,3157.0,10723.0,9350.0,,,,,,,,,,,,,,,,,8.66,16.73,-30.09,-12.99,,,,
2018-12-04,355187.0,-938505.0,37654.0,545664.0,-10923.0,8058.0,1223.0,1642.0,87595.0,13245.0,76436.0,-5653.0,10796.0,19994.0,-10579.0,-15958.0,-1553.0,-71363.0,-8083.0,-94877.0,-10923.0,8058.0,1223.0,1642.0,58211.0,-16541.0,11491.0,-56460.0,-40645.0,-83887.0,24922.0,19726.0,68378.0,-26673.0,37460.0,4018.0,-9090.0,,,,,,,,,,,,,,,,,-5.56,14.26,-18.86,2.97,,,,
2018-12-05,316964.0,-931878.0,42562.0,572352.0,-38223.0,6627.0,4908.0,26688.0,49682.0,-9461.0,55498.0,-5272.0,16422.0,22404.0,-23732.0,-12228.0,10849.0,-20678.0,5267.0,-88751.0,-38223.0,6627.0,4908.0,26688.0,20528.0,-39247.0,-9447.0,-56079.0,-35019.0,-81477.0,11571.0,23456.0,80780.0,23980.0,50810.0,10144.0,-19362.0,,,,,,,,,,,,,,,,,-14.46,17.83,-13.31,9.68,,,,
2018-12-06,274254.0,-916176.0,45556.0,596366.0,-42710.0,15702.0,2994.0,24014.0,-76943.0,-46378.0,43878.0,13435.0,28319.0,43889.0,2960.0,-8318.0,11537.0,60548.0,26377.0,-99304.0,-42710.0,15702.0,2994.0,24014.0,-76943.0,-76164.0,-20827.0,13435.0,-23122.0,-59992.0,2960.0,27366.0,81915.0,60548.0,71920.0,-1096.0,-20418.0,,,,,,,,,,,,,,,,,-29.0,25.45,-7.37,20.27,,,,
2018-12-07,289481.0,-913078.0,44448.0,579149.0,15227.0,3098.0,-1108.0,-17217.0,-63214.0,-32407.0,72972.0,28077.0,31417.0,47737.0,1733.0,-15127.0,14438.0,33404.0,16117.0,-135147.0,15227.0,3098.0,-1108.0,-17217.0,-63214.0,-62193.0,8267.0,28077.0,-20024.0,-56144.0,1733.0,20557.0,84816.0,33404.0,61660.0,-36939.0,7670.0,,,,,,,,,,,,,,,,,-24.49,27.35,-17.16,16.03,,,,
2018-12-10,264602.0,-916837.0,53823.0,598412.0,-24879.0,-3759.0,9375.0,19263.0,-101508.0,-65175.0,49853.0,29726.0,32372.0,47360.0,17392.0,780.0,22728.0,54390.0,32023.0,-119941.0,-24879.0,-3759.0,9375.0,19263.0,-101508.0,-94961.0,-14852.0,29726.0,-19069.0,-56521.0,17392.0,36464.0,93106.0,54390.0,77566.0,-21733.0,-13168.0,,,,,,,,,,,,,,,,,-37.92,27.85,6.49,24.56,,,,
2018-12-11,270205.0,-918395.0,44921.0,603269.0,5603.0,-1558.0,-8902.0,4857.0,-84982.0,-55722.0,75081.0,20110.0,26438.0,52525.0,7267.0,-5738.0,5725.0,57605.0,35022.0,-133331.0,5603.0,-1558.0,-8902.0,4857.0,-84982.0,-85508.0,10376.0,20110.0,-25003.0,-51356.0,7267.0,29946.0,76103.0,57605.0,80565.0,-35123.0,11119.0,,,,,,,,,,,,,,,,,-35.07,23.93,-3.02,26.97,,,,
2018-12-12,257895.0,-931411.0,62862.0,610654.0,-12310.0,-13016.0,17941.0,7385.0,-59069.0,-51474.0,87131.0,467.0,16374.0,39583.0,20300.0,7591.0,20150.0,38302.0,27509.0,-146864.0,-12310.0,-13016.0,17941.0,7385.0,-59069.0,-81260.0,22426.0,467.0,-35067.0,-64298.0,20300.0,43275.0,90528.0,38302.0,73052.0,-48656.0,-1959.0,,,,,,,,,,,,,,,,,-34.09,17.41,16.81,23.87,,,,
2018-12-13,291138.0,-932703.0,56249.0,585316.0,33243.0,-1292.0,-6613.0,-25338.0,16884.0,3423.0,119401.0,-16527.0,6604.0,44781.0,10693.0,-1564.0,19103.0,-11050.0,-8463.0,-183285.0,33243.0,-1292.0,-6613.0,-25338.0,16884.0,-26363.0,54696.0,-16527.0,-44837.0,-59100.0,10693.0,34120.0,89481.0,-11050.0,37080.0,-85077.0,716.0,,,,,,,,,,,,,,,,,-12.47,11.14,3.3,5.76,,,,
2018-12-14,302949.0,-936200.0,50303.0,582948.0,11811.0,-3497.0,-5946.0,-2368.0,13468.0,22405.0,118584.0,-23122.0,6693.0,42277.0,5855.0,-5400.0,6381.0,3799.0,-23698.0,-167242.0,11811.0,-3497.0,-5946.0,-2368.0,13468.0,-7381.0,53879.0,-23122.0,-44748.0,-61604.0,5855.0,30284.0,76759.0,3799.0,21845.0,-69034.0,7527.0,,,,,,,,,,,,,,,,,-5.06,11.24,-2.39,-1.93,,,,
2018-12-17,298962.0,-941557.0,55347.0,587248.0,-3987.0,-5357.0,5044.0,4300.0,34360.0,28548.0,131644.0,-24720.0,-5856.0,30547.0,1524.0,-2206.0,10457.0,-11164.0,-20486.0,-172648.0,-3987.0,-5357.0,5044.0,4300.0,34360.0,-1238.0,66939.0,-24720.0,-57297.0,-73334.0,1524.0,33478.0,80835.0,-11164.0,25057.0,-74440.0,2159.0,,,,,,,,,,,,,,,,,-2.83,3.23,2.35,0.1,,,,
2018-12-18,286918.0,-948655.0,68413.0,593324.0,-12044.0,-7098.0,13066.0,6076.0,16713.0,5946.0,129523.0,-30260.0,-14282.0,18775.0,23492.0,15304.0,28823.0,-9945.0,-6968.0,-177121.0,-12044.0,-7098.0,13066.0,6076.0,16713.0,-23840.0,64818.0,-30260.0,-65723.0,-85106.0,23492.0,50988.0,99201.0,-9945.0,38575.0,-78913.0,173.0,,,,,,,,,,,,,,,,,-12.64,-2.13,28.19,7.73,,,,
2018-12-19,293490.0,-945341.0,63009.0,588842.0,6572.0,3314.0,-5404.0,-4482.0,35595.0,20335.0,132523.0,-13930.0,-6905.0,19993.0,147.0,-1642.0,30757.0,-21812.0,-11788.0,-183273.0,6572.0,3314.0,-5404.0,-4482.0,35595.0,-9451.0,67818.0,-13930.0,-58346.0,-83888.0,147.0,34042.0,101135.0,-21812.0,33755.0,-85065.0,1239.0,,,,,,,,,,,,,,,,,-6.86,2.74,2.97,5.42,,,,
2018-12-20,291647.0,-950450.0,57077.0,601726.0,-1843.0,-5109.0,-5932.0,12884.0,509.0,34679.0,103354.0,-17747.0,5035.0,-1259.0,828.0,-17784.0,14097.0,16410.0,-21930.0,-116192.0,-1843.0,-5109.0,-5932.0,12884.0,509.0,4893.0,38649.0,-17747.0,-46406.0,-105140.0,828.0,17900.0,84475.0,16410.0,23613.0,-17984.0,-5857.0,,,,,,,,,,,,,,,,,-0.94,10.56,-21.12,0.05,,,,
2018-12-21,273741.0,-939566.0,54045.0,611780.0,-17906.0,10884.0,-3032.0,10054.0,-29208.0,-7685.0,95232.0,-3366.0,6683.0,6380.0,3742.0,8192.0,3081.0,28832.0,-7190.0,-104693.0,-17906.0,10884.0,-3032.0,10054.0,-29208.0,-37471.0,30527.0,-3366.0,-44758.0,-97501.0,3742.0,43876.0,73459.0,28832.0,38353.0,-6485.0,-14882.0,,,,,,,,,,,,,,,,,-19.15,11.71,17.34,8.32,,,,
2018-12-24,270369.0,-922708.0,39312.0,613027.0,-3372.0,16858.0,-14733.0,1247.0,-28593.0,-11713.0,81285.0,18849.0,23307.0,16397.0,-16035.0,-7221.0,-11687.0,25779.0,-4373.0,-85995.0,-3372.0,16858.0,-14733.0,1247.0,-28593.0,-41499.0,16580.0,18849.0,-28134.0,-87484.0,-16035.0,28463.0,58691.0,25779.0,41170.0,12213.0,-7049.0,,,,,,,,,,,,,,,,,-20.93,22.55,-5.84,9.97,,,,
2018-12-26,260479.0,-916582.0,40540.0,615563.0,-9890.0,6126.0,1228.0,2536.0,-26439.0,-7113.0,54691.0,32073.0,16270.0,37048.0,-27873.0,-7693.0,-5477.0,22239.0,-1464.0,-86262.0,-9890.0,6126.0,1228.0,2536.0,-26439.0,-36497.0,-10014.0,32073.0,-34537.0,-66833.0,-27873.0,27808.0,64901.0,22239.0,43226.0,11946.0,-1519.0,,,,,,,,,,,,,,,,,-18.99,18.05,-6.76,11.64,,,,
2018-12-27,282555.0,-890591.0,38741.0,569295.0,22076.0,25991.0,-1799.0,-46268.0,-10935.0,15273.0,77807.0,54750.0,36015.0,44794.0,-24268.0,-27553.0,-21287.0,-19547.0,-23735.0,-101314.0,34828.0,-16060.0,-8058.0,-10710.0,1817.0,-1129.0,35122.0,12699.0,-56843.0,-35174.0,-30527.0,1491.0,10257.0,16011.0,56481.0,-10205.0,15160.0,,,,,,,,,,,,,,,,,-9.42,30.9,-36.66,-0.67,,,,
2018-12-28,305919.0,-905527.0,35012.0,564596.0,23364.0,-14936.0,-3729.0,-4699.0,14272.0,-45278.0,78151.0,44923.0,24084.0,44194.0,-22065.0,-7584.0,-31653.0,-37130.0,28778.0,-90692.0,23364.0,-14936.0,-3729.0,-4699.0,27024.0,-32526.0,35466.0,2872.0,-17967.0,-35774.0,-28324.0,-13843.0,-109.0,-1572.0,64336.0,417.0,15952.0,,,,,,,,,,,,,,,,,-35.25,23.19,-6.79,28.32,,,,
2018-12-31,311202.0,-909224.0,28954.0,569068.0,5283.0,-3697.0,-6058.0,4472.0,37461.0,-41493.0,74396.0,30342.0,31931.0,47643.0,-25091.0,-13761.0,-27342.0,-42712.0,23323.0,-94697.0,5283.0,-3697.0,-6058.0,4472.0,50213.0,-28741.0,31711.0,-11709.0,-10120.0,-32325.0,-31350.0,-20020.0,4202.0,-7154.0,58881.0,-3588.0,-1302.0,,,,,,,,,,,,,,,,,-33.45,28.31,-16.36,25.18,,,,
2019-01-01,302602.0,-911619.0,29798.0,579219.0,-8600.0,-2395.0,844.0,10151.0,32233.0,-63508.0,71467.0,11089.0,34944.0,41483.0,-9514.0,-6633.0,-34487.0,-33808.0,35197.0,-78463.0,-8600.0,-2395.0,844.0,10151.0,44985.0,-50756.0,28782.0,-30962.0,-7107.0,-38485.0,-15773.0,-12892.0,-2943.0,1750.0,70755.0,12646.0,-1479.0,,,,,,,,,,,,,,,,,-42.58,30.21,-5.74,31.6,,,,
2019-01-02,273419.0,-903102.0,38994.0,590689.0,-29183.0,8517.0,9196.0,11470.0,12940.0,-81768.0,80236.0,13480.0,35403.0,27781.0,-1546.0,1340.0,-23418.0,-24874.0,45025.0,-84599.0,-29183.0,8517.0,9196.0,11470.0,25692.0,-69016.0,37551.0,-28571.0,-6648.0,-52187.0,-7805.0,-4919.0,8126.0,10684.0,80583.0,6510.0,-18483.0,,,,,,,,,,,,,,,,,-49.99,30.46,6.24,36.84,,,,
2019-01-03,249146.0,-905125.0,37308.0,618671.0,-24273.0,-2023.0,-1686.0,27982.0,-33409.0,-67818.0,77405.0,-14534.0,26753.0,7696.0,-1433.0,-5254.0,-29026.0,49376.0,46319.0,-56075.0,-24273.0,-2023.0,-1686.0,27982.0,-33409.0,-55066.0,34720.0,-14534.0,-15298.0,-72272.0,-1433.0,-11513.0,2518.0,49376.0,81877.0,35034.0,-18188.0,,,,,,,,,,,,,,,,,-43.79,24.89,-3.97,37.29,,,,
2019-01-04,245479.0,-912276.0,37556.0,629241.0,-3667.0,-7151.0,248.0,10570.0,-60440.0,-28775.0,39176.0,-6749.0,3900.0,-19785.0,2544.0,-8000.0,-9157.0,64645.0,32875.0,-10234.0,-3667.0,-7151.0,248.0,10570.0,-60440.0,-16023.0,-3509.0,-6749.0,-38151.0,-99753.0,2544.0,-14259.0,22387.0,64645.0,68433.0,80875.0,1586.0,,,,,,,,,,,,,,,,,-27.12,10.17,-8.36,29.68,,,,
2019-01-07,253318.0,-918088.0,38548.0,626222.0,7839.0,-5812.0,992.0,-3019.0,-57884.0,-36163.0,39101.0,-8864.0,-5010.0,-31058.0,9594.0,-5900.0,-5529.0,57154.0,47073.0,-2514.0,7839.0,-5812.0,992.0,-3019.0,-57884.0,-23411.0,-3584.0,-8864.0,-47061.0,-111026.0,9594.0,-12159.0,26015.0,57154.0,82631.0,88595.0,3316.0,,,,,,,,,,,,,,,,,-30.02,4.56,-5.38,37.18,,,,
2019-01-08,251696.0,-919644.0,29206.0,638742.0,-1622.0,-1556.0,-9342.0,12520.0,-50906.0,-12906.0,16581.0,-8025.0,-2807.0,-23754.0,-592.0,-24617.0,-11814.0,59523.0,40330.0,18987.0,-1622.0,-1556.0,-9342.0,12520.0,-50906.0,-154.0,-26104.0,-8025.0,-44858.0,-103722.0,-592.0,-30876.0,19730.0,59523.0,75888.0,110096.0,5207.0,,,,,,,,,,,,,,,,,-20.06,6.18,-34.62,33.22,,,,
2019-01-09,247573.0,-917889.0,33223.0,637093.0,-4123.0,1755.0,4017.0,-1649.0,-25846.0,-22632.0,24749.0,-14787.0,506.0,-36684.0,-5771.0,-11698.0,-12278.0,46404.0,33824.0,24213.0,-4123.0,1755.0,4017.0,-1649.0,-25846.0,-9880.0,-17936.0,-14787.0,-41545.0,-116652.0,-5771.0,-17957.0,19266.0,46404.0,69382.0,115322.0,-7833.0,,,,,,,,,,,,,,,,,-23.98,8.49,-14.76,29.4,,,,
2019-01-10,258725.0,-923661.0,31639.0,633297.0,11152.0,-5772.0,-1584.0,-3796.0,9579.0,830.0,17737.0,-18536.0,7750.0,-31760.0,-5669.0,-31223.0,-15237.0,14626.0,22643.0,29260.0,11152.0,-5772.0,-1584.0,-3796.0,9579.0,13582.0,-24948.0,-18536.0,-34301.0,-111728.0,-5669.0,-37482.0,16307.0,14626.0,58201.0,120369.0,6624.0,,,,,,,,,,,,,,,,,-13.98,13.35,-45.21,23.06,,,,
2019-01-11,252282.0,-931764.0,41184.0,638298.0,-6443.0,-8103.0,9545.0,5001.0,6803.0,-38856.0,21784.0,-19488.0,939.0,-37286.0,3628.0,-15065.0,-7477.0,9057.0,52982.0,22979.0,-6443.0,-8103.0,9545.0,5001.0,6803.0,-26104.0,-20901.0,-19488.0,-41112.0,-117254.0,3628.0,-21324.0,24067.0,9057.0,88540.0,114088.0,1983.0,,,,,,,,,,,,,,,,,-30.5,8.93,-20.03,39.44,,,,
2019-01-14,247111.0,-933422.0,33303.0,653008.0,-5171.0,-1658.0,-7881.0,14710.0,-6207.0,-55838.0,12038.0,-15334.0,2778.0,-38909.0,-5245.0,-17000.0,-13272.0,26786.0,70060.0,40143.0,-5171.0,-1658.0,-7881.0,14710.0,-6207.0,-43086.0,-30647.0,-15334.0,-39273.0,-118877.0,-5245.0,-23259.0,18272.0,26786.0,105618.0,131252.0,7972.0,,,,,,,,,,,,,,,,,-37.37,10.22,-23.12,48.39,,,,
2019-01-15,271366.0,-934883.0,27413.0,636104.0,24255.0,-1461.0,-5890.0,-16904.0,19670.0,-27596.0,26000.0,-15239.0,6674.0,-51265.0,-1793.0,-27934.0,-12699.0,-2638.0,48856.0,37964.0,24255.0,-1461.0,-5890.0,-16904.0,19670.0,-14844.0,-16685.0,-15239.0,-35377.0,-131233.0,-1793.0,-34193.0,18845.0,-2638.0,84414.0,129073.0,9252.0,,,,,,,,,,,,,,,,,-25.32,12.87,-40.22,36.47,,,,
2019-01-16,263070.0,-935294.0,30483.0,641741.0,-8296.0,-411.0,3070.0,5637.0,15497.0,-23848.0,51036.0,-17405.0,13361.0,-64548.0,-2740.0,-37930.0,-18940.0,4648.0,48417.0,32452.0,-8296.0,-411.0,3070.0,5637.0,15497.0,-11096.0,8351.0,-17405.0,-28690.0,-144516.0,-2740.0,-44189.0,12604.0,4648.0,83975.0,123561.0,3810.0,,,,,,,,,,,,,,,,,-23.58,17.33,-55.63,35.94,,,,
2019-01-17,260535.0,-935078.0,35120.0,639423.0,-2535.0,216.0,4637.0,-2318.0,1810.0,-32955.0,36536.0,-11417.0,10263.0,-76745.0,3481.0,-27889.0,-5713.0,6126.0,50581.0,45922.0,-2535.0,216.0,4637.0,-2318.0,1810.0,-20203.0,-6149.0,-11417.0,-31788.0,-156713.0,3481.0,-34148.0,25831.0,6126.0,86139.0,137031.0,5399.0,,,,,,,,,,,,,,,,,-27.2,15.3,-40.17,36.83,,,,
2019-01-18,263271.0,-941673.0,37140.0,641262.0,2736.0,-6595.0,2020.0,1839.0,10989.0,-28376.0,45875.0,-9909.0,8777.0,-82217.0,-4044.0,-19937.0,-7566.0,2964.0,39536.0,43908.0,2736.0,-6595.0,2020.0,1839.0,10989.0,-15624.0,3190.0,-9909.0,-33274.0,-162185.0,-4044.0,-26196.0,23978.0,2964.0,75094.0,135017.0,6723.0,,,,,,,,,,,,,,,,,-25.09,14.31,-28.07,30.59,,,,
2019-01-21,272562.0,-947312.0,34149.0,640601.0,9291.0,-5639.0,-2991.0,-661.0,25451.0,-1179.0,40833.0,-13890.0,-7746.0,-84615.0,846.0,-19896.0,-3516.0,-12407.0,28821.0,47298.0,9291.0,-5639.0,-2991.0,-661.0,25451.0,11573.0,-1852.0,-13890.0,-49797.0,-164583.0,846.0,-26155.0,28028.0,-12407.0,64379.0,138407.0,3660.0,,,,,,,,,,,,,,,,,-13.61,3.36,-28.18,24.64,,,,
2019-01-22,279065.0,-945991.0,36390.0,630536.0,6503.0,1321.0,2241.0,-10065.0,7699.0,8696.0,103162.0,-11108.0,-23283.0,-117301.0,8977.0,-2922.0,-33694.0,-5568.0,17509.0,47833.0,6503.0,1321.0,2241.0,-10065.0,7699.0,21448.0,42703.0,-11108.0,-65334.0,-127359.0,8977.0,-9181.0,-9449.0,-5568.0,53067.0,94105.0,12165.0,,,,,,,,,,,,,,,,,-9.38,-6.92,-1.59,18.41,,,,
2019-01-23,274007.0,-947392.0,36272.0,637113.0,-5058.0,-1401.0,-118.0,6577.0,10937.0,13528.0,42959.0,-12098.0,-30810.0,-25558.0,5789.0,-4268.0,-36808.0,-4628.0,21550.0,19407.0,-5063.0,-1577.0,-18.0,6658.0,10932.0,26275.0,25347.0,-12274.0,-73037.0,-120779.0,5889.0,-10427.0,-6601.0,-4547.0,57189.0,102033.0,-2387.0,,,,,,,,,,,,,,,,,-7.26,-11.87,-3.94,20.51,,,,
2019-01-24,279986.0,-940212.0,23332.0,636894.0,5979.0,7180.0,-12940.0,-219.0,19451.0,-2569.0,15930.0,-5134.0,-49621.0,1414.0,-11788.0,-15409.0,-45204.0,-2529.0,67599.0,27860.0,5979.0,7180.0,-12940.0,-219.0,19446.0,-2574.0,-1109.0,-5310.0,-49797.0,-92254.0,-11688.0,-15309.0,-15679.0,-2448.0,67680.0,109042.0,10099.0,,,,,,,,,,,,,,,,,-13.89,-24.22,-22.2,45.24,,,,
2019-01-25,291523.0,-950403.0,28176.0,630704.0,11537.0,-10191.0,4844.0,-6190.0,28252.0,-14396.0,20420.0,-8730.0,-44876.0,4227.0,-8964.0,-6836.0,-43590.0,-10558.0,66108.0,18943.0,11537.0,-10191.0,4844.0,-6190.0,28247.0,-14401.0,3381.0,-8906.0,-45052.0,-89441.0,-8864.0,-6736.0,-14065.0,-10477.0,66189.0,100125.0,-4483.0,,,,,,,,,,,,,,,,,-18.7,-21.01,-8.73,44.14,,,,
2019-01-28,299357.0,-941396.0,22567.0,619472.0,7834.0,9007.0,-5609.0,-11232.0,26795.0,-11845.0,-1461.0,5916.0,-32172.0,20118.0,-11582.0,-6387.0,-45772.0,-21129.0,50404.0,27115.0,7834.0,9007.0,-5609.0,-11232.0,26790.0,-11850.0,-18500.0,5740.0,-32348.0,-73550.0,-11482.0,-6287.0,-16247.0,-21048.0,50485.0,108297.0,-4959.0,,,,,,,,,,,,,,,,,-17.47,-12.55,-8.31,35.39,,,,
2019-01-29,290994.0,-941426.0,20633.0,629799.0,-8363.0,-30.0,-1934.0,10327.0,11929.0,-11608.0,-23454.0,4565.0,-29807.0,19634.0,-15757.0,-9165.0,-39571.0,-737.0,50580.0,43391.0,-8363.0,-30.0,-1934.0,10327.0,11924.0,-11613.0,-40493.0,4389.0,-29983.0,-74034.0,-15657.0,-9065.0,-10046.0,-656.0,50661.0,124573.0,-4432.0,,,,,,,,,,,,,,,,,-17.19,-10.94,-13.13,35.2,,,,
2019-01-30,276443.0,-938320.0,21922.0,639955.0,-14551.0,3106.0,1289.0,10156.0,2436.0,3024.0,-65499.0,9072.0,-35218.0,10981.0,-14350.0,-17072.0,-31690.0,2842.0,49266.0,86208.0,-14551.0,3106.0,1289.0,10156.0,2436.0,3019.0,-82538.0,9072.0,-35394.0,-82687.0,-14350.0,-16972.0,-2165.0,2842.0,49347.0,167390.0,8810.0,,,,,,,,,,,,,,,,,-10.88,-14.46,-26.3,34.22,,,,
2019-01-31,315469.0,-925237.0,31273.0,578495.0,39026.0,13083.0,9351.0,-61460.0,35483.0,66323.0,-10956.0,14975.0,-20112.0,23063.0,7941.0,-6035.0,-23517.0,-58399.0,-40176.0,11410.0,49644.0,-24798.0,8152.0,-32998.0,46101.0,76936.0,-17377.0,-22906.0,-58169.0,-108486.0,6742.0,-7134.0,4809.0,-29937.0,-11633.0,121054.0,15806.0,,,,,,,,,,,,,,,,,15.92,-4.51,-8.21,-14.0,,,,
2019-02-01,354826.0,-927139.0,25275.0,547038.0,39357.0,-1902.0,-5998.0,-31457.0,63303.0,109347.0,34194.0,23264.0,-14863.0,17356.0,-2901.0,-12281.0,-28599.0,-83666.0,-82203.0,-22951.0,39357.0,-1902.0,-5998.0,-31457.0,73921.0,119960.0,27773.0,-14617.0,-52920.0,-114193.0,-4100.0,-13380.0,-273.0,-55204.0,-53660.0,86693.0,18430.0,,,,,,,,,,,,,,,,,34.11,-1.13,-18.56,-36.55,,,,
2019-02-04,351852.0,-928509.0,20905.0,555752.0,-2974.0,-1370.0,-4370.0,8714.0,52495.0,98534.0,29964.0,12887.0,-10421.0,15986.0,-1662.0,-17643.0,-38670.0,-63720.0,-70470.0,-7280.0,-2974.0,-1370.0,-4370.0,8714.0,63113.0,109147.0,23543.0,-24994.0,-48478.0,-115563.0,-2861.0,-18742.0,-10344.0,-35258.0,-41927.0,102364.0,-256.0,,,,,,,,,,,,,,,,,29.69,1.64,-27.4,-30.17,,,,
2019-02-05,351850.0,-930766.0,29159.0,549757.0,-2.0,-2257.0,8254.0,-5995.0,60856.0,100154.0,22073.0,10660.0,-11122.0,18443.0,8526.0,-47.0,-23884.0,-80042.0,-88985.0,-16632.0,-2.0,-2257.0,8254.0,-5995.0,71474.0,110767.0,15652.0,-27221.0,-49179.0,-113106.0,7327.0,-1146.0,4442.0,-51580.0,-60442.0,93012.0,-8339.0,,,,,,,,,,,,,,,,,30.49,1.01,1.93,-40.02,,,,
2019-02-06,399480.0,-938207.0,12987.0,525740.0,47630.0,-7441.0,-16172.0,-24017.0,123037.0,151907.0,73553.0,113.0,-20318.0,6626.0,-8935.0,-20236.0,-37672.0,-114215.0,-111353.0,-42507.0,47630.0,-7441.0,-16172.0,-24017.0,133655.0,162520.0,67132.0,-37768.0,-58375.0,-124923.0,-10134.0,-21335.0,-9346.0,-85753.0,-82810.0,67137.0,14680.0,,,,,,,,,,,,,,,,,52.33,-5.33,-31.45,-51.78,,,,
2019-02-07,421065.0,-943075.0,10305.0,511705.0,21585.0,-4868.0,-2682.0,-14035.0,105596.0,162340.0,111696.0,-17838.0,-19414.0,4710.0,-20968.0,-21334.0,-44966.0,-66790.0,-121592.0,-71440.0,21585.0,-4868.0,-2682.0,-14035.0,105596.0,172953.0,105275.0,-17838.0,-57471.0,-126839.0,-20968.0,-22433.0,-16640.0,-66790.0,-93049.0,38204.0,9274.0,,,,,,,,,,,,,,,,,56.62,-5.01,-33.02,-56.83,,,,
2019-02-08,401424.0,-943897.0,14944.0,527529.0,-19641.0,-822.0,4639.0,15824.0,46598.0,149142.0,113709.0,-16758.0,-12133.0,-4590.0,-10331.0,-26240.0,-42869.0,-19509.0,-110769.0,-66250.0,-19641.0,-822.0,4639.0,15824.0,46598.0,159755.0,107288.0,-16758.0,-50190.0,-136139.0,-10331.0,-27339.0,-14543.0,-19509.0,-82226.0,43394.0,-17039.0,,,,,,,,,,,,,,,,,51.1,-0.36,-40.91,-50.84,,,,
2019-02-11,396558.0,-947949.0,22305.0,529086.0,-4866.0,-4052.0,7361.0,1557.0,44706.0,149447.0,116014.0,-19440.0,-14527.0,-5056.0,1400.0,-10998.0,-33398.0,-26666.0,-123922.0,-77560.0,-4866.0,-4052.0,7361.0,1557.0,44706.0,160060.0,109593.0,-19440.0,-52584.0,-136605.0,1400.0,-12097.0,-5072.0,-26666.0,-95379.0,32084.0,-8922.0,,,,,,,,,,,,,,,,,51.26,-2.25,-15.21,-57.5,,,,
2019-02-12,395000.0,-951669.0,18821.0,537848.0,-1558.0,-3720.0,-3484.0,8762.0,43150.0,123634.0,124586.0,-20903.0,-16786.0,-15968.0,-10338.0,-8592.0,-38732.0,-11909.0,-98256.0,-69886.0,-1558.0,-3720.0,-3484.0,8762.0,43150.0,134247.0,118165.0,-20903.0,-54843.0,-147517.0,-10338.0,-9691.0,-10406.0,-11909.0,-69713.0,39758.0,-8680.0,,,,,,,,,,,,,,,,,40.55,-4.1,-10.97,-43.85,,,,
2019-02-13,395108.0,-946358.0,20715.0,530535.0,108.0,5311.0,1894.0,-7313.0,-4372.0,132038.0,114136.0,-8151.0,-11064.0,-11985.0,7728.0,-9768.0,-32394.0,4795.0,-111206.0,-69757.0,108.0,5311.0,1894.0,-7313.0,-4372.0,142651.0,107715.0,-8151.0,-49121.0,-143534.0,7728.0,-10867.0,-4068.0,4795.0,-82663.0,39887.0,-6141.0,,,,,,,,,,,,,,,,,44.31,-0.43,-12.74,-50.57,,,,
