date,FII_OI_Net,DII_OI_Net,PRO_OI_Net,CLIENT_OI_Net,FII_OI_Delta,DII_OI_Delta,PRO_OI_Delta,CLIENT_OI_Delta,FII_OI_Delta_5D,FII_OI_Delta_20D,FII_OI_Delta_60D,DII_OI_Delta_5D,DII_OI_Delta_20D,DII_OI_Delta_60D,PRO_OI_Delta_5D,PRO_OI_Delta_20D,PRO_OI_Delta_60D,CLIENT_OI_Delta_5D,CLIENT_OI_Delta_20D,CLIENT_OI_Delta_60D,FII_Volume_Net,DII_Volume_Net,PRO_Volume_Net,CLIENT_Volume_Net,FII_Volume_5D,FII_Volume_20D,FII_Volume_60D,DII_Volume_5D,DII_Volume_20D,DII_Volume_60D,PRO_Volume_5D,PRO_Volume_20D,PRO_Volume_60D,CLIENT_Volume_5D,CLIENT_Volume_20D,CLIENT_Volume_60D,FII_Derivatives_Net,FPI_net_cr,FPI_flow_5D,FPI_flow_20D,FPI_flow_60D,MF_net_cr,MF_flow_5D,MF_flow_20D,MF_flow_60D,INSURANCE_net_cr,INSURANCE_flow_5D,INSURANCE_flow_20D,INSURANCE_flow_60D,RETAIL_net_cr,RETAIL_flow_5D,RETAIL_flow_20D,RETAIL_flow_60D,FII_flow_score,DII_flow_score,PRO_flow_score,CLIENT_flow_score,FPI_flow_score,MF_flow_score,INSURANCE_flow_score,RETAIL_flow_score
2016-01-01,-186247.0,-356396.0,79503.0,463140.0,,,,,,,,,,,,,,,,,-5180.0,-708.0,2592.0,3296.0,-5180.0,-5180.0,-5180.0,-708.0,-708.0,-708.0,2592.0,2592.0,2592.0,3296.0,3296.0,3296.0,-3860.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04,-192230.0,-357564.0,65404.0,484390.0,-5983.0,-1168.0,-14099.0,21250.0,-5983.0,-5983.0,-5983.0,-1168.0,-1168.0,-1168.0,-14099.0,-14099.0,-14099.0,21250.0,21250.0,21250.0,-5983.0,-1168.0,-14099.0,21250.0,-11163.0,-11163.0,-11163.0,-1876.0,-1876.0,-1876.0,-11507.0,-11507.0,-11507.0,24546.0,24546.0,24546.0,-5329.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05,-195074.0,-357418.0,60131.0,492361.0,-2844.0,146.0,-5273.0,7971.0,-8827.0,-8827.0,-8827.0,-1022.0,-1022.0,-1022.0,-19372.0,-19372.0,-19372.0,29221.0,29221.0,29221.0,-2844.0,146.0,-5273.0,7971.0,-14007.0,-14007.0,-14007.0,-1730.0,-1730.0,-1730.0,-16780.0,-16780.0,-16780.0,32517.0,32517.0,32517.0,-3364.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-06,-205320.0,-354277.0,56903.0,502694.0,-10246.0,3141.0,-3228.0,10333.0,-19073.0,-19073.0,-19073.0,2119.0,2119.0,2119.0,-22600.0,-22600.0,-22600.0,39554.0,39554.0,39554.0,-10246.0,3141.0,-3228.0,10333.0,-24253.0,-24253.0,-24253.0,1411.0,1411.0,1411.0,-20008.0,-20008.0,-20008.0,42850.0,42850.0,42850.0,-715.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-07,-234710.0,-351800.0,55796.0,530714.0,-29390.0,2477.0,-1107.0,28020.0,-48463.0,-48463.0,-48463.0,4596.0,4596.0,4596.0,-23707.0,-23707.0,-23707.0,67574.0,67574.0,67574.0,-29390.0,2477.0,-1107.0,28020.0,-53643.0,-53643.0,-53643.0,3888.0,3888.0,3888.0,-21115.0,-21115.0,-21115.0,70870.0,70870.0,70870.0,-2210.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-08,-249795.0,-353536.0,54345.0,548986.0,-15085.0,-1736.0,-1451.0,18272.0,-63548.0,-63548.0,-63548.0,2860.0,2860.0,2860.0,-25158.0,-25158.0,-25158.0,85846.0,85846.0,85846.0,-15085.0,-1736.0,-1451.0,18272.0,-63548.0,-68728.0,-68728.0,2860.0,2152.0,2152.0,-25158.0,-22566.0,-22566.0,85846.0,89142.0,89142.0,-8808.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-11,-267557.0,-353109.0,58973.0,561693.0,-17762.0,427.0,4628.0,12707.0,-75327.0,-81310.0,-81310.0,4455.0,3287.0,3287.0,-6431.0,-20530.0,-20530.0,77303.0,98553.0,98553.0,-17762.0,427.0,4628.0,12707.0,-75327.0,-86490.0,-86490.0,4455.0,2579.0,2579.0,-6431.0,-17938.0,-17938.0,77303.0,101849.0,101849.0,-12123.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12,-280889.0,-351905.0,57999.0,574795.0,-13332.0,1204.0,-974.0,13102.0,-85815.0,-94642.0,-94642.0,5513.0,4491.0,4491.0,-2132.0,-21504.0,-21504.0,82434.0,111655.0,111655.0,-13332.0,1204.0,-974.0,13102.0,-85815.0,-99822.0,-99822.0,5513.0,3783.0,3783.0,-2132.0,-18912.0,-18912.0,82434.0,114951.0,114951.0,-9124.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-13,-264036.0,-349014.0,48290.0,564760.0,16853.0,2891.0,-9709.0,-10035.0,-58716.0,-77789.0,-77789.0,5263.0,7382.0,7382.0,-8613.0,-31213.0,-31213.0,62066.0,101620.0,101620.0,16853.0,2891.0,-9709.0,-10035.0,-58716.0,-82969.0,-82969.0,5263.0,6674.0,6674.0,-8613.0,-28621.0,-28621.0,62066.0,104916.0,104916.0,10573.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-14,-258620.0,-347781.0,50803.0,555598.0,5416.0,1233.0,2513.0,-9162.0,-23910.0,-72373.0,-72373.0,4019.0,8615.0,8615.0,-4993.0,-28700.0,-28700.0,24884.0,92458.0,92458.0,5416.0,1233.0,2513.0,-9162.0,-23910.0,-77553.0,-77553.0,4019.0,7907.0,7907.0,-4993.0,-26108.0,-26108.0,24884.0,95754.0,95754.0,6896.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-15,-238735.0,-344849.0,40862.0,542722.0,19885.0,2932.0,-9941.0,-12876.0,11060.0,-52488.0,-52488.0,8687.0,11547.0,11547.0,-13483.0,-38641.0,-38641.0,-6264.0,79582.0,79582.0,19885.0,2932.0,-9938.0,-12879.0,11060.0,-57668.0,-57668.0,8687.0,10839.0,10839.0,-13480.0,-36046.0,-36046.0,-6267.0,82875.0,82875.0,16508.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,-227626.0,-347200.0,44595.0,530231.0,11109.0,-2351.0,3733.0,-12491.0,39931.0,-41379.0,-41379.0,5909.0,9196.0,9196.0,-14378.0,-34908.0,-34908.0,-31462.0,67091.0,67091.0,11109.0,-2351.0,3733.0,-12491.0,39931.0,-46559.0,-46559.0,5909.0,8488.0,8488.0,-14375.0,-32313.0,-32313.0,-31465.0,70384.0,70384.0,-7598.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-19,-211657.0,-344428.0,43834.0,512251.0,15969.0,2772.0,-761.0,-17980.0,69232.0,-25410.0,-25410.0,7477.0,11968.0,11968.0,-14165.0,-35669.0,-35669.0,-62544.0,49111.0,49111.0,14686.0,3169.0,-229.0,-17626.0,67949.0,-31873.0,-31873.0,7874.0,11657.0,11657.0,-13630.0,-32542.0,-32542.0,-62193.0,52758.0,52758.0,7407.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-20,-198120.0,-345568.0,31544.0,512144.0,13537.0,-1140.0,-12290.0,-107.0,65916.0,-11873.0,-11873.0,3446.0,10828.0,10828.0,-16746.0,-47959.0,-47959.0,-52616.0,49004.0,49004.0,13537.0,-1140.0,-12290.0,-107.0,64633.0,-18336.0,-18336.0,3843.0,10517.0,10517.0,-16211.0,-44832.0,-44832.0,-52265.0,52651.0,52651.0,14218.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-21,-182002.0,-352704.0,25648.0,509058.0,16118.0,-7136.0,-5896.0,-3086.0,76618.0,4245.0,4245.0,-4923.0,3692.0,3692.0,-25155.0,-53855.0,-53855.0,-46540.0,45918.0,45918.0,16118.0,-7136.0,-5896.0,-3086.0,75335.0,-2218.0,-2218.0,-4526.0,3381.0,3381.0,-24620.0,-50728.0,-50728.0,-46189.0,49565.0,49565.0,9764.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-22,-151326.0,-356913.0,24574.0,483665.0,30676.0,-4209.0,-1074.0,-25393.0,87409.0,34921.0,34921.0,-12064.0,-517.0,-517.0,-16288.0,-54929.0,-54929.0,-59057.0,20525.0,20525.0,30676.0,-4209.0,-1074.0,-25393.0,86126.0,28458.0,28458.0,-11667.0,-828.0,-828.0,-15756.0,-51802.0,-51802.0,-58703.0,24172.0,24172.0,19749.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-25,-152881.0,-357920.0,31886.0,478915.0,-1555.0,-1007.0,7312.0,-4750.0,74745.0,33366.0,33366.0,-10720.0,-1524.0,-1524.0,-12709.0,-47617.0,-47617.0,-51316.0,15775.0,15775.0,-1555.0,-1007.0,7312.0,-4750.0,73462.0,26903.0,26903.0,-10323.0,-1835.0,-1835.0,-12177.0,-44490.0,-44490.0,-50962.0,19422.0,19422.0,16608.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-27,-145944.0,-363007.0,41266.0,467685.0,6937.0,-5087.0,9380.0,-11230.0,65713.0,40303.0,40303.0,-18579.0,-6611.0,-6611.0,-2568.0,-38237.0,-38237.0,-44566.0,4545.0,4545.0,6937.0,-5087.0,9380.0,-11230.0,65713.0,33840.0,33840.0,-18579.0,-6922.0,-6922.0,-2568.0,-35110.0,-35110.0,-44566.0,8192.0,8192.0,18658.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-28,-137788.0,-379685.0,62881.0,454592.0,8156.0,-16678.0,21615.0,-13093.0,60332.0,48459.0,48459.0,-34117.0,-23289.0,-23289.0,31337.0,-16622.0,-16622.0,-57552.0,-8548.0,-8548.0,-23425.0,-31861.0,35163.0,20123.0,28751.0,10415.0,10415.0,-49300.0,-38783.0,-38783.0,44885.0,53.0,53.0,-24336.0,28315.0,28315.0,6208.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-29,-102683.0,-377745.0,52595.0,427833.0,35105.0,1940.0,-10286.0,-26759.0,79319.0,83564.0,83564.0,-25041.0,-21349.0,-21349.0,26947.0,-26908.0,-26908.0,-81225.0,-35307.0,-35307.0,35105.0,1940.0,-10286.0,-26759.0,47738.0,45520.0,45520.0,-40224.0,-36843.0,-36843.0,40495.0,-10233.0,-10233.0,-48009.0,1556.0,1556.0,11178.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,-92018.0,-376285.0,36294.0,432009.0,10665.0,1460.0,-16301.0,4176.0,59308.0,94229.0,94229.0,-19372.0,-19889.0,-19889.0,11720.0,-43209.0,-43209.0,-51656.0,-31131.0,-31131.0,10665.0,1460.0,-16301.0,4176.0,27727.0,61365.0,56185.0,-34555.0,-34675.0,-35383.0,25268.0,-29126.0,-26534.0,-18440.0,2436.0,5732.0,3847.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-02,-101396.0,-369283.0,32465.0,438214.0,-9378.0,7002.0,-3829.0,6205.0,51485.0,90834.0,84851.0,-11363.0,-11719.0,-12887.0,579.0,-32939.0,-47038.0,-40701.0,-46176.0,-24926.0,-9378.0,7002.0,-3829.0,6205.0,19904.0,57970.0,46807.0,-26546.0,-26505.0,-28381.0,14127.0,-18856.0,-30363.0,-7485.0,-12609.0,11937.0,-8502.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-03,-116642.0,-364433.0,33292.0,447783.0,-15246.0,4850.0,827.0,9569.0,29302.0,78432.0,69605.0,-1426.0,-7015.0,-8037.0,-7974.0,-26839.0,-46211.0,-19902.0,-44578.0,-15357.0,-15246.0,4850.0,827.0,9569.0,-2279.0,45568.0,31561.0,-16609.0,-21801.0,-23531.0,5574.0,-12756.0,-29536.0,13314.0,-11011.0,21506.0,-8747.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-04,-98026.0,-359725.0,25467.0,432284.0,18616.0,4708.0,-7825.0,-15499.0,39762.0,107294.0,88221.0,19960.0,-5448.0,-3329.0,-37414.0,-31436.0,-54036.0,-22308.0,-70410.0,-30856.0,18616.0,4708.0,-7825.0,-15499.0,39762.0,74430.0,50177.0,19960.0,-20234.0,-18823.0,-37414.0,-17353.0,-37361.0,-22308.0,-36843.0,6007.0,1893.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-05,-99801.0,-363105.0,34267.0,428639.0,-1775.0,-3380.0,8800.0,-3645.0,2882.0,134909.0,86446.0,14640.0,-11305.0,-6709.0,-18328.0,-21529.0,-45236.0,806.0,-102075.0,-34501.0,-1775.0,-3380.0,8800.0,-3645.0,2882.0,102045.0,48402.0,14640.0,-26091.0,-22203.0,-18328.0,-7446.0,-28561.0,806.0,-68508.0,2362.0,-2375.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-08,-90725.0,-364051.0,29494.0,425282.0,9076.0,-946.0,-4773.0,-3357.0,1293.0,159070.0,95522.0,12234.0,-10515.0,-7655.0,-6800.0,-24851.0,-50009.0,-6727.0,-123704.0,-37858.0,9076.0,-946.0,-4773.0,-3357.0,1293.0,126206.0,57478.0,12234.0,-25301.0,-23149.0,-6800.0,-10768.0,-33334.0,-6727.0,-90137.0,-995.0,12138.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-09,-108993.0,-365989.0,25684.0,449298.0,-18268.0,-1938.0,-3810.0,24016.0,-7597.0,158564.0,77254.0,3294.0,-12880.0,-9593.0,-6781.0,-33289.0,-53819.0,11084.0,-112395.0,-13842.0,-18268.0,-1938.0,-3810.0,24016.0,-7597.0,125700.0,39210.0,3294.0,-27666.0,-25087.0,-6781.0,-19206.0,-37144.0,11084.0,-78828.0,23021.0,-28070.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-11,-146584.0,-365284.0,8612.0,503256.0,-37591.0,705.0,-17072.0,53958.0,-29942.0,134305.0,39663.0,-851.0,-13379.0,-8888.0,-24680.0,-49387.0,-70891.0,55473.0,-71539.0,40116.0,1996.0,3923.0,-15989.0,10070.0,9645.0,141028.0,41206.0,2367.0,-24947.0,-21164.0,-23597.0,-34221.0,-53133.0,11585.0,-81860.0,33091.0,-6569.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-12,-127619.0,-361336.0,7144.0,481811.0,18965.0,3948.0,-1468.0,-21445.0,-29593.0,136417.0,58628.0,-1611.0,-12322.0,-4940.0,-18323.0,-41146.0,-72359.0,49527.0,-82949.0,18671.0,18965.0,3948.0,-1468.0,-21445.0,9994.0,143140.0,60171.0,1607.0,-23890.0,-17216.0,-17240.0,-25980.0,-54601.0,5639.0,-93270.0,11646.0,3330.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-15,-77670.0,-357501.0,-3741.0,438912.0,49949.0,3835.0,-10885.0,-42899.0,22131.0,180950.0,108577.0,5604.0,-9720.0,-1105.0,-38008.0,-54544.0,-83244.0,10273.0,-116686.0,-24228.0,49949.0,3835.0,-10885.0,-42899.0,61718.0,187673.0,110120.0,8822.0,-21288.0,-13381.0,-36925.0,-39378.0,-65486.0,-33615.0,-127007.0,-31253.0,32219.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-16,-47896.0,-355390.0,-23446.0,426732.0,29774.0,2111.0,-19705.0,-12180.0,42829.0,190839.0,138351.0,8661.0,-10541.0,1006.0,-52940.0,-64308.0,-102949.0,1450.0,-115990.0,-36408.0,29774.0,2111.0,-19705.0,-12180.0,82416.0,197562.0,139894.0,11879.0,-22109.0,-11270.0,-51857.0,-49145.0,-85191.0,-42438.0,-126308.0,-43433.0,10909.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-17,-49678.0,-361501.0,-12794.0,423973.0,-1782.0,-6111.0,10652.0,-2759.0,59315.0,177948.0,136569.0,4488.0,-14301.0,-5105.0,-38478.0,-57389.0,-92297.0,-25325.0,-106258.0,-39167.0,-1782.0,-6111.0,10652.0,-2759.0,98902.0,184671.0,138112.0,7706.0,-25869.0,-17381.0,-37395.0,-42226.0,-74539.0,-69213.0,-116576.0,-46192.0,1944.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-18,-27343.0,-360835.0,-22506.0,410684.0,22335.0,666.0,-9712.0,-13289.0,119241.0,184314.0,158904.0,4449.0,-16407.0,-4439.0,-31118.0,-66340.0,-102009.0,-92572.0,-101567.0,-52456.0,22335.0,666.0,-9712.0,-13289.0,119241.0,192320.0,160447.0,4449.0,-28372.0,-16715.0,-31118.0,-51709.0,-84251.0,-92572.0,-112239.0,-59481.0,13848.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-19,-44290.0,-366644.0,-7565.0,418499.0,-16947.0,-5809.0,14941.0,7815.0,83329.0,153830.0,141957.0,-5308.0,-21076.0,-10248.0,-14709.0,-39109.0,-87068.0,-63312.0,-93645.0,-44641.0,-16947.0,-5809.0,15025.0,7731.0,83329.0,161836.0,143500.0,-5308.0,-33041.0,-22524.0,-14625.0,-24394.0,-69226.0,-63396.0,-104401.0,-51750.0,-173.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-22,-45997.0,-371724.0,-4986.0,422707.0,-1707.0,-5080.0,2579.0,4208.0,31673.0,136005.0,140250.0,-14223.0,-19020.0,-15328.0,-1245.0,-30634.0,-84489.0,-16205.0,-86351.0,-40433.0,-1707.0,-5080.0,2579.0,4208.0,31673.0,144011.0,141793.0,-14223.0,-30985.0,-27604.0,-1161.0,-15919.0,-66647.0,-16289.0,-97107.0,-47542.0,5420.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-23,-23733.0,-374688.0,-12914.0,411335.0,22264.0,-2964.0,-7928.0,-11372.0,24163.0,127593.0,162514.0,-19298.0,-17775.0,-18292.0,10532.0,-37488.0,-92417.0,-15397.0,-72330.0,-51805.0,22264.0,-2964.0,-7928.0,-11372.0,24163.0,135599.0,164057.0,-19298.0,-29740.0,-30568.0,10616.0,-22773.0,-74575.0,-15481.0,-83086.0,-58914.0,17895.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-24,-25613.0,-377368.0,-6125.0,409106.0,-1880.0,-2680.0,6789.0,-2229.0,24065.0,127268.0,160634.0,-15867.0,-19448.0,-20972.0,6669.0,-38011.0,-85628.0,-14867.0,-69809.0,-54034.0,-1880.0,-2680.0,6789.0,-2229.0,24065.0,135274.0,162177.0,-15867.0,-31413.0,-33248.0,6753.0,-23296.0,-67786.0,-14951.0,-80565.0,-61143.0,7690.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-25,-54464.0,-391092.0,27243.0,418313.0,-28851.0,-13724.0,33368.0,9207.0,-27121.0,91480.0,131783.0,-30257.0,-28085.0,-34696.0,49749.0,-14023.0,-52260.0,7629.0,-49372.0,-44827.0,-39970.0,-19882.0,29127.0,30725.0,-38240.0,88367.0,122207.0,-36415.0,-46208.0,-53130.0,45592.0,-3549.0,-38659.0,29063.0,-38610.0,-30418.0,10489.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-26,-23074.0,-399333.0,21286.0,401121.0,31390.0,-8241.0,-5957.0,-17192.0,21216.0,114714.0,163173.0,-32689.0,-19648.0,-42937.0,28851.0,-41595.0,-58217.0,-17378.0,-53471.0,-62019.0,31390.0,-8241.0,-5957.0,-17192.0,10097.0,143182.0,153597.0,-38847.0,-22588.0,-61371.0,24610.0,-44669.0,-44616.0,4140.0,-75925.0,-47610.0,15907.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,4572.0,-406058.0,13025.0,388461.0,27646.0,-6725.0,-8261.0,-12660.0,50569.0,107255.0,190819.0,-34334.0,-28313.0,-49662.0,18011.0,-39570.0,-66478.0,-34246.0,-39372.0,-74679.0,27646.0,-6725.0,-8261.0,-12660.0,39450.0,135723.0,181243.0,-40492.0,-31253.0,-68096.0,13770.0,-42644.0,-52877.0,-12728.0,-61826.0,-60270.0,14337.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-01,31274.0,-404665.0,22773.0,350618.0,26702.0,1393.0,9748.0,-37843.0,55007.0,123292.0,217521.0,-29977.0,-28380.0,-48269.0,35687.0,-13521.0,-56730.0,-60717.0,-81391.0,-112522.0,26702.0,1393.0,9748.0,-37843.0,43888.0,151760.0,207945.0,-36135.0,-31320.0,-66703.0,31446.0,-16595.0,-43129.0,-39199.0,-103845.0,-98113.0,11622.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02,80629.0,-391063.0,4852.0,305582.0,49355.0,13602.0,-17921.0,-45036.0,106242.0,182025.0,266876.0,-13695.0,-21780.0,-34667.0,10977.0,-27613.0,-74651.0,-103524.0,-132632.0,-157558.0,49355.0,13602.0,-17921.0,-45036.0,95123.0,210493.0,257300.0,-19853.0,-24720.0,-53101.0,6736.0,-30687.0,-61050.0,-82006.0,-155086.0,-143149.0,23799.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-03,93062.0,-382664.0,3995.0,285607.0,12433.0,8399.0,-857.0,-19975.0,147526.0,209704.0,279309.0,8428.0,-18231.0,-26268.0,-23248.0,-29297.0,-75508.0,-132706.0,-162176.0,-177533.0,12433.0,8399.0,-857.0,-19975.0,147526.0,238172.0,269733.0,8428.0,-21171.0,-44702.0,-23248.0,-32371.0,-61907.0,-132706.0,-184630.0,-163124.0,7497.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-04,103069.0,-376362.0,-1345.0,274638.0,10007.0,6302.0,-5340.0,-10969.0,126143.0,201095.0,289316.0,22971.0,-16637.0,-19966.0,-22631.0,-26812.0,-80848.0,-126483.0,-157646.0,-188502.0,10007.0,6302.0,-5340.0,-10969.0,126143.0,229563.0,279740.0,22971.0,-19577.0,-38400.0,-22631.0,-29886.0,-67247.0,-126483.0,-180100.0,-174093.0,7969.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-08,124560.0,-368741.0,-5170.0,249351.0,21491.0,7621.0,-3825.0,-25287.0,119988.0,224361.0,310807.0,37317.0,-5636.0,-12345.0,-18195.0,-39437.0,-84673.0,-139110.0,-179288.0,-213789.0,21491.0,7621.0,-3825.0,-25287.0,119988.0,252829.0,301231.0,37317.0,-8576.0,-30779.0,-18195.0,-42511.0,-71072.0,-139110.0,-201742.0,-199380.0,7482.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-09,100721.0,-373390.0,9716.0,262953.0,-23839.0,-4649.0,14886.0,13602.0,69447.0,191446.0,286968.0,31275.0,-9339.0,-16994.0,-13057.0,-19778.0,-69787.0,-87665.0,-162329.0,-200187.0,-23839.0,-4649.0,14886.0,13602.0,69447.0,219914.0,277392.0,31275.0,-12279.0,-35428.0,-13057.0,-22852.0,-56186.0,-87665.0,-184783.0,-185778.0,-26186.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-10,87231.0,-367993.0,7008.0,273754.0,-13490.0,5397.0,-2708.0,10801.0,6602.0,196224.0,273478.0,23070.0,-2004.0,-11597.0,2156.0,-18676.0,-72495.0,-31828.0,-175544.0,-189386.0,-13490.0,5397.0,-2708.0,10801.0,6602.0,224692.0,263902.0,23070.0,-4944.0,-30031.0,2156.0,-21750.0,-58894.0,-31828.0,-197998.0,-174977.0,-12682.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-11,96844.0,-364764.0,4311.0,263609.0,9613.0,3229.0,-2697.0,-10145.0,3782.0,243428.0,283091.0,17900.0,520.0,-8368.0,316.0,-4301.0,-75192.0,-21998.0,-239647.0,-199531.0,9613.0,3229.0,-2697.0,-10145.0,3782.0,232309.0,273515.0,17900.0,-5638.0,-26802.0,316.0,-8458.0,-61591.0,-21998.0,-218213.0,-185122.0,-7030.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14,111482.0,-363334.0,-1910.0,253762.0,14638.0,1430.0,-6221.0,-9847.0,8413.0,239101.0,297729.0,13028.0,-1998.0,-6938.0,-565.0,-9054.0,-81413.0,-20876.0,-228049.0,-209378.0,10294.0,1833.0,-5282.0,-6845.0,4069.0,223638.0,283809.0,13431.0,-7753.0,-24969.0,374.0,-12272.0,-66873.0,-17874.0,-203613.0,-191967.0,-4559.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-15,106642.0,-364263.0,3894.0,253727.0,-4840.0,-929.0,5804.0,-35.0,-17918.0,184312.0,292889.0,4478.0,-6762.0,-7867.0,9064.0,7635.0,-75609.0,4376.0,-185185.0,-209413.0,-4840.0,-929.0,5804.0,-35.0,-22262.0,168849.0,278969.0,4881.0,-12517.0,-25898.0,10003.0,4417.0,-61069.0,7378.0,-160749.0,-192002.0,-14977.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-16,82569.0,-362008.0,4605.0,274834.0,-24073.0,2255.0,711.0,21107.0,-18152.0,130465.0,268816.0,11382.0,-6618.0,-5612.0,-5111.0,28051.0,-74898.0,11881.0,-151898.0,-188306.0,-24073.0,2255.0,711.0,21107.0,-22496.0,115002.0,254896.0,11785.0,-12373.0,-23643.0,-4172.0,24833.0,-60358.0,14883.0,-127462.0,-170895.0,-21670.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-17,103239.0,-356623.0,-1337.0,254721.0,20670.0,5385.0,-5942.0,-20113.0,16008.0,152917.0,289486.0,11370.0,4878.0,-227.0,-8345.0,11457.0,-80840.0,-19033.0,-169252.0,-208419.0,20670.0,5385.0,-5942.0,-20113.0,11664.0,137454.0,275566.0,11773.0,-877.0,-18258.0,-7406.0,8239.0,-66300.0,-16031.0,-144816.0,-191008.0,9931.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18,107526.0,-348801.0,-2979.0,244254.0,4287.0,7822.0,-1642.0,-10467.0,10682.0,134869.0,293773.0,15963.0,12034.0,7595.0,-7290.0,19527.0,-82482.0,-19355.0,-166430.0,-218886.0,4287.0,7822.0,-760.0,-11349.0,6338.0,119406.0,279853.0,16366.0,6279.0,-10436.0,-5469.0,17191.0,-67060.0,-17235.0,-142876.0,-202357.0,-3407.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-21,108469.0,-342504.0,-3277.0,237312.0,943.0,6297.0,-298.0,-6942.0,-3013.0,152759.0,294716.0,20830.0,24140.0,13892.0,-1367.0,4288.0,-82780.0,-16450.0,-181187.0,-225828.0,943.0,6297.0,-298.0,-6942.0,-3013.0,137296.0,280796.0,20830.0,18385.0,-4139.0,-485.0,1868.0,-67358.0,-17332.0,-157549.0,-209299.0,-1918.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-22,88040.0,-340695.0,4834.0,247821.0,-20429.0,1809.0,8111.0,10509.0,-18602.0,134037.0,274287.0,23568.0,31029.0,15701.0,940.0,9820.0,-74669.0,-5906.0,-174886.0,-215319.0,-20429.0,1809.0,8111.0,10509.0,-18602.0,118574.0,260367.0,23568.0,25274.0,-2330.0,1822.0,7400.0,-59247.0,-6788.0,-151248.0,-198790.0,-23305.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-23,78467.0,-341836.0,87.0,263282.0,-9573.0,-1141.0,-4747.0,15461.0,-4102.0,102200.0,264714.0,20172.0,32852.0,14560.0,-4518.0,13001.0,-79416.0,-11552.0,-148053.0,-199858.0,-9573.0,-1141.0,-4747.0,15461.0,-4102.0,86737.0,250794.0,20172.0,27097.0,-3471.0,-3636.0,10581.0,-63994.0,-12434.0,-124415.0,-183329.0,-21886.0,,,,,,,,,,,,,,,,,,,,,,,,
