symbol,close_now,high_52w,low_52w,prox_52w_high,prox_52w_low,dma_20,dma_50,dma_200,vs_dma_20,vs_dma_50,vs_dma_200,trend_signal,vol_20d_avg,rsi,rsi_signal,macd_line,macd_signal,macd_hist,macd_cross,atr_14,atr_pct,bb_upper,bb_lower,bb_mid,bb_pct,bb_width,bb_signal,bb_squeeze,obv_signal,adx,adx_plus_di,adx_minus_di,adx_strength,adx_direction,as_of_date
SAURASHCEM,58.72,125.35,47.65,-53.16,23.23,60.24,58.7,67.53,-2.52,0.03,-13.05,DOWNTREND,585302.0,46.61,NEUTRAL,0.6975,1.0097,-0.3122,BEARISH,3.4277,5.84,67.22,53.26,60.24,39.12,23.18,MID_BAND,False,ACCUMULATING,26.25,30.73,21.0,MODERATE_TREND,BULLISH,2026-08-17
SAYAJIHOTL,310.3,330.0,265.5,-5.97,16.87,307.78,300.13,,0.82,3.39,,INSUFFICIENT_DATA,264.0,51.12,NEUTRAL,6.135,5.0839,1.051,BULLISH,10.9724,3.54,334.55,281.0,307.77,54.72,17.4,MID_BAND,False,ACCUMULATING,27.4,24.54,23.29,MODERATE_TREND,BULLISH,2026-08-17
SBC,38.75,45.0,18.63,-13.89,108.0,41.22,40.94,33.37,-5.99,-5.35,16.12,CONSOLIDATING,9760134.0,26.51,OVERSOLD,-0.5457,-0.1066,-0.4391,BEARISH,1.6823,4.34,43.67,38.78,41.22,-0.54,11.86,NEAR_LOWER,False,DISTRIBUTING,26.58,8.8,32.29,MODERATE_TREND,BEARISH,2026-08-17
SBCL,1024.6,1105.05,368.6,-7.28,177.97,847.37,780.87,562.77,20.92,31.21,82.06,STRONG_UPTREND,1167920.0,69.97,BULLISH,79.9505,55.3422,24.6083,BULLISH,50.4171,4.92,1120.74,574.01,847.37,82.42,64.52,MID_BAND,False,ACCUMULATING,38.34,40.71,7.28,STRONG_TREND,BULLISH,2026-08-17
SBFC,93.95,123.0,79.6,-23.62,18.03,92.59,92.23,95.61,1.47,1.86,-1.74,DOWNTREND,1338301.0,55.79,BULLISH,0.6138,0.4252,0.1887,BULLISH,1.9569,2.08,96.05,89.12,92.59,69.69,7.48,MID_BAND,False,DISTRIBUTING,17.1,21.36,17.82,RANGING,BULLISH,2026-08-17
SBGLP,24.95,40.95,18.35,-39.07,35.97,25.19,25.32,28.72,-0.95,-1.46,-13.13,DOWNTREND,17943.0,46.36,NEUTRAL,0.0241,-0.0076,0.0316,BULLISH,1.5496,6.21,25.94,24.43,25.19,34.49,6.03,MID_BAND,False,ACCUMULATING,15.65,10.59,11.37,RANGING,BEARISH,2026-08-17
SBICARD,641.75,965.0,565.45,-33.5,13.49,648.81,625.34,720.25,-1.09,2.62,-10.9,DOWNTREND,1251218.0,49.54,NEUTRAL,4.7467,8.2749,-3.5282,BEARISH,14.847,2.31,677.23,620.39,648.81,37.58,8.76,MID_BAND,False,DISTRIBUTING,19.72,18.22,21.77,RANGING,BEARISH,2026-08-17
SBIFUNDS,557.25,624.95,551.3,-10.83,1.08,575.71,,,-3.21,,,INSUFFICIENT_DATA,8125029.0,27.97,OVERSOLD,,,,,11.0795,1.99,,,,,,,False,,,,,,,2026-08-17
SBILIFE,1790.4,2132.0,1700.4,-16.02,5.29,1854.39,1816.51,1921.12,-3.45,-1.44,-6.8,DOWNTREND,883542.0,37.53,BEARISH,-5.1684,6.9775,-12.1459,BEARISH,34.605,1.93,1925.41,1783.38,1854.39,4.94,7.66,NEAR_LOWER,False,DISTRIBUTING,20.44,12.15,23.13,MODERATE_TREND,BEARISH,2026-08-17
SBIN,1061.2,1234.7,798.5,-14.05,32.9,1047.65,1036.3,1037.81,1.29,2.4,2.25,STRONG_UPTREND,11026949.0,53.83,NEUTRAL,12.5527,11.0389,1.5138,BULLISH,20.7609,1.96,1103.15,992.15,1047.65,62.21,10.6,MID_BAND,False,ACCUMULATING,23.82,31.69,19.39,MODERATE_TREND,BULLISH,2026-08-17
SCHAEFFLER,4028.9,4467.7,3518.4,-9.82,14.51,4099.93,4117.32,3995.59,-1.73,-2.15,0.83,CONSOLIDATING,67645.0,43.15,BEARISH,-15.9851,-12.3651,-3.62,BEARISH,100.5731,2.5,4210.07,3989.8,4099.93,17.75,5.37,MID_BAND,False,ACCUMULATING,11.16,14.75,17.96,RANGING,BEARISH,2026-08-17
SCHAND,137.86,200.0,130.05,-31.07,6.01,143.88,146.81,156.05,-4.18,-6.1,-11.66,DOWNTREND,30588.0,30.01,BEARISH,-2.9117,-2.3809,-0.5308,BEARISH,4.1934,3.04,151.52,136.25,143.88,10.56,10.61,MID_BAND,False,DISTRIBUTING,32.31,7.34,19.37,STRONG_TREND,BEARISH,2026-08-17
SCHNEIDER,1212.2,1548.0,571.85,-21.69,111.98,1347.85,1337.32,,-10.06,-9.36,,INSUFFICIENT_DATA,393712.0,36.82,BEARISH,0.9829,9.8935,-8.9107,BEARISH_CROSS,68.8816,5.68,1443.84,1251.86,1347.85,-20.66,14.24,NEAR_LOWER,False,ACCUMULATING,19.53,16.71,28.41,RANGING,BEARISH,2026-08-17
SCI,286.4,368.75,195.55,-22.33,46.46,288.45,294.32,263.62,-0.71,-2.69,8.64,CONSOLIDATING,2999008.0,45.28,NEUTRAL,0.8988,0.6712,0.2276,BULLISH,9.7639,3.41,312.02,264.88,288.45,45.65,16.34,MID_BAND,False,DISTRIBUTING,19.03,25.52,21.24,RANGING,BULLISH,2026-08-17
SCILAL,40.19,55.0,34.3,-26.93,17.17,41.22,42.91,44.78,-2.5,-6.34,-10.25,DOWNTREND,196720.0,32.5,BEARISH,-0.6756,-0.6708,-0.0048,BEARISH_CROSS,0.9898,2.46,42.33,40.12,41.22,3.11,5.35,NEAR_LOWER,False,DISTRIBUTING,14.23,20.57,19.96,RANGING,BULLISH,2026-08-17
SCODATUBES,129.68,187.7,110.0,-30.91,17.89,142.56,142.0,144.07,-9.03,-8.68,-9.99,DOWNTREND,169590.0,30.14,BEARISH,-2.9512,-1.03,-1.9212,BEARISH,5.6122,4.33,154.44,130.67,142.56,-4.18,16.67,NEAR_LOWER,False,DISTRIBUTING,24.01,11.55,32.85,MODERATE_TREND,BEARISH,2026-08-17
SCPL,657.95,688.95,190.03,-4.5,246.23,612.31,525.17,,7.45,25.28,,INSUFFICIENT_DATA,138141.0,64.84,BULLISH,38.8142,40.2824,-1.4681,BEARISH,45.8124,6.96,683.7,540.91,612.31,81.97,23.32,MID_BAND,False,ACCUMULATING,43.73,17.76,10.69,STRONG_TREND,BULLISH,2026-08-17
SDBL,73.43,142.6,61.8,-48.51,18.82,72.72,71.88,86.74,0.98,2.16,-15.34,DOWNTREND,1637736.0,52.43,NEUTRAL,0.5804,0.3387,0.2417,BULLISH,2.9867,4.07,75.5,69.95,72.72,62.74,7.63,SQUEEZE,True,ACCUMULATING,28.28,31.43,17.63,MODERATE_TREND,BULLISH,2026-08-17
SEAMECLTD,1561.1,1709.2,771.75,-8.66,102.28,1471.26,1463.09,1327.83,6.11,6.7,17.57,STRONG_UPTREND,95885.0,66.1,BULLISH,28.5891,17.5939,10.9952,BULLISH,55.9423,3.58,1595.59,1346.93,1471.26,86.13,16.9,MID_BAND,False,ACCUMULATING,21.8,20.54,16.23,MODERATE_TREND,BULLISH,2026-08-17
SECMARK,127.66,147.27,95.05,-13.32,34.31,125.88,126.05,117.68,1.41,1.28,8.48,STRONG_UPTREND,2261.0,53.64,NEUTRAL,0.3964,0.136,0.2605,BULLISH,6.521,5.11,128.93,122.83,125.88,79.13,4.84,MID_BAND,False,DISTRIBUTING,23.76,15.32,13.18,MODERATE_TREND,BULLISH,2026-08-17
SECURKLOUD,17.92,34.18,16.01,-47.57,11.93,18.19,18.64,,-1.48,-3.86,,INSUFFICIENT_DATA,16058.0,43.23,BEARISH,-0.0264,-0.0635,0.0371,BULLISH,1.0824,6.04,19.38,17.0,18.19,38.74,13.08,MID_BAND,False,DISTRIBUTING,16.8,13.18,14.52,RANGING,BEARISH,2026-08-17
SEDEMAC,3240.2,3273.5,1413.1,-1.02,129.3,2843.54,2776.13,,13.95,16.72,,INSUFFICIENT_DATA,177730.0,73.54,OVERBOUGHT,119.5925,76.3764,43.216,BULLISH,134.0115,4.14,3202.28,2484.79,2843.54,105.29,25.23,NEAR_UPPER,False,ACCUMULATING,29.92,29.63,9.19,MODERATE_TREND,BULLISH,2026-08-17
SEIL,211.03,239.96,172.9,-12.06,22.05,205.8,208.81,,2.54,1.06,,INSUFFICIENT_DATA,310475.0,55.16,BULLISH,-0.2056,-1.0749,0.8694,BULLISH,8.6911,4.12,212.85,198.75,205.8,87.1,6.85,MID_BAND,False,DISTRIBUTING,16.97,23.86,10.86,RANGING,BULLISH,2026-08-17
SEJALLTD,682.2,940.6,381.0,-27.47,79.06,641.45,557.57,,6.35,22.35,,INSUFFICIENT_DATA,26517.0,60.38,BULLISH,44.2228,44.0383,0.1846,BULLISH,36.995,5.42,809.57,473.33,641.45,62.12,52.42,MID_BAND,False,ACCUMULATING,34.24,31.84,18.85,STRONG_TREND,BULLISH,2026-08-17
SELMC,27.21,43.36,26.0,-37.25,4.65,27.69,28.64,,-1.73,-4.99,,INSUFFICIENT_DATA,5138.0,39.81,BEARISH,-0.3679,-0.4017,0.0339,BULLISH,1.1786,4.33,28.52,26.85,27.69,21.4,6.02,MID_BAND,False,DISTRIBUTING,16.02,15.31,12.06,RANGING,BULLISH,2026-08-17
SEMAC,310.95,492.95,205.0,-36.92,51.68,311.53,275.24,,-0.19,12.97,,INSUFFICIENT_DATA,1981.0,50.28,NEUTRAL,26.3815,20.859,5.5225,BULLISH,23.1151,7.43,399.25,223.82,311.53,49.67,56.31,MID_BAND,False,ACCUMULATING,38.2,37.9,33.4,STRONG_TREND,BULLISH,2026-08-17
SENCO,341.55,430.0,276.0,-20.57,23.75,386.65,360.79,330.96,-11.66,-5.33,3.2,CONSOLIDATING,2869758.0,37.41,BEARISH,-2.9044,5.7493,-8.6536,BEARISH,18.9147,5.54,434.6,338.71,386.66,2.97,24.8,NEAR_LOWER,False,ACCUMULATING,28.02,16.17,31.73,MODERATE_TREND,BEARISH,2026-08-17
SENORES,1545.7,1549.8,662.45,-0.26,133.33,1392.41,1346.84,967.89,11.01,14.76,59.7,STRONG_UPTREND,296089.0,70.59,OVERBOUGHT,42.3473,27.0083,15.339,BULLISH,57.9625,3.75,1537.78,1247.03,1392.41,102.72,20.88,NEAR_UPPER,False,ACCUMULATING,25.09,31.32,13.48,MODERATE_TREND,BULLISH,2026-08-17
SEPC,5.85,13.73,4.65,-57.39,25.81,6.03,6.41,7.73,-2.99,-8.74,-24.32,DOWNTREND,14217605.0,41.16,BEARISH,-0.1334,-0.1317,-0.0017,BEARISH_CROSS,0.3059,5.23,6.4,5.67,6.03,24.98,12.15,MID_BAND,False,ACCUMULATING,27.47,14.28,38.86,MODERATE_TREND,BEARISH,2026-08-17
SERVOTECH,82.55,143.0,57.51,-42.27,43.54,88.55,95.38,85.0,-6.78,-13.45,-2.88,DOWNTREND,942448.0,32.05,BEARISH,-3.8723,-3.5803,-0.2919,BEARISH,3.2231,3.9,101.09,76.01,88.55,26.07,28.31,MID_BAND,False,DISTRIBUTING,28.97,12.58,30.01,MODERATE_TREND,BEARISH,2026-08-17
SESHAPAPER,227.28,293.11,209.96,-22.46,8.25,231.53,227.1,243.07,-1.84,0.08,-6.5,DOWNTREND,285433.0,46.77,NEUTRAL,0.7915,1.3563,-0.5648,BEARISH,8.6477,3.8,243.03,220.04,231.53,31.49,9.93,MID_BAND,False,ACCUMULATING,29.73,20.75,13.02,MODERATE_TREND,BULLISH,2026-08-17
SETL,308.7,313.3,104.56,-1.47,195.24,283.57,251.68,,8.86,22.66,,INSUFFICIENT_DATA,699996.0,69.2,BULLISH,12.5966,12.1441,0.4524,BULLISH_CROSS,13.4927,4.37,307.72,259.43,283.57,102.04,17.03,NEAR_UPPER,False,ACCUMULATING,34.0,31.99,12.53,STRONG_TREND,BULLISH,2026-08-17
SFL,675.1,832.45,456.8,-18.9,47.79,735.31,736.0,606.74,-8.19,-8.27,11.27,CONSOLIDATING,329832.0,35.97,BEARISH,-16.0286,-6.5198,-9.5088,BEARISH,32.195,4.77,821.99,648.63,735.31,15.27,23.58,MID_BAND,False,DISTRIBUTING,33.47,15.02,28.47,STRONG_TREND,BEARISH,2026-08-17
SGFIN,660.25,727.45,323.0,-9.24,104.41,677.71,642.36,490.57,-2.58,2.79,34.59,UPTREND,378039.0,48.93,NEUTRAL,5.3468,11.5347,-6.188,BEARISH,30.6627,4.64,713.82,641.59,677.71,25.84,10.66,MID_BAND,False,ACCUMULATING,21.98,17.11,15.93,MODERATE_TREND,BULLISH,2026-08-17
SGIL,549.65,633.25,420.0,-13.2,30.87,591.52,584.29,539.46,-7.08,-5.93,1.89,CONSOLIDATING,13683.0,38.58,BEARISH,-4.9745,1.7539,-6.7284,BEARISH,25.0175,4.55,630.68,552.37,591.52,-3.47,13.24,NEAR_LOWER,False,DISTRIBUTING,20.03,14.24,26.12,MODERATE_TREND,BEARISH,2026-08-17
SGL,9.91,20.79,8.4,-52.33,17.98,9.86,10.11,11.51,0.51,-1.98,-13.9,DOWNTREND,7321.0,48.54,NEUTRAL,-0.085,-0.1036,0.0186,BULLISH,0.4747,4.79,10.07,9.65,9.86,61.73,4.28,MID_BAND,False,ACCUMULATING,24.9,18.13,10.7,MODERATE_TREND,BULLISH,2026-08-17
SGMART,752.3,757.4,313.1,-0.67,140.27,709.18,650.24,495.07,6.08,15.7,51.96,STRONG_UPTREND,392860.0,69.34,BULLISH,25.413,24.4751,0.9379,BULLISH,26.1323,3.47,757.82,660.54,709.18,94.32,13.72,NEAR_UPPER,False,ACCUMULATING,40.55,26.74,11.48,STRONG_TREND,BULLISH,2026-08-17
SHADOWFAX,258.6,263.7,98.55,-1.93,162.4,234.1,225.72,,10.47,14.57,,INSUFFICIENT_DATA,17723567.0,69.47,BULLISH,9.4676,7.6292,1.8385,BULLISH,11.8116,4.57,266.94,201.26,234.1,87.31,28.06,MID_BAND,False,DISTRIBUTING,32.88,34.16,10.06,STRONG_TREND,BULLISH,2026-08-17
SHAH,4.03,5.88,3.38,-31.46,19.23,4.1,4.4,4.75,-1.71,-8.41,-15.16,DOWNTREND,8291405.0,44.41,BEARISH,-0.1221,-0.1532,0.031,BULLISH,0.2612,6.48,4.61,3.59,4.1,43.2,24.94,MID_BAND,False,DISTRIBUTING,11.61,21.36,18.16,RANGING,BULLISH,2026-08-17
SHAHALLOYS,74.89,83.85,53.1,-10.69,41.04,68.84,69.74,68.09,8.79,7.38,9.99,STRONG_UPTREND,10108.0,63.11,BULLISH,0.9785,0.2196,0.7589,BULLISH,3.5402,4.73,74.67,63.02,68.84,101.91,16.92,NEAR_UPPER,False,ACCUMULATING,21.29,24.75,9.83,MODERATE_TREND,BULLISH,2026-08-17
SHAILY,3396.3,3615.2,1770.9,-6.05,91.78,3157.63,2975.05,2465.75,7.56,14.16,37.74,STRONG_UPTREND,232929.0,66.17,BULLISH,143.9437,120.8754,23.0683,BULLISH,128.3663,3.78,3553.54,2761.71,3157.62,80.14,25.08,MID_BAND,False,ACCUMULATING,43.17,30.97,8.29,STRONG_TREND,BULLISH,2026-08-17
SHAKTIPUMP,503.2,915.0,456.35,-45.01,10.27,521.22,543.76,582.68,-3.46,-7.46,-13.64,DOWNTREND,406905.0,32.14,BEARISH,-12.1554,-10.8875,-1.2679,BEARISH,11.6747,2.32,549.18,493.27,521.22,17.76,10.73,MID_BAND,False,DISTRIBUTING,23.52,11.88,27.84,MODERATE_TREND,BEARISH,2026-08-17
SHALBY,153.16,274.7,125.82,-44.24,21.73,161.07,166.5,171.09,-4.91,-8.01,-10.48,DOWNTREND,62061.0,30.47,BEARISH,-3.1532,-2.361,-0.7922,BEARISH,4.9192,3.21,168.2,153.94,161.07,-5.49,8.85,NEAR_LOWER,False,DISTRIBUTING,29.07,7.8,24.47,MODERATE_TREND,BEARISH,2026-08-17
SHANKARA,141.1,1048.6,98.25,-86.54,43.61,141.15,123.69,,-0.04,14.08,,INSUFFICIENT_DATA,238731.0,64.23,BULLISH,4.6213,5.9281,-1.3068,BEARISH,3.6842,2.61,144.05,138.25,141.15,49.14,4.11,SQUEEZE,True,DISTRIBUTING,49.24,27.27,11.04,STRONG_TREND,BULLISH,2026-08-17
SHANTI,6.33,12.26,4.7,-48.37,34.68,6.71,6.67,7.33,-5.66,-5.1,-13.64,DOWNTREND,39662.0,40.67,BEARISH,-0.1353,-0.0597,-0.0757,BEARISH,0.4543,7.18,7.33,6.08,6.71,20.04,18.67,MID_BAND,False,DISTRIBUTING,18.77,12.15,14.25,RANGING,BEARISH,2026-08-17
SHANTIGEAR,393.35,592.0,388.45,-33.56,1.26,409.19,429.35,449.31,-3.87,-8.38,-12.45,DOWNTREND,32125.0,29.28,OVERSOLD,-9.9671,-9.0889,-0.8782,BEARISH,11.6195,2.95,427.78,390.6,409.19,7.39,9.08,NEAR_LOWER,False,DISTRIBUTING,47.59,4.61,25.75,STRONG_TREND,BEARISH,2026-08-17
SHANTIGOLD,266.84,268.0,155.0,-0.43,72.15,222.89,220.93,207.46,19.72,20.78,28.62,STRONG_UPTREND,1798305.0,84.34,OVERBOUGHT,7.6732,3.1865,4.4867,BULLISH,10.6542,3.99,250.85,194.94,222.89,128.61,25.08,NEAR_UPPER,False,ACCUMULATING,45.36,41.34,7.23,STRONG_TREND,BULLISH,2026-08-17
SHARDACROP,787.1,1297.0,755.55,-39.31,4.18,831.66,871.76,945.12,-5.36,-9.71,-16.72,DOWNTREND,201138.0,26.96,OVERSOLD,-26.7067,-23.8222,-2.8845,BEARISH,20.8253,2.65,898.03,765.28,831.65,16.44,15.96,MID_BAND,False,DISTRIBUTING,29.44,10.22,31.23,MODERATE_TREND,BEARISH,2026-08-17
SHARDAMOTR,909.5,1189.9,700.0,-23.57,29.93,877.71,856.37,878.23,3.62,6.2,3.56,STRONG_UPTREND,100789.0,56.61,BULLISH,13.3418,12.9794,0.3624,BULLISH,31.6881,3.48,957.19,798.24,877.71,70.0,18.11,MID_BAND,False,ACCUMULATING,27.96,29.61,15.85,MODERATE_TREND,BULLISH,2026-08-17
SHAREINDIA,174.96,211.0,115.36,-17.08,51.66,177.71,160.82,150.51,-1.55,8.79,16.24,UPTREND,924832.0,54.38,NEUTRAL,1.6683,3.2726,-1.6043,BEARISH,7.112,4.06,194.47,160.95,177.71,41.8,18.86,MID_BAND,False,DISTRIBUTING,27.05,25.31,16.4,MODERATE_TREND,BULLISH,2026-08-17
SHBAJRG,181.14,214.95,150.5,-15.73,20.36,182.66,188.83,,-0.83,-4.07,,INSUFFICIENT_DATA,4002.0,48.43,NEUTRAL,-2.7363,-2.1935,-0.5428,BEARISH,9.7397,5.38,192.74,172.57,182.66,42.47,11.04,MID_BAND,False,DISTRIBUTING,10.55,16.57,17.42,RANGING,BEARISH,2026-08-17
SHILCTECH,3871.0,5399.0,2852.5,-28.3,35.71,4359.93,4358.28,,-11.21,-11.18,,INSUFFICIENT_DATA,38665.0,34.91,BEARISH,-97.563,-13.2892,-84.2739,BEARISH,183.7056,4.75,4928.53,3791.32,4359.93,7.01,26.08,NEAR_LOWER,False,DISTRIBUTING,21.63,16.56,35.72,MODERATE_TREND,BEARISH,2026-08-17
SHILPAMED,809.3,825.4,259.5,-1.95,211.87,693.35,628.71,428.91,16.72,28.72,88.69,STRONG_UPTREND,3115575.0,75.97,OVERBOUGHT,59.0268,45.948,13.0788,BULLISH,31.6092,3.91,876.72,509.98,693.35,81.62,52.89,MID_BAND,False,ACCUMULATING,53.93,37.31,11.78,STRONG_TREND,BULLISH,2026-08-17
SHINDL,161.84,179.99,130.6,-10.08,23.92,161.49,156.83,,0.22,3.19,,INSUFFICIENT_DATA,125835.0,54.09,NEUTRAL,1.6969,1.8683,-0.1715,BEARISH,6.7666,4.18,164.85,158.12,161.49,55.26,4.17,MID_BAND,False,ACCUMULATING,26.69,20.7,9.03,MODERATE_TREND,BULLISH,2026-08-17
SHIVAMILLS,60.28,77.01,43.01,-21.72,40.15,63.1,56.81,,-4.47,6.11,,INSUFFICIENT_DATA,7114.0,47.73,NEUTRAL,0.9669,1.8841,-0.9171,BEARISH,4.2334,7.02,68.31,57.89,63.1,22.95,16.52,MID_BAND,False,DISTRIBUTING,37.3,19.76,12.7,STRONG_TREND,BULLISH,2026-08-17
SHIVATEX,161.88,217.92,126.06,-25.72,28.42,159.62,153.32,162.33,1.42,5.58,-0.28,DOWNTREND,4959.0,55.86,BULLISH,2.6989,2.9238,-0.225,BEARISH,7.0136,4.33,170.91,148.34,159.62,60.0,14.14,MID_BAND,False,ACCUMULATING,58.42,28.91,3.56,STRONG_TREND,BULLISH,2026-08-17
SHIVAUM,445.1,474.05,275.0,-6.11,61.85,424.96,404.42,,4.74,10.06,,INSUFFICIENT_DATA,17249.0,60.11,BULLISH,11.2791,10.2703,1.0089,BULLISH,21.787,4.89,460.62,389.29,424.96,78.24,16.78,MID_BAND,False,DISTRIBUTING,31.79,30.39,13.02,STRONG_TREND,BULLISH,2026-08-17
SHK,164.25,275.5,111.98,-40.38,46.68,160.7,143.2,149.24,2.21,14.7,10.06,STRONG_UPTREND,1807679.0,58.1,BULLISH,8.6742,8.9652,-0.291,BEARISH_CROSS,6.929,4.22,185.95,135.46,160.7,57.02,31.41,MID_BAND,False,ACCUMULATING,45.88,26.1,12.78,STRONG_TREND,BULLISH,2026-08-17
SHOPERSTOP,432.05,572.0,275.95,-24.47,56.57,404.01,380.07,362.7,6.94,13.68,19.12,STRONG_UPTREND,64164.0,71.37,OVERBOUGHT,15.2614,13.7114,1.5501,BULLISH,17.1081,3.96,443.26,364.76,404.01,85.72,19.43,MID_BAND,False,ACCUMULATING,44.67,24.61,9.47,STRONG_TREND,BULLISH,2026-08-17
SHRADHA,34.14,64.9,26.34,-47.4,29.61,34.27,34.3,36.94,-0.38,-0.47,-7.58,DOWNTREND,28857.0,49.01,NEUTRAL,-0.1517,-0.152,0.0003,BULLISH_CROSS,1.7179,5.03,35.33,33.2,34.27,44.01,6.21,SQUEEZE,True,DISTRIBUTING,13.54,15.02,25.41,RANGING,BEARISH,2026-08-17
SHREDIGCEM,70.47,100.8,53.9,-30.09,30.74,72.78,73.58,76.0,-3.17,-4.23,-7.28,DOWNTREND,83941.0,39.93,BEARISH,-0.6869,-0.5128,-0.1741,BEARISH,1.9898,2.82,75.42,70.14,72.78,6.25,7.26,NEAR_LOWER,False,ACCUMULATING,17.04,14.39,22.14,RANGING,BEARISH,2026-08-17
SHREECEM,24535.0,30750.0,22550.0,-20.21,8.8,26270.5,25850.4,25707.92,-6.61,-5.09,-4.56,DOWNTREND,24134.0,31.96,BEARISH,-311.1552,-44.697,-266.4583,BEARISH,586.2176,2.39,27827.32,24713.68,26270.5,-5.74,11.85,NEAR_LOWER,False,DISTRIBUTING,21.65,14.04,33.33,MODERATE_TREND,BEARISH,2026-08-17
SHREEJISPG,601.8,681.55,222.0,-11.7,171.08,640.99,563.77,418.01,-6.11,6.75,43.97,UPTREND,854855.0,45.6,NEUTRAL,21.1091,29.8876,-8.7785,BEARISH,23.9149,3.97,684.31,597.66,640.99,4.77,13.52,NEAR_LOWER,False,DISTRIBUTING,45.03,22.9,31.09,STRONG_TREND,BEARISH,2026-08-17
SHREEPUSHK,376.35,476.0,272.45,-20.93,38.14,398.37,396.62,365.2,-5.53,-5.11,3.05,CONSOLIDATING,38958.0,41.08,BEARISH,-2.801,1.0848,-3.8857,BEARISH,16.9568,4.51,428.06,368.67,398.37,12.93,14.91,MID_BAND,False,ACCUMULATING,23.22,14.21,21.33,MODERATE_TREND,BEARISH,2026-08-17
SHREERAMA,46.28,71.99,37.62,-35.71,23.02,39.79,41.71,,16.31,10.96,,INSUFFICIENT_DATA,141392.0,71.24,OVERBOUGHT,0.0121,-0.8141,0.8262,BULLISH,2.1821,4.71,44.07,35.51,39.79,125.89,21.5,NEAR_UPPER,False,ACCUMULATING,20.82,33.2,11.03,MODERATE_TREND,BULLISH,2026-08-17
SHREYANIND,130.22,247.22,122.0,-47.33,6.74,138.98,138.48,157.0,-6.3,-5.96,-17.06,DOWNTREND,8756.0,34.55,BEARISH,-1.4043,-0.2713,-1.133,BEARISH,6.148,4.72,147.03,130.93,138.98,-4.44,11.58,NEAR_LOWER,False,ACCUMULATING,21.15,12.83,19.47,MODERATE_TREND,BEARISH,2026-08-17
SHRIKRISH,40.3,56.0,35.0,-28.04,15.14,40.82,41.62,,-1.27,-3.17,,INSUFFICIENT_DATA,887.0,46.81,NEUTRAL,-0.2555,-0.2329,-0.0226,BEARISH,2.7918,6.93,43.14,38.49,40.82,38.9,11.4,MID_BAND,False,ACCUMULATING,20.59,23.2,17.97,MODERATE_TREND,BULLISH,2026-08-17
SHRINGARMS,227.24,266.5,166.0,-14.73,36.89,225.86,221.67,216.19,0.61,2.51,5.11,STRONG_UPTREND,521112.0,52.32,NEUTRAL,1.8674,2.3855,-0.518,BEARISH,6.7847,2.99,236.96,214.77,225.86,56.2,9.83,MID_BAND,False,DISTRIBUTING,21.5,19.02,14.34,MODERATE_TREND,BULLISH,2026-08-17
SHRIPISTON,4436.6,4588.0,2485.0,-3.3,78.54,4384.03,4125.91,3359.29,1.2,7.53,32.07,STRONG_UPTREND,58145.0,57.7,BULLISH,93.7408,102.9388,-9.198,BEARISH,157.5888,3.55,4574.82,4193.25,4384.03,63.78,8.7,MID_BAND,False,ACCUMULATING,23.6,17.35,15.91,MODERATE_TREND,BULLISH,2026-08-17
SHRIRAMFIN,1122.0,1153.7,566.5,-2.75,98.06,1083.3,1038.63,979.09,3.57,8.03,14.6,STRONG_UPTREND,5702835.0,60.34,BULLISH,27.5864,25.537,2.0494,BULLISH,27.6744,2.47,1172.65,993.95,1083.3,71.66,16.5,MID_BAND,False,ACCUMULATING,21.37,25.95,16.21,MODERATE_TREND,BULLISH,2026-08-17
SHRIRAMPPS,76.27,99.44,60.57,-23.3,25.92,84.16,86.57,82.55,-9.38,-11.9,-7.61,DOWNTREND,509683.0,28.66,OVERSOLD,-2.0817,-1.2076,-0.8741,BEARISH,2.7774,3.64,90.42,77.89,84.16,-12.94,14.89,NEAR_LOWER,False,DISTRIBUTING,14.75,16.34,38.35,RANGING,BEARISH,2026-08-17
SHYAMMETL,986.9,1090.0,746.0,-9.46,32.29,1017.29,992.75,880.84,-2.99,-0.59,12.04,CONSOLIDATING,457891.0,44.47,BEARISH,-2.5334,4.0317,-6.5652,BEARISH,26.3127,2.67,1060.78,973.81,1017.3,15.05,8.55,MID_BAND,False,DISTRIBUTING,20.44,15.63,18.89,MODERATE_TREND,BEARISH,2026-08-17
SHYAMTEL,15.14,18.63,7.07,-18.73,114.14,10.99,10.13,,37.76,49.46,,INSUFFICIENT_DATA,68587.0,64.95,BULLISH,1.7574,0.9248,0.8325,BULLISH,1.6263,10.74,17.15,4.84,10.99,83.67,112.0,MID_BAND,False,ACCUMULATING,31.34,35.48,16.41,STRONG_TREND,BULLISH,2026-08-17
SICAGEN,56.46,74.06,46.55,-23.76,21.29,55.12,53.98,,2.43,4.59,,INSUFFICIENT_DATA,174034.0,50.68,NEUTRAL,2.1562,1.7966,0.3597,BULLISH,4.1303,7.32,69.09,41.15,55.12,54.79,50.68,MID_BAND,False,ACCUMULATING,32.25,27.5,21.02,STRONG_TREND,BULLISH,2026-08-17
SIEMENS,3943.0,4097.9,2826.0,-3.78,39.53,3837.44,3693.41,3392.55,2.75,6.76,16.23,STRONG_UPTREND,405825.0,61.74,BULLISH,91.3419,85.0399,6.3019,BULLISH,105.5168,2.68,4130.44,3544.44,3837.44,68.01,15.27,MID_BAND,False,ACCUMULATING,30.45,25.67,14.68,STRONG_TREND,BULLISH,2026-08-17
