total_symbols,isin_populated,industry_nse_populated,sector_classified,theme_classified,market_cap_known,isin_pct,sector_pct,theme_pct,market_cap_pct,run_date
2123,2123,2123,2020,2013,2123,100.0,95.15,94.82,100.0,2026-06-29
