Date,Sector,Open,High,Low,Close,Volume,Daily_Change
2024-01-03,NIFTY BANK,47796.30078125,47798.75,47481.3515625,47704.94921875,233300,-0.19
2024-01-04,NIFTY BANK,47805.3984375,48281.19921875,47738.1484375,48195.8515625,175700,0.82
2024-01-05,NIFTY BANK,48245.55078125,48381.94921875,47822.8515625,48159.0,181000,-0.18
2024-01-08,NIFTY BANK,48096.6484375,48154.5,47387.3515625,47450.25,231400,-1.34
2024-01-09,NIFTY BANK,47705.3984375,47939.30078125,47156.05078125,47242.6484375,161000,-0.97
2024-01-10,NIFTY BANK,47073.8515625,47423.44921875,47010.80078125,47360.8515625,165200,0.61
2024-01-11,NIFTY BANK,47538.6015625,47662.1015625,47237.0,47438.3515625,132500,-0.21
2024-01-12,NIFTY BANK,47572.69921875,47873.69921875,47408.5,47709.80078125,191600,0.29
2024-01-15,NIFTY BANK,47891.05078125,48248.05078125,47825.3984375,48158.30078125,167100,0.56
2024-01-16,NIFTY BANK,48109.94921875,48305.3984375,48002.8515625,48125.1015625,224500,0.03
2024-01-17,NIFTY BANK,46573.94921875,47212.75,45979.6015625,46064.44921875,499600,-1.09
2024-01-18,NIFTY BANK,45492.75,46184.05078125,45430.69921875,45713.55078125,275000,0.49
2024-01-19,NIFTY BANK,46103.5,46249.8515625,45558.05078125,45701.1484375,296600,-0.87
2024-01-23,NIFTY BANK,46495.44921875,46580.30078125,44886.1015625,45015.05078125,422600,-3.18
2024-01-24,NIFTY BANK,44489.3984375,45485.5,44489.3984375,45082.3984375,348700,1.33
2024-01-25,NIFTY BANK,45057.94921875,45139.05078125,44429.0,44866.1484375,386800,-0.43
2024-01-29,NIFTY BANK,45171.5,45660.3515625,45110.8984375,45442.3515625,336800,0.6
2024-01-30,NIFTY BANK,45481.5,45678.69921875,45206.05078125,45367.75,232100,-0.25
2024-01-31,NIFTY BANK,45295.6484375,46179.75,45071.19921875,45996.80078125,373100,1.55
2024-02-01,NIFTY BANK,46164.8984375,46306.8984375,45668.3515625,46188.6484375,305700,0.05
