SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TRADE_DATE
20MICRONS,EQ,35.4,35.9,34.5,35.4,33682,2021-04-02
21STCENMGM,EQ,13.7,13.7,13.7,13.7,3915,2021-04-02
3IINFOTECH,EQ,7.8,7.8,7.8,7.8,1675589,2021-04-02
3MINDIA,EQ,30265.0,31000.0,29400.0,29602.95,8475,2021-04-02
3PLAND,EQ,8.8,9.1,8.5,8.9,3243,2021-04-02
5PAISA,EQ,252.5,268.5,252.0,260.6,24901,2021-04-02
63MOONS,EQ,69.4,72.7,69.4,72.0,31204,2021-04-02
A2ZINFRA,EQ,3.85,3.95,3.75,3.8,845562,2021-04-02
AARON,EQ,57.5,58.45,55.6,57.8,1166,2021-04-02
AARTIDRUGS,EQ,698.0,726.0,696.05,718.65,786666,2021-04-02
AARTIIND,EQ,1330.0,1390.0,1315.0,1363.8,613919,2021-04-02
AARTISURF,EQ,943.0,977.7,928.0,977.7,10230,2021-04-02
AARVEEDEN,EQ,17.9,18.45,17.5,17.85,5345,2021-04-02
AARVI,EQ,54.0,54.4,49.0,50.75,11049,2021-04-02
AAVAS,EQ,2460.0,2519.0,2365.5,2418.0,53783,2021-04-02
ABAN,EQ,30.0,30.9,29.6,30.9,79217,2021-04-02
ABB,EQ,1413.8,1424.7,1391.1,1397.5,80643,2021-04-02
ABBOTINDIA,EQ,15000.0,15160.05,14901.0,14980.05,21203,2021-04-02
ABCAPITAL,EQ,120.05,123.0,120.05,121.55,2429443,2021-04-02
ABFRL,EQ,203.6,207.0,197.55,198.95,2452891,2021-04-02
ABMINTLTD,EQ,55.2,57.75,55.15,56.95,391,2021-04-02
ABSLBANETF,EQ,336.2,339.22,330.85,336.46,36,2021-04-02
ABSLNN50ET,EQ,344.0,357.0,336.1,347.4,107,2021-04-02
ACC,EQ,1920.0,1920.0,1886.95,1913.35,765296,2021-04-02
ACCELYA,EQ,859.0,880.0,851.95,874.8,1767,2021-04-02
ACCURACY,EQ,52.5,52.55,50.7,52.5,4709,2021-04-02
ACE,EQ,158.0,163.9,156.05,161.05,303672,2021-04-02
ACRYSIL,EQ,317.9,323.25,317.9,323.25,39849,2021-04-02
ADANIENT,EQ,1043.4,1116.05,1035.0,1107.2,12713083,2021-04-02
ADANIGREEN,EQ,1104.9,1160.05,1104.9,1160.05,523216,2021-04-02
ADANIPORTS,EQ,713.5,742.0,705.0,736.25,15017049,2021-04-02
ADANIPOWER,EQ,83.2,89.3,81.35,89.3,43478357,2021-04-02
ADANITRANS,EQ,923.0,999.2,917.05,999.2,2213099,2021-04-02
ADFFOODS,EQ,901.9,960.0,899.75,925.95,138075,2021-04-02
ADHUNIKIND,EQ,19.5,20.95,19.1,20.95,37870,2021-04-02
ADORWELD,EQ,304.0,317.3,301.0,312.7,24562,2021-04-02
ADSL,EQ,43.2,45.8,43.2,45.8,105582,2021-04-02
ADVANIHOTR,EQ,56.85,59.65,56.45,58.6,9095,2021-04-02
ADVENZYMES,EQ,347.8,360.45,347.8,353.1,156303,2021-04-02
AEGISCHEM,EQ,303.0,308.9,291.3,301.25,299812,2021-04-02
AFFLE,EQ,5520.0,5714.6,5465.0,5602.3,89364,2021-04-02
AGCNET,EQ,1330.0,1355.4,1330.0,1355.4,5455,2021-04-02
AGRITECH,EQ,30.75,32.2,30.7,31.85,3330,2021-04-02
AGROPHOS,EQ,11.7,12.25,11.7,12.25,35048,2021-04-02
AHLADA,EQ,92.2,96.05,92.2,96.05,2572,2021-04-02
AHLEAST,EQ,158.6,161.8,155.5,160.0,1635,2021-04-02
AHLUCONT,EQ,300.75,308.0,300.75,302.25,6638,2021-04-02
AHLWEST,EQ,225.25,269.95,214.05,246.0,30599,2021-04-02
AIAENG,EQ,2084.55,2084.55,1989.8,2053.35,115870,2021-04-02
AIRAN,EQ,15.6,16.0,15.6,15.8,36227,2021-04-02
AJANTPHARM,EQ,1808.2,1808.25,1725.0,1748.45,218010,2021-04-02
