SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,TRADE_DATE
20MICRONS,EQ, 21-Jun-2021,62.0,60.75,64.1,59.85, 64.00,63.55,62.64,125996,78.92,2608, 62996, 50.00,2021-06-21
21STCENMGM,EQ, 21-Jun-2021,19.5,19.85,19.85,19.85, 19.85,19.85,19.85,6539,1.3,43, 6537, 99.97,2021-06-21
3MINDIA,EQ, 21-Jun-2021,25445.4,25205.0,25552.85,25205.0, 25303.00,25411.9,25336.78,1092,276.68,797, 536, 49.08,2021-06-21
3PLAND,EQ, 21-Jun-2021,13.8,14.3,14.3,13.5, 13.80,13.8,13.76,17919,2.47,137, 15329, 85.55,2021-06-21
5PAISA,EQ, 21-Jun-2021,417.55,425.0,425.0,408.3, 416.30,415.8,416.31,32044,133.4,1415, 21351, 66.63,2021-06-21
AAKASH,EQ, 21-Jun-2021,182.6,182.6,200.85,182.0, 190.00,190.8,193.69,69455,134.53,1183, 22212, 31.98,2021-06-21
AARTIDRUGS,EQ, 21-Jun-2021,720.1,709.0,717.85,707.0, 714.55,713.3,711.58,289830,2062.36,19173, 115401, 39.82,2021-06-21
AARTIIND,EQ, 21-Jun-2021,1770.35,1769.0,1812.65,1750.0, 1775.10,1771.9,1778.62,957287,17026.52,48989, 426099, 44.51,2021-06-21
AARTISURF,EQ, 21-Jun-2021,1340.85,1340.0,1383.4,1307.35, 1365.00,1363.05,1360.75,10606,144.32,1848, 5505, 51.90,2021-06-21
AARVI,EQ, 21-Jun-2021,66.7,66.05,73.75,65.15, 69.10,69.9,71.57,252720,180.86,2509, 113578, 44.94,2021-06-21
AAVAS,EQ, 21-Jun-2021,2512.2,2453.5,2594.75,2429.0, 2572.15,2570.0,2544.09,52937,1346.77,5684, 20275, 38.30,2021-06-21
ABB,EQ, 21-Jun-2021,1743.45,1700.0,1738.0,1695.05, 1724.00,1719.4,1721.65,152232,2620.9,11330, 78297, 51.43,2021-06-21
ABBOTINDIA,EQ, 21-Jun-2021,16536.7,16235.0,16749.85,16235.0, 16450.00,16573.65,16529.08,11063,1828.61,4091, 5780, 52.25,2021-06-21
ABCAPITAL,EQ, 21-Jun-2021,118.5,117.0,119.8,117.0, 117.60,117.85,118.07,2467551,2913.48,26368, 1083962, 43.93,2021-06-21
ABFRL,EQ, 21-Jun-2021,201.6,199.0,202.6,196.65, 200.20,200.5,200.19,1918906,3841.53,19885, 742921, 38.72,2021-06-21
ABMINTLTD,EQ, 21-Jun-2021,71.25,71.25,74.75,67.75, 73.50,73.2,71.18,14621,10.41,212, 4991, 34.14,2021-06-21
ABSLBANETF,EQ, 21-Jun-2021,344.5,341.85,346.18,337.63, 346.18,346.12,341.2,199,0.68,37, 124, 62.31,2021-06-21
ABSLNN50ET,EQ, 21-Jun-2021,385.87,392.9,392.9,387.99, 387.99,387.99,390.41,20,0.08,9, 17, 85.00,2021-06-21
ACC,EQ, 21-Jun-2021,2027.9,2009.5,2041.9,1988.9, 2025.60,2028.1,2021.0,478588,9672.27,22389, 180152, 37.64,2021-06-21
ACCELYA,EQ, 21-Jun-2021,1173.6,1170.0,1213.95,1150.0, 1185.00,1187.75,1189.87,311516,3706.63,13535, 90891, 29.18,2021-06-21
ACCURACY,EQ, 21-Jun-2021,80.8,76.25,81.9,76.25, 81.50,81.15,80.64,14928,12.04,266, 9987, 66.90,2021-06-21
ACE,EQ, 21-Jun-2021,223.15,218.0,228.0,215.0, 226.30,225.25,223.87,461234,1032.56,11464, 177933, 38.58,2021-06-21
ACRYSIL,EQ, 21-Jun-2021,520.0,521.0,572.0,506.25, 572.00,570.85,551.53,328248,1810.38,14106, 180395, 54.96,2021-06-21
ADANIENT,EQ, 21-Jun-2021,1487.5,1490.0,1582.0,1444.85, 1531.00,1540.0,1533.82,21101083,323652.48,543336, 1003919, 4.76,2021-06-21
ADANIPORTS,EQ, 21-Jun-2021,694.35,692.0,744.65,685.1, 730.00,731.05,724.14,51759617,374811.18,727389, 6024781, 11.64,2021-06-21
ADFFOODS,EQ, 21-Jun-2021,954.95,940.0,974.7,937.3, 963.05,962.9,955.53,34014,325.01,6960, 9879, 29.04,2021-06-21
ADORWELD,EQ, 21-Jun-2021,607.55,610.85,610.85,593.35, 599.00,599.0,599.36,18322,109.81,1439, 8319, 45.40,2021-06-21
ADROITINFO,EQ, 21-Jun-2021,11.3,11.65,11.8,10.75, 10.75,10.85,10.96,54371,5.96,229, 34423, 63.31,2021-06-21
ADSL,EQ, 21-Jun-2021,61.15,62.5,63.05,61.2, 62.00,61.75,62.23,414149,257.73,3233, 245879, 59.37,2021-06-21
ADVANIHOTR,EQ, 21-Jun-2021,67.05,66.9,68.0,63.55, 65.55,65.6,66.57,86990,57.91,1263, 29752, 34.20,2021-06-21
ADVENZYMES,EQ, 21-Jun-2021,416.1,408.0,420.25,404.2, 417.10,417.05,413.21,372458,1539.03,11154, 116471, 31.27,2021-06-21
AEGISCHEM,EQ, 21-Jun-2021,354.5,350.0,360.0,347.3, 359.00,357.6,354.97,247138,877.27,8853, 97611, 39.50,2021-06-21
AGARIND,EQ, 21-Jun-2021,289.6,285.8,305.0,282.25, 303.70,303.15,299.79,84840,254.34,1640, 59588, 70.24,2021-06-21
AGRITECH,EQ, 21-Jun-2021,44.65,43.0,45.9,43.0, 45.65,45.5,44.48,12404,5.52,286, 5592, 45.08,2021-06-21
AGROPHOS,EQ, 21-Jun-2021,14.05,14.0,14.3,13.8, 14.00,14.0,14.12,152955,21.59,860, 34231, 22.38,2021-06-21
AHLADA,EQ, 21-Jun-2021,172.5,170.95,174.0,167.0, 170.95,170.85,171.32,18248,31.26,369, 11491, 62.97,2021-06-21
AHLEAST,EQ, 21-Jun-2021,173.4,170.35,175.65,168.3, 174.00,172.6,172.15,1964,3.38,139, 884, 45.01,2021-06-21
AHLUCONT,EQ, 21-Jun-2021,318.25,319.9,325.6,307.05, 317.00,318.55,316.48,5484,17.36,274, 4125, 75.22,2021-06-21
AHLWEST,EQ, 21-Jun-2021,217.2,209.1,225.0,209.1, 216.30,215.2,215.74,5478,11.82,348, 2455, 44.82,2021-06-21
AIAENG,EQ, 21-Jun-2021,1983.2,1958.25,2041.0,1958.25, 2039.85,2016.95,1995.19,18750,374.1,1907, 13018, 69.43,2021-06-21
AIRAN,EQ, 21-Jun-2021,23.55,24.0,25.7,23.5, 25.50,25.1,25.03,321399,80.45,1783, 193308, 60.15,2021-06-21
AJANTPHARM,EQ, 21-Jun-2021,1947.9,1941.0,2010.0,1922.8, 2004.35,1992.9,1974.83,49166,970.94,6513, 22679, 46.13,2021-06-21
AJMERA,EQ, 21-Jun-2021,177.6,172.0,178.0,170.7, 176.00,175.85,174.61,250588,437.55,8652, 57681, 23.02,2021-06-21
AKASH,EQ, 21-Jun-2021,206.65,213.75,213.75,165.5, 199.90,201.55,201.96,105984,214.05,1174, 73160, 69.03,2021-06-21
AKG,EQ, 21-Jun-2021,28.5,27.95,29.65,27.5, 28.40,28.35,28.54,5720,1.63,111, 1521, 26.59,2021-06-21
AKSHARCHEM,EQ, 21-Jun-2021,359.5,353.9,355.75,347.0, 353.00,351.45,351.7,47282,166.29,1855, 26513, 56.07,2021-06-21
AKZOINDIA,EQ, 21-Jun-2021,2232.05,2220.0,2249.5,2207.45, 2245.00,2245.05,2237.22,6910,154.59,2556, 2933, 42.45,2021-06-21
ALANKIT,EQ, 21-Jun-2021,23.45,23.0,24.2,22.6, 23.45,23.55,23.64,634853,150.06,2841, 206172, 32.48,2021-06-21
ALBERTDAVD,EQ, 21-Jun-2021,485.55,483.0,493.7,472.9, 479.00,479.6,485.08,30787,149.34,2653, 14640, 47.55,2021-06-21
ALEMBICLTD,EQ, 21-Jun-2021,134.0,128.55,132.75,128.35, 130.40,130.75,131.08,680111,891.48,8792, 208321, 30.63,2021-06-21
ALICON,EQ, 21-Jun-2021,552.9,554.95,557.0,538.0, 557.00,551.15,544.27,9378,51.04,660, 6746, 71.93,2021-06-21
ALKALI,EQ, 21-Jun-2021,72.85,72.6,74.45,70.1, 71.80,71.7,73.08,57157,41.77,1370, 33341, 58.33,2021-06-21
ALKEM,EQ, 21-Jun-2021,3142.2,3084.0,3149.9,3013.0, 3132.30,3126.75,3107.88,133053,4135.13,14879, 35755, 26.87,2021-06-21
ALKYLAMINE,EQ, 21-Jun-2021,3528.7,3476.9,3618.0,3465.0, 3535.00,3552.5,3521.54,67195,2366.3,12062, 29361, 43.70,2021-06-21
ALLCARGO,EQ, 21-Jun-2021,141.05,139.65,142.35,138.55, 142.35,141.7,140.79,312962,440.63,4263, 108043, 34.52,2021-06-21
ALLSEC,EQ, 21-Jun-2021,373.5,370.0,387.85,370.0, 385.00,378.25,376.29,39958,150.36,2309, 17543, 43.90,2021-06-21
ALMONDZ,EQ, 21-Jun-2021,44.7,44.7,46.4,43.25, 46.25,45.45,44.91,10060,4.52,123, 5514, 54.81,2021-06-21
ALOKINDS,EQ, 21-Jun-2021,27.6,26.9,28.3,26.65, 27.35,27.35,27.54,16700959,4599.89,28013, 7506422, 44.95,2021-06-21
ALPHAGEO,EQ, 21-Jun-2021,272.2,271.7,288.8,264.2, 284.90,285.5,279.32,47194,131.82,1880, 25957, 55.00,2021-06-21
AMARAJABAT,EQ, 21-Jun-2021,748.0,743.5,751.95,736.0, 751.45,750.0,745.97,805943,6012.05,23837, 246657, 30.60,2021-06-21
AMBER,EQ, 21-Jun-2021,2737.05,2702.0,2740.0,2694.5, 2719.30,2720.75,2716.62,56558,1536.47,11259, 27806, 49.16,2021-06-21
AMBICAAGAR,EQ, 21-Jun-2021,22.55,22.0,22.45,21.45, 21.45,21.45,21.64,59666,12.91,287, 50374, 84.43,2021-06-21
AMBIKCO,EQ, 21-Jun-2021,1169.1,1150.0,1178.7,1132.0, 1153.00,1154.9,1152.01,25333,291.84,2982, 14043, 55.43,2021-06-21
AMBUJACEM,EQ, 21-Jun-2021,341.3,337.9,345.85,335.0, 344.55,344.75,341.8,2879360,9841.77,28076, 1284974, 44.63,2021-06-21
AMDIND,EQ, 21-Jun-2021,21.9,22.4,22.4,21.25, 22.00,21.95,21.86,22003,4.81,147, 14207, 64.57,2021-06-21
AMJLAND,EQ, 21-Jun-2021,29.7,29.9,31.9,28.35, 31.40,31.45,30.83,104374,32.18,862, 63444, 60.79,2021-06-21
AMRUTANJAN,EQ, 21-Jun-2021,679.85,676.0,694.05,673.7, 689.00,686.6,687.03,26346,181.01,2533, 12435, 47.20,2021-06-21
ANDHRAPAP,EQ, 21-Jun-2021,238.35,237.0,246.95,234.5, 245.45,244.55,242.02,32607,78.91,1435, 18547, 56.88,2021-06-21
ANDHRSUGAR,EQ, 21-Jun-2021,431.6,423.1,441.45,420.0, 429.90,430.55,433.26,120129,520.48,5143, 33804, 28.14,2021-06-21
ANGELBRKG,EQ, 21-Jun-2021,800.85,785.15,824.0,768.05, 791.75,806.95,797.41,234009,1866.01,13025, 81689, 34.91,2021-06-21
ANIKINDS,EQ, 21-Jun-2021,18.0,18.7,18.9,17.8, 18.90,18.55,18.38,47982,8.82,235, 31568, 65.79,2021-06-21
ANMOL,EQ, 21-Jun-2021,155.15,159.8,159.8,140.65, 154.00,153.7,153.03,22787,34.87,165, 1325, 5.81,2021-06-21
ANSALHSG,EQ, 21-Jun-2021,8.2,8.0,8.3,7.8, 8.15,8.15,8.09,168142,13.6,307, 73902, 43.95,2021-06-21
ANUP,EQ, 21-Jun-2021,850.05,834.0,884.0,830.15, 870.00,871.6,856.33,33838,289.76,2425, 18940, 55.97,2021-06-21
ANURAS,EQ, 21-Jun-2021,733.2,717.0,735.05,700.0, 727.00,724.2,720.79,121986,879.27,8971, 32691, 26.80,2021-06-21
APARINDS,EQ, 21-Jun-2021,514.55,508.0,527.4,506.55, 518.20,523.1,520.59,35567,185.16,2145, 13875, 39.01,2021-06-21
APCL,EQ, 21-Jun-2021,335.55,328.45,335.0,323.95, 332.40,332.95,331.36,47778,158.32,3232, 19952, 41.76,2021-06-21
APCOTEXIND,EQ, 21-Jun-2021,301.75,304.2,315.0,299.0, 310.50,311.0,308.86,115234,355.91,5956, 62738, 54.44,2021-06-21
APEX,EQ, 21-Jun-2021,262.7,259.9,267.6,257.1, 264.35,264.4,263.63,100005,263.64,3659, 26016, 26.01,2021-06-21
APLAPOLLO,EQ, 21-Jun-2021,1549.9,1525.0,1630.0,1510.0, 1623.80,1624.75,1595.72,757956,12094.85,16318, 667683, 88.09,2021-06-21
APLLTD,EQ, 21-Jun-2021,976.05,951.05,1003.55,951.05, 1000.00,1000.5,988.06,296588,2930.47,11574, 119037, 40.14,2021-06-21
APOLLO,EQ, 21-Jun-2021,113.0,111.1,113.0,109.4, 112.60,112.45,111.75,112760,126.0,2519, 48716, 43.20,2021-06-21
APOLLOHOSP,EQ, 21-Jun-2021,3221.5,3195.0,3252.0,3181.0, 3235.00,3238.0,3226.86,200280,6462.75,13455, 53380, 26.65,2021-06-21
APOLLOPIPE,EQ, 21-Jun-2021,1002.1,980.1,995.15,973.0, 992.00,992.8,983.13,29497,289.99,2664, 17997, 61.01,2021-06-21
APOLLOTYRE,EQ, 21-Jun-2021,227.2,225.0,226.75,222.15, 226.50,226.1,224.49,2529035,5677.37,25791, 519246, 20.53,2021-06-21
APOLSINHOT,EQ, 21-Jun-2021,813.75,810.8,829.0,799.15, 805.00,805.7,807.59,1867,15.08,158, 1177, 63.04,2021-06-21
APTECHT,EQ, 21-Jun-2021,230.05,228.9,234.7,220.5, 230.50,230.5,228.53,201484,460.46,8497, 48707, 24.17,2021-06-21
ARCHIES,EQ, 21-Jun-2021,16.5,16.0,17.4,16.0, 16.95,16.9,16.91,167549,28.32,815, 92854, 55.42,2021-06-21
ARENTERP,EQ, 21-Jun-2021,14.95,14.95,15.65,14.3, 15.65,15.45,15.16,1615,0.24,25, 1189, 73.62,2021-06-21
ARIES,EQ, 21-Jun-2021,130.6,129.65,133.9,127.1, 128.20,127.9,130.62,327709,428.06,10352, 96202, 29.36,2021-06-21
ARIHANTCAP,EQ, 21-Jun-2021,126.45,127.7,131.9,121.55, 128.60,129.05,129.56,207072,268.28,2442, 114914, 55.49,2021-06-21
ARMANFIN,EQ, 21-Jun-2021,621.95,638.9,746.3,623.05, 746.30,746.3,727.43,248170,1805.27,12153, 66455, 26.78,2021-06-21
AROGRANITE,EQ, 21-Jun-2021,56.35,54.15,57.5,54.0, 57.00,56.4,55.85,104868,58.57,1587, 49047, 46.77,2021-06-21
ARSHIYA,EQ, 21-Jun-2021,32.3,31.35,32.9,31.0, 31.45,31.2,31.9,96510,30.78,489, 73408, 76.06,2021-06-21
ARVIND,EQ, 21-Jun-2021,81.75,80.7,83.0,79.2, 80.90,80.95,81.6,643577,525.18,4313, 365471, 56.79,2021-06-21
ARVINDFASN,EQ, 21-Jun-2021,135.75,134.75,136.45,132.65, 135.00,134.9,134.41,288451,387.71,5889, 165730, 57.46,2021-06-21
ARVSMART,EQ, 21-Jun-2021,105.2,104.9,110.85,103.35, 107.55,107.85,107.41,83251,89.42,1789, 42818, 51.43,2021-06-21
ASAHIINDIA,EQ, 21-Jun-2021,322.0,322.0,322.8,316.2, 319.70,319.3,320.52,66798,214.1,8552, 29526, 44.20,2021-06-21
ASAHISONG,EQ, 21-Jun-2021,344.2,344.15,346.9,338.0, 345.00,343.4,342.14,14562,49.82,1085, 9945, 68.29,2021-06-21
ASAL,EQ, 21-Jun-2021,55.85,55.5,58.4,53.1, 58.40,56.55,55.52,46245,25.68,654, 28201, 60.98,2021-06-21
ASALCBR,EQ, 21-Jun-2021,497.0,485.0,510.0,479.15, 500.90,501.5,501.4,209102,1048.45,13050, 88839, 42.49,2021-06-21
ASHIANA,EQ, 21-Jun-2021,136.4,136.4,139.5,133.65, 138.20,138.6,136.4,64408,87.85,1877, 34873, 54.14,2021-06-21
ASHOKA,EQ, 21-Jun-2021,99.4,97.8,101.7,96.15, 98.40,98.55,99.47,2199502,2187.9,14665, 627531, 28.53,2021-06-21
ASHOKLEY,EQ, 21-Jun-2021,116.45,114.9,117.85,112.4, 117.40,117.25,115.75,15023822,17390.54,87220, 4935242, 32.85,2021-06-21
ASIANHOTNR,EQ, 21-Jun-2021,90.65,90.5,94.1,88.95, 90.35,90.75,91.33,12171,11.12,293, 6523, 53.59,2021-06-21
ASIANPAINT,EQ, 21-Jun-2021,3047.2,3024.2,3079.15,3021.05, 3071.20,3068.55,3064.78,720491,22081.48,52068, 155071, 21.52,2021-06-21
ASIANTILES,EQ, 21-Jun-2021,179.45,177.1,181.95,173.5, 174.50,174.5,176.51,1313056,2317.67,14571, 579139, 44.11,2021-06-21
ASPINWALL,EQ, 21-Jun-2021,207.35,214.0,214.0,205.25, 207.50,207.95,209.13,8836,18.48,293, 4521, 51.17,2021-06-21
ASTEC,EQ, 21-Jun-2021,1287.2,1300.0,1349.0,1264.9, 1338.00,1334.1,1322.94,52968,700.73,6428, 22942, 43.31,2021-06-21
ASTERDM,EQ, 21-Jun-2021,160.5,156.8,161.95,156.4, 158.45,158.7,159.17,794807,1265.08,10707, 299222, 37.65,2021-06-21
ASTRAL,EQ, 21-Jun-2021,1980.45,1965.0,2023.1,1958.0, 1988.60,1986.8,1989.15,181715,3614.59,24521, 77263, 42.52,2021-06-21
ASTRAMICRO,EQ, 21-Jun-2021,178.35,173.0,177.2,170.8, 173.40,173.75,174.25,918938,1601.25,9023, 350882, 38.18,2021-06-21
ASTRAZEN,EQ, 21-Jun-2021,3690.15,3650.25,3746.5,3640.45, 3688.75,3689.75,3686.79,17009,627.09,3395, 6301, 37.05,2021-06-21
ASTRON,EQ, 21-Jun-2021,54.7,53.1,57.3,52.6, 53.80,54.35,55.56,906434,503.6,7841, 320527, 35.36,2021-06-21
ATFL,EQ, 21-Jun-2021,958.0,949.9,960.9,930.3, 946.50,950.65,951.97,9005,85.72,1073, 5166, 57.37,2021-06-21
ATUL,EQ, 21-Jun-2021,8925.8,8780.0,8879.95,8730.0, 8828.05,8833.95,8813.9,8387,739.22,3091, 4202, 50.10,2021-06-21
ATULAUTO,EQ, 21-Jun-2021,192.6,193.0,193.0,189.3, 190.00,190.35,190.22,150177,285.66,4943, 97646, 65.02,2021-06-21
AUBANK,EQ, 21-Jun-2021,1027.65,1017.95,1061.7,1004.75, 1057.50,1053.4,1042.95,1021068,10649.2,30780, 309865, 30.35,2021-06-21
AURIONPRO,EQ, 21-Jun-2021,147.0,145.8,147.0,142.05, 145.05,143.85,144.63,47038,68.03,1767, 24735, 52.59,2021-06-21
AUROPHARMA,EQ, 21-Jun-2021,952.45,942.0,956.6,931.0, 952.10,954.75,948.36,1212601,11499.83,29198, 379365, 31.29,2021-06-21
AUSOMENT,EQ, 21-Jun-2021,84.4,85.9,91.9,83.0, 88.00,87.05,88.36,58322,51.53,1321, 21088, 36.16,2021-06-21
AUTOAXLES,EQ, 21-Jun-2021,1307.1,1293.0,1305.0,1273.65, 1288.55,1288.0,1289.42,4623,59.61,1168, 2577, 55.74,2021-06-21
AVADHSUGAR,EQ, 21-Jun-2021,337.0,328.0,356.0,319.25, 346.20,347.7,347.5,123481,429.1,4838, 43976, 35.61,2021-06-21
AVANTIFEED,EQ, 21-Jun-2021,583.0,581.85,584.15,570.0, 574.50,575.3,576.52,241348,1391.42,9101, 84280, 34.92,2021-06-21
AVTNPL,EQ, 21-Jun-2021,64.8,64.0,66.65,62.85, 66.25,66.05,65.47,156349,102.36,2292, 73125, 46.77,2021-06-21
AWHCL,EQ, 21-Jun-2021,322.15,315.0,322.35,315.0, 320.00,321.25,319.58,44618,142.59,2082, 25843, 57.92,2021-06-21
AXISBANK,EQ, 21-Jun-2021,736.3,725.0,740.9,720.5, 737.90,739.55,733.96,6464497,47446.68,112325, 2620344, 40.53,2021-06-21
AXISBNKETF,EQ, 21-Jun-2021,342.81,345.0,347.43,338.63, 347.43,347.43,343.14,878,3.01,57, 639, 72.78,2021-06-21
AXISBPSETF,EQ, 21-Jun-2021,10.15,10.16,10.16,10.14, 10.15,10.14,10.15,5572,0.57,108, 3247, 58.27,2021-06-21
AXISGOLD,EQ, 21-Jun-2021,40.93,40.21,41.0,40.21, 40.90,40.91,40.74,170396,69.43,7789, 116540, 68.39,2021-06-21
AXISHCETF,EQ, 21-Jun-2021,87.49,87.49,87.75,86.15, 87.69,87.04,86.78,6801,5.9,276, 4113, 60.48,2021-06-21
AXISNIFTY,EQ, 21-Jun-2021,163.19,162.5,164.0,161.6, 163.38,163.77,162.95,3239,5.28,201, 2232, 68.91,2021-06-21
AXISTECETF,EQ, 21-Jun-2021,275.5,275.0,279.0,271.0, 278.00,278.13,275.1,1013,2.79,45, 793, 78.28,2021-06-21
AYMSYNTEX,EQ, 21-Jun-2021,73.3,75.5,75.5,70.1, 75.10,74.5,73.5,34553,25.4,502, 22843, 66.11,2021-06-21
BAFNAPH,EQ, 21-Jun-2021,141.05,139.0,144.9,138.55, 141.90,140.6,141.49,9358,13.24,442, 5728, 61.21,2021-06-21
BAJAJ-AUTO,EQ, 21-Jun-2021,4167.1,4153.0,4196.0,4106.45, 4180.00,4182.65,4165.51,374649,15606.04,34636, 126381, 33.73,2021-06-21
BAJAJCON,EQ, 21-Jun-2021,297.5,291.65,302.95,290.55, 295.70,295.8,298.56,1515850,4525.73,24586, 704545, 46.48,2021-06-21
BAJAJELEC,EQ, 21-Jun-2021,994.5,970.2,1004.35,954.0, 997.75,996.1,977.18,196320,1918.4,16593, 78433, 39.95,2021-06-21
BAJAJFINSV,EQ, 21-Jun-2021,11999.35,11800.0,12199.75,11776.85, 12161.15,12156.4,12034.21,294853,35483.23,37498, 50065, 16.98,2021-06-21
BAJAJHIND,EQ, 21-Jun-2021,15.95,15.5,16.7,15.3, 16.70,16.7,16.42,27269179,4477.03,20776, 11687873, 42.86,2021-06-21
BAJAJHLDNG,EQ, 21-Jun-2021,3520.6,3451.0,3515.0,3451.0, 3512.35,3507.65,3494.0,13843,483.67,2606, 7974, 57.60,2021-06-21
BAJFINANCE,EQ, 21-Jun-2021,6087.05,6000.0,6135.0,5987.1, 6115.10,6116.0,6095.39,1271962,77531.03,75077, 227102, 17.85,2021-06-21
BALAJITELE,EQ, 21-Jun-2021,67.55,66.05,66.1,64.0, 64.20,64.35,64.79,1149407,744.7,10588, 516156, 44.91,2021-06-21
BALAMINES,EQ, 21-Jun-2021,2575.65,2550.0,2568.0,2495.0, 2530.00,2525.4,2527.08,68149,1722.18,7244, 35877, 52.64,2021-06-21
BALAXI,EQ, 21-Jun-2021,599.15,618.0,618.5,585.2, 593.75,591.05,595.67,3985,23.74,309, 2370, 59.47,2021-06-21
BALKRISIND,EQ, 21-Jun-2021,2292.0,2274.95,2297.45,2240.0, 2245.50,2245.1,2264.14,352015,7970.1,34740, 139927, 39.75,2021-06-21
BALMLAWRIE,EQ, 21-Jun-2021,138.15,136.35,139.85,136.0, 139.20,138.8,138.37,279665,386.98,4329, 98304, 35.15,2021-06-21
BALRAMCHIN,EQ, 21-Jun-2021,319.65,315.3,333.9,315.0, 332.80,331.7,328.17,954407,3132.11,22697, 384413, 40.28,2021-06-21
BANARBEADS,EQ, 21-Jun-2021,55.4,56.4,56.45,55.0, 55.20,55.1,55.36,8731,4.83,66, 6455, 73.93,2021-06-21
BANARISUG,EQ, 21-Jun-2021,1742.75,1711.0,1750.0,1693.0, 1734.85,1730.35,1721.29,4948,85.17,662, 2136, 43.17,2021-06-21
BANCOINDIA,EQ, 21-Jun-2021,185.4,181.0,187.6,178.0, 185.00,185.75,184.52,284902,525.71,9678, 118726, 41.67,2021-06-21
BANDHANBNK,EQ, 21-Jun-2021,316.65,322.05,343.2,319.9, 340.50,341.15,335.46,25771864,86454.2,240925, 5775311, 22.41,2021-06-21
BANG,EQ, 21-Jun-2021,34.25,33.2,34.05,32.3, 33.70,33.4,33.36,76488,25.52,866, 30125, 39.39,2021-06-21
BANKA,EQ, 21-Jun-2021,71.7,73.15,73.15,67.15, 69.30,71.05,69.59,20159,14.03,390, 14285, 70.86,2021-06-21
BANKBARODA,EQ, 21-Jun-2021,80.2,78.3,82.8,77.4, 82.25,82.4,80.66,59884792,48305.73,124603, 13023327, 21.75,2021-06-21
BANKBEES,EQ, 21-Jun-2021,347.08,346.4,350.51,341.02, 350.24,350.13,346.38,685830,2375.58,8059, 250151, 36.47,2021-06-21
BANKINDIA,EQ, 21-Jun-2021,75.25,74.5,82.0,73.1, 78.75,79.05,78.51,14843808,11654.02,44931, 2468516, 16.63,2021-06-21
BARBEQUE,EQ, 21-Jun-2021,920.6,919.7,980.0,905.0, 948.80,946.6,958.92,339706,3257.5,21364, 113569, 33.43,2021-06-21
BASF,EQ, 21-Jun-2021,2645.4,2625.0,2645.4,2563.25, 2575.55,2576.15,2592.66,52094,1350.62,7135, 19545, 37.52,2021-06-21
BATAINDIA,EQ, 21-Jun-2021,1644.05,1630.0,1669.45,1620.0, 1665.00,1662.9,1650.15,288452,4759.89,12426, 47536, 16.48,2021-06-21
BAYERCROP,EQ, 21-Jun-2021,5582.1,5582.1,5599.0,5515.0, 5599.00,5566.5,5549.29,9615,533.56,2773, 4857, 50.51,2021-06-21
BBL,EQ, 21-Jun-2021,1249.35,1242.0,1259.0,1235.0, 1240.85,1249.95,1248.08,9733,121.48,1171, 6198, 63.68,2021-06-21
BBTC,EQ, 21-Jun-2021,1307.3,1300.0,1335.0,1290.05, 1325.00,1326.75,1314.94,79760,1048.8,5965, 24996, 31.34,2021-06-21
BCG,EQ, 21-Jun-2021,15.25,15.4,16.0,15.15, 16.00,16.0,15.77,3150214,496.63,1926, 2465760, 78.27,2021-06-21
BCLIND,EQ, 21-Jun-2021,215.3,209.0,235.05,205.7, 230.00,229.7,227.76,600822,1368.44,17782, 234305, 39.00,2021-06-21
BDL,EQ, 21-Jun-2021,356.7,356.7,361.95,345.25, 350.70,351.95,351.78,953196,3353.16,31664, 115304, 12.10,2021-06-21
BECTORFOOD,EQ, 21-Jun-2021,400.4,400.0,409.15,396.3, 405.00,404.9,405.35,218647,886.28,7499, 97857, 44.76,2021-06-21
BEL,EQ, 21-Jun-2021,146.2,142.0,150.0,142.0, 149.80,149.2,146.79,7733156,11351.72,57535, 3282147, 42.44,2021-06-21
BEML,EQ, 21-Jun-2021,1372.25,1336.0,1367.6,1336.0, 1349.50,1350.45,1352.8,231373,3130.01,11196, 60068, 25.96,2021-06-21
BEPL,EQ, 21-Jun-2021,177.65,176.0,182.2,172.15, 179.30,179.7,178.58,1585497,2831.37,22135, 307819, 19.41,2021-06-21
BERGEPAINT,EQ, 21-Jun-2021,825.6,823.8,833.95,818.9, 828.50,827.75,829.57,607988,5043.67,24954, 109565, 18.02,2021-06-21
BESTAGRO,EQ, 21-Jun-2021,303.15,303.0,314.6,295.85, 314.00,309.9,307.19,63220,194.21,907, 46762, 73.97,2021-06-21
BFINVEST,EQ, 21-Jun-2021,361.9,350.0,395.8,350.0, 386.50,387.8,382.79,652009,2495.83,20021, 104717, 16.06,2021-06-21
BFUTILITIE,EQ, 21-Jun-2021,468.15,458.0,513.7,451.1, 503.00,506.55,491.72,3139770,15438.86,84564, 509434, 16.23,2021-06-21
BGRENERGY,EQ, 21-Jun-2021,68.4,67.0,71.0,66.5, 68.50,69.05,68.97,357990,246.92,4199, 133222, 37.21,2021-06-21
BHAGERIA,EQ, 21-Jun-2021,260.0,254.7,262.75,252.05, 256.90,256.75,257.7,134233,345.92,4457, 43958, 32.75,2021-06-21
