S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
81.,Polycon Intl.,19.89,,9.73,0.00,-0.92,-178.79,4.57,-6.35,-2.69
82.,Yashraj Contain.,5.00,,8.50,0.00,-0.07,12.50,0.00,,
83.,MPL Plastics,6.30,,7.88,0.00,0.16,223.08,0.00,,-242.86
84.,Karnawati Innovation,1.37,1.97,7.40,0.00,1.85,18600.00,71.47,,20.72
85.,Deccan Polypacks,35.00,,7.40,0.00,-0.02,-100.00,0.00,,-400.00
86.,Quantum Digital,24.24,,7.36,0.00,-0.19,-132.76,2.35,,
87.,Vinayak Polycon,23.50,144.80,7.24,0.00,-0.06,-166.67,5.07,-0.98,4.36
88.,Stanpacks(India),10.65,,6.49,0.00,-0.13,-160.00,7.88,3.55,4.09
89.,Promact Plastics,9.30,,6.05,0.00,-0.25,-256.25,0.00,-100.00,-207.14
90.,Advance Syntex,5.44,,6.04,0.00,-0.01,0.00,0.00,,-5.26
