S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
1.,Wonderla Holiday,475.90,35.48,3018.29,0.42,16.42,24.52,135.85,40.37,6.42
2.,Imagica. Enter.,43.55,3911.63,2464.33,0.00,0.40,-97.76,91.86,-2.69,1.86
3.,Delta Corp,66.21,19.83,1772.91,1.89,16.45,-28.81,161.25,-11.72,5.02
4.,Nicco Parks,73.25,117.40,342.81,1.71,-0.72,-124.74,15.35,-12.73,13.52
5.,Ajwa Fun World,33.00,,21.09,0.00,-4.80,-108.11,0.27,-75.23,-0.94
6.,South Asian Ent.,48.47,,19.39,0.00,-0.04,-300.00,0.15,275.00,-3.29
7.,Hanman Fit,4.08,,4.28,0.00,-0.09,70.00,0.11,266.67,-6.79
