S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
1.,OnMobile Global,50.66,,538.62,0.00,-36.54,-360.91,127.67,-18.28,-0.20
2.,Pelatro,260.25,14.05,275.80,0.38,6.11,65.58,39.10,58.75,19.05
3.,Adcounty Media.,104.65,11.74,235.48,0.00,6.38,61.11,30.22,33.25,37.04
4.,Novus Loyalty,144.00,62.55,223.92,0.00,3.90,,56.01,,45.19
5.,Emiac Technologies,100.90,34.12,123.53,0.00,-0.93,,18.19,,99.84
