S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
1.,C D S L,1217.50,55.79,25445.75,1.03,79.79,-20.03,262.85,17.11,31.97
2.,Cams Services,761.00,39.65,18871.62,1.64,125.44,10.88,395.22,10.96,49.03
3.,N S D L,830.05,43.72,16601.00,0.24,90.32,8.18,458.26,26.01,23.22
4.,KFin Technolog.,868.85,42.52,14997.66,0.86,81.15,-1.11,347.33,22.86,30.48
5.,Beacon Trust.,88.45,22.89,159.78,0.00,2.42,113.56,14.92,18.51,19.75
