S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
1.,Tracxn Technolo.,31.78,,339.42,0.00,-2.63,69.39,20.49,-3.07,-0.98
2.,Megri Soft,78.18,40.25,24.55,0.00,0.22,144.44,0.77,54.00,3.69
