S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
1.,GMR Airports,102.03,518.01,107733.23,0.00,400.49,203.18,3938.16,37.54,11.65
2.,Dreamfolks Servi,73.17,33.72,389.78,0.00,-13.01,-187.62,52.64,-83.24,5.71
