S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
1.,Godfrey Phillips,2220.10,22.70,34629.51,1.43,521.46,77.36,1787.27,13.59,32.84
2.,Elitecon Inter.,28.96,14.44,4629.26,0.17,103.57,676.39,1741.26,1750.04,
3.,VST Industries,258.05,15.00,4383.27,4.65,116.69,120.17,457.06,30.87,28.18
4.,NTC Industries,153.00,11.36,222.14,0.00,5.71,3.07,31.55,33.69,11.14
5.,Sinnar Bidi Udy.,810.00,,32.40,0.00,-0.37,-825.00,1.20,22.45,-3.24
6.,Shanthala FMCG,22.00,11.61,14.74,0.00,0.72,71.43,25.82,-0.12,5.98
7.,Raghunath Intl.,11.29,5.38,5.65,0.00,0.11,-50.00,0.00,,7.84
