S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
1.,Varun Beverages,523.30,55.62,176995.56,0.29,878.72,20.08,6574.19,18.09,19.71
2.,Valencia Nutrit.,62.95,105.81,115.33,0.00,0.43,-81.22,4.19,-39.54,2.56
3.,Orient Beverages,179.25,10.08,38.72,0.00,-0.65,-1183.33,44.24,8.91,12.17
4.,ANS Industries,15.43,6.26,14.28,0.00,2.69,2790.00,0.00,,-11.43
5.,Transglobe Foods,433.90,,6.29,0.00,0.12,-7.69,0.18,0.00,5.88
