S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
93,Renol Polychem,87.2,12.05,99.39,0,5.87,109.64,49.92,49.28,14.5
94,Deep Polymers,40.44,14.68,97.78,0,2.64,576.92,26.55,15.43,8.75
95,Deepak Chemtex,86,11.32,93.43,0,4.14,-41.35,36.71,-9.56,19.45
96,Alkali Metals,89.16,162.12,90.79,0.56,4.02,-6.51,28.73,15.52,8.69
97,Indian Emuls,48.35,5.47,88.64,0,5.93,-6.17,82.89,66.68,15.18
98,Sanginita Chemi.,31.57,,81.77,0,-6.33,-12560,42.97,-13.8,-11.04
99,Mehul Colours,70,14.15,73.84,0,1.93,-34.58,16.19,34.8,23.42
100,Eiko Lifescience,50.14,15.98,71.93,0,1.5,56.33,18.34,62.73,11.08
101,KKalpana Inds.,7.14,85.03,67.17,0,0.03,-91.18,9.8,-0.31,2.03
102,Technichem Org.,38.66,24.62,66.96,0,1.48,-20.86,28.53,-5.75,6.32
103,Bhatia Colour,44.64,15.06,63.12,0,1.03,-38.69,82.7,26.07,8.01
104,Kemistar Corp.,57.24,109.98,61.59,0.52,0.42,44.83,10.05,42.96,3.43
105,Hardcast.& Waud,800.2,11.04,54.41,0,2.05,2177.78,3.36,89.83,11.24
106,Shlokka Dyes,24.15,10.42,51.7,0,3.48,-32.69,50.59,-16.81,10.62
107,Snehaa Organics,46,5.81,46.82,0,4.81,,35.57,,29.4
108,Crestchem,147.4,16.32,44.22,0.68,1.1,80.33,10.23,41.49,43.41
109,Seya Industries,14.13,,37.54,0,-0.71,83.9,0,100,-0.32
110,Yug Decor,21,424.88,33.99,0,0.15,-77.61,19.24,10.26,5.72
111,Vadivarhe Speci.,26.5,,33.87,0,2.21,132.56,28.74,22.61,-2.05
112,Dynamic Industri,110.5,18.4,33.48,0.9,0.62,-7.46,17.33,-8.69,5.92
113,Machhar Industri,328,41.19,24.3,0,0.16,100,4.43,10.47,8.43
114,Daikaffil Chem,38.67,,23.2,0,-0.89,-154.29,1.97,-50.75,-27.84
115,Vikram Aroma,64.68,,20.28,0,0.16,126.23,7.39,18.24,-0.79
116,Chemiesynth(Vapi,63.66,,19.54,0,0.6,215.79,5.5,-17.66,-0.23
117,Organic Coatings,18.3,,18.25,0,-0.85,-8.97,9.62,51.5,-24.06
118,AMS Polymers,49.7,20.77,16.41,0,0.1,-41.18,28.5,1.35,10.38
119,Saroja Pharma In,33.95,8.43,13.65,0,1.04,48.57,31.47,-10.37,13.02
120,C J Gelatine,23.5,53.81,11.3,0,0.17,240,11.36,-0.18,6.53
121,Pratiksha Chem.,19.83,,11.05,0,0.21,105.42,1.18,151.06,-791.84
122,Indo Euro Indch.,10,28.28,9.05,0,0.06,175,8.12,112.57,3.79
123,Standard Shoe,16.93,,8.77,0,-0.04,33.33,0,,
124,Rite Zone,17.85,22.21,7.55,0,0.16,-42.86,13.79,15.49,4.11
125,Unitech Internat,3.61,,3.65,0,-0.34,94.04,0,100,-536.59
