S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
1.,Hindustan Copper,526.35,51.42,50899.31,0.28,444.06,133.05,1156.08,58.06,42.40
2.,Onix Solar,724.30,66.44,2670.34,0.00,25.67,3910.94,70.30,202.11,10.21
3.,Bhagyanagar Ind,306.65,19.56,981.13,0.00,18.49,303.71,734.53,61.83,20.71
4.,Mardia Samyoung,55.67,198.37,442.36,0.00,1.15,2400.00,61.12,,7.02
5.,N D Metal Inds.,75.81,125.33,18.80,0.00,0.04,-63.64,0.02,100.00,4.49
