S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
66.,VMS TMT,46.03,10.86,228.45,0.00,2.29,-36.74,241.11,12.05,12.95
67.,Visaman Global,113.25,37.45,226.93,0.00,3.18,283.13,139.49,8.74,11.36
68.,Vibhor Steel,114.72,22.36,217.54,0.00,2.57,-23.65,335.13,16.24,7.92
69.,Surani Steel Tub,134.00,285.40,208.34,0.00,-0.07,-104.21,41.34,-63.80,0.76
70.,Jay Bee Laminati,89.40,11.05,201.75,0.00,14.58,32.91,329.24,53.65,16.49
71.,De Neers Tools,221.10,7.54,190.29,0.00,16.49,135.87,105.68,40.46,25.76
72.,Rudra Global,18.38,13.64,184.43,0.00,1.03,-8.77,178.26,6.61,11.89
73.,Sh. Bajrang All.,184.56,3.75,166.10,0.00,19.40,71.23,47.29,-41.20,1.12
74.,Incredible Indus,35.26,14.31,164.89,0.00,4.52,-22.60,219.43,-4.69,10.65
75.,Rathi Steel,19.07,12.81,164.69,0.00,7.45,96.05,244.44,63.43,10.98
76.,Bansal Roofing,122.95,15.38,162.09,0.81,3.49,87.63,45.33,53.87,34.35
77.,Kritika Wires,6.08,21.44,161.90,0.00,2.05,-39.71,146.70,-38.66,8.90
78.,Kanishk Steel,52.77,28.97,150.08,0.00,1.25,183.23,114.17,15.83,9.10
79.,Shah Alloys,69.61,,137.83,0.00,-8.41,3.56,2.25,-92.59,0.47
80.,National Fitting,151.40,15.10,137.52,0.66,1.72,-51.55,23.54,0.21,14.56
81.,M P K Steels,121.55,20.42,123.75,0.00,4.40,55.48,166.27,68.29,18.96
82.,Maiden Forgings,80.90,22.90,114.98,0.00,2.93,46.50,122.17,17.67,9.26
83.,Sarthak Metals,71.82,21.33,98.32,0.70,1.49,122.39,61.99,28.93,5.61
84.,Sharda Ispat,170.15,13.94,86.44,0.00,4.35,335.00,67.20,64.38,11.42
85.,Zenith Steel,5.87,26.60,83.52,0.00,1.39,-96.30,11.29,-54.51,
86.,Hisar Met.Inds.,149.85,23.94,80.92,0.67,0.76,100.00,72.04,21.48,8.02
87.,Garg Furnace,117.25,7.76,79.83,0.00,2.62,-20.12,75.37,1.63,12.80
88.,Mangalam Alloys,32.10,5.40,79.24,0.00,2.91,-76.55,219.13,-6.31,13.06
89.,Prakash Steelage,4.46,92.92,78.05,0.00,0.04,-84.62,24.81,16.42,10.45
90.,Alliance Integ.,1.64,,64.77,0.00,-27.44,-42.80,17.17,-38.39,
91.,Rajas. Tube Mfg,14.08,51.19,63.47,0.00,-0.56,-150.91,0.00,-100.00,15.03
92.,Aditya Ultra,22.05,13.62,54.76,0.00,3.42,-17.19,221.10,-18.99,7.36
93.,Acrow India,848.90,126.35,54.33,0.00,-0.02,92.59,1.05,-67.59,2.65
94.,Tulsyan NEC,32.50,,53.50,0.00,-19.36,53.72,164.97,-22.91,1.57
95.,Kasturi Metal,50.00,13.33,51.98,0.00,1.50,970.59,32.33,28.50,19.30
96.,Dhatre Udyog,4.74,,51.64,0.00,0.08,-76.47,0.00,-100.00,-3.87
97.,Swastik Pipe,22.20,,51.57,0.00,-47.88,-396.84,146.07,-61.60,-20.60
98.,Umiya Tubes,38.50,17.81,49.88,0.00,1.93,310.64,8.23,,14.19
99.,Deem Roll-Tech,52.60,20.21,43.85,0.00,2.64,158.82,45.42,-2.09,5.47
100.,Shri Kanha Stain,27.70,4.94,43.16,0.00,4.48,35.35,95.42,13.55,23.77
101.,Newmalayalam St.,24.50,5.98,42.35,0.00,2.86,466.67,157.69,5.16,12.40
102.,Metal Coatings,57.77,17.64,42.33,1.73,0.13,-90.23,36.75,-9.88,7.01
103.,Nova Iron &Steel,11.66,,42.14,0.00,-1.06,-10.97,108.04,8.71,-2.76
104.,Taparia Tools,27.69,0.28,42.03,180.57,38.84,24.69,266.72,9.85,49.98
105.,Mittal Sections,34.25,11.45,39.62,0.00,1.12,9.80,78.33,14.53,12.80
106.,Grand Foundry,12.97,219.28,39.47,0.00,0.89,656.25,10.53,,115.62
107.,Aryavan Enterprise,50.67,10.47,35.28,0.99,1.18,83.61,25.41,79.58,14.86
108.,Natl. Gen. Inds.,63.43,,35.08,0.00,-0.17,-154.84,2.50,-9.42,-1.02
109.,A G Universal,63.90,438.00,35.04,0.00,-0.41,-180.39,41.40,32.40,5.13
110.,Rathi Bars,20.85,,34.05,0.00,0.70,-21.35,90.62,-18.01,-3.53
111.,Ashirwad Steels,23.01,14.24,28.76,0.00,0.46,-36.11,0.81,-2.41,3.25
112.,Unison Metals,0.97,3.94,28.73,0.00,0.73,-67.98,88.50,-27.22,13.06
113.,Kalana Ispat,21.00,28.23,27.38,0.00,0.96,92.00,26.97,-2.18,3.49
114.,Bombay Wire,48.50,,25.90,0.00,-0.06,93.48,0.00,,-0.90
115.,Supreme Engg.,1.00,,25.00,0.00,0.07,111.86,6.88,45.15,-37.17
116.,Mukat Pipes,20.29,480.00,24.00,0.00,0.30,220.00,2.33,147.87,
117.,Shree Marutinand,68.40,6.56,23.67,0.00,2.54,20.09,71.32,18.93,16.77
118.,Bloom Industries,34.68,20.03,23.03,0.00,0.70,775.00,0.00,-100.00,11.25
119.,Earthstahl &All.,18.00,,22.03,0.00,-1.71,-1121.43,27.67,-22.28,-9.85
120.,Inducto Steel,53.73,39.96,21.58,0.00,1.39,2216.67,64.84,61.33,5.94
121.,Crimson Metal,48.28,152.71,21.38,0.00,0.03,,1.88,-34.49,7.92
122.,Modern Steels,13.40,17.40,18.44,0.00,0.66,-85.43,0.00,,5.71
123.,Rish.Digh.Steel,32.50,71.32,17.83,0.00,-0.15,-128.85,0.60,-42.86,3.40
124.,Trans Freight,23.16,11.87,16.86,0.00,0.30,-43.40,0.00,,3.66
125.,Aanchal Ispat,55.86,7.84,15.83,0.00,1.19,338.00,38.37,10.90,41.26
126.,Ashiana Ispat,18.28,,14.56,0.00,37.82,198.55,612.60,6125900.00,-9.02
127.,Quality Foils,46.05,8.94,13.14,0.00,0.65,8.33,89.75,21.56,7.00
128.,T N Steel Tubes,25.40,217.00,13.02,0.00,-0.04,20.00,25.67,26.14,5.25
129.,P.M. Telelinnks,12.81,,12.91,0.00,-3.83,-450.00,0.00,-100.00,-1.94
130.,Monind,25.63,,9.44,0.00,1.34,303.03,0.00,,
131.,Eastcoast Steel,17.05,15.88,9.21,0.00,0.30,150.00,16.81,414.07,3.12
132.,Castora Agri Commodities,17.69,,8.70,0.00,0.10,350.00,0.11,-84.72,0.67
133.,MFS Intercorp,17.21,,7.43,0.00,0.19,2000.00,0.26,271.43,-0.64
134.,Sh. Steel Wire,20.88,,6.91,0.00,0.04,118.18,1.80,-40.20,-3.92
135.,Elango Industrie,15.00,,5.73,0.00,-0.05,16.67,0.00,-100.00,-3.51
136.,Shree Precoated,13.75,,5.69,0.00,-0.14,6.67,0.00,,
137.,Aditya Ispat,9.90,,5.30,0.00,-5.11,-796.49,9.37,14.69,-36.24
138.,Vallabh Steels,9.93,,4.92,0.00,-0.29,21.62,0.00,,-4.94
139.,Heera Ispat,8.06,,4.74,0.00,-0.02,95.35,0.00,,-39.02
140.,Mahalaxmi Seam.,8.67,,4.58,0.00,-0.33,-571.43,0.51,13.33,15.07
141.,Western Ministil,0.56,,0.34,0.00,-0.10,-11.11,0.00,,
