S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
1.,Nazara Technolo.,271.50,10.41,10058.13,0.00,55.70,196.09,397.78,-23.53,27.23
2.,B.A.G. Converge.,108.60,21.40,230.44,0.00,4.74,-10.06,21.34,-2.38,32.96
3.,7Seas Enter.,78.40,81.26,181.20,0.00,0.59,11.32,5.15,13.94,9.16
4.,Bodhi Tree,6.42,18.28,116.65,0.00,2.09,-15.77,34.96,-13.06,16.54
