S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
81.,Vedavaag Systems,19.61,8.85,46.01,2.55,0.21,-57.14,49.39,70.49,5.60
82.,PCS Technology,20.65,25.01,43.26,0.00,0.43,4.88,0.12,33.33,4.98
83.,Lee & Nee Soft.,7.44,133.84,41.49,0.00,0.09,200.00,3.74,30.77,0.98
84.,Bodhtree Consul.,18.22,27.86,39.84,0.00,0.11,113.25,8.36,1186.15,9.23
85.,Ram Info,45.91,20.22,37.60,0.00,0.11,-76.79,10.08,125.00,4.69
86.,Saven Tech.,33.97,10.81,36.96,4.42,0.77,63.83,5.13,35.36,21.00
87.,Vertexplus Tech.,66.00,,36.17,0.00,-2.61,-201.56,12.55,13.27,-12.77
88.,Sylph Industries,0.29,4.69,35.76,0.00,1.56,1200.00,24.87,13716.67,7.41
89.,GSS Infotech,13.06,33.49,34.16,0.00,-49.14,498.55,28.16,-31.00,0.72
90.,Globesecure Tech,20.40,,32.52,0.00,0.62,119.94,12.82,100.94,1.18
91.,Infonative Solu.,26.25,10.91,31.10,0.00,1.34,-41.74,10.95,4.89,13.82
92.,Takyon Networks,21.37,8.39,30.61,0.00,0.44,,28.97,,11.66
93.,Benchmark Comp.,42.18,8.54,28.95,0.00,1.87,179.10,37.38,52.88,14.50
94.,Globtier Infotec,16.75,24.12,25.33,0.00,-2.23,-175.35,32.97,-37.92,7.37
95.,June Industries,5.29,,25.24,0.00,-0.28,-2700.00,0.20,400.00,-112.20
96.,Octaware Tech.,63.60,,22.84,0.00,-4.97,-3213.33,10.46,33.08,-28.77
97.,Ekennis Software,122.15,,17.10,0.00,-0.48,27.27,0.70,-36.94,-9.94
98.,United Interacti,71.99,31.36,13.17,0.00,-0.14,-121.43,0.00,-100.00,2.10
99.,Panabyte Tech,18.80,74.00,12.58,0.00,-0.13,-100.00,2.25,37.20,7.39
100.,Unipro Technolgy,20.34,,12.38,0.00,-0.12,68.97,0.00,,-27.18
101.,Ace Engitech,133.70,,11.48,0.00,-0.06,0.00,0.00,,
102.,Quadpro ITeS,2.20,52.95,11.12,0.00,-0.02,-108.33,3.29,-10.60,2.05
103.,3C IT Solutions,18.20,18.90,10.96,0.00,0.43,290.91,37.28,186.33,5.12
104.,Euphoria Infotec,34.00,6.37,9.87,0.00,0.88,7.32,8.91,42.33,12.86
105.,I Power Solution,16.39,,9.67,0.00,-0.70,-59.09,0.00,,-20.83
106.,Bharatiya Glob.,3.26,1.81,5.16,0.00,2.47,165.48,0.33,32.00,-1.03
