S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
1.,Va Tech Wabag,1600.40,26.67,9973.00,0.25,128.00,28.94,1414.40,22.33,21.33
2.,ION Exchange,350.65,33.31,5142.86,0.43,24.29,-61.96,863.27,3.44,14.06
3.,Enviro Infra,184.69,17.13,3241.86,0.00,54.39,-28.86,427.31,8.75,20.39
4.,JITF Infra Logis,303.25,,779.46,0.00,-7.84,107.37,898.33,14.07,15.39
5.,Denta Water,244.45,10.72,652.68,1.02,9.11,-33.60,55.31,2.14,18.84
6.,Felix Industries,182.10,17.27,313.33,0.00,4.34,25.85,37.43,188.14,19.28
7.,Apex Ecotech,188.00,14.56,247.88,0.00,14.45,106.13,116.08,135.70,41.17
8.,Sattva Eng.,62.60,8.43,109.35,0.00,8.60,16.97,78.23,8.05,22.76
