S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
1.,M K Exim India,52.61,10.61,212.37,0.00,6.18,77.59,26.34,-0.11,24.67
2.,Ace Men,95.19,768.31,122.93,0.00,0.12,,8.51,,
3.,MRP Agro,94.00,26.89,108.10,0.00,0.63,-72.12,13.74,-41.16,13.69
4.,Alstone Textiles,0.16,34.86,100.40,0.00,-3.00,-752.17,0.00,,0.17
5.,Sattva Sukun,0.76,265.00,29.15,0.00,-0.71,-142.86,8.50,709.52,0.59
6.,Kotia Enterprise,24.25,7.24,17.02,0.00,-2.22,5360.00,1.31,,4.20
7.,Radhagobind Comm,2.97,,4.28,0.00,-0.12,-33.33,0.00,,
