S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
69.,Spunweb Nonwoven,111.00,11.60,267.55,0.00,12.33,67.76,188.08,52.29,26.87
70.,Super Sales Ind.,850.65,70.58,261.15,0.29,-1.39,14.20,102.92,-2.21,2.71
71.,RRIL,20.31,28.40,246.19,0.00,2.94,46.27,27.40,-10.19,9.79
72.,Maral Overseas,56.99,61.29,236.57,0.00,13.31,5886.96,258.22,-6.00,7.50
73.,Rudra Ecovation,18.95,,226.13,0.00,-1.39,-1444.44,8.24,16.06,-2.65
74.,Osiajee Texfab,401.35,39.05,216.73,0.00,2.56,-29.28,2.78,-42.80,27.49
75.,Shahlon Silk,22.98,47.29,205.22,0.30,0.87,171.88,82.19,30.50,9.07
76.,Suryalata Spg.,474.30,5.71,202.38,0.42,10.81,29.93,104.52,-14.10,14.05
77.,T T,7.69,684.97,198.64,0.65,0.69,116.79,57.09,-8.64,5.91
78.,Bannari Amm Spg.,24.46,13.03,195.49,0.00,1.38,-54.90,220.71,-2.13,7.39
79.,Mahalaxmi Rubtec,178.94,8.73,190.04,0.00,5.43,17.79,29.56,29.20,32.40
80.,Shiva Texyarn,146.59,19.55,190.02,0.41,0.32,-94.84,82.87,-9.51,10.81
81.,Game Changers,104.55,10.26,187.07,0.00,9.93,44.12,81.52,34.83,39.76
82.,Winsome Textile,90.91,6.78,180.18,0.00,7.83,12.82,243.97,8.61,14.43
83.,Jattashankar Ind,410.00,174.75,179.99,0.00,0.57,283.87,73.40,,6.54
84.,Sh. Dinesh Mills,317.00,16.50,177.54,0.63,-0.57,-73.49,18.85,-9.07,6.19
85.,Shree Ram Twist.,41.52,11.71,165.98,0.00,3.43,233.01,47.90,-53.25,13.96
86.,Jasch Industries,242.85,12.38,165.09,0.00,6.38,149.22,77.96,56.58,19.21
87.,Modern Threads,46.05,12.28,160.14,0.00,4.41,46.03,78.14,15.92,12.81
88.,Avi Ansh,112.50,120.95,157.24,0.00,0.67,-15.19,78.22,15.11,5.14
89.,Salona Cotspin,279.80,94.38,147.24,0.36,-1.37,53.08,110.46,-25.26,8.33
90.,Swadeshi Polytex,35.86,33.46,139.85,0.00,0.92,284.00,0.00,-100.00,4.47
91.,Lagnam Spintex,78.74,9.67,139.13,0.00,8.35,-2.22,179.65,10.31,10.07
92.,Bhandari Hosiery,3.12,17.35,134.81,0.64,1.89,-28.68,90.05,0.92,7.74
93.,BSL,127.95,55.33,131.69,0.63,-0.99,-453.57,147.81,-4.95,6.01
94.,Binayaka Tex Pr,1805.00,32.86,128.16,0.00,-0.95,-121.47,62.61,7.52,8.10
95.,Weizmann,82.32,21.58,127.55,0.61,0.36,104.15,32.36,-10.73,13.99
96.,Hari Govind Intl,149.00,1411.33,127.02,0.00,0.22,466.67,2.60,,1.72
97.,Indian CardCloth,213.15,27.83,126.63,0.00,-3.38,-131.44,11.24,9.98,2.01
98.,Premco Global,375.60,18.34,124.13,1.60,-1.05,-137.63,21.41,-24.45,8.99
99.,Amarjothi Spg.,166.90,11.83,112.66,1.32,5.55,14.67,94.48,66.28,8.64
100.,Lambodhara Text.,107.70,10.16,111.77,0.46,3.13,1322.73,57.23,5.26,12.31
101.,Suryalak. Cott.,56.23,35.84,105.74,0.00,0.83,-61.24,240.51,-2.38,6.36
102.,Bhilwara Spinner,115.45,23.97,104.52,0.00,6.67,2121.21,34.56,348.25,5.85
103.,Vippy Spinpro,175.90,8.62,103.25,0.00,3.38,32.55,88.69,26.63,11.87
104.,Globe Enterprises,2.28,9.36,102.70,0.00,1.27,2016.67,178.10,36.98,10.86
105.,SEL Mfg. Co,30.60,,101.39,0.00,-41.86,-1.28,2.32,-18.31,-13.90
106.,Surat Trade,4.45,9.00,98.82,0.00,-0.44,89.00,45.99,519.81,6.32
107.,Loyal Textile,204.00,,98.33,0.00,-24.12,72.05,81.84,-41.53,-4.10
108.,Gravity (India),12.55,7.62,97.91,0.00,6.83,2376.67,99.24,,158.68
109.,APM Industries,44.99,,97.23,0.00,-3.52,-610.45,63.14,11.42,1.08
110.,KG Petrochem,185.05,21.71,96.61,0.00,2.48,235.14,81.11,-34.87,4.37
111.,Rel. Chemotex,123.97,17.78,93.52,0.40,1.75,-4.89,88.18,7.27,7.34
112.,Rachit Prints,185.35,19.98,91.49,0.00,2.10,-9.87,27.04,28.33,20.79
113.,Digjam,45.39,39.13,90.78,0.00,-0.73,146.00,8.21,32.85,5.21
114.,Yajur Fibres,39.95,12.05,90.62,0.00,5.47,-37.41,50.89,-17.25,8.96
115.,Acknit Indus.,297.50,11.06,90.44,0.50,3.61,14.24,66.88,2.15,9.50
116.,Nagreeka Exports,26.91,27.48,84.09,0.00,0.43,304.76,170.10,47.23,5.31
117.,Ken Enter.,34.00,5.42,83.52,0.00,9.86,36.94,358.98,34.26,24.99
118.,Fiberweb (India),28.37,8.16,81.68,0.00,-1.52,-130.34,9.72,-63.68,7.57
