S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
89.,Quicktouch Tech,25.05,,32.10,0.00,0.44,-57.14,10.59,4.23,-2.92
90.,Micropro Softwar,20.00,,28.60,0.00,0.82,249.09,10.72,-36.04,-1.42
91.,Yudiz Solutions,26.00,41.28,26.83,0.00,0.93,210.62,11.44,16.02,2.54
92.,Accedere,53.60,36.25,26.46,0.00,0.57,3250.00,1.68,86.67,16.67
93.,Starcom Info.,51.00,,25.50,0.00,-1.45,19.44,0.70,-15.66,
94.,Mudunuru,6.70,,21.17,0.00,-0.47,-4800.00,0.98,-76.72,-41.60
95.,ECS Biztech,10.00,685.33,20.56,0.00,-0.11,0.00,0.33,-23.26,7.05
96.,Niks Technology,376.95,94.25,18.85,0.00,0.07,-58.82,1.59,-60.84,4.42
97.,Senthil Infotek,36.27,1832.00,18.32,0.00,0.00,100.00,0.01,-50.00,0.38
98.,Southern Infocon,22.95,,11.52,0.00,0.06,-33.33,3.00,-40.12,-2.03
99.,Objectone Inform,7.08,82.67,7.44,0.00,0.52,116.67,4.34,-13.55,2.99
100.,Space Incubatric,0.21,,7.27,0.00,-9.70,-19500.00,10.63,,0.35
101.,Mahaveer Infoway,13.02,11.20,7.17,0.00,0.46,291.67,0.51,104.00,17.43
102.,Jointeca Educati,5.50,,5.51,0.00,-0.70,-2.94,0.06,-50.00,-26.83
103.,Sparc Electrex,5.20,,5.29,0.00,-0.97,-1716.67,0.06,-93.94,-7.92
104.,Tranway21 Tech.,4.00,47.11,4.24,0.00,-0.66,-214.29,2.15,-16.99,1.41
105.,Quintegra Soln.,1.41,,3.78,0.00,-0.01,,0.00,,-34.04
