S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
1.,Escorts Kubota,2781.50,23.07,31118.80,1.01,320.52,17.12,2968.16,21.40,15.72
2.,VST Till. Tract.,4636.70,37.85,4012.02,0.43,5.29,-78.82,328.46,8.97,13.75
3.,Indo Farm Equip.,132.78,25.84,638.03,0.00,8.72,-35.46,133.99,3.09,7.42
4.,Gurunanak Agri.,36.00,7.11,43.20,0.00,4.00,36.52,25.98,34.61,27.24
