S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
1.,Anthem Bioscienc,761.50,70.42,42887.31,0.26,189.76,128.88,610.94,26.44,30.45
2.,Advanced Enzyme,367.05,25.61,4110.08,1.42,45.25,61.91,203.37,21.65,13.89
3.,CCME Global,105.55,,477.61,0.00,-0.50,-2400.00,0.04,,-2.92
4.,Vivo Bio Tech,24.45,,54.26,0.00,-5.16,-586.79,14.20,15.54,7.29
5.,Shree Ganesh Bio,0.61,64.00,24.32,0.00,-0.15,84.21,2.12,-29.57,0.80
6.,Genomic Valley,27.30,278.00,8.34,0.00,-0.01,87.50,0.04,-84.62,1.02
